variant,country,year,potentialsupport2564_65
estimates,64,1950,27.405
estimates,64,1951,27.304
estimates,64,1952,27.575
estimates,64,1953,28.181
estimates,64,1954,29.197
estimates,64,1955,30.599
estimates,64,1956,30.202
estimates,64,1957,30.121
estimates,64,1958,30.385
estimates,64,1959,30.941
estimates,64,1960,31.863
estimates,64,1961,31.271
estimates,64,1962,30.988
estimates,64,1963,30.971
estimates,64,1964,31.238
estimates,64,1965,31.772
estimates,64,1966,31.151
estimates,64,1967,30.817
estimates,64,1968,30.725
estimates,64,1969,30.878
estimates,64,1970,31.257
estimates,64,1971,30.778
estimates,64,1972,30.539
estimates,64,1973,30.487
estimates,64,1974,30.562
estimates,64,1975,30.728
estimates,64,1976,29.995
estimates,64,1977,29.408
estimates,64,1978,28.975
estimates,64,1979,28.689
estimates,64,1980,28.541
estimates,64,1981,27.636
estimates,64,1982,26.905
estimates,64,1983,26.323
estimates,64,1984,25.864
estimates,64,1985,25.496
estimates,64,1986,24.66
estimates,64,1987,23.962
estimates,64,1988,23.383
estimates,64,1989,22.906
estimates,64,1990,22.515
estimates,64,1991,21.37
estimates,64,1992,20.442
estimates,64,1993,19.706
estimates,64,1994,19.127
estimates,64,1995,18.689
estimates,64,1996,18.108
estimates,64,1997,17.602
estimates,64,1998,17.167
estimates,64,1999,16.799
estimates,64,2000,16.494
estimates,64,2001,16.283
estimates,64,2002,16.15
estimates,64,2003,16.1
estimates,64,2004,16.142
estimates,64,2005,16.274
estimates,64,2006,16.153
estimates,64,2007,16.107
estimates,64,2008,16.112
estimates,64,2009,16.142
estimates,64,2010,16.174
estimates,64,2011,16.061
estimates,64,2012,15.966
estimates,64,2013,15.875
estimates,64,2014,15.777
estimates,64,2015,15.665
medium_variant,64,2015,15.665
medium_variant,64,2016,15.445
medium_variant,64,2017,15.21
medium_variant,64,2018,14.981
medium_variant,64,2019,14.778
medium_variant,64,2020,14.609
medium_variant,64,2021,14.419
medium_variant,64,2022,14.26
medium_variant,64,2023,14.092
medium_variant,64,2024,13.862
medium_variant,64,2025,13.555
medium_variant,64,2026,13.16
medium_variant,64,2027,12.719
medium_variant,64,2028,12.28
medium_variant,64,2029,11.896
medium_variant,64,2030,11.579
medium_variant,64,2031,11.288
medium_variant,64,2032,11.046
medium_variant,64,2033,10.812
medium_variant,64,2034,10.542
medium_variant,64,2035,10.217
medium_variant,64,2036,9.848
medium_variant,64,2037,9.449
medium_variant,64,2038,9.05
medium_variant,64,2039,8.685
medium_variant,64,2040,8.362
medium_variant,64,2041,8.07
medium_variant,64,2042,7.803
medium_variant,64,2043,7.545
medium_variant,64,2044,7.27
medium_variant,64,2045,6.972
medium_variant,64,2046,6.664
medium_variant,64,2047,6.353
medium_variant,64,2048,6.041
medium_variant,64,2049,5.73
medium_variant,64,2050,5.424
medium_variant,64,2051,5.133
medium_variant,64,2052,4.852
medium_variant,64,2053,4.588
medium_variant,64,2054,4.347
medium_variant,64,2055,4.129
medium_variant,64,2056,3.937
medium_variant,64,2057,3.763
medium_variant,64,2058,3.604
medium_variant,64,2059,3.458
medium_variant,64,2060,3.326
medium_variant,64,2061,3.214
medium_variant,64,2062,3.111
medium_variant,64,2063,3.018
medium_variant,64,2064,2.934
medium_variant,64,2065,2.857
medium_variant,64,2066,2.793
medium_variant,64,2067,2.734
medium_variant,64,2068,2.68
medium_variant,64,2069,2.629
medium_variant,64,2070,2.583
medium_variant,64,2071,2.545
medium_variant,64,2072,2.51
medium_variant,64,2073,2.477
medium_variant,64,2074,2.444
medium_variant,64,2075,2.41
medium_variant,64,2076,2.379
medium_variant,64,2077,2.345
medium_variant,64,2078,2.312
medium_variant,64,2079,2.281
medium_variant,64,2080,2.256
medium_variant,64,2081,2.238
medium_variant,64,2082,2.222
medium_variant,64,2083,2.209
medium_variant,64,2084,2.194
medium_variant,64,2085,2.177
medium_variant,64,2086,2.162
medium_variant,64,2087,2.144
medium_variant,64,2088,2.125
medium_variant,64,2089,2.105
medium_variant,64,2090,2.085
medium_variant,64,2091,2.07
medium_variant,64,2092,2.054
medium_variant,64,2093,2.039
medium_variant,64,2094,2.023
medium_variant,64,2095,2.007
medium_variant,64,2096,1.998
medium_variant,64,2097,1.988
medium_variant,64,2098,1.978
medium_variant,64,2099,1.968
medium_variant,64,2100,1.957
high_variant,64,2015,9.59085347200979
low_variant,64,2015,9.59085347200979
constant_fertility,64,2015,9.59085347200979
instant_replacement,64,2015,9.59085347200979
zero_migration,64,2015,9.59085347200979
constant_mortality,64,2015,9.59085347200979
no_change,64,2015,9.59085347200979
high_variant,64,2020,9.19324172500216
low_variant,64,2020,9.19324172500216
constant_fertility,64,2020,9.19324172500216
instant_replacement,64,2020,9.19324172500216
zero_migration,64,2020,9.19324172500216
constant_mortality,64,2020,9.28613001334704
no_change,64,2020,9.28613001334704
high_variant,64,2025,8.09204240331973
low_variant,64,2025,8.09204240331973
constant_fertility,64,2025,8.09204240331973
instant_replacement,64,2025,8.09204240331973
zero_migration,64,2025,8.09204240331973
constant_mortality,64,2025,8.30658736595476
no_change,64,2025,8.30658736595476
high_variant,64,2030,7.2560075962311
low_variant,64,2030,7.2560075962311
constant_fertility,64,2030,7.2560075962311
instant_replacement,64,2030,7.2560075962311
zero_migration,64,2030,7.2560075962311
constant_mortality,64,2030,7.59477751792712
no_change,64,2030,7.59477751792712
high_variant,64,2035,6.10598176405785
low_variant,64,2035,6.10598176405785
constant_fertility,64,2035,6.10598176405785
instant_replacement,64,2035,6.10598176405785
zero_migration,64,2035,6.10598176405785
constant_mortality,64,2035,6.53057572348911
no_change,64,2035,6.53057572348911
high_variant,64,2040,5.14246119200454
low_variant,64,2040,5.14246119200454
constant_fertility,64,2040,5.14246119200454
instant_replacement,64,2040,5.14246119200454
zero_migration,64,2040,5.14246119200454
constant_mortality,64,2040,5.62977479428324
no_change,64,2040,5.62977479428324
high_variant,64,2045,4.12234809943963
low_variant,64,2045,3.99642363589424
constant_fertility,64,2045,4.10070767969142
instant_replacement,64,2045,4.12078391471397
zero_migration,64,2045,4.05936308827773
constant_mortality,64,2045,4.53691777085643
no_change,64,2045,4.58366327051329
high_variant,64,2050,3.25688293607931
low_variant,64,2050,2.99425721898178
constant_fertility,64,2050,3.21782962482898
instant_replacement,64,2050,3.24664554379396
zero_migration,64,2050,3.12554907467416
constant_mortality,64,2050,3.56379932420823
no_change,64,2050,3.67032243285035
high_variant,64,2055,2.71468695202159
low_variant,64,2055,2.32599597039598
constant_fertility,64,2055,2.6646736372452
instant_replacement,64,2055,2.69571465178091
zero_migration,64,2055,2.52033141232094
constant_mortality,64,2055,2.94704999007149
no_change,64,2055,3.11807486100079
high_variant,64,2060,2.39935841014391
low_variant,64,2060,1.90769327000835
constant_fertility,64,2060,2.3505466470675
instant_replacement,64,2060,2.38185766177134
zero_migration,64,2060,2.15342307846966
constant_mortality,64,2060,2.59551659159849
no_change,64,2060,2.8364050004596
high_variant,64,2065,2.22252505276453
low_variant,64,2065,1.62923154903362
constant_fertility,64,2065,2.1785850796869
instant_replacement,64,2065,2.20959566583019
zero_migration,64,2065,1.92474199391754
constant_mortality,64,2065,2.4015071472096
no_change,64,2065,2.72259770461927
high_variant,64,2070,2.1378150388661
low_variant,64,2070,1.42666916729182
constant_fertility,64,2070,2.09698169223157
instant_replacement,64,2070,2.12825014764329
zero_migration,64,2070,1.77749357552154
constant_mortality,64,2070,2.29528820533576
no_change,64,2070,2.713205616828
high_variant,64,2075,2.08725326429449
low_variant,64,2075,1.23980404543851
constant_fertility,64,2075,2.04317899069448
instant_replacement,64,2075,2.07723849794007
zero_migration,64,2075,1.65128924614079
constant_mortality,64,2075,2.19854038717911
no_change,64,2075,2.72615452981325
high_variant,64,2080,2.11964078011307
low_variant,64,2080,1.09997565527875
constant_fertility,64,2080,2.06446714042267
instant_replacement,64,2080,2.10408334396
zero_migration,64,2080,1.58604313266327
constant_mortality,64,2080,2.17271004796021
no_change,64,2080,2.83387411924922
high_variant,64,2085,2.07527908287916
low_variant,64,2085,1.01024058635487
constant_fertility,64,2085,2.03572051673001
instant_replacement,64,2085,2.0533703427888
zero_migration,64,2085,1.51924056691163
constant_mortality,64,2085,2.13387813743308
no_change,64,2085,2.8516338652429
high_variant,64,2090,2.00280853068546
low_variant,64,2090,0.96073138985766
constant_fertility,64,2090,1.98614796691478
instant_replacement,64,2090,1.98635027375952
zero_migration,64,2090,1.46460916682504
constant_mortality,64,2090,2.10834874893584
no_change,64,2090,2.82984608709277
high_variant,64,2095,1.93278083105939
low_variant,64,2095,0.944645200001791
constant_fertility,64,2095,1.93443801444952
instant_replacement,64,2095,1.92429701851067
zero_migration,64,2095,1.42740115322869
constant_mortality,64,2095,2.10907781561697
no_change,64,2095,2.80569364493546
high_variant,64,2100,1.89992369168716
low_variant,64,2100,0.934806800917369
constant_fertility,64,2100,1.89362142153581
instant_replacement,64,2100,1.87865309340283
zero_migration,64,2100,1.40620014314789
constant_mortality,64,2100,2.13212627140374
no_change,64,2100,2.80054496907179
