variant,country,year,potentialsupport2564_65
estimates,690,1950,9.899
estimates,690,1951,9.904
estimates,690,1952,9.959
estimates,690,1953,10.082
estimates,690,1954,10.255
estimates,690,1955,10.507
estimates,690,1956,10.49
estimates,690,1957,10.532
estimates,690,1958,10.633
estimates,690,1959,10.784
estimates,690,1960,11.012
estimates,690,1961,10.849
estimates,690,1962,10.689
estimates,690,1963,10.51
estimates,690,1964,10.337
estimates,690,1965,10.154
estimates,690,1966,10.063
estimates,690,1967,9.974
estimates,690,1968,9.864
estimates,690,1969,9.728
estimates,690,1970,9.564
estimates,690,1971,9.43
estimates,690,1972,9.3
estimates,690,1973,9.182
estimates,690,1974,9.102
estimates,690,1975,9.053
estimates,690,1976,8.914
estimates,690,1977,8.841
estimates,690,1978,8.796
estimates,690,1979,8.738
estimates,690,1980,8.659
estimates,690,1981,8.504
estimates,690,1982,8.379
estimates,690,1983,8.296
estimates,690,1984,8.275
estimates,690,1985,8.322
estimates,690,1986,8.392
estimates,690,1987,8.531
estimates,690,1988,8.723
estimates,690,1989,8.922
estimates,690,1990,9.115
estimates,690,1991,9.295
estimates,690,1992,9.423
estimates,690,1993,9.526
estimates,690,1994,9.623
estimates,690,1995,9.711
estimates,690,1996,9.526
estimates,690,1997,9.363
estimates,690,1998,9.211
estimates,690,1999,9.065
estimates,690,2000,8.919
estimates,690,2001,9.148
estimates,690,2002,9.419
estimates,690,2003,9.726
estimates,690,2004,10.086
estimates,690,2005,10.506
estimates,690,2006,10.605
estimates,690,2007,10.723
estimates,690,2008,10.836
estimates,690,2009,10.936
estimates,690,2010,11.015
estimates,690,2011,11.061
estimates,690,2012,11.112
estimates,690,2013,11.187
estimates,690,2014,11.33
estimates,690,2015,11.561
medium_variant,690,2015,11.561
medium_variant,690,2016,11.75
medium_variant,690,2017,12.018
medium_variant,690,2018,12.266
medium_variant,690,2019,12.363
medium_variant,690,2020,12.231
medium_variant,690,2021,11.797
medium_variant,690,2022,11.23
medium_variant,690,2023,10.608
medium_variant,690,2024,9.998
medium_variant,690,2025,9.433
medium_variant,690,2026,8.848
medium_variant,690,2027,8.309
medium_variant,690,2028,7.813
medium_variant,690,2029,7.361
medium_variant,690,2030,6.951
medium_variant,690,2031,6.565
medium_variant,690,2032,6.218
medium_variant,690,2033,5.905
medium_variant,690,2034,5.629
medium_variant,690,2035,5.385
medium_variant,690,2036,5.168
medium_variant,690,2037,4.976
medium_variant,690,2038,4.805
medium_variant,690,2039,4.644
