variant,country,year,potentialsupport2564_65
estimates,716,1950,21.53
estimates,716,1951,20.923
estimates,716,1952,20.48
estimates,716,1953,20.163
estimates,716,1954,19.937
estimates,716,1955,19.773
estimates,716,1956,19.314
estimates,716,1957,18.965
estimates,716,1958,18.711
estimates,716,1959,18.54
estimates,716,1960,18.436
estimates,716,1961,18.069
estimates,716,1962,17.805
estimates,716,1963,17.634
estimates,716,1964,17.554
estimates,716,1965,17.56
estimates,716,1966,17.333
estimates,716,1967,17.221
estimates,716,1968,17.187
estimates,716,1969,17.195
estimates,716,1970,17.222
estimates,716,1971,16.989
estimates,716,1972,16.808
estimates,716,1973,16.697
estimates,716,1974,16.691
estimates,716,1975,16.802
estimates,716,1976,16.693
estimates,716,1977,16.698
estimates,716,1978,16.792
estimates,716,1979,16.944
estimates,716,1980,17.133
estimates,716,1981,17.243
estimates,716,1982,17.427
estimates,716,1983,17.64
estimates,716,1984,17.828
estimates,716,1985,17.962
estimates,716,1986,17.814
estimates,716,1987,17.67
estimates,716,1988,17.575
estimates,716,1989,17.58
estimates,716,1990,17.695
estimates,716,1991,17.476
estimates,716,1992,17.367
estimates,716,1993,17.318
estimates,716,1994,17.28
estimates,716,1995,17.23
estimates,716,1996,16.857
estimates,716,1997,16.526
estimates,716,1998,16.257
estimates,716,1999,16.076
estimates,716,2000,15.996
estimates,716,2001,15.733
estimates,716,2002,15.549
estimates,716,2003,15.437
estimates,716,2004,15.395
estimates,716,2005,15.427
estimates,716,2006,15.497
estimates,716,2007,15.645
estimates,716,2008,15.848
estimates,716,2009,16.078
estimates,716,2010,16.326
estimates,716,2011,16.564
estimates,716,2012,16.804
estimates,716,2013,17.083
estimates,716,2014,17.457
estimates,716,2015,17.95
medium_variant,716,2015,17.95
medium_variant,716,2016,18.417
medium_variant,716,2017,19.004
medium_variant,716,2018,19.636
medium_variant,716,2019,20.204
medium_variant,716,2020,20.646
medium_variant,716,2021,20.759
medium_variant,716,2022,20.792
medium_variant,716,2023,20.796
medium_variant,716,2024,20.832
medium_variant,716,2025,20.93
medium_variant,716,2026,20.893
medium_variant,716,2027,20.914
medium_variant,716,2028,20.984
medium_variant,716,2029,21.096
medium_variant,716,2030,21.243
medium_variant,716,2031,21.257
medium_variant,716,2032,21.303
medium_variant,716,2033,21.376
medium_variant,716,2034,21.482
medium_variant,716,2035,21.614
medium_variant,716,2036,21.625
medium_variant,716,2037,21.64
medium_variant,716,2038,21.625
medium_variant,716,2039,21.541
