variant,country,year,potentialsupport2564_65
estimates,858,1950,9.333
estimates,858,1951,9.305
estimates,858,1952,9.318
estimates,858,1953,9.37
estimates,858,1954,9.456
estimates,858,1955,9.572
estimates,858,1956,9.552
estimates,858,1957,9.566
estimates,858,1958,9.609
estimates,858,1959,9.676
estimates,858,1960,9.761
estimates,858,1961,9.682
estimates,858,1962,9.625
estimates,858,1963,9.588
estimates,858,1964,9.567
estimates,858,1965,9.557
estimates,858,1966,9.424
estimates,858,1967,9.315
estimates,858,1968,9.224
estimates,858,1969,9.145
estimates,858,1970,9.073
estimates,858,1971,8.855
estimates,858,1972,8.655
estimates,858,1973,8.475
estimates,858,1974,8.319
estimates,858,1975,8.183
estimates,858,1976,8.027
estimates,858,1977,7.904
estimates,858,1978,7.802
estimates,858,1979,7.702
estimates,858,1980,7.596
estimates,858,1981,7.406
estimates,858,1982,7.226
estimates,858,1983,7.071
estimates,858,1984,6.957
estimates,858,1985,6.888
estimates,858,1986,6.792
estimates,858,1987,6.738
estimates,858,1988,6.708
estimates,858,1989,6.68
estimates,858,1990,6.642
estimates,858,1991,6.526
estimates,858,1992,6.413
estimates,858,1993,6.307
estimates,858,1994,6.21
estimates,858,1995,6.124
estimates,858,1996,5.997
estimates,858,1997,5.885
estimates,858,1998,5.79
estimates,858,1999,5.712
estimates,858,2000,5.652
estimates,858,2001,5.559
estimates,858,2002,5.482
estimates,858,2003,5.418
estimates,858,2004,5.368
estimates,858,2005,5.332
estimates,858,2006,5.279
estimates,858,2007,5.24
estimates,858,2008,5.214
estimates,858,2009,5.197
estimates,858,2010,5.187
estimates,858,2011,5.163
estimates,858,2012,5.147
estimates,858,2013,5.137
estimates,858,2014,5.129
estimates,858,2015,5.123
medium_variant,858,2015,5.123
medium_variant,858,2016,5.105
medium_variant,858,2017,5.088
medium_variant,858,2018,5.073
medium_variant,858,2019,5.059
medium_variant,858,2020,5.045
medium_variant,858,2021,5.016
medium_variant,858,2022,4.987
medium_variant,858,2023,4.956
medium_variant,858,2024,4.918
medium_variant,858,2025,4.873
medium_variant,858,2026,4.811
medium_variant,858,2027,4.743
medium_variant,858,2028,4.673
medium_variant,858,2029,4.602
medium_variant,858,2030,4.533
medium_variant,858,2031,4.461
medium_variant,858,2032,4.39
medium_variant,858,2033,4.322
medium_variant,858,2034,4.26
medium_variant,858,2035,4.207
medium_variant,858,2036,4.16
medium_variant,858,2037,4.12
medium_variant,858,2038,4.082
medium_variant,858,2039,4.039
medium_variant,858,2040,3.988
medium_variant,858,2041,3.934
medium_variant,858,2042,3.874
medium_variant,858,2043,3.809
medium_variant,858,2044,3.743
medium_variant,858,2045,3.675
medium_variant,858,2046,3.609
medium_variant,858,2047,3.54
medium_variant,858,2048,3.473
medium_variant,858,2049,3.412
medium_variant,858,2050,3.361
medium_variant,858,2051,3.323
medium_variant,858,2052,3.292
medium_variant,858,2053,3.263
medium_variant,858,2054,3.231
medium_variant,858,2055,3.194
medium_variant,858,2056,3.159
medium_variant,858,2057,3.118
medium_variant,858,2058,3.073
medium_variant,858,2059,3.024
medium_variant,858,2060,2.971
medium_variant,858,2061,2.924
medium_variant,858,2062,2.873
medium_variant,858,2063,2.819
medium_variant,858,2064,2.766
medium_variant,858,2065,2.714
medium_variant,858,2066,2.674
medium_variant,858,2067,2.634
medium_variant,858,2068,2.596
medium_variant,858,2069,2.558
medium_variant,858,2070,2.521
medium_variant,858,2071,2.495
medium_variant,858,2072,2.468
medium_variant,858,2073,2.441
medium_variant,858,2074,2.415
medium_variant,858,2075,2.388
medium_variant,858,2076,2.37
medium_variant,858,2077,2.351
medium_variant,858,2078,2.331
medium_variant,858,2079,2.309
medium_variant,858,2080,2.286
medium_variant,858,2081,2.272
medium_variant,858,2082,2.257
medium_variant,858,2083,2.24
medium_variant,858,2084,2.222
medium_variant,858,2085,2.203
medium_variant,858,2086,2.192
medium_variant,858,2087,2.179
medium_variant,858,2088,2.164
medium_variant,858,2089,2.148
medium_variant,858,2090,2.13
medium_variant,858,2091,2.12
medium_variant,858,2092,2.109
medium_variant,858,2093,2.095
medium_variant,858,2094,2.08
medium_variant,858,2095,2.062
medium_variant,858,2096,2.054
medium_variant,858,2097,2.043
medium_variant,858,2098,2.03
medium_variant,858,2099,2.015
medium_variant,858,2100,1.999
high_variant,858,2015,3.39518864267718
low_variant,858,2015,3.39518864267718
constant_fertility,858,2015,3.39518864267718
instant_replacement,858,2015,3.39518864267718
zero_migration,858,2015,3.39518864267718
constant_mortality,858,2015,3.39518864267718
no_change,858,2015,3.39518864267718
high_variant,858,2020,3.32354318032175
low_variant,858,2020,3.32354318032175
constant_fertility,858,2020,3.32354318032175
instant_replacement,858,2020,3.32354318032175
zero_migration,858,2020,3.33701905344928
constant_mortality,858,2020,3.35555927333983
no_change,858,2020,3.35555927333983
high_variant,858,2025,3.14809449206992
low_variant,858,2025,3.14809449206992
constant_fertility,858,2025,3.14809449206992
instant_replacement,858,2025,3.14809449206992
zero_migration,858,2025,3.17528721498085
constant_mortality,858,2025,3.22490205968438
no_change,858,2025,3.22490205968438
high_variant,858,2030,2.9600241398152
low_variant,858,2030,2.9600241398152
constant_fertility,858,2030,2.9600241398152
instant_replacement,858,2030,2.9600241398152
zero_migration,858,2030,2.99897752672004
constant_mortality,858,2030,3.08773888453871
no_change,858,2030,3.08773888453871
high_variant,858,2035,2.82970023475406
low_variant,858,2035,2.82970023475406
constant_fertility,858,2035,2.82970023475406
instant_replacement,858,2035,2.82970023475406
zero_migration,858,2035,2.87898936373752
constant_mortality,858,2035,3.01550009829008
no_change,858,2035,3.01550009829008
high_variant,858,2040,2.62668561489719
low_variant,858,2040,2.62668561489719
constant_fertility,858,2040,2.62668561489719
instant_replacement,858,2040,2.62668561489719
zero_migration,858,2040,2.68456520414338
constant_mortality,858,2040,2.86501456716944
no_change,858,2040,2.86501456716944
high_variant,858,2045,2.45839372427875
low_variant,858,2045,2.37969726944765
constant_fertility,858,2045,2.42854516890069
instant_replacement,858,2045,2.43651412883637
