country,year,variant,gender,age5yearinterval,population
328,1950,estimates,female,"Region, subregion, country or area *",Guyana
328,1950,estimates,male,"Region, subregion, country or area *",Guyana
328,1950,estimates,female,0_4,33.915
328,1950,estimates,male,0_4,34.625
328,1950,estimates,female,5_9,24.385
328,1950,estimates,male,5_9,25.19
328,1950,estimates,female,10_14,21.88
328,1950,estimates,male,10_14,22.199
328,1950,estimates,female,15_19,19.359
328,1950,estimates,male,15_19,19.149
328,1950,estimates,female,20_24,17.721
328,1950,estimates,male,20_24,17.035
328,1950,estimates,female,25_29,14.766
328,1950,estimates,male,25_29,13.684
328,1950,estimates,female,30_34,13.301
328,1950,estimates,male,30_34,13.265
328,1950,estimates,female,35_39,12.065
328,1950,estimates,male,35_39,11.945
328,1950,estimates,female,40_44,10.535
328,1950,estimates,male,40_44,10.841
328,1950,estimates,female,45_49,9.399
328,1950,estimates,male,45_49,10.045
328,1950,estimates,female,50_54,7.16
328,1950,estimates,male,50_54,7.325
328,1950,estimates,female,55_59,5.825
328,1950,estimates,male,55_59,5.669
328,1950,estimates,female,60_64,4.64
328,1950,estimates,male,60_64,4.12
328,1950,estimates,female,65_69,4.12
328,1950,estimates,male,65_69,3.005
328,1950,estimates,female,70_74,2.731
328,1950,estimates,male,70_74,1.92
328,1950,estimates,female,75_79,1.555
328,1950,estimates,male,75_79,0.92
328,1950,estimates,female,80plus,1.46
328,1950,estimates,male,80plus,0.805
328,1955,estimates,female,"Region, subregion, country or area *",Guyana
328,1955,estimates,male,"Region, subregion, country or area *",Guyana
328,1955,estimates,female,0_4,45.195
328,1955,estimates,male,0_4,46.527
328,1955,estimates,female,5_9,33.25
328,1955,estimates,male,5_9,33.779
328,1955,estimates,female,10_14,24.19
328,1955,estimates,male,10_14,24.904
328,1955,estimates,female,15_19,22.936
328,1955,estimates,male,15_19,23.049
328,1955,estimates,female,20_24,19.627
328,1955,estimates,male,20_24,18.987
328,1955,estimates,female,25_29,17.098
328,1955,estimates,male,25_29,16.109
328,1955,estimates,female,30_34,14.833
328,1955,estimates,male,30_34,13.801
328,1955,estimates,female,35_39,13.313
328,1955,estimates,male,35_39,13.292
328,1955,estimates,female,40_44,11.188
328,1955,estimates,male,40_44,11.472
328,1955,estimates,female,45_49,10.165
328,1955,estimates,male,45_49,11.024
328,1955,estimates,female,50_54,7.935
328,1955,estimates,male,50_54,8.407
328,1955,estimates,female,55_59,6.618
328,1955,estimates,male,55_59,6.781
328,1955,estimates,female,60_64,5.196
328,1955,estimates,male,60_64,4.895
328,1955,estimates,female,65_69,4.295
328,1955,estimates,male,65_69,3.323
328,1955,estimates,female,70_74,2.953
328,1955,estimates,male,70_74,2.051
328,1955,estimates,female,75_79,1.827
328,1955,estimates,male,75_79,1.079
328,1955,estimates,female,80plus,1.587
328,1955,estimates,male,80plus,0.876
328,1960,estimates,female,"Region, subregion, country or area *",Guyana
328,1960,estimates,male,"Region, subregion, country or area *",Guyana
328,1960,estimates,female,0_4,53.822
328,1960,estimates,male,0_4,55.499
328,1960,estimates,female,5_9,44.23
328,1960,estimates,male,5_9,45.337
328,1960,estimates,female,10_14,33.446
328,1960,estimates,male,10_14,33.872
328,1960,estimates,female,15_19,25.961
328,1960,estimates,male,15_19,26.59
328,1960,estimates,female,20_24,21.827
328,1960,estimates,male,20_24,21.796
328,1960,estimates,female,25_29,18.716
328,1960,estimates,male,25_29,17.568
328,1960,estimates,female,30_34,16.745
328,1960,estimates,male,30_34,16.84
328,1960,estimates,female,35_39,14.578
328,1960,estimates,male,35_39,13.717
328,1960,estimates,female,40_44,11.837
328,1960,estimates,male,40_44,12.147
328,1960,estimates,female,45_49,10.916
328,1960,estimates,male,45_49,12.038
328,1960,estimates,female,50_54,8.688
328,1960,estimates,male,50_54,9.503
328,1960,estimates,female,55_59,7.383
328,1960,estimates,male,55_59,7.902
328,1960,estimates,female,60_64,5.722
328,1960,estimates,male,60_64,5.661
328,1960,estimates,female,65_69,4.447
328,1960,estimates,male,65_69,3.636
328,1960,estimates,female,70_74,3.135
328,1960,estimates,male,70_74,2.171
328,1960,estimates,female,75_79,2.089
328,1960,estimates,male,75_79,1.231
328,1960,estimates,female,80plus,1.817
328,1960,estimates,male,80plus,0.946
328,1965,estimates,female,"Region, subregion, country or area *",Guyana
328,1965,estimates,male,"Region, subregion, country or area *",Guyana
328,1965,estimates,female,0_4,56.683
328,1965,estimates,male,0_4,58.525
328,1965,estimates,female,5_9,52.788
328,1965,estimates,male,5_9,54.22
328,1965,estimates,female,10_14,43.968
328,1965,estimates,male,10_14,44.946
328,1965,estimates,female,15_19,31.845
328,1965,estimates,male,15_19,33.382
328,1965,estimates,female,20_24,24.724
328,1965,estimates,male,20_24,25.552
328,1965,estimates,female,25_29,19.914
328,1965,estimates,male,25_29,19.587
328,1965,estimates,female,30_34,16.851
328,1965,estimates,male,30_34,16.619
328,1965,estimates,female,35_39,15.816
328,1965,estimates,male,35_39,15.851
328,1965,estimates,female,40_44,13.078
328,1965,estimates,male,40_44,12.41
328,1965,estimates,female,45_49,11.521
328,1965,estimates,male,45_49,12.491
328,1965,estimates,female,50_54,9.333
328,1965,estimates,male,50_54,9.973
328,1965,estimates,female,55_59,8.132
328,1965,estimates,male,55_59,8.81
328,1965,estimates,female,60_64,6.099
328,1965,estimates,male,60_64,6.163
328,1965,estimates,female,65_69,5.324
328,1965,estimates,male,65_69,4.614
328,1965,estimates,female,70_74,3.401
328,1965,estimates,male,70_74,2.705
328,1965,estimates,female,75_79,2.175
328,1965,estimates,male,75_79,1.366
328,1965,estimates,female,80plus,1.972
328,1965,estimates,male,80plus,1.027
328,1970,estimates,female,"Region, subregion, country or area *",Guyana
328,1970,estimates,male,"Region, subregion, country or area *",Guyana
328,1970,estimates,female,0_4,57.875
328,1970,estimates,male,0_4,59.833
328,1970,estimates,female,5_9,55.692
328,1970,estimates,male,5_9,57.302
328,1970,estimates,female,10_14,50.208
328,1970,estimates,male,10_14,50.957
328,1970,estimates,female,15_19,40.325
328,1970,estimates,male,15_19,41.009
328,1970,estimates,female,20_24,27.615
328,1970,estimates,male,20_24,28.204
328,1970,estimates,female,25_29,20.1
328,1970,estimates,male,25_29,20.413
328,1970,estimates,female,30_34,17.618
328,1970,estimates,male,30_34,17.192
328,1970,estimates,female,35_39,16.304
328,1970,estimates,male,35_39,15.52
328,1970,estimates,female,40_44,14.62
328,1970,estimates,male,40_44,14.462
328,1970,estimates,female,45_49,12.112
328,1970,estimates,male,45_49,11.65
328,1970,estimates,female,50_54,9.943
328,1970,estimates,male,50_54,10.167
328,1970,estimates,female,55_59,8.77
328,1970,estimates,male,55_59,9.503
328,1970,estimates,female,60_64,6.325
328,1970,estimates,male,60_64,6.5
328,1970,estimates,female,65_69,6.017
328,1970,estimates,male,65_69,5.475
328,1970,estimates,female,70_74,3.481
328,1970,estimates,male,70_74,3.133
328,1970,estimates,female,75_79,2.113
328,1970,estimates,male,75_79,1.438
328,1970,estimates,female,80plus,1.983
328,1970,estimates,male,80plus,1.071
328,1975,estimates,female,"Region, subregion, country or area *",Guyana
328,1975,estimates,male,"Region, subregion, country or area *",Guyana
328,1975,estimates,female,0_4,58.189
328,1975,estimates,male,0_4,60.235
328,1975,estimates,female,5_9,56.944
328,1975,estimates,male,5_9,58.647
328,1975,estimates,female,10_14,48.072
328,1975,estimates,male,10_14,49.518
328,1975,estimates,female,15_19,44.334
328,1975,estimates,male,15_19,44.596
328,1975,estimates,female,20_24,34.865
328,1975,estimates,male,20_24,34.367
328,1975,estimates,female,25_29,23.522
328,1975,estimates,male,25_29,24.623
328,1975,estimates,female,30_34,19.606
328,1975,estimates,male,30_34,20.163
328,1975,estimates,female,35_39,17.226
328,1975,estimates,male,35_39,17.007
328,1975,estimates,female,40_44,14.407
328,1975,estimates,male,40_44,14.125
328,1975,estimates,female,45_49,12.986
328,1975,estimates,male,45_49,13.142
328,1975,estimates,female,50_54,10.718
328,1975,estimates,male,50_54,10.053
328,1975,estimates,female,55_59,8.88
328,1975,estimates,male,55_59,9.456
328,1975,estimates,female,60_64,6.493
328,1975,estimates,male,60_64,6.634
328,1975,estimates,female,65_69,6.206
328,1975,estimates,male,65_69,5.897
328,1975,estimates,female,70_74,3.638
328,1975,estimates,male,70_74,3.4
328,1975,estimates,female,75_79,2.456
328,1975,estimates,male,75_79,1.947
328,1975,estimates,female,80plus,2.142
328,1975,estimates,male,80plus,1.353
328,1980,estimates,female,"Region, subregion, country or area *",Guyana
328,1980,estimates,male,"Region, subregion, country or area *",Guyana
328,1980,estimates,female,0_4,52.707
328,1980,estimates,male,0_4,54.601
328,1980,estimates,female,5_9,55.423
328,1980,estimates,male,5_9,57.162
328,1980,estimates,female,10_14,54.682
328,1980,estimates,male,10_14,56.097
328,1980,estimates,female,15_19,45.82
328,1980,estimates,male,15_19,45.797
328,1980,estimates,female,20_24,39.791
328,1980,estimates,male,20_24,38.783
328,1980,estimates,female,25_29,29.682
328,1980,estimates,male,25_29,30.448
328,1980,estimates,female,30_34,21.406
328,1980,estimates,male,30_34,22.485
328,1980,estimates,female,35_39,17.085
328,1980,estimates,male,35_39,17.77
328,1980,estimates,female,40_44,14.906
328,1980,estimates,male,40_44,15.088
328,1980,estimates,female,45_49,13.262
328,1980,estimates,male,45_49,12.915
328,1980,estimates,female,50_54,11.835
328,1980,estimates,male,50_54,12.063
328,1980,estimates,female,55_59,8.941
328,1980,estimates,male,55_59,8.603
328,1980,estimates,female,60_64,6.692
328,1980,estimates,male,60_64,6.803
328,1980,estimates,female,65_69,6.371
328,1980,estimates,male,65_69,6.321
328,1980,estimates,female,70_74,3.782
328,1980,estimates,male,70_74,3.647
328,1980,estimates,female,75_79,2.769
328,1980,estimates,male,75_79,2.446
328,1980,estimates,female,80plus,2.287
328,1980,estimates,male,80plus,1.683
328,1985,estimates,female,"Region, subregion, country or area *",Guyana
328,1985,estimates,male,"Region, subregion, country or area *",Guyana
328,1985,estimates,female,0_4,51.337
328,1985,estimates,male,0_4,52.834
328,1985,estimates,female,5_9,47.614
328,1985,estimates,male,5_9,48.828
328,1985,estimates,female,10_14,50.751
328,1985,estimates,male,10_14,51.807
328,1985,estimates,female,15_19,49.976
328,1985,estimates,male,15_19,47.77
328,1985,estimates,female,20_24,43.186
328,1985,estimates,male,20_24,42.751
328,1985,estimates,female,25_29,33.663
328,1985,estimates,male,25_29,32.174
328,1985,estimates,female,30_34,25.259
328,1985,estimates,male,30_34,25.884
328,1985,estimates,female,35_39,16.112
328,1985,estimates,male,35_39,17.348
328,1985,estimates,female,40_44,12.312
328,1985,estimates,male,40_44,13.859
328,1985,estimates,female,45_49,12.812
328,1985,estimates,male,45_49,12.946
328,1985,estimates,female,50_54,11.301
328,1985,estimates,male,50_54,11.378
328,1985,estimates,female,55_59,8.569
328,1985,estimates,male,55_59,9.548
328,1985,estimates,female,60_64,5.008
328,1985,estimates,male,60_64,3.863
328,1985,estimates,female,65_69,7.45
328,1985,estimates,male,65_69,7.598
328,1985,estimates,female,70_74,2.47
328,1985,estimates,male,70_74,2.819
328,1985,estimates,female,75_79,3.162
328,1985,estimates,male,75_79,2.936
328,1985,estimates,female,80plus,2.728
328,1985,estimates,male,80plus,2.386
328,1990,estimates,female,"Region, subregion, country or area *",Guyana
328,1990,estimates,male,"Region, subregion, country or area *",Guyana
328,1990,estimates,female,0_4,44.761
328,1990,estimates,male,0_4,45.119
328,1990,estimates,female,5_9,44.696
328,1990,estimates,male,5_9,45.284
328,1990,estimates,female,10_14,44.784
328,1990,estimates,male,10_14,44.06
328,1990,estimates,female,15_19,43.678
328,1990,estimates,male,15_19,41.597
328,1990,estimates,female,20_24,40.935
328,1990,estimates,male,20_24,38.366
328,1990,estimates,female,25_29,35.277
328,1990,estimates,male,25_29,33.73
328,1990,estimates,female,30_34,28.597
328,1990,estimates,male,30_34,27.508
328,1990,estimates,female,35_39,21.978
328,1990,estimates,male,35_39,21.774
328,1990,estimates,female,40_44,17.308
328,1990,estimates,male,40_44,17.296
328,1990,estimates,female,45_49,12.969
328,1990,estimates,male,45_49,12.503
328,1990,estimates,female,50_54,10.815
328,1990,estimates,male,50_54,11.056
328,1990,estimates,female,55_59,8.373
328,1990,estimates,male,55_59,8.09
328,1990,estimates,female,60_64,6.649
328,1990,estimates,male,60_64,6.851
328,1990,estimates,female,65_69,6.829
328,1990,estimates,male,65_69,5.743
328,1990,estimates,female,70_74,3.63
328,1990,estimates,male,70_74,3.665
328,1990,estimates,female,75_79,2.537
328,1990,estimates,male,75_79,1.807
328,1990,estimates,female,80_84,1.795
328,1990,estimates,male,80_84,1.506
328,1990,estimates,female,85_89,0.787
328,1990,estimates,male,85_89,0.665
328,1990,estimates,female,90_94,0.155
328,1990,estimates,male,90_94,0.101
328,1990,estimates,female,95_99,0.02
328,1990,estimates,male,95_99,0.01
328,1990,estimates,female,100plus,0.001
328,1990,estimates,male,100plus,0.001
328,1995,estimates,female,"Region, subregion, country or area *",Guyana
328,1995,estimates,male,"Region, subregion, country or area *",Guyana
328,1995,estimates,female,0_4,48.804
328,1995,estimates,male,0_4,50.812
328,1995,estimates,female,5_9,43.396
