country,year,variant,gender,age5yearinterval,population
586,1950,estimates,female,0_4,2780.259
586,1950,estimates,male,0_4,2998.347
586,1950,estimates,female,5_9,2397.689
586,1950,estimates,male,5_9,2640.017
586,1950,estimates,female,10_14,2029.949
586,1950,estimates,male,10_14,2296.163
586,1950,estimates,female,15_19,1736.353
586,1950,estimates,male,15_19,2024.688
586,1950,estimates,female,20_24,1465.49
586,1950,estimates,male,20_24,1783.229
586,1950,estimates,female,25_29,1245.053
586,1950,estimates,male,25_29,1567.528
586,1950,estimates,female,30_34,1042.849
586,1950,estimates,male,30_34,1366.977
586,1950,estimates,female,35_39,872.947
586,1950,estimates,male,35_39,1174.62
586,1950,estimates,female,40_44,707.931
586,1950,estimates,male,40_44,974.352
586,1950,estimates,female,45_49,585.84
586,1950,estimates,male,45_49,817.675
586,1950,estimates,female,50_54,471.418
586,1950,estimates,male,50_54,665.199
586,1950,estimates,female,55_59,400.823
586,1950,estimates,male,55_59,561.554
586,1950,estimates,female,60_64,354.932
586,1950,estimates,male,60_64,486.97
586,1950,estimates,female,65_69,304.504
586,1950,estimates,male,65_69,400.547
586,1950,estimates,female,70_74,255.457
586,1950,estimates,male,70_74,313.32
586,1950,estimates,female,75_79,207.797
586,1950,estimates,male,75_79,225.287
586,1950,estimates,female,80plus,221.844
586,1950,estimates,male,80plus,164.762
586,1955,estimates,female,0_4,2880.288
586,1955,estimates,male,0_4,2987.145
586,1955,estimates,female,5_9,2487.011
586,1955,estimates,male,5_9,2682.173
586,1955,estimates,female,10_14,2317.466
586,1955,estimates,male,10_14,2538.663
586,1955,estimates,female,15_19,1946.986
586,1955,estimates,male,15_19,2234.476
586,1955,estimates,female,20_24,1654.337
586,1955,estimates,male,20_24,1950.603
586,1955,estimates,female,25_29,1397.286
586,1955,estimates,male,25_29,1711.498
586,1955,estimates,female,30_34,1183.135
586,1955,estimates,male,30_34,1503.519
586,1955,estimates,female,35_39,987.731
586,1955,estimates,male,35_39,1305.25
586,1955,estimates,female,40_44,822.516
586,1955,estimates,male,40_44,1113.891
586,1955,estimates,female,45_49,661.777
586,1955,estimates,male,45_49,914.164
586,1955,estimates,female,50_54,541.152
586,1955,estimates,male,50_54,754.515
586,1955,estimates,female,55_59,426.979
586,1955,estimates,male,55_59,599.071
586,1955,estimates,female,60_64,355.67
586,1955,estimates,male,60_64,487.541
586,1955,estimates,female,65_69,304.021
586,1955,estimates,male,65_69,398.35
586,1955,estimates,female,70_74,239.976
586,1955,estimates,male,70_74,294.666
586,1955,estimates,female,75_79,177.608
586,1955,estimates,male,75_79,194.405
586,1955,estimates,female,80plus,212.095
586,1955,estimates,male,80plus,158.342
586,1960,estimates,female,0_4,3505.769
586,1960,estimates,male,0_4,3666.096
586,1960,estimates,female,5_9,2646.095
586,1960,estimates,male,5_9,2748.074
586,1960,estimates,female,10_14,2419.8
586,1960,estimates,male,10_14,2601.458
586,1960,estimates,female,15_19,2242.135
586,1960,estimates,male,15_19,2482.538
586,1960,estimates,female,20_24,1870.912
586,1960,estimates,male,20_24,2167.44
586,1960,estimates,female,25_29,1589.797
586,1960,estimates,male,25_29,1885.492
586,1960,estimates,female,30_34,1339.395
586,1960,estimates,male,30_34,1652.127
586,1960,estimates,female,35_39,1130.389
586,1960,estimates,male,35_39,1445.663
586,1960,estimates,female,40_44,938.763
586,1960,estimates,male,40_44,1247.205
586,1960,estimates,female,45_49,775.525
586,1960,estimates,male,45_49,1053.974
586,1960,estimates,female,50_54,616.453
586,1960,estimates,male,50_54,851.831
586,1960,estimates,female,55_59,494.229
586,1960,estimates,male,55_59,686.332
586,1960,estimates,female,60_64,381.492
586,1960,estimates,male,60_64,526.162
586,1960,estimates,female,65_69,306.175
586,1960,estimates,male,65_69,405.11
586,1960,estimates,female,70_74,240.703
586,1960,estimates,male,70_74,299.461
586,1960,estimates,female,75_79,167.113
586,1960,estimates,male,75_79,188.708
586,1960,estimates,female,80plus,187.303
586,1960,estimates,male,80plus,148.58
586,1965,estimates,female,0_4,4173.962
586,1965,estimates,male,0_4,4387.071
586,1965,estimates,female,5_9,3280.037
586,1965,estimates,male,5_9,3438.111
586,1965,estimates,female,10_14,2587.386
586,1965,estimates,male,10_14,2682.474
586,1965,estimates,female,15_19,2353.111
586,1965,estimates,male,15_19,2550.361
586,1965,estimates,female,20_24,2162.251
586,1965,estimates,male,20_24,2414.002
586,1965,estimates,female,25_29,1803.35
586,1965,estimates,male,25_29,2101.191
586,1965,estimates,female,30_34,1531.209
586,1965,estimates,male,30_34,1826.706
586,1965,estimates,female,35_39,1286.753
586,1965,estimates,male,35_39,1595.678
586,1965,estimates,female,40_44,1080.833
586,1965,estimates,male,40_44,1388.287
586,1965,estimates,female,45_49,890.979
586,1965,estimates,male,45_49,1186.641
586,1965,estimates,female,50_54,727.675
586,1965,estimates,male,50_54,988.293
586,1965,estimates,female,55_59,567.248
586,1965,estimates,male,55_59,780.323
586,1965,estimates,female,60_64,444.337
586,1965,estimates,male,60_64,608.482
586,1965,estimates,female,65_69,330.068
586,1965,estimates,male,65_69,442.817
586,1965,estimates,female,70_74,243.816
586,1965,estimates,male,70_74,309.86
586,1965,estimates,female,75_79,168.38
586,1965,estimates,male,75_79,196.523
586,1965,estimates,female,80plus,169.744
586,1965,estimates,male,80plus,147.258
586,1970,estimates,female,0_4,4829.946
586,1970,estimates,male,0_4,5091.266
586,1970,estimates,female,5_9,3950.066
586,1970,estimates,male,5_9,4164.789
586,1970,estimates,female,10_14,3219.735
586,1970,estimates,male,10_14,3372.637
586,1970,estimates,female,15_19,2523.466
586,1970,estimates,male,15_19,2632.519
586,1970,estimates,female,20_24,2270.558
586,1970,estimates,male,20_24,2479.297
586,1970,estimates,female,25_29,2086.753
586,1970,estimates,male,25_29,2341.975
586,1970,estimates,female,30_34,1742.12
586,1970,estimates,male,30_34,2039.728
586,1970,estimates,female,35_39,1476.76
586,1970,estimates,male,35_39,1769.736
586,1970,estimates,female,40_44,1235.766
586,1970,estimates,male,40_44,1538.153
586,1970,estimates,female,45_49,1031.009
586,1970,estimates,male,45_49,1326.869
586,1970,estimates,female,50_54,840.855
586,1970,estimates,male,50_54,1118.894
586,1970,estimates,female,55_59,673.897
586,1970,estimates,male,55_59,911.07
586,1970,estimates,female,60_64,512.728
586,1970,estimates,male,60_64,697.608
586,1970,estimates,female,65_69,386.155
586,1970,estimates,male,65_69,518.326
586,1970,estimates,female,70_74,264.116
586,1970,estimates,male,70_74,344.459
586,1970,estimates,female,75_79,171.121
586,1970,estimates,male,75_79,208.336
586,1970,estimates,female,80plus,163.235
586,1970,estimates,male,80plus,156.806
586,1975,estimates,female,0_4,5501.059
586,1975,estimates,male,0_4,5808.4
586,1975,estimates,female,5_9,4606.745
586,1975,estimates,male,5_9,4874.61
586,1975,estimates,female,10_14,3892.179
586,1975,estimates,male,10_14,4104.013
586,1975,estimates,female,15_19,3160.908
586,1975,estimates,male,15_19,3325.822
586,1975,estimates,female,20_24,2456.213
586,1975,estimates,male,20_24,2577.453
586,1975,estimates,female,25_29,2208.887
586,1975,estimates,male,25_29,2422.598
586,1975,estimates,female,30_34,2031.159
586,1975,estimates,male,30_34,2287.682
586,1975,estimates,female,35_39,1692.324
586,1975,estimates,male,35_39,1987.803
586,1975,estimates,female,40_44,1428.819
586,1975,estimates,male,40_44,1716.309
586,1975,estimates,female,45_49,1187.874
586,1975,estimates,male,45_49,1479.79
586,1975,estimates,female,50_54,980.806
586,1975,estimates,male,50_54,1260.45
586,1975,estimates,female,55_59,785.197
586,1975,estimates,male,55_59,1040.345
586,1975,estimates,female,60_64,614.089
586,1975,estimates,male,60_64,823.18
586,1975,estimates,female,65_69,449.166
586,1975,estimates,male,65_69,602.263
586,1975,estimates,female,70_74,311.774
586,1975,estimates,male,70_74,410.228
586,1975,estimates,female,75_79,186.95
586,1975,estimates,male,75_79,236.869
586,1975,estimates,female,80plus,164.015
586,1975,estimates,male,80plus,171.922
586,1980,estimates,female,0_4,6429.353
586,1980,estimates,male,0_4,6787.65
586,1980,estimates,female,5_9,5292.029
586,1980,estimates,male,5_9,5608.295
586,1980,estimates,female,10_14,4563.221
586,1980,estimates,male,10_14,4827.571
586,1980,estimates,female,15_19,3884.813
586,1980,estimates,male,15_19,4101.112
586,1980,estimates,female,20_24,3184.41
586,1980,estimates,male,20_24,3359.354
586,1980,estimates,female,25_29,2474.068
586,1980,estimates,male,25_29,2607.131
586,1980,estimates,female,30_34,2200.417
586,1980,estimates,male,30_34,2419.382
586,1980,estimates,female,35_39,2010.629
586,1980,estimates,male,35_39,2264.243
586,1980,estimates,female,40_44,1668.067
586,1980,estimates,male,40_44,1953.746
586,1980,estimates,female,45_49,1398.488
586,1980,estimates,male,45_49,1671.66
586,1980,estimates,female,50_54,1149.725
586,1980,estimates,male,50_54,1422.039
586,1980,estimates,female,55_59,931.228
586,1980,estimates,male,55_59,1184.957
586,1980,estimates,female,60_64,726.972
586,1980,estimates,male,60_64,949.912
586,1980,estimates,female,65_69,546.287
586,1980,estimates,male,65_69,718.004
586,1980,estimates,female,70_74,368.44
586,1980,estimates,male,70_74,482.034
586,1980,estimates,female,75_79,224.155
586,1980,estimates,male,75_79,285.711
586,1980,estimates,female,80plus,176.764
586,1980,estimates,male,80plus,196.274
586,1985,estimates,female,0_4,7612.327
586,1985,estimates,male,0_4,8029.829
586,1985,estimates,female,5_9,6221.809
586,1985,estimates,male,5_9,6591.857
586,1985,estimates,female,10_14,5260.636
586,1985,estimates,male,10_14,5573.355
586,1985,estimates,female,15_19,4599.516
586,1985,estimates,male,15_19,4861.698
586,1985,estimates,female,20_24,3984.124
586,1985,estimates,male,20_24,4207.861
586,1985,estimates,female,25_29,3260.685
586,1985,estimates,male,25_29,3451.406
586,1985,estimates,female,30_34,2502.587
586,1985,estimates,male,30_34,2644.519
586,1985,estimates,female,35_39,2207.068
586,1985,estimates,male,35_39,2421.707
586,1985,estimates,female,40_44,2004.184
586,1985,estimates,male,40_44,2244.78
586,1985,estimates,female,45_49,1651.276
586,1985,estimates,male,45_49,1918.475
586,1985,estimates,female,50_54,1368.382
586,1985,estimates,male,50_54,1619.21
586,1985,estimates,female,55_59,1103.232
586,1985,estimates,male,55_59,1347.389
586,1985,estimates,female,60_64,870.839
586,1985,estimates,male,60_64,1090.253
586,1985,estimates,female,65_69,653.225
586,1985,estimates,male,65_69,834.869
586,1985,estimates,female,70_74,452.921
586,1985,estimates,male,70_74,579.461
586,1985,estimates,female,75_79,267.969
586,1985,estimates,male,75_79,338.993
586,1985,estimates,female,80plus,207.28
586,1985,estimates,male,80plus,235.766
586,1990,estimates,female,0_4,8979.601
586,1990,estimates,male,0_4,9467.414
586,1990,estimates,female,5_9,7360.15
586,1990,estimates,male,5_9,7792.368
586,1990,estimates,female,10_14,6171.901
586,1990,estimates,male,10_14,6540.007
586,1990,estimates,female,15_19,5224.366
586,1990,estimates,male,15_19,5538.06
586,1990,estimates,female,20_24,4561.094
586,1990,estimates,male,20_24,4828.96
586,1990,estimates,female,25_29,3945.969
586,1990,estimates,male,25_29,4171.551
586,1990,estimates,female,30_34,3222.304
586,1990,estimates,male,30_34,3409.104
586,1990,estimates,female,35_39,2467.053
586,1990,estimates,male,35_39,2603.266
586,1990,estimates,female,40_44,2167.435
586,1990,estimates,male,40_44,2371.642
586,1990,estimates,female,45_49,1956.049
586,1990,estimates,male,45_49,2181.261
586,1990,estimates,female,50_54,1595.865
586,1990,estimates,male,50_54,1841.883
586,1990,estimates,female,55_59,1299.844
586,1990,estimates,male,55_59,1523.224
586,1990,estimates,female,60_64,1023.648
586,1990,estimates,male,60_64,1232.83
586,1990,estimates,female,65_69,777.712
586,1990,estimates,male,65_69,954.226
586,1990,estimates,female,70_74,539.101
586,1990,estimates,male,70_74,671.876
586,1990,estimates,female,75_79,327.713
586,1990,estimates,male,75_79,406.651
586,1990,estimates,female,80_84,160.449
586,1990,estimates,male,80_84,193.176
586,1990,estimates,female,85_89,62.86
586,1990,estimates,male,85_89,68.574
586,1990,estimates,female,90_94,17.323
586,1990,estimates,male,90_94,15.744
586,1990,estimates,female,95_99,3.348
586,1990,estimates,male,95_99,2.349
586,1990,estimates,female,100plus,0.444
586,1990,estimates,male,100plus,0.215
586,1995,estimates,female,0_4,9510.798
586,1995,estimates,male,0_4,10039.342
586,1995,estimates,female,5_9,8690.726
586,1995,estimates,male,5_9,9190.874
586,1995,estimates,female,10_14,7291.417
586,1995,estimates,male,10_14,7721.985
586,1995,estimates,female,15_19,6070.487
586,1995,estimates,male,15_19,6437.178
586,1995,estimates,female,20_24,5066.989
