country,year,variant,gender,age5yearinterval,population
531,1950,estimates,female,0_4,7.373
531,1950,estimates,male,0_4,7.636
531,1950,estimates,female,5_9,5.739
531,1950,estimates,male,5_9,5.959
531,1950,estimates,female,10_14,4.831
531,1950,estimates,male,10_14,4.974
531,1950,estimates,female,15_19,4.568
531,1950,estimates,male,15_19,4.608
531,1950,estimates,female,20_24,4.222
531,1950,estimates,male,20_24,4.339
531,1950,estimates,female,25_29,3.699
531,1950,estimates,male,25_29,4.006
531,1950,estimates,female,30_34,3.484
531,1950,estimates,male,30_34,3.781
531,1950,estimates,female,35_39,2.771
531,1950,estimates,male,35_39,3.327
531,1950,estimates,female,40_44,2.629
531,1950,estimates,male,40_44,3.259
531,1950,estimates,female,45_49,2.138
531,1950,estimates,male,45_49,2.394
531,1950,estimates,female,50_54,1.848
531,1950,estimates,male,50_54,1.57
531,1950,estimates,female,55_59,1.681
531,1950,estimates,male,55_59,1.258
531,1950,estimates,female,60_64,1.345
531,1950,estimates,male,60_64,0.873
531,1950,estimates,female,65_69,1.257
531,1950,estimates,male,65_69,0.739
531,1950,estimates,female,70_74,1.234
531,1950,estimates,male,70_74,0.659
531,1950,estimates,female,75_79,0.808
531,1950,estimates,male,75_79,0.4
531,1950,estimates,female,80plus,0.539
531,1950,estimates,male,80plus,0.233
531,1955,estimates,female,0_4,9.18
531,1955,estimates,male,0_4,9.531
531,1955,estimates,female,5_9,7.361
531,1955,estimates,male,5_9,7.556
531,1955,estimates,female,10_14,5.939
531,1955,estimates,male,10_14,6.17
531,1955,estimates,female,15_19,5.013
531,1955,estimates,male,15_19,5.136
531,1955,estimates,female,20_24,4.639
531,1955,estimates,male,20_24,4.63
531,1955,estimates,female,25_29,4.229
531,1955,estimates,male,25_29,4.294
531,1955,estimates,female,30_34,3.658
531,1955,estimates,male,30_34,3.946
531,1955,estimates,female,35_39,3.427
531,1955,estimates,male,35_39,3.713
531,1955,estimates,female,40_44,2.785
531,1955,estimates,male,40_44,3.329
531,1955,estimates,female,45_49,2.611
531,1955,estimates,male,45_49,3.212
531,1955,estimates,female,50_54,2.092
531,1955,estimates,male,50_54,2.329
531,1955,estimates,female,55_59,1.806
531,1955,estimates,male,55_59,1.546
531,1955,estimates,female,60_64,1.561
531,1955,estimates,male,60_64,1.169
531,1955,estimates,female,65_69,1.207
531,1955,estimates,male,65_69,0.799
531,1955,estimates,female,70_74,1.011
531,1955,estimates,male,70_74,0.592
531,1955,estimates,female,75_79,0.888
531,1955,estimates,male,75_79,0.474
531,1955,estimates,female,80plus,0.756
531,1955,estimates,male,80plus,0.333
531,1960,estimates,female,0_4,9.93
531,1960,estimates,male,0_4,10.343
531,1960,estimates,female,5_9,8.67
531,1960,estimates,male,5_9,8.935
531,1960,estimates,female,10_14,7.139
531,1960,estimates,male,10_14,7.311
531,1960,estimates,female,15_19,5.573
531,1960,estimates,male,15_19,5.763
531,1960,estimates,female,20_24,4.531
531,1960,estimates,male,20_24,4.627
531,1960,estimates,female,25_29,4.242
531,1960,estimates,male,25_29,4.071
531,1960,estimates,female,30_34,3.99
531,1960,estimates,male,30_34,3.831
531,1960,estimates,female,35_39,3.494
531,1960,estimates,male,35_39,3.685
531,1960,estimates,female,40_44,3.273
531,1960,estimates,male,40_44,3.468
531,1960,estimates,female,45_49,2.678
531,1960,estimates,male,45_49,3.09
531,1960,estimates,female,50_54,2.471
531,1960,estimates,male,50_54,2.942
531,1960,estimates,female,55_59,1.928
531,1960,estimates,male,55_59,1.895
531,1960,estimates,female,60_64,1.578
531,1960,estimates,male,60_64,1.302
531,1960,estimates,female,65_69,1.331
531,1960,estimates,male,65_69,0.932
531,1960,estimates,female,70_74,0.937
531,1960,estimates,male,70_74,0.592
531,1960,estimates,female,75_79,0.684
531,1960,estimates,male,75_79,0.401
531,1960,estimates,female,80plus,0.868
531,1960,estimates,male,80plus,0.436
531,1965,estimates,female,0_4,9.069
531,1965,estimates,male,0_4,9.425
531,1965,estimates,female,5_9,9.732
531,1965,estimates,male,5_9,10.05
531,1965,estimates,female,10_14,8.333
531,1965,estimates,male,10_14,8.419
531,1965,estimates,female,15_19,6.476
531,1965,estimates,male,15_19,6.469
531,1965,estimates,female,20_24,5.408
531,1965,estimates,male,20_24,5.412
531,1965,estimates,female,25_29,4.368
531,1965,estimates,male,25_29,4.069
531,1965,estimates,female,30_34,4.1
531,1965,estimates,male,30_34,3.782
531,1965,estimates,female,35_39,3.856
531,1965,estimates,male,35_39,3.579
531,1965,estimates,female,40_44,3.36
531,1965,estimates,male,40_44,3.296
531,1965,estimates,female,45_49,3.11
531,1965,estimates,male,45_49,2.981
531,1965,estimates,female,50_54,2.528
531,1965,estimates,male,50_54,2.579
531,1965,estimates,female,55_59,2.065
531,1965,estimates,male,55_59,2.4
531,1965,estimates,female,60_64,1.729
531,1965,estimates,male,60_64,1.335
531,1965,estimates,female,65_69,1.316
531,1965,estimates,male,65_69,0.893
531,1965,estimates,female,70_74,1.039
531,1965,estimates,male,70_74,0.568
531,1965,estimates,female,75_79,0.64
531,1965,estimates,male,75_79,0.357
531,1965,estimates,female,80plus,0.753
531,1965,estimates,male,80plus,0.383
531,1970,estimates,female,0_4,9.123
531,1970,estimates,male,0_4,9.488
531,1970,estimates,female,5_9,9.148
531,1970,estimates,male,5_9,9.449
531,1970,estimates,female,10_14,9.832
531,1970,estimates,male,10_14,10.132
531,1970,estimates,female,15_19,7.792
531,1970,estimates,male,15_19,7.874
531,1970,estimates,female,20_24,5.972
531,1970,estimates,male,20_24,5.72
531,1970,estimates,female,25_29,5.238
531,1970,estimates,male,25_29,5.022
531,1970,estimates,female,30_34,4.009
531,1970,estimates,male,30_34,3.701
531,1970,estimates,female,35_39,3.927
531,1970,estimates,male,35_39,3.488
531,1970,estimates,female,40_44,3.584
531,1970,estimates,male,40_44,3.251
531,1970,estimates,female,45_49,3.049
531,1970,estimates,male,45_49,2.886
531,1970,estimates,female,50_54,2.778
531,1970,estimates,male,50_54,2.594
531,1970,estimates,female,55_59,2.116
531,1970,estimates,male,55_59,2.122
531,1970,estimates,female,60_64,2.002
531,1970,estimates,male,60_64,1.984
531,1970,estimates,female,65_69,1.592
531,1970,estimates,male,65_69,1.289
531,1970,estimates,female,70_74,1.172
531,1970,estimates,male,70_74,0.812
531,1970,estimates,female,75_79,0.808
531,1970,estimates,male,75_79,0.493
531,1970,estimates,female,80plus,0.791
531,1970,estimates,male,80plus,0.401
531,1975,estimates,female,0_4,7.92
531,1975,estimates,male,0_4,8.246
531,1975,estimates,female,5_9,9.271
531,1975,estimates,male,5_9,9.705
531,1975,estimates,female,10_14,9.619
