country,year,variant,gender,age5yearinterval,population
800,1950,estimates,female,"Region, subregion, country or area *",Uganda
800,1950,estimates,male,"Region, subregion, country or area *",Uganda
800,1950,estimates,female,0_4,468.994
800,1950,estimates,male,0_4,476.097
800,1950,estimates,female,5_9,358.401
800,1950,estimates,male,5_9,363.627
800,1950,estimates,female,10_14,275.91
800,1950,estimates,male,10_14,278.181
800,1950,estimates,female,15_19,280.444
800,1950,estimates,male,15_19,279.823
800,1950,estimates,female,20_24,239.892
800,1950,estimates,male,20_24,239.143
800,1950,estimates,female,25_29,203.01
800,1950,estimates,male,25_29,200.51
800,1950,estimates,female,30_34,165.362
800,1950,estimates,male,30_34,165.273
800,1950,estimates,female,35_39,134.21
800,1950,estimates,male,35_39,133.773
800,1950,estimates,female,40_44,110.492
800,1950,estimates,male,40_44,108.728
800,1950,estimates,female,45_49,90.873
800,1950,estimates,male,45_49,88.669
800,1950,estimates,female,50_54,72.607
800,1950,estimates,male,50_54,70.294
800,1950,estimates,female,55_59,57.024
800,1950,estimates,male,55_59,54.169
800,1950,estimates,female,60_64,46.662
800,1950,estimates,male,60_64,43.337
800,1950,estimates,female,65_69,35.794
800,1950,estimates,male,65_69,31.837
800,1950,estimates,female,70_74,24.759
800,1950,estimates,male,70_74,21.169
800,1950,estimates,female,75_79,13.915
800,1950,estimates,male,75_79,11.947
800,1950,estimates,female,80plus,7.371
800,1950,estimates,male,80plus,5.894
800,1955,estimates,female,"Region, subregion, country or area *",Uganda
800,1955,estimates,male,"Region, subregion, country or area *",Uganda
800,1955,estimates,female,0_4,565.058
800,1955,estimates,male,0_4,564.22
800,1955,estimates,female,5_9,416.711
800,1955,estimates,male,5_9,420.522
800,1955,estimates,female,10_14,344.362
800,1955,estimates,male,10_14,349.36
800,1955,estimates,female,15_19,267.802
800,1955,estimates,male,15_19,269.948
800,1955,estimates,female,20_24,271.06
800,1955,estimates,male,20_24,268.805
800,1955,estimates,female,25_29,230.556
800,1955,estimates,male,25_29,227.65
800,1955,estimates,female,30_34,193.825
800,1955,estimates,male,30_34,190.414
800,1955,estimates,female,35_39,156.762
800,1955,estimates,male,35_39,156.152
800,1955,estimates,female,40_44,126.39
800,1955,estimates,male,40_44,125.138
800,1955,estimates,female,45_49,103.5
800,1955,estimates,male,45_49,100.324
800,1955,estimates,female,50_54,84.253
800,1955,estimates,male,50_54,80.331
800,1955,estimates,female,55_59,65.802
800,1955,estimates,male,55_59,61.938
800,1955,estimates,female,60_64,49.611
800,1955,estimates,male,60_64,45.657
800,1955,estimates,female,65_69,37.896
800,1955,estimates,male,65_69,34.0
800,1955,estimates,female,70_74,25.972
800,1955,estimates,male,70_74,22.122
800,1955,estimates,female,75_79,15.159
800,1955,estimates,male,75_79,12.13
800,1955,estimates,female,80plus,8.792
800,1955,estimates,male,80plus,6.614
800,1960,estimates,female,"Region, subregion, country or area *",Uganda
800,1960,estimates,male,"Region, subregion, country or area *",Uganda
800,1960,estimates,female,0_4,646.151
800,1960,estimates,male,0_4,647.519
800,1960,estimates,female,5_9,508.899
800,1960,estimates,male,5_9,505.546
800,1960,estimates,female,10_14,402.101
800,1960,estimates,male,10_14,405.724
800,1960,estimates,female,15_19,335.233
800,1960,estimates,male,15_19,339.975
800,1960,estimates,female,20_24,259.667
800,1960,estimates,male,20_24,260.213
800,1960,estimates,female,25_29,261.461
800,1960,estimates,male,25_29,256.978
800,1960,estimates,female,30_34,221.08
800,1960,estimates,male,30_34,217.162
800,1960,estimates,female,35_39,184.682
800,1960,estimates,male,35_39,180.809
800,1960,estimates,female,40_44,148.446
800,1960,estimates,male,40_44,146.945
800,1960,estimates,female,45_49,119.064
800,1960,estimates,male,45_49,116.294
800,1960,estimates,female,50_54,96.547
800,1960,estimates,male,50_54,91.645
800,1960,estimates,female,55_59,76.944
800,1960,estimates,male,55_59,71.494
800,1960,estimates,female,60_64,57.862
800,1960,estimates,male,60_64,52.885
800,1960,estimates,female,65_69,40.907
800,1960,estimates,male,65_69,36.429
800,1960,estimates,female,70_74,28.116
800,1960,estimates,male,70_74,24.217
800,1960,estimates,female,75_79,16.42
800,1960,estimates,male,75_79,13.154
800,1960,estimates,female,80plus,10.341
800,1960,estimates,male,80plus,7.309
800,1965,estimates,female,"Region, subregion, country or area *",Uganda
800,1965,estimates,male,"Region, subregion, country or area *",Uganda
800,1965,estimates,female,0_4,765.135
800,1965,estimates,male,0_4,769.235
800,1965,estimates,female,5_9,599.852
800,1965,estimates,male,5_9,598.389
800,1965,estimates,female,10_14,501.517
800,1965,estimates,male,10_14,498.129
800,1965,estimates,female,15_19,399.444
800,1965,estimates,male,15_19,402.788
800,1965,estimates,female,20_24,331.608
800,1965,estimates,male,20_24,334.371
800,1965,estimates,female,25_29,255.989
800,1965,estimates,male,25_29,254.378
800,1965,estimates,female,30_34,255.923
800,1965,estimates,male,30_34,250.267
800,1965,estimates,female,35_39,215.353
800,1965,estimates,male,35_39,210.759
800,1965,estimates,female,40_44,178.845
800,1965,estimates,male,40_44,174.066
800,1965,estimates,female,45_49,143.053
800,1965,estimates,male,45_49,139.878
800,1965,estimates,female,50_54,113.671
800,1965,estimates,male,50_54,108.952
800,1965,estimates,female,55_59,90.371
800,1965,estimates,male,55_59,83.809
800,1965,estimates,female,60_64,69.554
800,1965,estimates,male,60_64,62.903
800,1965,estimates,female,65_69,49.269
800,1965,estimates,male,65_69,43.655
800,1965,estimates,female,70_74,31.572
800,1965,estimates,male,70_74,27.055
800,1965,estimates,female,75_79,18.665
800,1965,estimates,male,75_79,15.183
800,1965,estimates,female,80plus,12.214
800,1965,estimates,male,80plus,8.548
800,1970,estimates,female,"Region, subregion, country or area *",Uganda
800,1970,estimates,male,"Region, subregion, country or area *",Uganda
800,1970,estimates,female,0_4,910.654
800,1970,estimates,male,0_4,918.959
800,1970,estimates,female,5_9,711.606
800,1970,estimates,male,5_9,712.974
800,1970,estimates,female,10_14,587.207
