country,year,variant,gender,age5yearinterval,population
232,1950,estimates,female,0_4,104.699
232,1950,estimates,male,0_4,108.5
232,1950,estimates,female,5_9,81.199
232,1950,estimates,male,5_9,83.4
232,1950,estimates,female,10_14,68.8
232,1950,estimates,male,10_14,69.9
232,1950,estimates,female,15_19,59.4
232,1950,estimates,male,15_19,59.5
232,1950,estimates,female,20_24,49.701
232,1950,estimates,male,20_24,49.699
232,1950,estimates,female,25_29,41.8
232,1950,estimates,male,25_29,41
232,1950,estimates,female,30_34,34.699
232,1950,estimates,male,30_34,33.399
232,1950,estimates,female,35_39,28.701
232,1950,estimates,male,35_39,27.3
232,1950,estimates,female,40_44,23.501
232,1950,estimates,male,40_44,22.2
232,1950,estimates,female,45_49,19.801
232,1950,estimates,male,45_49,17.9
232,1950,estimates,female,50_54,16.899
232,1950,estimates,male,50_54,14.9
232,1950,estimates,female,55_59,14.401
232,1950,estimates,male,55_59,12.1
232,1950,estimates,female,60_64,12.101
232,1950,estimates,male,60_64,10
232,1950,estimates,female,65_69,9.201
232,1950,estimates,male,65_69,7.399
232,1950,estimates,female,70_74,6.3
232,1950,estimates,male,70_74,4.799
232,1950,estimates,female,75_79,3.5
232,1950,estimates,male,75_79,2.601
232,1950,estimates,female,80plus,1.699
232,1950,estimates,male,80plus,1.15
232,1955,estimates,female,0_4,105.432
232,1955,estimates,male,0_4,107.098
232,1955,estimates,female,5_9,89.584
232,1955,estimates,male,5_9,92.394
232,1955,estimates,female,10_14,77.13
232,1955,estimates,male,10_14,79.308
232,1955,estimates,female,15_19,66.295
232,1955,estimates,male,15_19,67.412
232,1955,estimates,female,20_24,57.014
232,1955,estimates,male,20_24,56.771
232,1955,estimates,female,25_29,47.386
232,1955,estimates,male,25_29,46.908
232,1955,estimates,female,30_34,39.51
232,1955,estimates,male,30_34,38.575
232,1955,estimates,female,35_39,32.485
232,1955,estimates,male,35_39,31.216
232,1955,estimates,female,40_44,26.651
232,1955,estimates,male,40_44,25.197
232,1955,estimates,female,45_49,21.693
232,1955,estimates,male,45_49,20.147
232,1955,estimates,female,50_54,18.067
232,1955,estimates,male,50_54,15.901
232,1955,estimates,female,55_59,15.006
232,1955,estimates,male,55_59,12.815
232,1955,estimates,female,60_64,12.169
232,1955,estimates,male,60_64,9.879
232,1955,estimates,female,65_69,9.423
232,1955,estimates,male,65_69,7.52
232,1955,estimates,female,70_74,6.273
