country,year,variant,gender,age5yearinterval,population
352,1950,estimates,female,"Region, subregion, country or area *",Iceland
352,1950,estimates,male,"Region, subregion, country or area *",Iceland
352,1950,estimates,female,0_4,8.726
352,1950,estimates,male,0_4,9.319
352,1950,estimates,female,5_9,7.012
352,1950,estimates,male,5_9,7.175
352,1950,estimates,female,10_14,5.627
352,1950,estimates,male,10_14,5.825
352,1950,estimates,female,15_19,5.977
352,1950,estimates,male,15_19,6.197
352,1950,estimates,female,20_24,5.928
352,1950,estimates,male,20_24,6.106
352,1950,estimates,female,25_29,5.52
352,1950,estimates,male,25_29,5.719
352,1950,estimates,female,30_34,4.872
352,1950,estimates,male,30_34,5.003
352,1950,estimates,female,35_39,4.562
352,1950,estimates,male,35_39,4.576
352,1950,estimates,female,40_44,4.079
352,1950,estimates,male,40_44,4.234
352,1950,estimates,female,45_49,3.765
352,1950,estimates,male,45_49,3.848
352,1950,estimates,female,50_54,3.504
352,1950,estimates,male,50_54,3.418
352,1950,estimates,female,55_59,3.214
352,1950,estimates,male,55_59,3.058
352,1950,estimates,female,60_64,2.444
352,1950,estimates,male,60_64,2.231
352,1950,estimates,female,65_69,1.902
352,1950,estimates,male,65_69,1.637
352,1950,estimates,female,70_74,1.672
352,1950,estimates,male,70_74,1.298
352,1950,estimates,female,75_79,1.19
352,1950,estimates,male,75_79,0.906
352,1950,estimates,female,80plus,1.327
352,1950,estimates,male,80plus,0.786
352,1955,estimates,female,"Region, subregion, country or area *",Iceland
352,1955,estimates,male,"Region, subregion, country or area *",Iceland
352,1955,estimates,female,0_4,9.827
352,1955,estimates,male,0_4,10.463
352,1955,estimates,female,5_9,8.666
352,1955,estimates,male,5_9,9.265
352,1955,estimates,female,10_14,7.003
352,1955,estimates,male,10_14,7.181
352,1955,estimates,female,15_19,5.605
352,1955,estimates,male,15_19,5.837
352,1955,estimates,female,20_24,5.883
352,1955,estimates,male,20_24,6.175
352,1955,estimates,female,25_29,5.806
352,1955,estimates,male,25_29,6.063
352,1955,estimates,female,30_34,5.376
352,1955,estimates,male,30_34,5.644
352,1955,estimates,female,35_39,4.769
352,1955,estimates,male,35_39,4.97
352,1955,estimates,female,40_44,4.479
352,1955,estimates,male,40_44,4.463
352,1955,estimates,female,45_49,3.994
352,1955,estimates,male,45_49,4.152
352,1955,estimates,female,50_54,3.649
352,1955,estimates,male,50_54,3.758
352,1955,estimates,female,55_59,3.397
352,1955,estimates,male,55_59,3.254
352,1955,estimates,female,60_64,3.08
352,1955,estimates,male,60_64,2.882
352,1955,estimates,female,65_69,2.244
352,1955,estimates,male,65_69,2.024
352,1955,estimates,female,70_74,1.67
352,1955,estimates,male,70_74,1.405
352,1955,estimates,female,75_79,1.36
352,1955,estimates,male,75_79,0.981
352,1955,estimates,female,80plus,1.451
352,1955,estimates,male,80plus,0.865
352,1960,estimates,female,"Region, subregion, country or area *",Iceland
352,1960,estimates,male,"Region, subregion, country or area *",Iceland
