variant,region,year,totaldeaths
estimates,922,1950,1205.914
estimates,922,1951,1206.242
estimates,922,1952,1206.922
estimates,922,1953,1207.661
estimates,922,1954,1208.462
estimates,922,1955,1209.304
estimates,922,1956,1210.115
estimates,922,1957,1210.827
estimates,922,1958,1211.276
estimates,922,1959,1211.187
estimates,922,1960,1210.253
estimates,922,1961,1208.183
estimates,922,1962,1204.741
estimates,922,1963,1199.864
estimates,922,1964,1193.728
estimates,922,1965,1186.755
estimates,922,1966,1179.517
estimates,922,1967,1172.603
estimates,922,1968,1166.43
estimates,922,1969,1161.183
estimates,922,1970,1156.727
estimates,922,1971,1152.713
estimates,922,1972,1148.697
estimates,922,1973,1144.421
estimates,922,1974,1139.928
estimates,922,1975,1135.62
estimates,922,1976,1132.083
estimates,922,1977,1129.707
estimates,922,1978,1128.58
estimates,922,1979,1128.48
estimates,922,1980,1128.673
estimates,922,1981,1128.17
estimates,922,1982,1126.232
estimates,922,1983,1122.499
estimates,922,1984,1117.085
estimates,922,1985,1110.623
estimates,922,1986,1104.132
estimates,922,1987,1098.666
estimates,922,1988,1094.953
estimates,922,1989,1093.157
estimates,922,1990,1093.003
estimates,922,1991,1093.827
estimates,922,1992,1094.741
estimates,922,1993,1095.12
estimates,922,1994,1094.829
estimates,922,1995,1093.851
estimates,922,1996,1092.364
estimates,922,1997,1090.966
estimates,922,1998,1090.277
estimates,922,1999,1090.743
estimates,922,2000,1092.789
estimates,922,2001,1096.762
estimates,922,2002,1102.788
estimates,922,2003,1111.005
estimates,922,2004,1121.583
estimates,922,2005,1134.863
estimates,922,2006,1151.141
estimates,922,2007,1170.205
estimates,922,2008,1191.593
estimates,922,2009,1214.765
estimates,922,2010,1238.915
estimates,922,2011,1263.156
estimates,922,2012,1286.804
estimates,922,2013,1309.336
estimates,922,2014,1330.473
estimates,922,2015,1350.078
medium_variant,922,2015,1350.078
medium_variant,922,2016,1368.284
medium_variant,922,2017,1385.771
medium_variant,922,2018,1403.24
medium_variant,922,2019,1421.16
medium_variant,922,2020,1439.978
medium_variant,922,2021,1460.039
medium_variant,922,2022,1481.549
medium_variant,922,2023,1504.724
medium_variant,922,2024,1529.845
medium_variant,922,2025,1557.092
medium_variant,922,2026,1586.534
medium_variant,922,2027,1618.039
medium_variant,922,2028,1651.499
medium_variant,922,2029,1686.927
medium_variant,922,2030,1724.358
medium_variant,922,2031,1763.83
medium_variant,922,2032,1805.298
medium_variant,922,2033,1848.668
medium_variant,922,2034,1893.831
medium_variant,922,2035,1940.707
medium_variant,922,2036,1989.204
medium_variant,922,2037,2039.206
medium_variant,922,2038,2090.565
medium_variant,922,2039,2143.121
medium_variant,922,2040,2196.769
medium_variant,922,2041,2251.466
medium_variant,922,2042,2307.163
medium_variant,922,2043,2363.767
medium_variant,922,2044,2421.128
medium_variant,922,2045,2479.113
medium_variant,922,2046,2537.622
medium_variant,922,2047,2596.581
medium_variant,922,2048,2655.909
medium_variant,922,2049,2715.494
medium_variant,922,2050,2775.301
medium_variant,922,2051,2835.328
medium_variant,922,2052,2895.601
medium_variant,922,2053,2956.074
medium_variant,922,2054,3016.648
medium_variant,922,2055,3077.265
medium_variant,922,2056,3137.891
medium_variant,922,2057,3198.43
medium_variant,922,2058,3258.728
medium_variant,922,2059,3318.6
medium_variant,922,2060,3377.864
medium_variant,922,2061,3436.378
medium_variant,922,2062,3494.024
medium_variant,922,2063,3550.687
medium_variant,922,2064,3606.225
medium_variant,922,2065,3660.548
medium_variant,922,2066,3713.634
medium_variant,922,2067,3765.521
medium_variant,922,2068,3816.216
medium_variant,922,2069,3865.666
medium_variant,922,2070,3913.795
medium_variant,922,2071,3960.515
medium_variant,922,2072,4005.809
medium_variant,922,2073,4049.701
medium_variant,922,2074,4092.234
medium_variant,922,2075,4133.455
medium_variant,922,2076,4173.409
medium_variant,922,2077,4212.221
medium_variant,922,2078,4250.03
medium_variant,922,2079,4286.973
medium_variant,922,2080,4323.182
medium_variant,922,2081,4358.751
medium_variant,922,2082,4393.736
medium_variant,922,2083,4428.181
medium_variant,922,2084,4462.143
medium_variant,922,2085,4495.653
medium_variant,922,2086,4528.698
medium_variant,922,2087,4561.231
medium_variant,922,2088,4593.199
medium_variant,922,2089,4624.613
medium_variant,922,2090,4655.476
medium_variant,922,2091,4685.79
medium_variant,922,2092,4715.563
medium_variant,922,2093,4744.811
medium_variant,922,2094,4773.535
medium_variant,922,2095,4801.741
medium_variant,922,2096,4829.429
medium_variant,922,2097,4856.602
medium_variant,922,2098,4883.26
medium_variant,922,2099,4909.408
