variant,region,year,totaldeaths
estimates,947,1950,5203.937
estimates,947,1951,5209.182
estimates,947,1952,5220.756
estimates,947,1953,5234.491
estimates,947,1954,5250.396
estimates,947,1955,5268.484
estimates,947,1956,5288.827
estimates,947,1957,5311.519
estimates,947,1958,5336.739
estimates,947,1959,5364.805
estimates,947,1960,5396.069
estimates,947,1961,5430.881
estimates,947,1962,5469.524
estimates,947,1963,5512.116
estimates,947,1964,5558.516
estimates,947,1965,5608.279
estimates,947,1966,5660.78
estimates,947,1967,5715.397
estimates,947,1968,5771.723
estimates,947,1969,5829.644
estimates,947,1970,5889.103
estimates,947,1971,5950.212
estimates,947,1972,6013.53
estimates,947,1973,6079.726
estimates,947,1974,6149.331
estimates,947,1975,6222.882
estimates,947,1976,6300.806
estimates,947,1977,6383.397
estimates,947,1978,6470.95
estimates,947,1979,6563.804
estimates,947,1980,6661.317
estimates,947,1981,6762.425
estimates,947,1982,6867.018
estimates,947,1983,6975.952
estimates,947,1984,7090.898
estimates,947,1985,7216.057
estimates,947,1986,7356.445
estimates,947,1987,7514.254
estimates,947,1988,7689.31
estimates,947,1989,7879.38
estimates,947,1990,8080.421
estimates,947,1991,8287.039
estimates,947,1992,8492.522
estimates,947,1993,8690.772
estimates,947,1994,8877.709
estimates,947,1995,9052.713
estimates,947,1996,9217.939
estimates,947,1997,9375.583
estimates,947,1998,9525.13
estimates,947,1999,9662.582
estimates,947,2000,9780.099
estimates,947,2001,9868.658
estimates,947,2002,9923.136
estimates,947,2003,9941.744
estimates,947,2004,9925.886
estimates,947,2005,9878.823
estimates,947,2006,9806.166
estimates,947,2007,9718.086
estimates,947,2008,9624.972
estimates,947,2009,9534.594
estimates,947,2010,9453.862
estimates,947,2011,9387.226
estimates,947,2012,9334.79
estimates,947,2013,9296.758
estimates,947,2014,9274.867
estimates,947,2015,9270.214
medium_variant,947,2015,9270.214
medium_variant,947,2016,9282.539
medium_variant,947,2017,9308.901
medium_variant,947,2018,9346.194
medium_variant,947,2019,9392.425
medium_variant,947,2020,9445.435
medium_variant,947,2021,9503.337
medium_variant,947,2022,9564.988
medium_variant,947,2023,9629.365
medium_variant,947,2024,9695.486
medium_variant,947,2025,9762.798
medium_variant,947,2026,9831.388
medium_variant,947,2027,9902.38
medium_variant,947,2028,9976.807
medium_variant,947,2029,10055.122
medium_variant,947,2030,10137.713
medium_variant,947,2031,10224.858
medium_variant,947,2032,10316.764
medium_variant,947,2033,10413.706
medium_variant,947,2034,10516.046
medium_variant,947,2035,10624.036
medium_variant,947,2036,10737.808
medium_variant,947,2037,10857.353
medium_variant,947,2038,10982.759
medium_variant,947,2039,11114.193
medium_variant,947,2040,11251.787
medium_variant,947,2041,11395.599
medium_variant,947,2042,11545.661
medium_variant,947,2043,11702.045
medium_variant,947,2044,11864.891
medium_variant,947,2045,12034.208
medium_variant,947,2046,12209.936
medium_variant,947,2047,12392.149
medium_variant,947,2048,12581.032
medium_variant,947,2049,12776.876
medium_variant,947,2050,12979.986
medium_variant,947,2051,13190.653
medium_variant,947,2052,13409.165
medium_variant,947,2053,13635.821
medium_variant,947,2054,13870.9
medium_variant,947,2055,14114.694
medium_variant,947,2056,14367.376
medium_variant,947,2057,14628.877
medium_variant,947,2058,14899.076
medium_variant,947,2059,15177.891
medium_variant,947,2060,15465.18
medium_variant,947,2061,15760.732
medium_variant,947,2062,16064.328
medium_variant,947,2063,16375.762
medium_variant,947,2064,16694.93
medium_variant,947,2065,17021.837
medium_variant,947,2066,17356.556
medium_variant,947,2067,17699.204
medium_variant,947,2068,18049.848
medium_variant,947,2069,18408.449
medium_variant,947,2070,18775.107
medium_variant,947,2071,19149.947
medium_variant,947,2072,19532.845
medium_variant,947,2073,19923.484
medium_variant,947,2074,20321.45
medium_variant,947,2075,20726.256
medium_variant,947,2076,21137.396
medium_variant,947,2077,21554.428
medium_variant,947,2078,21976.932
medium_variant,947,2079,22404.551
medium_variant,947,2080,22837.313
medium_variant,947,2081,23275.521
medium_variant,947,2082,23719.372
medium_variant,947,2083,24168.749
medium_variant,947,2084,24623.173
medium_variant,947,2085,25082.204
medium_variant,947,2086,25545.382
medium_variant,947,2087,26012.027
medium_variant,947,2088,26481.293
medium_variant,947,2089,26952.36
medium_variant,947,2090,27424.51
medium_variant,947,2091,27897.218
medium_variant,947,2092,28370.127
medium_variant,947,2093,28842.993
medium_variant,947,2094,29315.689
medium_variant,947,2095,29788.101
medium_variant,947,2096,30260.16
medium_variant,947,2097,30731.863
medium_variant,947,2098,31203.206
medium_variant,947,2099,31674.208
