variant,region,year,totaldeaths
estimates,913,1950,305.661
estimates,913,1951,304.308
estimates,913,1952,301.896
estimates,913,1953,300.073
estimates,913,1954,298.841
estimates,913,1955,298.194
estimates,913,1956,298.124
estimates,913,1957,298.61
estimates,913,1958,299.618
estimates,913,1959,301.089
estimates,913,1960,302.95
estimates,913,1961,305.119
estimates,913,1962,307.498
estimates,913,1963,310
estimates,913,1964,312.556
estimates,913,1965,315.103
estimates,913,1966,317.6
estimates,913,1967,320.089
estimates,913,1968,322.628
estimates,913,1969,325.259
estimates,913,1970,328.102
estimates,913,1971,331.297
estimates,913,1972,334.911
estimates,913,1973,338.94
estimates,913,1974,343.323
estimates,913,1975,348.012
estimates,913,1976,352.944
estimates,913,1977,357.924
estimates,913,1978,362.702
estimates,913,1979,367.031
estimates,913,1980,370.469
estimates,913,1981,372.554
estimates,913,1982,373.181
estimates,913,1983,372.459
estimates,913,1984,370.64
estimates,913,1985,367.891
estimates,913,1986,364.422
estimates,913,1987,360.899
estimates,913,1988,358.203
estimates,913,1989,357.22
estimates,913,1990,358.923
estimates,913,1991,364.148
estimates,913,1992,373.352
estimates,913,1993,386.903
estimates,913,1994,405.152
estimates,913,1995,428.914
estimates,913,1996,458.924
estimates,913,1997,494.572
estimates,913,1998,534.574
estimates,913,1999,577.414
estimates,913,2000,621.501
estimates,913,2001,665.254
estimates,913,2002,706.787
estimates,913,2003,744.012
estimates,913,2004,774.975
estimates,913,2005,797.101
estimates,913,2006,808.206
estimates,913,2007,808.449
estimates,913,2008,798.895
estimates,913,2009,780.84
estimates,913,2010,756.363
estimates,913,2011,728.085
estimates,913,2012,699.119
estimates,913,2013,672.318
estimates,913,2014,649.665
estimates,913,2015,632.715
medium_variant,913,2015,632.715
medium_variant,913,2016,622.074
medium_variant,913,2017,616.583
medium_variant,913,2018,615.055
medium_variant,913,2019,617.026
medium_variant,913,2020,621.808
medium_variant,913,2021,628.594
medium_variant,913,2022,636.502
medium_variant,913,2023,644.724
medium_variant,913,2024,652.689
medium_variant,913,2025,660.045
medium_variant,913,2026,666.763
medium_variant,913,2027,673.218
medium_variant,913,2028,679.694
medium_variant,913,2029,686.182
medium_variant,913,2030,692.668
medium_variant,913,2031,699.145
medium_variant,913,2032,705.612
medium_variant,913,2033,712.075
medium_variant,913,2034,718.541
medium_variant,913,2035,725.023
medium_variant,913,2036,731.536
medium_variant,913,2037,738.091
medium_variant,913,2038,744.701
medium_variant,913,2039,751.365
medium_variant,913,2040,758.091
medium_variant,913,2041,764.881
medium_variant,913,2042,771.722
medium_variant,913,2043,778.587
medium_variant,913,2044,785.454
medium_variant,913,2045,792.28
medium_variant,913,2046,799.018
medium_variant,913,2047,805.651
medium_variant,913,2048,812.17
medium_variant,913,2049,818.58
medium_variant,913,2050,824.898
medium_variant,913,2051,831.149
medium_variant,913,2052,837.382
medium_variant,913,2053,843.646
medium_variant,913,2054,849.974
medium_variant,913,2055,856.393
medium_variant,913,2056,862.915
medium_variant,913,2057,869.541
medium_variant,913,2058,876.269
medium_variant,913,2059,883.116
medium_variant,913,2060,890.097
medium_variant,913,2061,897.236
medium_variant,913,2062,904.529
medium_variant,913,2063,911.957
medium_variant,913,2064,919.504
medium_variant,913,2065,927.157
medium_variant,913,2066,934.903
medium_variant,913,2067,942.71
medium_variant,913,2068,950.527
medium_variant,913,2069,958.31
medium_variant,913,2070,966.008
medium_variant,913,2071,973.587
medium_variant,913,2072,981.02
medium_variant,913,2073,988.277
medium_variant,913,2074,995.325
medium_variant,913,2075,1002.131
medium_variant,913,2076,1008.681
medium_variant,913,2077,1014.984
medium_variant,913,2078,1021.051
medium_variant,913,2079,1026.882
medium_variant,913,2080,1032.477
medium_variant,913,2081,1037.838
medium_variant,913,2082,1042.982
medium_variant,913,2083,1047.928
medium_variant,913,2084,1052.702
medium_variant,913,2085,1057.322
medium_variant,913,2086,1061.804
medium_variant,913,2087,1066.16
medium_variant,913,2088,1070.409
medium_variant,913,2089,1074.566
medium_variant,913,2090,1078.641
medium_variant,913,2091,1082.644
medium_variant,913,2092,1086.577
medium_variant,913,2093,1090.435
medium_variant,913,2094,1094.223
medium_variant,913,2095,1097.937
medium_variant,913,2096,1101.577
medium_variant,913,2097,1105.144
medium_variant,913,2098,1108.636
medium_variant,913,2099,1112.054
