variant,region,year,totaldeaths
estimates,948,1950,28796.081
estimates,948,1951,28737.299
estimates,948,1952,28627.099
estimates,948,1953,28531.662
estimates,948,1954,28450.999
estimates,948,1955,28384.887
estimates,948,1956,28332.609
estimates,948,1957,28293.307
estimates,948,1958,28265.266
estimates,948,1959,28245.399
estimates,948,1960,28230.324
estimates,948,1961,28216.787
estimates,948,1962,28202.028
estimates,948,1963,28185.189
estimates,948,1964,28167.837
estimates,948,1965,28156.193
estimates,948,1966,28158.775
estimates,948,1967,28181.561
estimates,948,1968,28226.818
estimates,948,1969,28292.623
estimates,948,1970,28371.506
estimates,948,1971,28452.671
estimates,948,1972,28526.237
estimates,948,1973,28586.182
estimates,948,1974,28631.839
estimates,948,1975,28667.441
estimates,948,1976,28701.136
estimates,948,1977,28743.267
estimates,948,1978,28801.445
estimates,948,1979,28878.029
estimates,948,1980,28972.233
estimates,948,1981,29080.192
estimates,948,1982,29195.365
estimates,948,1983,29312.802
estimates,948,1984,29431.176
estimates,948,1985,29551.072
estimates,948,1986,29674.729
estimates,948,1987,29805.135
estimates,948,1988,29944.044
estimates,948,1989,30091.172
estimates,948,1990,30244.928
estimates,948,1991,30402.863
estimates,948,1992,30562.461
estimates,948,1993,30722.045
estimates,948,1994,30881.253
estimates,948,1995,31042.97
estimates,948,1996,31211.724
estimates,948,1997,31389.541
estimates,948,1998,31575.436
estimates,948,1999,31765.614
estimates,948,2000,31952.079
estimates,948,2001,32125.045
estimates,948,2002,32277.235
estimates,948,2003,32404.522
estimates,948,2004,32506.563
estimates,948,2005,32582.556
estimates,948,2006,32633.771
estimates,948,2007,32670.017
estimates,948,2008,32703.849
estimates,948,2009,32746.831
estimates,948,2010,32812.967
estimates,948,2011,32915.289
estimates,948,2012,33060.99
estimates,948,2013,33254.996
estimates,948,2014,33500.732
estimates,948,2015,33797.995
medium_variant,948,2015,33797.995
medium_variant,948,2016,34142.226
medium_variant,948,2017,34523.16
medium_variant,948,2018,34931.65
medium_variant,948,2019,35363.15
medium_variant,948,2020,35814.478
medium_variant,948,2021,36284.434
medium_variant,948,2022,36774.419
medium_variant,948,2023,37285.174
medium_variant,948,2024,37815.682
medium_variant,948,2025,38365.145
medium_variant,948,2026,38933.207
medium_variant,948,2027,39520.107
medium_variant,948,2028,40126.027
medium_variant,948,2029,40750.837
medium_variant,948,2030,41395.278
medium_variant,948,2031,42060.463
medium_variant,948,2032,42746.575
medium_variant,948,2033,43452.879
medium_variant,948,2034,44177.927
medium_variant,948,2035,44919.842
medium_variant,948,2036,45676.552
medium_variant,948,2037,46445.822
medium_variant,948,2038,47225.518
medium_variant,948,2039,48013.936
medium_variant,948,2040,48810.311
medium_variant,948,2041,49614.802
medium_variant,948,2042,50428.178
medium_variant,948,2043,51250.577
medium_variant,948,2044,52081.101
medium_variant,948,2045,52918.709
medium_variant,948,2046,53762.333
medium_variant,948,2047,54611.077
medium_variant,948,2048,55464.144
medium_variant,948,2049,56320.857
medium_variant,948,2050,57181.125
medium_variant,948,2051,58045.316
medium_variant,948,2052,58913.985
medium_variant,948,2053,59787.248
medium_variant,948,2054,60664.629
medium_variant,948,2055,61545.936
medium_variant,948,2056,62430.969
medium_variant,948,2057,63318.942
medium_variant,948,2058,64208.677
medium_variant,948,2059,65098.868
medium_variant,948,2060,65988.795
medium_variant,948,2061,66878.166
medium_variant,948,2062,67766.105
medium_variant,948,2063,68651.05
medium_variant,948,2064,69530.912
medium_variant,948,2065,70403.802
medium_variant,948,2066,71268.222
medium_variant,948,2067,72122.838
medium_variant,948,2068,72966.116
medium_variant,948,2069,73796.252
medium_variant,948,2070,74612.09
medium_variant,948,2071,75413.12
medium_variant,948,2072,76199.479
medium_variant,948,2073,76970.895
medium_variant,948,2074,77726.42
medium_variant,948,2075,78465.039
medium_variant,948,2076,79185.853
medium_variant,948,2077,79888.614
medium_variant,948,2078,80573.18
medium_variant,948,2079,81239.409
medium_variant,948,2080,81886.789
medium_variant,948,2081,82514.926
medium_variant,948,2082,83124.596
medium_variant,948,2083,83717.145
medium_variant,948,2084,84294.091
medium_variant,948,2085,84857.55
medium_variant,948,2086,85409.67
medium_variant,948,2087,85951.992
medium_variant,948,2088,86485.588
medium_variant,948,2089,87011.082
medium_variant,948,2090,87528.245
medium_variant,948,2091,88036.18
medium_variant,948,2092,88533.811
medium_variant,948,2093,89020.003
medium_variant,948,2094,89493.728
medium_variant,948,2095,89954.393
medium_variant,948,2096,90401.708
medium_variant,948,2097,90835.435
medium_variant,948,2098,91255.505
medium_variant,948,2099,91661.923
