variant,region,year,totaldeaths
estimates,1500,1950,3894.574
estimates,1500,1951,3882.989
estimates,1500,1952,3862.646
estimates,1500,1953,3847.967
estimates,1500,1954,3838.952
estimates,1500,1955,3835.575
estimates,1500,1956,3837.753
estimates,1500,1957,3845.31
estimates,1500,1958,3857.936
estimates,1500,1959,3875.129
estimates,1500,1960,3896.254
estimates,1500,1961,3920.578
estimates,1500,1962,3947.269
estimates,1500,1963,3975.56
estimates,1500,1964,4004.856
estimates,1500,1965,4034.753
estimates,1500,1966,4065.135
estimates,1500,1967,4096.342
estimates,1500,1968,4128.672
estimates,1500,1969,4162.16
estimates,1500,1970,4196.842
estimates,1500,1971,4232.743
estimates,1500,1972,4269.99
estimates,1500,1973,4308.75
estimates,1500,1974,4349.189
estimates,1500,1975,4391.679
estimates,1500,1976,4436.626
estimates,1500,1977,4484.112
estimates,1500,1978,4533.984
estimates,1500,1979,4585.959
estimates,1500,1980,4638.477
estimates,1500,1981,4689.543
estimates,1500,1982,4738.614
estimates,1500,1983,4786.396
estimates,1500,1984,4834.626
estimates,1500,1985,4887.922
estimates,1500,1986,4952.041
estimates,1500,1987,5030.132
estimates,1500,1988,5122.807
estimates,1500,1989,5228.214
estimates,1500,1990,5342.164
estimates,1500,1991,5458.753
estimates,1500,1992,5570.831
estimates,1500,1993,5672.278
estimates,1500,1994,5759.505
estimates,1500,1995,5830.909
estimates,1500,1996,5887.276
estimates,1500,1997,5931.829
estimates,1500,1998,5966.827
estimates,1500,1999,5992.104
estimates,1500,2000,6005.827
estimates,1500,2001,6005.449
estimates,1500,2002,5990.025
estimates,1500,2003,5960.194
estimates,1500,2004,5917.999
estimates,1500,2005,5865.988
estimates,1500,2006,5807.16
estimates,1500,2007,5745.654
estimates,1500,2008,5685.829
estimates,1500,2009,5631.335
estimates,1500,2010,5585.553
estimates,1500,2011,5550.667
estimates,1500,2012,5526.407
estimates,1500,2013,5512.336
estimates,1500,2014,5508.686
estimates,1500,2015,5515.277
medium_variant,1500,2015,5515.277
medium_variant,1500,2016,5531.325
medium_variant,1500,2017,5554.913
medium_variant,1500,2018,5584.091
medium_variant,1500,2019,5617.527
medium_variant,1500,2020,5653.961
medium_variant,1500,2021,5692.514
medium_variant,1500,2022,5733.001
medium_variant,1500,2023,5775.263
medium_variant,1500,2024,5818.927
medium_variant,1500,2025,5863.817
medium_variant,1500,2026,5910.037
medium_variant,1500,2027,5958.159
medium_variant,1500,2028,6008.741
medium_variant,1500,2029,6062.078
medium_variant,1500,2030,6118.408
medium_variant,1500,2031,6177.892
medium_variant,1500,2032,6240.627
medium_variant,1500,2033,6306.764
medium_variant,1500,2034,6376.527
medium_variant,1500,2035,6450.057
medium_variant,1500,2036,6527.438
medium_variant,1500,2037,6608.675
medium_variant,1500,2038,6693.837
medium_variant,1500,2039,6783.044
medium_variant,1500,2040,6876.387
medium_variant,1500,2041,6973.921
medium_variant,1500,2042,7075.67
medium_variant,1500,2043,7181.705
medium_variant,1500,2044,7292.131
medium_variant,1500,2045,7406.982
medium_variant,1500,2046,7526.252
medium_variant,1500,2047,7649.986
medium_variant,1500,2048,7778.297
medium_variant,1500,2049,7911.354
medium_variant,1500,2050,8049.346
medium_variant,1500,2051,8192.452
medium_variant,1500,2052,8340.821
medium_variant,1500,2053,8494.579
medium_variant,1500,2054,8653.849
medium_variant,1500,2055,8818.741
medium_variant,1500,2056,8989.295
medium_variant,1500,2057,9165.423
medium_variant,1500,2058,9347.039
medium_variant,1500,2059,9534.077
medium_variant,1500,2060,9726.474
medium_variant,1500,2061,9924.148
medium_variant,1500,2062,10127.028
medium_variant,1500,2063,10335.031
medium_variant,1500,2064,10548.1
medium_variant,1500,2065,10766.26
medium_variant,1500,2066,10989.575
medium_variant,1500,2067,11218.074
medium_variant,1500,2068,11451.726
medium_variant,1500,2069,11690.435
medium_variant,1500,2070,11934.174
medium_variant,1500,2071,12182.925
medium_variant,1500,2072,12436.547
medium_variant,1500,2073,12694.791
medium_variant,1500,2074,12957.365
medium_variant,1500,2075,13224.079
medium_variant,1500,2076,13494.788
medium_variant,1500,2077,13769.278
medium_variant,1500,2078,14047.213
medium_variant,1500,2079,14328.172
medium_variant,1500,2080,14611.893
medium_variant,1500,2081,14898.239
medium_variant,1500,2082,15187.005
medium_variant,1500,2083,15477.83
medium_variant,1500,2084,15770.222
medium_variant,1500,2085,16063.811
medium_variant,1500,2086,16358.326
medium_variant,1500,2087,16653.536
medium_variant,1500,2088,16949.035
medium_variant,1500,2089,17244.344
medium_variant,1500,2090,17539.012
medium_variant,1500,2091,17832.706
medium_variant,1500,2092,18125.193
medium_variant,1500,2093,18416.311
medium_variant,1500,2094,18705.966
medium_variant,1500,2095,18994.078
medium_variant,1500,2096,19280.606
medium_variant,1500,2097,19565.538
medium_variant,1500,2098,19848.878
medium_variant,1500,2099,20130.632
