variant,region,year,totaldeaths
estimates,5501,1950,13977.688
estimates,5501,1951,13922.99
estimates,5501,1952,13817.033
estimates,5501,1953,13717.96
estimates,5501,1954,13625.776
estimates,5501,1955,13540.382
estimates,5501,1956,13461.459
estimates,5501,1957,13388.645
estimates,5501,1958,13321.208
estimates,5501,1959,13257.814
estimates,5501,1960,13197.03
estimates,5501,1961,13137.523
estimates,5501,1962,13078.248
estimates,5501,1963,13019.074
estimates,5501,1964,12961.006
estimates,5501,1965,12908.043
estimates,5501,1966,12865.445
estimates,5501,1967,12835.982
estimates,5501,1968,12819.793
estimates,5501,1969,12814.436
estimates,5501,1970,12812.047
estimates,5501,1971,12802.236
estimates,5501,1972,12778.133
estimates,5501,1973,12737.314
estimates,5501,1974,12682.198
estimates,5501,1975,12622.071
estimates,5501,1976,12570.272
estimates,5501,1977,12538.86
estimates,5501,1978,12535.1
estimates,5501,1979,12559.62
estimates,5501,1980,12609.198
estimates,5501,1981,12676.417
estimates,5501,1982,12748.196
estimates,5501,1983,12812.483
estimates,5501,1984,12862.025
estimates,5501,1985,12889.357
estimates,5501,1986,12889.521
estimates,5501,1987,12864.845
estimates,5501,1988,12819.205
estimates,5501,1989,12755.477
estimates,5501,1990,12678.151
estimates,5501,1991,12592.882
estimates,5501,1992,12506.597
estimates,5501,1993,12425.763
estimates,5501,1994,12355.022
estimates,5501,1995,12298.02
estimates,5501,1996,12256.279
estimates,5501,1997,12227.585
estimates,5501,1998,12209.751
estimates,5501,1999,12202.214
estimates,5501,2000,12204.421
estimates,5501,2001,12215.591
estimates,5501,2002,12233.896
estimates,5501,2003,12257.147
estimates,5501,2004,12283.328
estimates,5501,2005,12308.256
estimates,5501,2006,12327.517
estimates,5501,2007,12340.544
estimates,5501,2008,12349.147
estimates,5501,2009,12356.656
estimates,5501,2010,12369.439
estimates,5501,2011,12395.335
estimates,5501,2012,12441.153
estimates,5501,2013,12511.665
estimates,5501,2014,12608.772
estimates,5501,2015,12731.913
medium_variant,5501,2015,12731.913
medium_variant,5501,2016,12877.825
medium_variant,5501,2017,13040.073
medium_variant,5501,2018,13213.167
medium_variant,5501,2019,13394.603
medium_variant,5501,2020,13583.081
medium_variant,5501,2021,13778.731
medium_variant,5501,2022,13983.066
medium_variant,5501,2023,14196.947
medium_variant,5501,2024,14419.794
medium_variant,5501,2025,14650.846
medium_variant,5501,2026,14889.311
medium_variant,5501,2027,15134.524
medium_variant,5501,2028,15385.939
medium_variant,5501,2029,15643.172
medium_variant,5501,2030,15906.529
medium_variant,5501,2031,16176.748
medium_variant,5501,2032,16454.299
medium_variant,5501,2033,16739.059
medium_variant,5501,2034,17030.264
medium_variant,5501,2035,17326.703
medium_variant,5501,2036,17626.956
medium_variant,5501,2037,17929.693
medium_variant,5501,2038,18233.837
medium_variant,5501,2039,18538.748
medium_variant,5501,2040,18844.324
medium_variant,5501,2041,19151.01
medium_variant,5501,2042,19459.738
medium_variant,5501,2043,19771.146
medium_variant,5501,2044,20085.254
medium_variant,5501,2045,20402.012
medium_variant,5501,2046,20721.24
medium_variant,5501,2047,21042.461
medium_variant,5501,2048,21365.17
medium_variant,5501,2049,21688.978
medium_variant,5501,2050,22013.742
medium_variant,5501,2051,22339.484
medium_variant,5501,2052,22666.083
medium_variant,5501,2053,22993.183
medium_variant,5501,2054,23320.201
medium_variant,5501,2055,23646.721
medium_variant,5501,2056,23972.437
medium_variant,5501,2057,24296.867
medium_variant,5501,2058,24619.307
medium_variant,5501,2059,24938.941
medium_variant,5501,2060,25255.565
medium_variant,5501,2061,25569.353
medium_variant,5501,2062,25879.928
medium_variant,5501,2063,26186.256
medium_variant,5501,2064,26486.757
medium_variant,5501,2065,26779.695
medium_variant,5501,2066,27063.438
medium_variant,5501,2067,27336.598
medium_variant,5501,2068,27597.826
medium_variant,5501,2069,27845.89
medium_variant,5501,2070,28080.114
medium_variant,5501,2071,28300.488
medium_variant,5501,2072,28507.691
medium_variant,5501,2073,28702.093
medium_variant,5501,2074,28883.404
medium_variant,5501,2075,29051.189
medium_variant,5501,2076,29204.988
medium_variant,5501,2077,29344.551
medium_variant,5501,2078,29469.754
medium_variant,5501,2079,29580.585
medium_variant,5501,2080,29676.62
medium_variant,5501,2081,29757.407
medium_variant,5501,2082,29823.437
medium_variant,5501,2083,29875.747
medium_variant,5501,2084,29915.64
medium_variant,5501,2085,29944.926
medium_variant,5501,2086,29965.495
medium_variant,5501,2087,29978.764
medium_variant,5501,2088,29985.794
medium_variant,5501,2089,29987.21
medium_variant,5501,2090,29982.911
medium_variant,5501,2091,29972.21
medium_variant,5501,2092,29954.235
medium_variant,5501,2093,29928.059
medium_variant,5501,2094,29892.816
medium_variant,5501,2095,29848.028
medium_variant,5501,2096,29793.462
medium_variant,5501,2097,29728.911
medium_variant,5501,2098,29654.316
medium_variant,5501,2099,29569.672
