variant,region,year,totaldeaths
estimates,921,1950,14250.291
estimates,921,1951,14199.236
estimates,921,1952,14100.476
estimates,921,1953,14008.418
estimates,921,1954,13923.071
estimates,921,1955,13844.322
estimates,921,1956,13771.814
estimates,921,1957,13705.14
estimates,921,1958,13643.478
estimates,921,1959,13585.331
estimates,921,1960,13529.087
estimates,921,1961,13473.256
estimates,921,1962,13416.665
estimates,921,1963,13359.177
estimates,921,1964,13301.931
estimates,921,1965,13249.182
estimates,921,1966,13206.517
estimates,921,1967,13177.077
estimates,921,1968,13161.316
estimates,921,1969,13156.984
estimates,921,1970,13156.343
estimates,921,1971,13149.013
estimates,921,1972,13127.929
estimates,921,1973,13090.484
estimates,921,1974,13039.007
estimates,921,1975,12982.695
estimates,921,1976,12934.812
estimates,921,1977,12907.345
estimates,921,1978,12907.487
estimates,921,1979,12935.787
estimates,921,1980,12988.857
estimates,921,1981,13059.112
estimates,921,1982,13133.499
estimates,921,1983,13200.1
estimates,921,1984,13251.854
estimates,921,1985,13281.721
estimates,921,1986,13285.246
estimates,921,1987,13265.062
estimates,921,1988,13225.141
estimates,921,1989,13168.27
estimates,921,1990,13098.732
estimates,921,1991,13021.848
estimates,921,1992,12943.958
estimates,921,1993,12870.945
estimates,921,1994,12807.019
estimates,921,1995,12755.242
estimates,921,1996,12716.642
estimates,921,1997,12689.036
estimates,921,1998,12670.482
estimates,921,1999,12660.714
estimates,921,2000,12659.835
estimates,921,2001,12667.888
estimates,921,2002,12683.746
estimates,921,2003,12705.676
estimates,921,2004,12731.788
estimates,921,2005,12757.546
estimates,921,2006,12777.843
estimates,921,2007,12791.39
estimates,921,2008,12799.605
estimates,921,2009,12805.908
estimates,921,2010,12817.142
estimates,921,2011,12841.89
estimates,921,2012,12887.723
estimates,921,2013,12959.94
estimates,921,2014,13060.56
estimates,921,2015,13188.862
medium_variant,921,2015,13188.862
medium_variant,921,2016,13341.149
medium_variant,921,2017,13510.329
medium_variant,921,2018,13690.402
medium_variant,921,2019,13878.683
medium_variant,921,2020,14073.82
medium_variant,921,2021,14276.054
medium_variant,921,2022,14487.205
medium_variant,921,2023,14708.4
medium_variant,921,2024,14939.154
medium_variant,921,2025,15178.794
medium_variant,921,2026,15426.57
medium_variant,921,2027,15681.769
medium_variant,921,2028,15943.793
medium_variant,921,2029,16212.23
medium_variant,921,2030,16487.373
medium_variant,921,2031,16769.955
medium_variant,921,2032,17060.381
medium_variant,921,2033,17358.437
medium_variant,921,2034,17663.26
medium_variant,921,2035,17973.562
medium_variant,921,2036,18287.859
medium_variant,921,2037,18604.756
medium_variant,921,2038,18923.091
medium_variant,921,2039,19242.116
medium_variant,921,2040,19561.634
medium_variant,921,2041,19882.022
medium_variant,921,2042,20204.192
medium_variant,921,2043,20528.76
medium_variant,921,2044,20855.71
medium_variant,921,2045,21184.958
medium_variant,921,2046,21516.315
medium_variant,921,2047,21849.34
medium_variant,921,2048,22183.577
medium_variant,921,2049,22518.663
medium_variant,921,2050,22854.483
medium_variant,921,2051,23191.081
medium_variant,921,2052,23528.37
medium_variant,921,2053,23866.036
medium_variant,921,2054,24203.544
medium_variant,921,2055,24540.534
medium_variant,921,2056,24876.759
medium_variant,921,2057,25211.741
medium_variant,921,2058,25544.776
medium_variant,921,2059,25875.028
medium_variant,921,2060,26202.273
medium_variant,921,2061,26526.655
medium_variant,921,2062,26847.729
medium_variant,921,2063,27164.392
medium_variant,921,2064,27475.002
medium_variant,921,2065,27777.799
medium_variant,921,2066,28071.158
medium_variant,921,2067,28353.672
medium_variant,921,2068,28623.943
medium_variant,921,2069,28880.653
medium_variant,921,2070,29123.016
medium_variant,921,2071,29350.904
medium_variant,921,2072,29564.935
medium_variant,921,2073,29765.429
medium_variant,921,2074,29952.068
medium_variant,921,2075,30124.386
medium_variant,921,2076,30281.912
medium_variant,921,2077,30424.487
medium_variant,921,2078,30552.118
medium_variant,921,2079,30664.901
medium_variant,921,2080,30762.506
medium_variant,921,2081,30844.548
medium_variant,921,2082,30911.612
medium_variant,921,2083,30964.873
medium_variant,921,2084,31005.785
medium_variant,921,2085,31036.305
medium_variant,921,2086,31058.432
medium_variant,921,2087,31073.634
medium_variant,921,2088,31083.026
medium_variant,921,2089,31087.309
medium_variant,921,2090,31086.42
medium_variant,921,2091,31079.677
medium_variant,921,2092,31066.187
medium_variant,921,2093,31045.001
medium_variant,921,2094,31015.228
medium_variant,921,2095,30976.373
medium_variant,921,2096,30928.198
medium_variant,921,2097,30870.487
medium_variant,921,2098,30803.18
medium_variant,921,2099,30726.271
