variant,region,year,totaldeaths
estimates,916,1950,741.963
estimates,916,1951,737.946
estimates,916,1952,730.267
estimates,916,1953,723.303
estimates,916,1954,717.053
estimates,916,1955,711.533
estimates,916,1956,706.778
estimates,916,1957,702.832
estimates,916,1958,699.776
estimates,916,1959,697.765
estimates,916,1960,696.96
estimates,916,1961,697.499
estimates,916,1962,699.462
estimates,916,1963,702.806
estimates,916,1964,707.323
estimates,916,1965,712.824
estimates,916,1966,719.091
estimates,916,1967,725.704
estimates,916,1968,732.15
estimates,916,1969,737.94
estimates,916,1970,742.451
estimates,916,1971,745.114
estimates,916,1972,745.789
estimates,916,1973,744.514
estimates,916,1974,741.381
estimates,916,1975,736.689
estimates,916,1976,730.898
estimates,916,1977,724.639
estimates,916,1978,718.463
estimates,916,1979,712.696
estimates,916,1980,707.539
estimates,916,1981,703
estimates,916,1982,698.856
estimates,916,1983,694.943
estimates,916,1984,691.262
estimates,916,1985,687.804
estimates,916,1986,684.56
estimates,916,1987,681.531
estimates,916,1988,678.74
estimates,916,1989,676.217
estimates,916,1990,673.947
estimates,916,1991,671.914
estimates,916,1992,670.154
estimates,916,1993,668.75
estimates,916,1994,667.808
estimates,916,1995,667.453
estimates,916,1996,667.814
estimates,916,1997,668.996
estimates,916,1998,671.086
estimates,916,1999,674.154
estimates,916,2000,678.232
estimates,916,2001,683.29
estimates,916,2002,689.266
estimates,916,2003,696.111
estimates,916,2004,703.839
estimates,916,2005,712.535
estimates,916,2006,722.32
estimates,916,2007,733.221
estimates,916,2008,745.189
estimates,916,2009,758.116
estimates,916,2010,771.824
estimates,916,2011,786.098
estimates,916,2012,800.739
estimates,916,2013,815.585
estimates,916,2014,830.537
estimates,916,2015,845.549
medium_variant,916,2015,845.549
medium_variant,916,2016,860.652
medium_variant,916,2017,875.985
medium_variant,916,2018,891.671
medium_variant,916,2019,907.758
medium_variant,916,2020,924.286
medium_variant,916,2021,941.263
medium_variant,916,2022,958.696
medium_variant,916,2023,976.608
medium_variant,916,2024,995.04
medium_variant,916,2025,1014.024
medium_variant,916,2026,1033.585
medium_variant,916,2027,1053.742
medium_variant,916,2028,1074.527
medium_variant,916,2029,1095.978
medium_variant,916,2030,1118.137
medium_variant,916,2031,1141.027
medium_variant,916,2032,1164.662
medium_variant,916,2033,1189.039
medium_variant,916,2034,1214.165
medium_variant,916,2035,1240.059
medium_variant,916,2036,1266.728
medium_variant,916,2037,1294.152
medium_variant,916,2038,1322.282
medium_variant,916,2039,1351.07
medium_variant,916,2040,1380.46
medium_variant,916,2041,1410.401
medium_variant,916,2042,1440.838
medium_variant,916,2043,1471.732
medium_variant,916,2044,1503.03
medium_variant,916,2045,1534.719
medium_variant,916,2046,1566.815
medium_variant,916,2047,1599.332
medium_variant,916,2048,1632.271
medium_variant,916,2049,1665.597
medium_variant,916,2050,1699.276
medium_variant,916,2051,1733.272
medium_variant,916,2052,1767.548
medium_variant,916,2053,1802.065
medium_variant,916,2054,1836.782
medium_variant,916,2055,1871.718
medium_variant,916,2056,1906.92
medium_variant,916,2057,1942.39
medium_variant,916,2058,1978.076
medium_variant,916,2059,2013.881
medium_variant,916,2060,2049.706
medium_variant,916,2061,2085.462
medium_variant,916,2062,2121.026
medium_variant,916,2063,2156.246
medium_variant,916,2064,2190.98
medium_variant,916,2065,2225.135
medium_variant,916,2066,2258.68
medium_variant,916,2067,2291.589
medium_variant,916,2068,2323.799
medium_variant,916,2069,2355.17
medium_variant,916,2070,2385.536
medium_variant,916,2071,2414.733
medium_variant,916,2072,2442.691
medium_variant,916,2073,2469.399
medium_variant,916,2074,2494.87
medium_variant,916,2075,2519.203
medium_variant,916,2076,2542.55
medium_variant,916,2077,2565.088
medium_variant,916,2078,2586.937
medium_variant,916,2079,2608.128
medium_variant,916,2080,2628.694
medium_variant,916,2081,2648.615
medium_variant,916,2082,2667.758
medium_variant,916,2083,2685.96
medium_variant,916,2084,2703.082
medium_variant,916,2085,2718.964
medium_variant,916,2086,2733.459
medium_variant,916,2087,2746.48
medium_variant,916,2088,2757.973
medium_variant,916,2089,2767.888
medium_variant,916,2090,2776.248
medium_variant,916,2091,2783.106
medium_variant,916,2092,2788.539
medium_variant,916,2093,2792.623
medium_variant,916,2094,2795.429
medium_variant,916,2095,2796.998
medium_variant,916,2096,2797.344
medium_variant,916,2097,2796.491
medium_variant,916,2098,2794.438
medium_variant,916,2099,2791.187
