variant,region,year,totaldeaths
estimates,906,1950,14901.677
estimates,906,1951,14781.827
estimates,906,1952,14588.534
estimates,906,1953,14488.05
estimates,906,1954,14480.372
estimates,906,1955,14562.094
estimates,906,1956,14721.518
estimates,906,1957,14943.042
estimates,906,1958,15196.437
estimates,906,1959,15428.567
estimates,906,1960,15579.454
estimates,906,1961,15589.104
estimates,906,1962,15403.336
estimates,906,1963,14995.696
estimates,906,1964,14378.217
estimates,906,1965,13598.663
estimates,906,1966,12732.858
estimates,906,1967,11875.297
estimates,906,1968,11102.823
estimates,906,1969,10453.404
estimates,906,1970,9940.895
estimates,906,1971,9550.232
estimates,906,1972,9233.097
estimates,906,1973,8951.589
estimates,906,1974,8697.483
estimates,906,1975,8469.259
estimates,906,1976,8272.173
estimates,906,1977,8116.841
estimates,906,1978,8010.106
estimates,906,1979,7951.201
estimates,906,1980,7940.296
estimates,906,1981,7976.72
estimates,906,1982,8053.983
estimates,906,1983,8163.222
estimates,906,1984,8295.605
estimates,906,1985,8441.197
estimates,906,1986,8591.01
estimates,906,1987,8739.145
estimates,906,1988,8880.484
estimates,906,1989,9010.491
estimates,906,1990,9128.57
estimates,906,1991,9237.819
estimates,906,1992,9343.548
estimates,906,1993,9448.613
estimates,906,1994,9551.559
estimates,906,1995,9646.203
estimates,906,1996,9724.365
estimates,906,1997,9781.891
estimates,906,1998,9818.836
estimates,906,1999,9839.329
estimates,906,2000,9851.348
estimates,906,2001,9865.327
estimates,906,2002,9892.562
estimates,906,2003,9942.39
estimates,906,2004,10020.137
estimates,906,2005,10129.208
estimates,906,2006,10269.47
estimates,906,2007,10434.35
estimates,906,2008,10617.233
estimates,906,2009,10814.503
estimates,906,2010,11021.867
estimates,906,2011,11235.362
estimates,906,2012,11452.683
estimates,906,2013,11672.098
estimates,906,2014,11892.289
estimates,906,2015,12113.127
medium_variant,906,2015,12113.127
medium_variant,906,2016,12335.866
medium_variant,906,2017,12563.407
medium_variant,906,2018,12798.189
medium_variant,906,2019,13041.172
medium_variant,906,2020,13293.206
medium_variant,906,2021,13554.687
medium_variant,906,2022,13824.979
medium_variant,906,2023,14103.337
medium_variant,906,2024,14389.293
medium_variant,906,2025,14682.47
medium_variant,906,2026,14982.491
medium_variant,906,2027,15288.627
medium_variant,906,2028,15599.947
medium_variant,906,2029,15915.495
medium_variant,906,2030,16235.188
medium_variant,906,2031,16559.417
medium_variant,906,2032,16887.767
medium_variant,906,2033,17218.905
medium_variant,906,2034,17550.766
medium_variant,906,2035,17881.381
medium_variant,906,2036,18208.991
medium_variant,906,2037,18531.582
medium_variant,906,2038,18846.796
medium_variant,906,2039,19152.213
medium_variant,906,2040,19446.036
medium_variant,906,2041,19727.329
medium_variant,906,2042,19995.98
medium_variant,906,2043,20251.454
medium_variant,906,2044,20492.465
medium_variant,906,2045,20718.042
medium_variant,906,2046,20927.657
medium_variant,906,2047,21121.189
medium_variant,906,2048,21298.298
medium_variant,906,2049,21458.255
medium_variant,906,2050,21600.349
medium_variant,906,2051,21724.079
medium_variant,906,2052,21829.391
medium_variant,906,2053,21916.284
medium_variant,906,2054,21984.661
medium_variant,906,2055,22034.104
medium_variant,906,2056,22064.222
medium_variant,906,2057,22075.465
medium_variant,906,2058,22068.731
medium_variant,906,2059,22045.106
medium_variant,906,2060,22005.157
medium_variant,906,2061,21949.251
medium_variant,906,2062,21878.649
medium_variant,906,2063,21795.319
medium_variant,906,2064,21701.58
medium_variant,906,2065,21599.939
medium_variant,906,2066,21492.59
medium_variant,906,2067,21380.926
medium_variant,906,2068,21266.226
medium_variant,906,2069,21149.705
medium_variant,906,2070,21032.507
medium_variant,906,2071,20915.121
medium_variant,906,2072,20796.28
medium_variant,906,2073,20674.389
medium_variant,906,2074,20548.234
medium_variant,906,2075,20416.159
medium_variant,906,2076,20276.444
medium_variant,906,2077,20127.739
medium_variant,906,2078,19968.984
medium_variant,906,2079,19799.492
medium_variant,906,2080,19618.129
medium_variant,906,2081,19424.104
medium_variant,906,2082,19218.682
medium_variant,906,2083,19003.947
medium_variant,906,2084,18782.083
medium_variant,906,2085,18554.638
medium_variant,906,2086,18322.859
medium_variant,906,2087,18089.247
medium_variant,906,2088,17857.296
medium_variant,906,2089,17630.93
medium_variant,906,2090,17413.859
medium_variant,906,2091,17209.168
medium_variant,906,2092,17019.161
medium_variant,906,2093,16845.589
medium_variant,906,2094,16689.636
medium_variant,906,2095,16552.095
medium_variant,906,2096,16433.487
medium_variant,906,2097,16333.926
medium_variant,906,2098,16253.42
medium_variant,906,2099,16191.97
