variant,region,year,totaldeaths
estimates,931,1950,1823.439
estimates,931,1951,1827.377
estimates,931,1952,1835.587
estimates,931,1953,1844.464
estimates,931,1954,1854.006
estimates,931,1955,1864.207
estimates,931,1956,1875.029
estimates,931,1957,1886.389
estimates,931,1958,1898.157
estimates,931,1959,1910.109
estimates,931,1960,1921.966
estimates,931,1961,1933.393
estimates,931,1962,1944.024
estimates,931,1963,1953.494
estimates,931,1964,1961.517
estimates,931,1965,1967.529
estimates,931,1966,1970.987
estimates,931,1967,1972.05
estimates,931,1968,1971.232
estimates,931,1969,1969.227
estimates,931,1970,1967.316
estimates,931,1971,1967.003
estimates,931,1972,1969.313
estimates,931,1973,1974.794
estimates,931,1974,1983.478
estimates,931,1975,1994.779
estimates,931,1976,2007.585
estimates,931,1977,2020.433
estimates,931,1978,2032.162
estimates,931,1979,2042.29
estimates,931,1980,2050.679
estimates,931,1981,2057.612
estimates,931,1982,2063.854
estimates,931,1983,2070.025
estimates,931,1984,2076.329
estimates,931,1985,2083.011
estimates,931,1986,2090.233
estimates,931,1987,2097.826
estimates,931,1988,2105.521
estimates,931,1989,2113.047
estimates,931,1990,2119.719
estimates,931,1991,2124.723
estimates,931,1992,2127.723
estimates,931,1993,2128.776
estimates,931,1994,2128.295
estimates,931,1995,2126.942
estimates,931,1996,2125.607
estimates,931,1997,2125.412
estimates,931,1998,2127.405
estimates,931,1999,2132.326
estimates,931,2000,2140.837
estimates,931,2001,2153.294
estimates,931,2002,2169.348
estimates,931,2003,2188.58
estimates,931,2004,2210.763
estimates,931,2005,2235.41
estimates,931,2006,2261.922
estimates,931,2007,2289.801
estimates,931,2008,2318.747
estimates,931,2009,2348.683
estimates,931,2010,2379.887
estimates,931,2011,2412.875
estimates,931,2012,2448.19
estimates,931,2013,2486.14
estimates,931,2014,2526.681
estimates,931,2015,2569.578
medium_variant,931,2015,2569.578
medium_variant,931,2016,2614.414
medium_variant,931,2017,2660.631
medium_variant,931,2018,2707.749
medium_variant,931,2019,2755.518
medium_variant,931,2020,2803.797
medium_variant,931,2021,2852.603
medium_variant,931,2022,2902.17
medium_variant,931,2023,2952.677
medium_variant,931,2024,3004.178
medium_variant,931,2025,3056.707
medium_variant,931,2026,3110.304
medium_variant,931,2027,3164.963
medium_variant,931,2028,3220.686
medium_variant,931,2029,3277.473
medium_variant,931,2030,3335.363
medium_variant,931,2031,3394.386
medium_variant,931,2032,3454.515
medium_variant,931,2033,3515.669
medium_variant,931,2034,3577.765
medium_variant,931,2035,3640.738
medium_variant,931,2036,3704.563
medium_variant,931,2037,3769.126
medium_variant,931,2038,3834.253
medium_variant,931,2039,3899.742
medium_variant,931,2040,3965.415
medium_variant,931,2041,4031.139
medium_variant,931,2042,4096.793
medium_variant,931,2043,4162.215
medium_variant,931,2044,4227.215
medium_variant,931,2045,4291.609
medium_variant,931,2046,4355.262
medium_variant,931,2047,4418.167
medium_variant,931,2048,4480.321
medium_variant,931,2049,4541.708
medium_variant,931,2050,4602.358
medium_variant,931,2051,4662.353
medium_variant,931,2052,4721.799
medium_variant,931,2053,4780.786
medium_variant,931,2054,4839.333
medium_variant,931,2055,4897.491
medium_variant,931,2056,4955.284
medium_variant,931,2057,5012.651
medium_variant,931,2058,5069.49
medium_variant,931,2059,5125.702
medium_variant,931,2060,5181.207
medium_variant,931,2061,5235.935
medium_variant,931,2062,5289.78
medium_variant,931,2063,5342.612
medium_variant,931,2064,5394.282
medium_variant,931,2065,5444.737
medium_variant,931,2066,5494.005
medium_variant,931,2067,5542.027
medium_variant,931,2068,5588.663
medium_variant,931,2069,5633.666
medium_variant,931,2070,5676.813
medium_variant,931,2071,5717.917
medium_variant,931,2072,5756.772
medium_variant,931,2073,5793.134
medium_variant,931,2074,5826.746
medium_variant,931,2075,5857.379
medium_variant,931,2076,5884.89
medium_variant,931,2077,5909.273
medium_variant,931,2078,5930.52
medium_variant,931,2079,5948.575
medium_variant,931,2080,5963.347
medium_variant,931,2081,5974.776
medium_variant,931,2082,5982.961
medium_variant,931,2083,5988.065
medium_variant,931,2084,5990.252
medium_variant,931,2085,5989.644
medium_variant,931,2086,5986.336
medium_variant,931,2087,5980.519
medium_variant,931,2088,5972.457
medium_variant,931,2089,5962.443
medium_variant,931,2090,5950.757
medium_variant,931,2091,5937.633
medium_variant,931,2092,5923.241
medium_variant,931,2093,5907.715
medium_variant,931,2094,5891.137
medium_variant,931,2095,5873.572
medium_variant,931,2096,5855.055
medium_variant,931,2097,5835.593
medium_variant,931,2098,5815.191
medium_variant,931,2099,5793.85
