variant,region,year,totaldeaths
estimates,911,1950,755.754
estimates,911,1951,757.246
estimates,911,1952,760.539
estimates,911,1953,764.446
estimates,911,1954,768.968
estimates,911,1955,774.101
estimates,911,1956,779.838
estimates,911,1957,786.157
estimates,911,1958,793.028
estimates,911,1959,800.392
estimates,911,1960,808.18
estimates,911,1961,816.305
estimates,911,1962,824.666
estimates,911,1963,833.162
estimates,911,1964,841.701
estimates,911,1965,850.116
estimates,911,1966,858.248
estimates,911,1967,866.12
estimates,911,1968,873.858
estimates,911,1969,881.622
estimates,911,1970,889.716
estimates,911,1971,898.495
estimates,911,1972,908.238
estimates,911,1973,919.135
estimates,911,1974,931.255
estimates,911,1975,944.483
estimates,911,1976,958.552
estimates,911,1977,973.167
estimates,911,1978,988.165
estimates,911,1979,1003.571
estimates,911,1980,1019.473
estimates,911,1981,1036.039
estimates,911,1982,1053.562
estimates,911,1983,1072.331
estimates,911,1984,1092.55
estimates,911,1985,1114.36
estimates,911,1986,1137.814
estimates,911,1987,1162.898
estimates,911,1988,1189.655
estimates,911,1989,1218.193
estimates,911,1990,1249.369
estimates,911,1991,1284.237
estimates,911,1992,1322.779
estimates,911,1993,1364.18
estimates,911,1994,1407.059
estimates,911,1995,1449.151
estimates,911,1996,1487.859
estimates,911,1997,1521.115
estimates,911,1998,1547.468
estimates,911,1999,1566.268
estimates,911,2000,1577.454
estimates,911,2001,1581.789
estimates,911,2002,1581.395
estimates,911,2003,1578.323
estimates,911,2004,1573.808
estimates,911,2005,1568.827
estimates,911,2006,1563.944
estimates,911,2007,1559.286
estimates,911,2008,1555.14
estimates,911,2009,1552.127
estimates,911,2010,1550.878
estimates,911,2011,1551.825
estimates,911,2012,1554.896
estimates,911,2013,1559.929
estimates,911,2014,1566.834
estimates,911,2015,1575.367
medium_variant,911,2015,1575.367
medium_variant,911,2016,1585.146
medium_variant,911,2017,1595.689
medium_variant,911,2018,1606.585
medium_variant,911,2019,1617.597
medium_variant,911,2020,1628.601
medium_variant,911,2021,1639.613
medium_variant,911,2022,1650.843
medium_variant,911,2023,1662.452
medium_variant,911,2024,1674.466
medium_variant,911,2025,1686.878
medium_variant,911,2026,1699.658
medium_variant,911,2027,1712.797
medium_variant,911,2028,1726.319
medium_variant,911,2029,1740.272
medium_variant,911,2030,1754.714
medium_variant,911,2031,1769.698
medium_variant,911,2032,1785.293
medium_variant,911,2033,1801.576
medium_variant,911,2034,1818.621
medium_variant,911,2035,1836.465
medium_variant,911,2036,1855.123
medium_variant,911,2037,1874.598
medium_variant,911,2038,1894.915
medium_variant,911,2039,1916.126
medium_variant,911,2040,1938.28
medium_variant,911,2041,1961.413
medium_variant,911,2042,1985.558
medium_variant,911,2043,2010.752
medium_variant,911,2044,2037.047
medium_variant,911,2045,2064.451
medium_variant,911,2046,2092.949
medium_variant,911,2047,2122.545
medium_variant,911,2048,2153.278
medium_variant,911,2049,2185.221
medium_variant,911,2050,2218.453
medium_variant,911,2051,2253.055
medium_variant,911,2052,2289.094
medium_variant,911,2053,2326.644
medium_variant,911,2054,2365.764
medium_variant,911,2055,2406.485
medium_variant,911,2056,2448.81
medium_variant,911,2057,2492.708
medium_variant,911,2058,2538.159
medium_variant,911,2059,2585.177
medium_variant,911,2060,2633.788
medium_variant,911,2061,2684.01
medium_variant,911,2062,2735.856
medium_variant,911,2063,2789.333
medium_variant,911,2064,2844.44
medium_variant,911,2065,2901.177
medium_variant,911,2066,2959.538
medium_variant,911,2067,3019.499
medium_variant,911,2068,3081.036
medium_variant,911,2069,3144.131
medium_variant,911,2070,3208.747
medium_variant,911,2071,3274.838
medium_variant,911,2072,3342.407
medium_variant,911,2073,3411.459
medium_variant,911,2074,3482.025
medium_variant,911,2075,3554.187
medium_variant,911,2076,3628.043
medium_variant,911,2077,3703.651
medium_variant,911,2078,3781.023
medium_variant,911,2079,3860.12
medium_variant,911,2080,3940.885
medium_variant,911,2081,4023.239
medium_variant,911,2082,4107.049
medium_variant,911,2083,4192.181
medium_variant,911,2084,4278.527
medium_variant,911,2085,4366.06
medium_variant,911,2086,4454.8
medium_variant,911,2087,4544.749
medium_variant,911,2088,4635.828
medium_variant,911,2089,4727.891
medium_variant,911,2090,4820.769
medium_variant,911,2091,4914.293
medium_variant,911,2092,5008.321
medium_variant,911,2093,5102.735
medium_variant,911,2094,5197.444
medium_variant,911,2095,5292.391
medium_variant,911,2096,5387.539
medium_variant,911,2097,5482.881
medium_variant,911,2098,5578.408
medium_variant,911,2099,5674.125
