variant,region,year,totaldeaths
estimates,928,1950,54.365
estimates,928,1951,54.039
estimates,928,1952,53.437
estimates,928,1953,52.937
estimates,928,1954,52.535
estimates,928,1955,52.23
estimates,928,1956,52.016
estimates,928,1957,51.883
estimates,928,1958,51.813
estimates,928,1959,51.773
estimates,928,1960,51.729
estimates,928,1961,51.643
estimates,928,1962,51.481
estimates,928,1963,51.222
estimates,928,1964,50.868
estimates,928,1965,50.449
estimates,928,1966,50.007
estimates,928,1967,49.597
estimates,928,1968,49.254
estimates,928,1969,48.99
estimates,928,1970,48.802
estimates,928,1971,48.668
estimates,928,1972,48.552
estimates,928,1973,48.424
estimates,928,1974,48.273
estimates,928,1975,48.081
estimates,928,1976,47.834
estimates,928,1977,47.542
estimates,928,1978,47.24
estimates,928,1979,46.955
estimates,928,1980,46.745
estimates,928,1981,46.68
estimates,928,1982,46.797
estimates,928,1983,47.106
estimates,928,1984,47.596
estimates,928,1985,48.224
estimates,928,1986,48.92
estimates,928,1987,49.611
estimates,928,1988,50.24
estimates,928,1989,50.784
estimates,928,1990,51.253
estimates,928,1991,51.674
estimates,928,1992,52.101
estimates,928,1993,52.572
estimates,928,1994,53.097
estimates,928,1995,53.675
estimates,928,1996,54.293
estimates,928,1997,54.922
estimates,928,1998,55.545
estimates,928,1999,56.148
estimates,928,2000,56.722
estimates,928,2001,57.255
estimates,928,2002,57.752
estimates,928,2003,58.232
estimates,928,2004,58.712
estimates,928,2005,59.221
estimates,928,2006,59.791
estimates,928,2007,60.45
estimates,928,2008,61.21
estimates,928,2009,62.079
estimates,928,2010,63.049
estimates,928,2011,64.105
estimates,928,2012,65.218
estimates,928,2013,66.361
estimates,928,2014,67.529
estimates,928,2015,68.712
medium_variant,928,2015,68.712
medium_variant,928,2016,69.917
medium_variant,928,2017,71.153
medium_variant,928,2018,72.427
medium_variant,928,2019,73.744
medium_variant,928,2020,75.101
medium_variant,928,2021,76.501
medium_variant,928,2022,77.943
medium_variant,928,2023,79.423
medium_variant,928,2024,80.942
medium_variant,928,2025,82.501
medium_variant,928,2026,84.096
medium_variant,928,2027,85.729
medium_variant,928,2028,87.397
medium_variant,928,2029,89.102
medium_variant,928,2030,90.843
medium_variant,928,2031,92.623
medium_variant,928,2032,94.439
medium_variant,928,2033,96.294
medium_variant,928,2034,98.183
medium_variant,928,2035,100.108
medium_variant,928,2036,102.064
medium_variant,928,2037,104.047
medium_variant,928,2038,106.056
medium_variant,928,2039,108.091
medium_variant,928,2040,110.153
medium_variant,928,2041,112.239
medium_variant,928,2042,114.353
medium_variant,928,2043,116.497
medium_variant,928,2044,118.666
medium_variant,928,2045,120.863
medium_variant,928,2046,123.084
medium_variant,928,2047,125.327
medium_variant,928,2048,127.593
medium_variant,928,2049,129.874
medium_variant,928,2050,132.178
medium_variant,928,2051,134.504
medium_variant,928,2052,136.849
medium_variant,928,2053,139.216
medium_variant,928,2054,141.598
medium_variant,928,2055,143.998
medium_variant,928,2056,146.406
medium_variant,928,2057,148.82
medium_variant,928,2058,151.235
medium_variant,928,2059,153.65
medium_variant,928,2060,156.059
medium_variant,928,2061,158.461
medium_variant,928,2062,160.857
medium_variant,928,2063,163.249
medium_variant,928,2064,165.637
medium_variant,928,2065,168.02
medium_variant,928,2066,170.401
medium_variant,928,2067,172.781
medium_variant,928,2068,175.162
medium_variant,928,2069,177.541
medium_variant,928,2070,179.923
medium_variant,928,2071,182.308
medium_variant,928,2072,184.697
medium_variant,928,2073,187.08
medium_variant,928,2074,189.457
medium_variant,928,2075,191.819
medium_variant,928,2076,194.153
medium_variant,928,2077,196.457
medium_variant,928,2078,198.725
medium_variant,928,2079,200.953
medium_variant,928,2080,203.142
medium_variant,928,2081,205.301
medium_variant,928,2082,207.435
medium_variant,928,2083,209.545
medium_variant,928,2084,211.631
medium_variant,928,2085,213.687
medium_variant,928,2086,215.712
medium_variant,928,2087,217.695
medium_variant,928,2088,219.631
medium_variant,928,2089,221.515
medium_variant,928,2090,223.352
medium_variant,928,2091,225.136
medium_variant,928,2092,226.872
medium_variant,928,2093,228.561
medium_variant,928,2094,230.207
medium_variant,928,2095,231.811
medium_variant,928,2096,233.371
medium_variant,928,2097,234.889
medium_variant,928,2098,236.367
medium_variant,928,2099,237.803
