variant,region,year,totaldeaths
estimates,912,1950,1246.878
estimates,912,1951,1244.706
estimates,912,1952,1240.92
estimates,912,1953,1238.248
estimates,912,1954,1236.69
estimates,912,1955,1236.235
estimates,912,1956,1236.855
estimates,912,1957,1238.489
estimates,912,1958,1241.04
estimates,912,1959,1244.338
estimates,912,1960,1248.176
estimates,912,1961,1252.34
estimates,912,1962,1256.606
estimates,912,1963,1260.804
estimates,912,1964,1264.864
estimates,912,1965,1269.019
estimates,912,1966,1273.662
estimates,912,1967,1278.995
estimates,912,1968,1284.944
estimates,912,1969,1291.167
estimates,912,1970,1297.064
estimates,912,1971,1301.916
estimates,912,1972,1305.065
estimates,912,1973,1306.017
estimates,912,1974,1304.514
estimates,912,1975,1300.444
estimates,912,1976,1293.922
estimates,912,1977,1285.482
estimates,912,1978,1275.667
estimates,912,1979,1264.8
estimates,912,1980,1252.98
estimates,912,1981,1240.162
estimates,912,1982,1226.476
estimates,912,1983,1212.292
estimates,912,1984,1198.181
estimates,912,1985,1185.008
estimates,912,1986,1173.665
estimates,912,1987,1164.618
estimates,912,1988,1158.071
estimates,912,1989,1154.001
estimates,912,1990,1151.904
estimates,912,1991,1150.928
estimates,912,1992,1150.188
estimates,912,1993,1149.111
estimates,912,1994,1147.62
estimates,912,1995,1146.07
estimates,912,1996,1145.157
estimates,912,1997,1145.672
estimates,912,1998,1148.127
estimates,912,1999,1152.582
estimates,912,2000,1158.765
estimates,912,2001,1166.141
estimates,912,2002,1174.054
estimates,912,2003,1182.04
estimates,912,2004,1189.995
estimates,912,2005,1198.065
estimates,912,2006,1206.609
estimates,912,2007,1216.094
estimates,912,2008,1226.822
estimates,912,2009,1238.828
estimates,912,2010,1251.959
estimates,912,2011,1265.928
estimates,912,2012,1280.39
estimates,912,2013,1295.118
estimates,912,2014,1310.084
estimates,912,2015,1325.331
medium_variant,912,2015,1325.331
medium_variant,912,2016,1340.989
medium_variant,912,2017,1357.339
medium_variant,912,2018,1374.646
medium_variant,912,2019,1393.078
medium_variant,912,2020,1412.758
medium_variant,912,2021,1433.751
medium_variant,912,2022,1456.047
medium_variant,912,2023,1479.647
medium_variant,912,2024,1504.617
medium_variant,912,2025,1531.02
medium_variant,912,2026,1558.901
medium_variant,912,2027,1588.247
medium_variant,912,2028,1619.034
medium_variant,912,2029,1651.237
medium_variant,912,2030,1684.862
medium_variant,912,2031,1719.906
medium_variant,912,2032,1756.306
medium_variant,912,2033,1793.968
medium_variant,912,2034,1832.785
medium_variant,912,2035,1872.677
medium_variant,912,2036,1913.585
medium_variant,912,2037,1955.427
medium_variant,912,2038,1998.082
medium_variant,912,2039,2041.407
medium_variant,912,2040,2085.277
medium_variant,912,2041,2129.595
medium_variant,912,2042,2174.309
medium_variant,912,2043,2219.358
medium_variant,912,2044,2264.652
medium_variant,912,2045,2310.109
medium_variant,912,2046,2355.671
medium_variant,912,2047,2401.363
medium_variant,912,2048,2447.229
medium_variant,912,2049,2493.303
medium_variant,912,2050,2539.651
medium_variant,912,2051,2586.363
medium_variant,912,2052,2633.516
medium_variant,912,2053,2681.158
medium_variant,912,2054,2729.295
medium_variant,912,2055,2777.965
medium_variant,912,2056,2827.178
medium_variant,912,2057,2876.855
medium_variant,912,2058,2926.863
medium_variant,912,2059,2977.071
medium_variant,912,2060,3027.373
medium_variant,912,2061,3077.69
medium_variant,912,2062,3127.905
medium_variant,912,2063,3177.848
medium_variant,912,2064,3227.333
medium_variant,912,2065,3276.233
medium_variant,912,2066,3324.487
medium_variant,912,2067,3372.025
medium_variant,912,2068,3418.716
medium_variant,912,2069,3464.362
medium_variant,912,2070,3508.735
medium_variant,912,2071,3551.637
medium_variant,912,2072,3592.981
medium_variant,912,2073,3632.715
medium_variant,912,2074,3670.793
medium_variant,912,2075,3707.151
medium_variant,912,2076,3741.749
medium_variant,912,2077,3774.768
medium_variant,912,2078,3806.443
medium_variant,912,2079,3837.017
medium_variant,912,2080,3866.651
medium_variant,912,2081,3895.462
medium_variant,912,2082,3923.667
medium_variant,912,2083,3951.585
medium_variant,912,2084,3979.598
medium_variant,912,2085,4008.087
medium_variant,912,2086,4037.361
medium_variant,912,2087,4067.596
medium_variant,912,2088,4098.963
medium_variant,912,2089,4131.66
medium_variant,912,2090,4165.766
medium_variant,912,2091,4201.266
medium_variant,912,2092,4238.101
medium_variant,912,2093,4276.18
medium_variant,912,2094,4315.413
medium_variant,912,2095,4355.751
medium_variant,912,2096,4397.176
medium_variant,912,2097,4439.663
medium_variant,912,2098,4483.201
medium_variant,912,2099,4527.79
