global,year,variant,freq,age1yearinterval,survivorage
900,2090,mediumvariant,5yearly,15,98755.0070364716
900,2090,mediumvariant,5yearly,20,98577.804897795
900,2090,mediumvariant,5yearly,25,98312.8174534555
900,2090,mediumvariant,5yearly,30,97997.576247748
900,2090,mediumvariant,5yearly,35,97629.5054297338
900,2090,mediumvariant,5yearly,40,97171.4062551315
900,2090,mediumvariant,5yearly,45,96568.2823393435
900,2090,mediumvariant,5yearly,50,95704.268156947
900,2090,mediumvariant,5yearly,55,94417.0007412014
900,2090,mediumvariant,5yearly,60,92486.4269101713
900,2090,mediumvariant,5yearly,65,89497.1558545428
900,2090,mediumvariant,5yearly,70,84809.4422342113
900,2090,mediumvariant,5yearly,75,77599.8993812851
900,2090,mediumvariant,5yearly,80,67070.1076116738
900,2090,mediumvariant,5yearly,85,52887.5062801542
900,2090,mediumvariant,5yearly,90,36080.4231382648
900,2090,mediumvariant,5yearly,95,19717.9591398111
900,2090,mediumvariant,5yearly,100plus,7791.22233580703
900,2095,mediumvariant,5yearly,0,100000
900,2095,mediumvariant,5yearly,1,99259.8390798529
900,2095,mediumvariant,5yearly,5,99051.1532866525
900,2095,mediumvariant,5yearly,10,98937.4931176579
900,2095,mediumvariant,5yearly,15,98840.3726131834
900,2095,mediumvariant,5yearly,20,98674.0018501369
900,2095,mediumvariant,5yearly,25,98425.2505838321
900,2095,mediumvariant,5yearly,30,98129.667682223
900,2095,mediumvariant,5yearly,35,97784.8288516182
900,2095,mediumvariant,5yearly,40,97355.0727048368
900,2095,mediumvariant,5yearly,45,96788.8941450391
900,2095,mediumvariant,5yearly,50,95977.202966878
900,2095,mediumvariant,5yearly,55,94765.2997545064
900,2095,mediumvariant,5yearly,60,92944.7998799266
900,2095,mediumvariant,5yearly,65,90110.3660321467
900,2095,mediumvariant,5yearly,70,85611.7161549341
900,2095,mediumvariant,5yearly,75,78619.0465268281
900,2095,mediumvariant,5yearly,80,68316.5079338987
900,2095,mediumvariant,5yearly,85,54288.2600412032
900,2095,mediumvariant,5yearly,90,37435.7378200647
900,2095,mediumvariant,5yearly,95,20750.0749659498
900,2095,mediumvariant,5yearly,100plus,8341.93150362261
