variant,continent,year,under_five_mortality
estimates,904,1950,198.01
estimates,904,1951,195.673
estimates,904,1952,191.029
estimates,904,1953,186.448
estimates,904,1954,181.931
estimates,904,1955,177.478
estimates,904,1956,173.094
estimates,904,1957,168.784
estimates,904,1958,164.559
estimates,904,1959,160.436
estimates,904,1960,156.435
estimates,904,1961,152.572
estimates,904,1962,148.858
estimates,904,1963,145.287
estimates,904,1964,141.835
estimates,904,1965,138.461
estimates,904,1966,135.113
estimates,904,1967,131.743
estimates,904,1968,128.313
estimates,904,1969,124.8
estimates,904,1970,121.194
estimates,904,1971,117.5
estimates,904,1972,113.753
estimates,904,1973,109.988
estimates,904,1974,106.227
estimates,904,1975,102.486
estimates,904,1976,98.78
estimates,904,1977,95.119
estimates,904,1978,91.511
estimates,904,1979,87.97
estimates,904,1980,84.501
estimates,904,1981,81.1
estimates,904,1982,77.766
estimates,904,1983,74.498
estimates,904,1984,71.308
estimates,904,1985,68.206
estimates,904,1986,65.2
estimates,904,1987,62.301
estimates,904,1988,59.521
estimates,904,1989,56.87
estimates,904,1990,54.369
estimates,904,1991,52.034
estimates,904,1992,49.864
estimates,904,1993,47.849
estimates,904,1994,45.975
estimates,904,1995,44.215
estimates,904,1996,42.536
estimates,904,1997,40.91
estimates,904,1998,39.32
estimates,904,1999,37.759
estimates,904,2000,36.238
estimates,904,2001,34.778
estimates,904,2002,33.41
estimates,904,2003,32.151
estimates,904,2004,31.003
estimates,904,2005,29.963
estimates,904,2006,29.02
estimates,904,2007,28.153
estimates,904,2008,27.338
estimates,904,2009,26.562
estimates,904,2010,25.814
estimates,904,2011,25.086
estimates,904,2012,24.379
estimates,904,2013,23.692
estimates,904,2014,23.021
estimates,904,2015,22.365
medium_variant,904,2015,22.365
medium_variant,904,2016,21.725
medium_variant,904,2017,21.105
medium_variant,904,2018,20.506
medium_variant,904,2019,19.93
medium_variant,904,2020,19.374
medium_variant,904,2021,18.839
medium_variant,904,2022,18.323
medium_variant,904,2023,17.825
medium_variant,904,2024,17.343
medium_variant,904,2025,16.878
medium_variant,904,2026,16.429
medium_variant,904,2027,15.997
medium_variant,904,2028,15.582
medium_variant,904,2029,15.182
medium_variant,904,2030,14.796
medium_variant,904,2031,14.424
medium_variant,904,2032,14.064
medium_variant,904,2033,13.715
medium_variant,904,2034,13.377
medium_variant,904,2035,13.049
medium_variant,904,2036,12.731
medium_variant,904,2037,12.424
medium_variant,904,2038,12.127
medium_variant,904,2039,11.841
medium_variant,904,2040,11.565
medium_variant,904,2041,11.298
medium_variant,904,2042,11.04
medium_variant,904,2043,10.79
medium_variant,904,2044,10.548
medium_variant,904,2045,10.314
medium_variant,904,2046,10.087
medium_variant,904,2047,9.867
medium_variant,904,2048,9.655
medium_variant,904,2049,9.449
medium_variant,904,2050,9.25
medium_variant,904,2051,9.058
medium_variant,904,2052,8.873
medium_variant,904,2053,8.694
medium_variant,904,2054,8.521
medium_variant,904,2055,8.354
medium_variant,904,2056,8.191
medium_variant,904,2057,8.032
medium_variant,904,2058,7.876
medium_variant,904,2059,7.724
medium_variant,904,2060,7.576
medium_variant,904,2061,7.43
medium_variant,904,2062,7.288
medium_variant,904,2063,7.149
medium_variant,904,2064,7.013
medium_variant,904,2065,6.881
medium_variant,904,2066,6.753
medium_variant,904,2067,6.627
medium_variant,904,2068,6.505
medium_variant,904,2069,6.385
medium_variant,904,2070,6.268
medium_variant,904,2071,6.154
medium_variant,904,2072,6.042
medium_variant,904,2073,5.933
medium_variant,904,2074,5.827
medium_variant,904,2075,5.723
medium_variant,904,2076,5.622
medium_variant,904,2077,5.524
medium_variant,904,2078,5.428
medium_variant,904,2079,5.335
medium_variant,904,2080,5.244
medium_variant,904,2081,5.156
medium_variant,904,2082,5.069
medium_variant,904,2083,4.984
medium_variant,904,2084,4.901
medium_variant,904,2085,4.819
medium_variant,904,2086,4.739
medium_variant,904,2087,4.66
medium_variant,904,2088,4.582
medium_variant,904,2089,4.506
medium_variant,904,2090,4.431
medium_variant,904,2091,4.357
medium_variant,904,2092,4.284
medium_variant,904,2093,4.212
medium_variant,904,2094,4.142
medium_variant,904,2095,4.072
medium_variant,904,2096,4.004
medium_variant,904,2097,3.936
medium_variant,904,2098,3.87
medium_variant,904,2099,3.805
