variant,country,year,gender,childdependencyratio2564
estimates,504,1950,male,170.48
estimates,504,1951,male,169.953
estimates,504,1952,male,169.892
estimates,504,1953,male,169.436
estimates,504,1954,male,168.486
estimates,504,1955,male,167.382
estimates,504,1956,male,168.835
estimates,504,1957,male,169.336
estimates,504,1958,male,169.639
estimates,504,1959,male,170.314
estimates,504,1960,male,171.527
estimates,504,1961,male,173.254
estimates,504,1962,male,175.962
estimates,504,1963,male,179.422
estimates,504,1964,male,183.239
estimates,504,1965,male,187.261
estimates,504,1966,male,190.666
estimates,504,1967,male,193.66
estimates,504,1968,male,196.432
estimates,504,1969,male,199.377
estimates,504,1970,male,202.768
estimates,504,1971,male,207.304
estimates,504,1972,male,212.005
estimates,504,1973,male,216.445
estimates,504,1974,male,219.912
estimates,504,1975,male,222.041
estimates,504,1976,male,222.107
estimates,504,1977,male,220.622
estimates,504,1978,male,217.979
estimates,504,1979,male,214.7
estimates,504,1980,male,211.178
estimates,504,1981,male,207.921
estimates,504,1982,male,204.33
estimates,504,1983,male,200.517
estimates,504,1984,male,196.431
estimates,504,1985,male,192.056
estimates,504,1986,male,187.383
estimates,504,1987,male,182.219
estimates,504,1988,male,176.992
estimates,504,1989,male,172.157
estimates,504,1990,male,167.91
estimates,504,1991,male,163.175
estimates,504,1992,male,159.209
estimates,504,1993,male,155.8
estimates,504,1994,male,152.62
estimates,504,1995,male,149.505
estimates,504,1996,male,146.641
estimates,504,1997,male,143.597
estimates,504,1998,male,140.49
estimates,504,1999,male,137.525
estimates,504,2000,male,134.791
estimates,504,2001,male,130.707
estimates,504,2002,male,127.174
estimates,504,2003,male,124.011
estimates,504,2004,male,120.96
estimates,504,2005,male,117.943
estimates,504,2006,male,114.981
estimates,504,2007,male,111.824
estimates,504,2008,male,108.697
estimates,504,2009,male,105.894
estimates,504,2010,male,103.544
estimates,504,2011,male,101.243
estimates,504,2012,male,99.238
estimates,504,2013,male,97.424
estimates,504,2014,male,95.585
estimates,504,2015,male,93.623
medium_variant,504,2015,male,93.623
medium_variant,504,2016,male,91.843
medium_variant,504,2017,male,89.799
medium_variant,504,2018,male,87.714
medium_variant,504,2019,male,85.884
medium_variant,504,2020,male,84.434
medium_variant,504,2021,male,83.003
medium_variant,504,2022,male,81.948
medium_variant,504,2023,male,81.132
medium_variant,504,2024,male,80.354
medium_variant,504,2025,male,79.526
medium_variant,504,2026,male,78.787
medium_variant,504,2027,male,77.978
medium_variant,504,2028,male,77.126
medium_variant,504,2029,male,76.291
medium_variant,504,2030,male,75.499
medium_variant,504,2031,male,74.718
medium_variant,504,2032,male,73.936
medium_variant,504,2033,male,73.12
medium_variant,504,2034,male,72.206
medium_variant,504,2035,male,71.166
medium_variant,504,2036,male,70.018
medium_variant,504,2037,male,68.744
medium_variant,504,2038,male,67.414
medium_variant,504,2039,male,66.123
medium_variant,504,2040,male,64.928
medium_variant,504,2041,male,63.817
medium_variant,504,2042,male,62.774
medium_variant,504,2043,male,61.804
medium_variant,504,2044,male,60.903
medium_variant,504,2045,male,60.068
medium_variant,504,2046,male,59.292
medium_variant,504,2047,male,58.562
medium_variant,504,2048,male,57.894
medium_variant,504,2049,male,57.299
medium_variant,504,2050,male,56.783
medium_variant,504,2051,male,56.328
medium_variant,504,2052,male,55.926
medium_variant,504,2053,male,55.569
medium_variant,504,2054,male,55.247
medium_variant,504,2055,male,54.952
medium_variant,504,2056,male,54.669
medium_variant,504,2057,male,54.391
medium_variant,504,2058,male,54.123
medium_variant,504,2059,male,53.873
medium_variant,504,2060,male,53.645
medium_variant,504,2061,male,53.426
medium_variant,504,2062,male,53.21
medium_variant,504,2063,male,52.989
medium_variant,504,2064,male,52.75
medium_variant,504,2065,male,52.489
medium_variant,504,2066,male,52.203
medium_variant,504,2067,male,51.879
medium_variant,504,2068,male,51.535
medium_variant,504,2069,male,51.194
medium_variant,504,2070,male,50.871
medium_variant,504,2071,male,50.564
medium_variant,504,2072,male,50.258
medium_variant,504,2073,male,49.964
medium_variant,504,2074,male,49.688
medium_variant,504,2075,male,49.437
medium_variant,504,2076,male,49.212
medium_variant,504,2077,male,48.995
medium_variant,504,2078,male,48.802
medium_variant,504,2079,male,48.652
medium_variant,504,2080,male,48.556
medium_variant,504,2081,male,48.509
medium_variant,504,2082,male,48.499
medium_variant,504,2083,male,48.517
medium_variant,504,2084,male,48.55
medium_variant,504,2085,male,48.588
medium_variant,504,2086,male,48.625
medium_variant,504,2087,male,48.652
medium_variant,504,2088,male,48.673
medium_variant,504,2089,male,48.692
medium_variant,504,2090,male,48.713
medium_variant,504,2091,male,48.732
medium_variant,504,2092,male,48.736
medium_variant,504,2093,male,48.728
medium_variant,504,2094,male,48.713
medium_variant,504,2095,male,48.693
medium_variant,504,2096,male,48.672
medium_variant,504,2097,male,48.633
medium_variant,504,2098,male,48.582
medium_variant,504,2099,male,48.527
medium_variant,504,2100,male,48.473
estimates,504,1950,female,164.794
estimates,504,1951,female,163.701
estimates,504,1952,female,163.462
estimates,504,1953,female,162.763
estimates,504,1954,female,161.464
estimates,504,1955,female,160.006
estimates,504,1956,female,161.357
estimates,504,1957,female,161.588
estimates,504,1958,female,161.581
estimates,504,1959,female,161.976
estimates,504,1960,female,162.93
estimates,504,1961,female,164.104
estimates,504,1962,female,165.885
estimates,504,1963,female,167.966
estimates,504,1964,female,169.868
estimates,504,1965,female,171.416
estimates,504,1966,female,173.055
estimates,504,1967,female,174.19
estimates,504,1968,female,175.037
estimates,504,1969,female,176.08
estimates,504,1970,female,177.644
estimates,504,1971,female,180.643
estimates,504,1972,female,183.952
estimates,504,1973,female,187.211
estimates,504,1974,female,189.797
estimates,504,1975,female,191.388
estimates,504,1976,female,192.132
estimates,504,1977,female,191.651
estimates,504,1978,female,190.178
estimates,504,1979,female,188.067
estimates,504,1980,female,185.611
estimates,504,1981,female,183.221
estimates,504,1982,female,180.433
estimates,504,1983,female,177.384
estimates,504,1984,female,174.096
estimates,504,1985,female,170.59
estimates,504,1986,female,167.283
estimates,504,1987,female,163.482
estimates,504,1988,female,159.535
estimates,504,1989,female,155.82
estimates,504,1990,female,152.505
estimates,504,1991,female,148.441
estimates,504,1992,female,144.982
estimates,504,1993,female,141.925
estimates,504,1994,female,138.97
estimates,504,1995,female,135.982
estimates,504,1996,female,133.595
estimates,504,1997,female,130.878
estimates,504,1998,female,127.968
estimates,504,1999,female,125.091
estimates,504,2000,female,122.35
estimates,504,2001,female,119.186
estimates,504,2002,female,116.315
estimates,504,2003,female,113.599
estimates,504,2004,female,110.807
estimates,504,2005,female,107.875
estimates,504,2006,female,105.072
estimates,504,2007,female,102.039
estimates,504,2008,female,98.978
estimates,504,2009,female,96.172
estimates,504,2010,female,93.752
estimates,504,2011,female,91.371
estimates,504,2012,female,89.36
estimates,504,2013,female,87.599
estimates,504,2014,female,85.875
estimates,504,2015,female,84.084
medium_variant,504,2015,female,84.084
medium_variant,504,2016,female,82.522
medium_variant,504,2017,female,80.754
medium_variant,504,2018,female,78.969
medium_variant,504,2019,female,77.416
medium_variant,504,2020,female,76.2
medium_variant,504,2021,female,75.007
medium_variant,504,2022,female,74.151
medium_variant,504,2023,female,73.506
medium_variant,504,2024,female,72.892
medium_variant,504,2025,female,72.228
medium_variant,504,2026,female,71.639
medium_variant,504,2027,female,70.991
medium_variant,504,2028,female,70.3
medium_variant,504,2029,female,69.615
medium_variant,504,2030,female,68.955
medium_variant,504,2031,female,68.305
medium_variant,504,2032,female,67.647
medium_variant,504,2033,female,66.962
medium_variant,504,2034,female,66.202
medium_variant,504,2035,female,65.35
medium_variant,504,2036,female,64.429
medium_variant,504,2037,female,63.413
medium_variant,504,2038,female,62.355
medium_variant,504,2039,female,61.331
medium_variant,504,2040,female,60.389
medium_variant,504,2041,female,59.532
medium_variant,504,2042,female,58.735
medium_variant,504,2043,female,58.001
medium_variant,504,2044,female,57.324
medium_variant,504,2045,female,56.699
medium_variant,504,2046,female,56.132
medium_variant,504,2047,female,55.603
medium_variant,504,2048,female,55.124
medium_variant,504,2049,female,54.705
medium_variant,504,2050,female,54.353
medium_variant,504,2051,female,54.061
medium_variant,504,2052,female,53.815
medium_variant,504,2053,female,53.603
medium_variant,504,2054,female,53.408
medium_variant,504,2055,female,53.22
medium_variant,504,2056,female,53.033
medium_variant,504,2057,female,52.836
medium_variant,504,2058,female,52.634
medium_variant,504,2059,female,52.435
medium_variant,504,2060,female,52.244
medium_variant,504,2061,female,52.059
medium_variant,504,2062,female,51.866
medium_variant,504,2063,female,51.661
medium_variant,504,2064,female,51.433
medium_variant,504,2065,female,51.178
medium_variant,504,2066,female,50.902
medium_variant,504,2067,female,50.59
medium_variant,504,2068,female,50.257
medium_variant,504,2069,female,49.925
medium_variant,504,2070,female,49.609
medium_variant,504,2071,female,49.313
medium_variant,504,2072,female,49.02
medium_variant,504,2073,female,48.739
medium_variant,504,2074,female,48.475
medium_variant,504,2075,female,48.234
medium_variant,504,2076,female,48.019
medium_variant,504,2077,female,47.814
medium_variant,504,2078,female,47.633
medium_variant,504,2079,female,47.492
medium_variant,504,2080,female,47.4
medium_variant,504,2081,female,47.356
medium_variant,504,2082,female,47.348
medium_variant,504,2083,female,47.368
medium_variant,504,2084,female,47.401
medium_variant,504,2085,female,47.438
medium_variant,504,2086,female,47.476
medium_variant,504,2087,female,47.506
medium_variant,504,2088,female,47.531
medium_variant,504,2089,female,47.553
medium_variant,504,2090,female,47.576
medium_variant,504,2091,female,47.598
medium_variant,504,2092,female,47.607
medium_variant,504,2093,female,47.605
medium_variant,504,2094,female,47.594
medium_variant,504,2095,female,47.579
medium_variant,504,2096,female,47.561
medium_variant,504,2097,female,47.527
medium_variant,504,2098,female,47.483
medium_variant,504,2099,female,47.434
medium_variant,504,2100,female,47.387
