variant,country,year,gender,childdependencyratio2564
estimates,76,1950,male,167.138
estimates,76,1951,male,167.357
estimates,76,1952,male,166.988
estimates,76,1953,male,166.559
estimates,76,1954,male,166.254
estimates,76,1955,male,166.089
estimates,76,1956,male,166.962
estimates,76,1957,male,167.861
estimates,76,1958,male,168.687
estimates,76,1959,male,169.309
estimates,76,1960,male,169.684
estimates,76,1961,male,170.28
estimates,76,1962,male,170.676
estimates,76,1963,male,170.898
estimates,76,1964,male,170.985
estimates,76,1965,male,170.96
estimates,76,1966,male,171.891
estimates,76,1967,male,172.36
estimates,76,1968,male,172.403
estimates,76,1969,male,172.051
estimates,76,1970,male,171.293
estimates,76,1971,male,170.531
estimates,76,1972,male,169.43
estimates,76,1973,male,167.997
estimates,76,1974,male,166.246
estimates,76,1975,male,164.253
estimates,76,1976,male,162.793
estimates,76,1977,male,161.131
estimates,76,1978,male,159.286
estimates,76,1979,male,157.293
estimates,76,1980,male,155.188
estimates,76,1981,male,153.821
estimates,76,1982,male,152.213
estimates,76,1983,male,150.381
estimates,76,1984,male,148.279
estimates,76,1985,male,145.872
estimates,76,1986,male,143.649
estimates,76,1987,male,141.037
estimates,76,1988,male,138.229
estimates,76,1989,male,135.45
estimates,76,1990,male,132.813
estimates,76,1991,male,130.221
estimates,76,1992,male,127.847
estimates,76,1993,male,125.603
estimates,76,1994,male,123.398
estimates,76,1995,male,121.206
estimates,76,1996,male,119.205
estimates,76,1997,male,117.267
estimates,76,1998,male,115.3
estimates,76,1999,male,113.188
estimates,76,2000,male,110.865
estimates,76,2001,male,108.601
estimates,76,2002,male,106.055
estimates,76,2003,male,103.336
estimates,76,2004,male,100.565
estimates,76,2005,male,97.797
estimates,76,2006,male,94.945
estimates,76,2007,male,92.134
estimates,76,2008,male,89.386
estimates,76,2009,male,86.733
estimates,76,2010,male,84.214
estimates,76,2011,male,81.883
estimates,76,2012,male,79.729
estimates,76,2013,male,77.715
estimates,76,2014,male,75.794
estimates,76,2015,male,73.937
medium_variant,76,2015,male,73.937
medium_variant,76,2016,male,72.342
medium_variant,76,2017,male,70.743
medium_variant,76,2018,male,69.164
medium_variant,76,2019,male,67.631
medium_variant,76,2020,male,66.147
medium_variant,76,2021,male,64.68
medium_variant,76,2022,male,63.262
medium_variant,76,2023,male,61.9
medium_variant,76,2024,male,60.598
medium_variant,76,2025,male,59.368
medium_variant,76,2026,male,58.269
medium_variant,76,2027,male,57.232
medium_variant,76,2028,male,56.259
medium_variant,76,2029,male,55.363
medium_variant,76,2030,male,54.546
