agebroad,percentagetotalpopulation,continent,variant,year
5_14,24.779,903,estimates,1956
5_10,15.908,903,estimates,1956
5_11,18.221,903,estimates,1956
6_9,10.559,903,estimates,1956
6_10,12.949,903,estimates,1956
6_11,15.263,903,estimates,1956
6_12,17.51,903,estimates,1956
7_10,10.135,903,estimates,1956
7_12,14.696,903,estimates,1956
11_16,12.949,903,estimates,1956
11_17,14.913,903,estimates,1956
11_18,16.829,903,estimates,1956
12_14,6.558,903,estimates,1956
12_16,10.636,903,estimates,1956
12_17,12.599,903,estimates,1956
12_18,14.516,903,estimates,1956
13_17,10.351,903,estimates,1956
13_18,12.268,903,estimates,1956
13_19,14.138,903,estimates,1956
15_17,6.041,903,estimates,1956
18_23,10.825,903,estimates,1956
15_24,18.516,903,estimates,1956
15_49,46.579,903,estimates,1956
15_59,52.473,903,estimates,1956
15_64,54.49,903,estimates,1956
20_64,44.662,903,estimates,1956
20_69,46.096,903,estimates,1956
25_49,28.063,903,estimates,1956
25_64,35.973,903,estimates,1956
25_69,37.407,903,estimates,1956
15plus,57.59,903,estimates,1956
16plus,55.525,903,estimates,1956
17plus,53.513,903,estimates,1956
18plus,51.549,903,estimates,1956
20plus,47.762,903,estimates,1956
21plus,45.938,903,estimates,1956
25plus,39.074,903,estimates,1956
50plus,11.011,903,estimates,1956
60plus,5.117,903,estimates,1956
65plus,3.1,903,estimates,1956
70plus,1.667,903,estimates,1956
75plus,0.754,903,estimates,1956
80plus,0.267,903,estimates,1956
85plus,0.071,903,estimates,1956
90plus,0.014,903,estimates,1956
total,100,903,estimates,1956
"Region, subregion, country or area *",AFRICA,903,estimates,1957
0_1,7.639,903,estimates,1957
0_4,17.691,903,estimates,1957
0_14,42.641,903,estimates,1957
0_17,48.654,903,estimates,1957
0_19,52.413,903,estimates,1957
0_24,61.033,903,estimates,1957
3_4,6.502,903,estimates,1957
3_5,9.497,903,estimates,1957
3_6,12.344,903,estimates,1957
4_5,6.153,903,estimates,1957
4_6,9.001,903,estimates,1957
5_14,24.949,903,estimates,1957
5_10,16.076,903,estimates,1957
5_11,18.399,903,estimates,1957
6_9,10.673,903,estimates,1957
6_10,13.082,903,estimates,1957
6_11,15.405,903,estimates,1957
6_12,17.653,903,estimates,1957
7_10,10.234,903,estimates,1957
7_12,14.805,903,estimates,1957
11_16,12.936,903,estimates,1957
11_17,14.887,903,estimates,1957
11_18,16.789,903,estimates,1957
12_14,6.55,903,estimates,1957
12_16,10.613,903,estimates,1957
12_17,12.564,903,estimates,1957
12_18,14.466,903,estimates,1957
13_17,10.316,903,estimates,1957
13_18,12.218,903,estimates,1957
13_19,14.074,903,estimates,1957
15_17,6.014,903,estimates,1957
18_23,10.739,903,estimates,1957
15_24,18.393,903,estimates,1957
15_49,46.371,903,estimates,1957
15_59,52.245,903,estimates,1957
15_64,54.26,903,estimates,1957
20_64,44.488,903,estimates,1957
20_69,45.915,903,estimates,1957
25_49,27.978,903,estimates,1957
25_64,35.867,903,estimates,1957
25_69,37.294,903,estimates,1957
15plus,57.359,903,estimates,1957
16plus,55.299,903,estimates,1957
17plus,53.296,903,estimates,1957
18plus,51.346,903,estimates,1957
20plus,47.587,903,estimates,1957
21plus,45.777,903,estimates,1957
25plus,38.967,903,estimates,1957
50plus,10.989,903,estimates,1957
60plus,5.115,903,estimates,1957
65plus,3.099,903,estimates,1957
70plus,1.673,903,estimates,1957
75plus,0.764,903,estimates,1957
80plus,0.276,903,estimates,1957
85plus,0.075,903,estimates,1957
90plus,0.015,903,estimates,1957
total,100,903,estimates,1957
"Region, subregion, country or area *",AFRICA,903,estimates,1958
0_1,7.644,903,estimates,1958
0_4,17.685,903,estimates,1958
0_14,42.813,903,estimates,1958
0_17,48.815,903,estimates,1958
0_19,52.552,903,estimates,1958
0_24,61.111,903,estimates,1958
3_4,6.548,903,estimates,1958
3_5,9.568,903,estimates,1958
3_6,12.441,903,estimates,1958
4_5,6.203,903,estimates,1958
4_6,9.076,903,estimates,1958
5_14,25.129,903,estimates,1958
5_10,16.22,903,estimates,1958
5_11,18.563,903,estimates,1958
6_9,10.769,903,estimates,1958
6_10,13.2,903,estimates,1958
6_11,15.543,903,estimates,1958
6_12,17.803,903,estimates,1958
7_10,10.327,903,estimates,1958
7_12,14.93,903,estimates,1958
11_16,12.967,903,estimates,1958
11_17,14.91,903,estimates,1958
11_18,16.803,903,estimates,1958
12_14,6.566,903,estimates,1958
12_16,10.624,903,estimates,1958
12_17,12.568,903,estimates,1958
12_18,14.46,903,estimates,1958
13_17,10.308,903,estimates,1958
13_18,12.2,903,estimates,1958
13_19,14.044,903,estimates,1958
15_17,6.002,903,estimates,1958
18_23,10.668,903,estimates,1958
15_24,18.298,903,estimates,1958
15_49,46.213,903,estimates,1958
15_59,52.076,903,estimates,1958
15_64,54.096,903,estimates,1958
20_64,44.357,903,estimates,1958
20_69,45.781,903,estimates,1958
25_49,27.915,903,estimates,1958
25_64,35.798,903,estimates,1958
25_69,37.222,903,estimates,1958
15plus,57.187,903,estimates,1958
16plus,55.128,903,estimates,1958
17plus,53.129,903,estimates,1958
18plus,51.185,903,estimates,1958
20plus,47.448,903,estimates,1958
21plus,45.65,903,estimates,1958
25plus,38.889,903,estimates,1958
50plus,10.973,903,estimates,1958
60plus,5.11,903,estimates,1958
65plus,3.091,903,estimates,1958
70plus,1.667,903,estimates,1958
75plus,0.761,903,estimates,1958
80plus,0.276,903,estimates,1958
85plus,0.075,903,estimates,1958
90plus,0.016,903,estimates,1958
total,100,903,estimates,1958
"Region, subregion, country or area *",AFRICA,903,estimates,1959
0_1,7.657,903,estimates,1959
0_4,17.671,903,estimates,1959
0_14,42.946,903,estimates,1959
0_17,48.948,903,estimates,1959
0_19,52.671,903,estimates,1959
0_24,61.178,903,estimates,1959
3_4,6.507,903,estimates,1959
3_5,9.536,903,estimates,1959
3_6,12.423,903,estimates,1959
4_5,6.217,903,estimates,1959
4_6,9.104,903,estimates,1959
5_14,25.275,903,estimates,1959
5_10,16.305,903,estimates,1959
5_11,18.669,903,estimates,1959
6_9,10.827,903,estimates,1959
6_10,13.276,903,estimates,1959
6_11,15.64,903,estimates,1959
6_12,17.92,903,estimates,1959
7_10,10.39,903,estimates,1959
7_12,15.033,903,estimates,1959
11_16,13.03,903,estimates,1959
11_17,14.971,903,estimates,1959
11_18,16.858,903,estimates,1959
12_14,6.606,903,estimates,1959
12_16,10.666,903,estimates,1959
12_17,12.608,903,estimates,1959
12_18,14.495,903,estimates,1959
13_17,10.328,903,estimates,1959
13_18,12.215,903,estimates,1959
13_19,14.051,903,estimates,1959
15_17,6.001,903,estimates,1959
18_23,10.614,903,estimates,1959
15_24,18.231,903,estimates,1959
15_49,46.095,903,estimates,1959
15_59,51.953,903,estimates,1959
15_64,53.977,903,estimates,1959
20_64,44.252,903,estimates,1959
20_69,45.678,903,estimates,1959
25_49,27.863,903,estimates,1959
25_64,35.746,903,estimates,1959
25_69,37.172,903,estimates,1959
15plus,57.054,903,estimates,1959
16plus,54.993,903,estimates,1959
17plus,52.994,903,estimates,1959
18plus,51.052,903,estimates,1959
20plus,47.329,903,estimates,1959
21plus,45.539,903,estimates,1959
25plus,38.822,903,estimates,1959
50plus,10.959,903,estimates,1959
60plus,5.101,903,estimates,1959
65plus,3.076,903,estimates,1959
70plus,1.651,903,estimates,1959
75plus,0.747,903,estimates,1959
80plus,0.267,903,estimates,1959
85plus,0.07,903,estimates,1959
90plus,0.014,903,estimates,1959
total,100,903,estimates,1959
"Region, subregion, country or area *",AFRICA,903,estimates,1960
0_1,7.679,903,estimates,1960
0_4,17.707,903,estimates,1960
0_14,43.047,903,estimates,1960
0_17,49.063,903,estimates,1960
0_19,52.78,903,estimates,1960
0_24,61.243,903,estimates,1960
3_4,6.506,903,estimates,1960
3_5,9.524,903,estimates,1960
3_6,12.405,903,estimates,1960
4_5,6.187,903,estimates,1960
4_6,9.068,903,estimates,1960
5_14,25.34,903,estimates,1960
5_10,16.306,903,estimates,1960
5_11,18.681,903,estimates,1960
6_9,10.832,903,estimates,1960
6_10,13.288,903,estimates,1960
6_11,15.664,903,estimates,1960
6_12,17.962,903,estimates,1960
7_10,10.407,903,estimates,1960
7_12,15.081,903,estimates,1960
11_16,13.107,903,estimates,1960
11_17,15.049,903,estimates,1960
11_18,16.935,903,estimates,1960
12_14,6.658,903,estimates,1960
12_16,10.732,903,estimates,1960
12_17,12.674,903,estimates,1960
12_18,14.559,903,estimates,1960
13_17,10.375,903,estimates,1960
13_18,12.261,903,estimates,1960
13_19,14.093,903,estimates,1960
15_17,6.015,903,estimates,1960
18_23,10.575,903,estimates,1960
15_24,18.196,903,estimates,1960
15_49,46.01,903,estimates,1960
15_59,51.866,903,estimates,1960
15_64,53.897,903,estimates,1960
20_64,44.163,903,estimates,1960
20_69,45.596,903,estimates,1960
25_49,27.814,903,estimates,1960
25_64,35.701,903,estimates,1960
25_69,37.133,903,estimates,1960
15plus,56.953,903,estimates,1960
16plus,54.883,903,estimates,1960
17plus,52.879,903,estimates,1960
18plus,50.937,903,estimates,1960
20plus,47.22,903,estimates,1960
21plus,45.437,903,estimates,1960
25plus,38.757,903,estimates,1960
50plus,10.942,903,estimates,1960
60plus,5.086,903,estimates,1960
65plus,3.056,903,estimates,1960
70plus,1.624,903,estimates,1960
75plus,0.72,903,estimates,1960
80plus,0.247,903,estimates,1960
85plus,0.06,903,estimates,1960
90plus,0.01,903,estimates,1960
total,100,903,estimates,1960
"Region, subregion, country or area *",AFRICA,903,estimates,1961
0_1,7.708,903,estimates,1961
0_4,17.824,903,estimates,1961
0_14,43.335,903,estimates,1961
0_17,49.344,903,estimates,1961
0_19,53.04,903,estimates,1961
0_24,61.43,903,estimates,1961
3_4,6.565,903,estimates,1961
3_5,9.612,903,estimates,1961
3_6,12.522,903,estimates,1961
4_5,6.246,903,estimates,1961
4_6,9.156,903,estimates,1961
5_14,25.511,903,estimates,1961
5_10,16.458,903,estimates,1961
5_11,18.839,903,estimates,1961
6_9,10.941,903,estimates,1961
6_10,13.411,903,estimates,1961
6_11,15.792,903,estimates,1961
6_12,18.093,903,estimates,1961
7_10,10.501,903,estimates,1961
7_12,15.183,903,estimates,1961
11_16,13.125,903,estimates,1961
11_17,15.061,903,estimates,1961
11_18,16.937,903,estimates,1961
12_14,6.671,903,estimates,1961
12_16,10.744,903,estimates,1961
12_17,12.68,903,estimates,1961
12_18,14.556,903,estimates,1961
13_17,10.379,903,estimates,1961
13_18,12.255,903,estimates,1961
13_19,14.076,903,estimates,1961
15_17,6.009,903,estimates,1961
18_23,10.496,903,estimates,1961
15_24,18.095,903,estimates,1961
15_49,45.756,903,estimates,1961
15_59,51.573,903,estimates,1961
15_64,53.589,903,estimates,1961
20_64,43.884,903,estimates,1961
20_69,45.313,903,estimates,1961
25_49,27.661,903,estimates,1961
25_64,35.494,903,estimates,1961
25_69,36.923,903,estimates,1961
15plus,56.665,903,estimates,1961
16plus,54.594,903,estimates,1961
17plus,52.593,903,estimates,1961
18plus,50.656,903,estimates,1961
20plus,46.96,903,estimates,1961
21plus,45.19,903,estimates,1961
25plus,38.57,903,estimates,1961
50plus,10.909,903,estimates,1961
60plus,5.093,903,estimates,1961
65plus,3.076,903,estimates,1961
70plus,1.647,903,estimates,1961
75plus,0.744,903,estimates,1961
80plus,0.264,903,estimates,1961
85plus,0.067,903,estimates,1961
90plus,0.012,903,estimates,1961
total,100,903,estimates,1961
"Region, subregion, country or area *",AFRICA,903,estimates,1962
0_1,7.696,903,estimates,1962
0_4,17.868,903,estimates,1962
0_14,43.556,903,estimates,1962
0_17,49.576,903,estimates,1962
0_19,53.262,903,estimates,1962
0_24,61.591,903,estimates,1962
3_4,6.603,903,estimates,1962
3_5,9.671,903,estimates,1962
3_6,12.602,903,estimates,1962
4_5,6.286,903,estimates,1962
4_6,9.217,903,estimates,1962
5_14,25.688,903,estimates,1962
5_10,16.596,903,estimates,1962
5_11,18.994,903,estimates,1962
6_9,11.034,903,estimates,1962
6_10,13.529,903,estimates,1962
6_11,15.927,903,estimates,1962
6_12,18.237,903,estimates,1962
7_10,10.597,903,estimates,1962
7_12,15.306,903,estimates,1962
11_16,13.175,903,estimates,1962
11_17,15.112,903,estimates,1962
11_18,16.985,903,estimates,1962
12_14,6.694,903,estimates,1962
12_16,10.777,903,estimates,1962
12_17,12.714,903,estimates,1962
12_18,14.587,903,estimates,1962
13_17,10.404,903,estimates,1962
13_18,12.276,903,estimates,1962
13_19,14.09,903,estimates,1962
15_17,6.02,903,estimates,1962
18_23,10.438,903,estimates,1962
15_24,18.035,903,estimates,1962
15_49,45.565,903,estimates,1962
15_59,51.351,903,estimates,1962
15_64,53.355,903,estimates,1962
20_64,43.649,903,estimates,1962
20_69,45.079,903,estimates,1962
25_49,27.53,903,estimates,1962
25_64,35.32,903,estimates,1962
25_69,36.75,903,estimates,1962
15plus,56.444,903,estimates,1962
16plus,54.366,903,estimates,1962
17plus,52.361,903,estimates,1962
18plus,50.424,903,estimates,1962
20plus,46.738,903,estimates,1962
21plus,44.978,903,estimates,1962
25plus,38.409,903,estimates,1962
50plus,10.878,903,estimates,1962
60plus,5.093,903,estimates,1962
65plus,3.089,903,estimates,1962
70plus,1.659,903,estimates,1962
75plus,0.757,903,estimates,1962
80plus,0.274,903,estimates,1962
85plus,0.072,903,estimates,1962
90plus,0.013,903,estimates,1962
total,100,903,estimates,1962
"Region, subregion, country or area *",AFRICA,903,estimates,1963
0_1,7.717,903,estimates,1963
0_4,17.874,903,estimates,1963
0_14,43.721,903,estimates,1963
0_17,49.763,903,estimates,1963
0_19,53.451,903,estimates,1963
0_24,61.733,903,estimates,1963
3_4,6.618,903,estimates,1963
3_5,9.696,903,estimates,1963
3_6,12.638,903,estimates,1963
4_5,6.304,903,estimates,1963
4_6,9.246,903,estimates,1963
5_14,25.847,903,estimates,1963
5_10,16.686,903,estimates,1963
5_11,19.111,903,estimates,1963
6_9,11.089,903,estimates,1963
6_10,13.609,903,estimates,1963
6_11,16.034,903,estimates,1963
6_12,18.363,903,estimates,1963
7_10,10.667,903,estimates,1963
7_12,15.421,903,estimates,1963
11_16,13.26,903,estimates,1963
11_17,15.202,903,estimates,1963
11_18,17.078,903,estimates,1963
12_14,6.736,903,estimates,1963
12_16,10.836,903,estimates,1963
12_17,12.778,903,estimates,1963
12_18,14.653,903,estimates,1963
13_17,10.448,903,estimates,1963
13_18,12.324,903,estimates,1963
13_19,14.136,903,estimates,1963
15_17,6.042,903,estimates,1963
18_23,10.405,903,estimates,1963
15_24,18.012,903,estimates,1963
15_49,45.427,903,estimates,1963
15_59,51.191,903,estimates,1963
15_64,53.185,903,estimates,1963
20_64,43.455,903,estimates,1963
20_69,44.889,903,estimates,1963
25_49,27.415,903,estimates,1963
25_64,35.173,903,estimates,1963
25_69,36.607,903,estimates,1963
15plus,56.279,903,estimates,1963
16plus,54.192,903,estimates,1963
17plus,52.179,903,estimates,1963
18plus,50.237,903,estimates,1963
20plus,46.549,903,estimates,1963
21plus,44.795,903,estimates,1963
25plus,38.267,903,estimates,1963
50plus,10.852,903,estimates,1963
60plus,5.088,903,estimates,1963
65plus,3.094,903,estimates,1963
70plus,1.66,903,estimates,1963
75plus,0.759,903,estimates,1963
80plus,0.276,903,estimates,1963
85plus,0.074,903,estimates,1963
90plus,0.014,903,estimates,1963
total,100,903,estimates,1963
"Region, subregion, country or area *",AFRICA,903,estimates,1964
0_1,7.738,903,estimates,1964
