agebroad,percentagetotalpopulation,continent,variant,year
25_69,50.011,909,estimates,1951
15plus,69.684,909,estimates,1951
16plus,68.168,909,estimates,1951
17plus,66.679,909,estimates,1951
18plus,65.214,909,estimates,1951
20plus,62.28,909,estimates,1951
21plus,60.774,909,estimates,1951
25plus,54.459,909,estimates,1951
50plus,20.243,909,estimates,1951
60plus,11.174,909,estimates,1951
65plus,7.42,909,estimates,1951
70plus,4.448,909,estimates,1951
75plus,2.35,909,estimates,1951
80plus,1.062,909,estimates,1951
85plus,0.39,909,estimates,1951
90plus,0.106,909,estimates,1951
total,100,909,estimates,1951
"Region, subregion, country or area *",OCEANIA,909,estimates,1952
0_1,4.981,909,estimates,1952
0_4,12.265,909,estimates,1952
0_14,30.71,909,estimates,1952
0_17,35.188,909,estimates,1952
0_19,38.068,909,estimates,1952
0_24,45.665,909,estimates,1952
3_4,4.751,909,estimates,1952
3_5,6.971,909,estimates,1952
3_6,9.092,909,estimates,1952
4_5,4.544,909,estimates,1952
4_6,6.665,909,estimates,1952
5_14,18.445,909,estimates,1952
5_10,11.918,909,estimates,1952
5_11,13.629,909,estimates,1952
6_9,7.924,909,estimates,1952
6_10,9.698,909,estimates,1952
6_11,11.409,909,estimates,1952
6_12,13.063,909,estimates,1952
7_10,7.577,909,estimates,1952
7_12,10.941,909,estimates,1952
11_16,9.539,909,estimates,1952
11_17,11.005,909,estimates,1952
11_18,12.448,909,estimates,1952
12_14,4.816,909,estimates,1952
12_16,7.828,909,estimates,1952
12_17,9.294,909,estimates,1952
12_18,10.737,909,estimates,1952
13_17,7.64,909,estimates,1952
13_18,9.083,909,estimates,1952
13_19,10.52,909,estimates,1952
15_17,4.478,909,estimates,1952
18_23,8.897,909,estimates,1952
15_24,14.955,909,estimates,1952
15_49,49.152,909,estimates,1952
15_59,58.136,909,estimates,1952
15_64,61.829,909,estimates,1952
20_64,54.471,909,estimates,1952
20_69,57.445,909,estimates,1952
25_49,34.197,909,estimates,1952
25_64,46.873,909,estimates,1952
25_69,49.848,909,estimates,1952
15plus,69.29,909,estimates,1952
16plus,67.768,909,estimates,1952
17plus,66.278,909,estimates,1952
18plus,64.812,909,estimates,1952
20plus,61.932,909,estimates,1952
21plus,60.477,909,estimates,1952
25plus,54.335,909,estimates,1952
50plus,20.137,909,estimates,1952
60plus,11.154,909,estimates,1952
65plus,7.461,909,estimates,1952
70plus,4.487,909,estimates,1952
75plus,2.383,909,estimates,1952
80plus,1.077,909,estimates,1952
85plus,0.397,909,estimates,1952
90plus,0.111,909,estimates,1952
total,100,909,estimates,1952
"Region, subregion, country or area *",OCEANIA,909,estimates,1953
0_1,4.933,909,estimates,1953
0_4,12.241,909,estimates,1953
0_14,31.12,909,estimates,1953
0_17,35.611,909,estimates,1953
0_19,38.473,909,estimates,1953
0_24,45.829,909,estimates,1953
3_4,4.844,909,estimates,1953
3_5,7.125,909,estimates,1953
3_6,9.309,909,estimates,1953
4_5,4.656,909,estimates,1953
4_6,6.84,909,estimates,1953
5_14,18.879,909,estimates,1953
5_10,12.257,909,estimates,1953
5_11,13.998,909,estimates,1953
6_9,8.163,909,estimates,1953
6_10,9.976,909,estimates,1953
6_11,11.718,909,estimates,1953
6_12,13.399,909,estimates,1953
7_10,7.792,909,estimates,1953
7_12,11.215,909,estimates,1953
11_16,9.647,909,estimates,1953
11_17,11.113,909,estimates,1953
11_18,12.555,909,estimates,1953
12_14,4.88,909,estimates,1953
12_16,7.906,909,estimates,1953
12_17,9.371,909,estimates,1953
12_18,10.813,909,estimates,1953
13_17,7.69,909,estimates,1953
13_18,9.132,909,estimates,1953
13_19,10.552,909,estimates,1953
15_17,4.491,909,estimates,1953
18_23,8.682,909,estimates,1953
15_24,14.709,909,estimates,1953
15_49,48.857,909,estimates,1953
15_59,57.77,909,estimates,1953
15_64,61.398,909,estimates,1953
20_64,54.045,909,estimates,1953
20_69,57.019,909,estimates,1953
25_49,34.148,909,estimates,1953
25_64,46.689,909,estimates,1953
25_69,49.663,909,estimates,1953
15plus,68.88,909,estimates,1953
16plus,67.349,909,estimates,1953
17plus,65.855,909,estimates,1953
18plus,64.389,909,estimates,1953
20plus,61.527,909,estimates,1953
21plus,60.111,909,estimates,1953
25plus,54.171,909,estimates,1953
50plus,20.023,909,estimates,1953
60plus,11.111,909,estimates,1953
65plus,7.482,909,estimates,1953
70plus,4.508,909,estimates,1953
75plus,2.398,909,estimates,1953
80plus,1.08,909,estimates,1953
85plus,0.391,909,estimates,1953
90plus,0.112,909,estimates,1953
total,100,909,estimates,1953
"Region, subregion, country or area *",OCEANIA,909,estimates,1954
0_1,4.92,909,estimates,1954
0_4,12.235,909,estimates,1954
0_14,31.554,909,estimates,1954
0_17,36.069,909,estimates,1954
0_19,38.926,909,estimates,1954
0_24,46.06,909,estimates,1954
3_4,4.847,909,estimates,1954
3_5,7.171,909,estimates,1954
3_6,9.408,909,estimates,1954
4_5,4.728,909,estimates,1954
4_6,6.965,909,estimates,1954
5_14,19.319,909,estimates,1954
5_10,12.586,909,estimates,1954
5_11,14.365,909,estimates,1954
6_9,8.398,909,estimates,1954
6_10,10.262,909,estimates,1954
6_11,12.041,909,estimates,1954
6_12,13.75,909,estimates,1954
7_10,8.025,909,estimates,1954
7_12,11.513,909,estimates,1954
11_16,9.781,909,estimates,1954
11_17,11.248,909,estimates,1954
11_18,12.688,909,estimates,1954
12_14,4.954,909,estimates,1954
12_16,8.002,909,estimates,1954
12_17,9.469,909,estimates,1954
12_18,10.909,909,estimates,1954
13_17,7.761,909,estimates,1954
13_18,9.2,909,estimates,1954
13_19,10.618,909,estimates,1954
15_17,4.515,909,estimates,1954
18_23,8.51,909,estimates,1954
15_24,14.506,909,estimates,1954
15_49,48.544,909,estimates,1954
15_59,57.399,909,estimates,1954
15_64,60.97,909,estimates,1954
20_64,53.598,909,estimates,1954
20_69,56.56,909,estimates,1954
25_49,34.038,909,estimates,1954
25_64,46.464,909,estimates,1954
25_69,49.427,909,estimates,1954
15plus,68.446,909,estimates,1954
16plus,66.901,909,estimates,1954
17plus,65.398,909,estimates,1954
18plus,63.931,909,estimates,1954
20plus,61.074,909,estimates,1954
21plus,59.677,909,estimates,1954
25plus,53.94,909,estimates,1954
50plus,19.902,909,estimates,1954
60plus,11.047,909,estimates,1954
65plus,7.476,909,estimates,1954
70plus,4.513,909,estimates,1954
75plus,2.396,909,estimates,1954
80plus,1.073,909,estimates,1954
85plus,0.374,909,estimates,1954
90plus,0.104,909,estimates,1954
total,100,909,estimates,1954
"Region, subregion, country or area *",OCEANIA,909,estimates,1955
0_1,4.936,909,estimates,1955
0_4,12.242,909,estimates,1955
0_14,31.974,909,estimates,1955
0_17,36.529,909,estimates,1955
0_19,39.383,909,estimates,1955
0_24,46.341,909,estimates,1955
3_4,4.839,909,estimates,1955
3_5,7.18,909,estimates,1955
3_6,9.451,909,estimates,1955
4_5,4.738,909,estimates,1955
4_6,7.01,909,estimates,1955
5_14,19.731,909,estimates,1955
5_10,12.86,909,estimates,1955
5_11,14.691,909,estimates,1955
6_9,8.593,909,estimates,1955
6_10,10.52,909,estimates,1955
6_11,12.351,909,estimates,1955
6_12,14.095,909,estimates,1955
7_10,8.248,909,estimates,1955
7_12,11.824,909,estimates,1955
11_16,9.952,909,estimates,1955
11_17,11.426,909,estimates,1955
11_18,12.866,909,estimates,1955
12_14,5.04,909,estimates,1955
12_16,8.122,909,estimates,1955
12_17,9.596,909,estimates,1955
12_18,11.036,909,estimates,1955
13_17,7.851,909,estimates,1955
13_18,9.291,909,estimates,1955
13_19,10.705,909,estimates,1955
15_17,4.556,909,estimates,1955
18_23,8.385,909,estimates,1955
15_24,14.367,909,estimates,1955
15_49,48.235,909,estimates,1955
15_59,57.055,909,estimates,1955
15_64,60.577,909,estimates,1955
20_64,53.167,909,estimates,1955
20_69,56.11,909,estimates,1955
25_49,33.868,909,estimates,1955
25_64,46.21,909,estimates,1955
25_69,49.152,909,estimates,1955
15plus,68.026,909,estimates,1955
16plus,66.461,909,estimates,1955
17plus,64.945,909,estimates,1955
18plus,63.471,909,estimates,1955
20plus,60.617,909,estimates,1955
21plus,59.224,909,estimates,1955
25plus,53.659,909,estimates,1955
50plus,19.792,909,estimates,1955
60plus,10.971,909,estimates,1955
65plus,7.449,909,estimates,1955
70plus,4.507,909,estimates,1955
75plus,2.379,909,estimates,1955
80plus,1.053,909,estimates,1955
85plus,0.346,909,estimates,1955
90plus,0.087,909,estimates,1955
total,100,909,estimates,1955
"Region, subregion, country or area *",OCEANIA,909,estimates,1956
0_1,4.915,909,estimates,1956
0_4,12.14,909,estimates,1956
0_14,32.281,909,estimates,1956
0_17,36.91,909,estimates,1956
0_19,39.789,909,estimates,1956
0_24,46.658,909,estimates,1956
3_4,4.798,909,estimates,1956
3_5,7.142,909,estimates,1956
3_6,9.435,909,estimates,1956
4_5,4.729,909,estimates,1956
4_6,7.022,909,estimates,1956
5_14,20.141,909,estimates,1956
5_10,13.097,909,estimates,1956
5_11,14.989,909,estimates,1956
6_9,8.766,909,estimates,1956
6_10,10.752,909,estimates,1956
6_11,12.645,909,estimates,1956
6_12,14.441,909,estimates,1956
7_10,8.46,909,estimates,1956
7_12,12.149,909,estimates,1956
11_16,10.178,909,estimates,1956
11_17,11.673,909,estimates,1956
11_18,13.129,909,estimates,1956
12_14,5.152,909,estimates,1956
12_16,8.285,909,estimates,1956
12_17,9.781,909,estimates,1956
12_18,11.236,909,estimates,1956
13_17,7.984,909,estimates,1956
13_18,9.44,909,estimates,1956
13_19,10.864,909,estimates,1956
15_17,4.629,909,estimates,1956
18_23,8.371,909,estimates,1956
15_24,14.377,909,estimates,1956
15_49,47.962,909,estimates,1956
15_59,56.761,909,estimates,1956
15_64,60.235,909,estimates,1956
20_64,52.727,909,estimates,1956
20_69,55.639,909,estimates,1956
25_49,33.585,909,estimates,1956
25_64,45.858,909,estimates,1956
25_69,48.77,909,estimates,1956
15plus,67.719,909,estimates,1956
16plus,66.127,909,estimates,1956
17plus,64.586,909,estimates,1956
18plus,63.09,909,estimates,1956
20plus,60.211,909,estimates,1956
21plus,58.813,909,estimates,1956
25plus,53.342,909,estimates,1956
50plus,19.757,909,estimates,1956
60plus,10.958,909,estimates,1956
65plus,7.484,909,estimates,1956
70plus,4.573,909,estimates,1956
75plus,2.438,909,estimates,1956
80plus,1.093,909,estimates,1956
85plus,0.373,909,estimates,1956
90plus,0.095,909,estimates,1956
total,100,909,estimates,1956
"Region, subregion, country or area *",OCEANIA,909,estimates,1957
0_1,5.029,909,estimates,1957
0_4,12.147,909,estimates,1957
0_14,32.623,909,estimates,1957
0_17,37.317,909,estimates,1957
0_19,40.226,909,estimates,1957
0_24,47.059,909,estimates,1957
3_4,4.734,909,estimates,1957
3_5,7.062,909,estimates,1957
3_6,9.352,909,estimates,1957
4_5,4.686,909,estimates,1957
4_6,6.975,909,estimates,1957
5_14,20.476,909,estimates,1957
5_10,13.23,909,estimates,1957
5_11,15.182,909,estimates,1957
6_9,8.856,909,estimates,1957
6_10,10.902,909,estimates,1957
6_11,12.853,909,estimates,1957
6_12,14.711,909,estimates,1957
7_10,8.612,909,estimates,1957
7_12,12.421,909,estimates,1957
11_16,10.423,909,estimates,1957
11_17,11.939,909,estimates,1957
11_18,13.413,909,estimates,1957
12_14,5.294,909,estimates,1957
12_16,8.471,909,estimates,1957
12_17,9.988,909,estimates,1957
12_18,11.461,909,estimates,1957
13_17,8.13,909,estimates,1957
13_18,9.604,909,estimates,1957
13_19,11.04,909,estimates,1957
15_17,4.693,909,estimates,1957
18_23,8.402,909,estimates,1957
15_24,14.436,909,estimates,1957
15_49,47.673,909,estimates,1957
15_59,56.456,909,estimates,1957
15_64,59.889,909,estimates,1957
20_64,52.286,909,estimates,1957
20_69,55.156,909,estimates,1957
25_49,33.237,909,estimates,1957
25_64,45.453,909,estimates,1957
25_69,48.322,909,estimates,1957
15plus,67.377,909,estimates,1957
16plus,65.764,909,estimates,1957
17plus,64.2,909,estimates,1957
18plus,62.683,909,estimates,1957
20plus,59.774,909,estimates,1957
21plus,58.368,909,estimates,1957
25plus,52.941,909,estimates,1957
50plus,19.704,909,estimates,1957
60plus,10.921,909,estimates,1957
65plus,7.488,909,estimates,1957
70plus,4.618,909,estimates,1957
75plus,2.477,909,estimates,1957
80plus,1.118,909,estimates,1957
85plus,0.391,909,estimates,1957
90plus,0.1,909,estimates,1957
total,100,909,estimates,1957
"Region, subregion, country or area *",OCEANIA,909,estimates,1958
0_1,5.073,909,estimates,1958
0_4,12.199,909,estimates,1958
0_14,32.935,909,estimates,1958
0_17,37.694,909,estimates,1958
0_19,40.637,909,estimates,1958
0_24,47.479,909,estimates,1958
3_4,4.674,909,estimates,1958
3_5,6.977,909,estimates,1958
3_6,9.249,909,estimates,1958
4_5,4.631,909,estimates,1958
4_6,6.903,909,estimates,1958
5_14,20.736,909,estimates,1958
5_10,13.257,909,estimates,1958
5_11,15.271,909,estimates,1958
6_9,8.857,909,estimates,1958
6_10,10.954,909,estimates,1958
6_11,12.968,909,estimates,1958
6_12,14.885,909,estimates,1958
7_10,8.681,909,estimates,1958
7_12,12.612,909,estimates,1958
11_16,10.703,909,estimates,1958
11_17,12.239,909,estimates,1958
11_18,13.73,909,estimates,1958
12_14,5.465,909,estimates,1958
12_16,8.689,909,estimates,1958
12_17,10.225,909,estimates,1958
12_18,11.716,909,estimates,1958
13_17,8.307,909,estimates,1958
13_18,9.799,909,estimates,1958
13_19,11.251,909,estimates,1958
15_17,4.759,909,estimates,1958
18_23,8.457,909,estimates,1958
15_24,14.544,909,estimates,1958
15_49,47.409,909,estimates,1958
15_59,56.191,909,estimates,1958
15_64,59.594,909,estimates,1958
20_64,51.892,909,estimates,1958
20_69,54.716,909,estimates,1958
25_49,32.865,909,estimates,1958
25_64,45.05,909,estimates,1958
25_69,47.874,909,estimates,1958
15plus,67.065,909,estimates,1958
16plus,65.423,909,estimates,1958
17plus,63.842,909,estimates,1958
18plus,62.306,909,estimates,1958
20plus,59.363,909,estimates,1958
21plus,57.945,909,estimates,1958
25plus,52.521,909,estimates,1958
50plus,19.656,909,estimates,1958
60plus,10.874,909,estimates,1958
65plus,7.471,909,estimates,1958
70plus,4.647,909,estimates,1958
75plus,2.497,909,estimates,1958
80plus,1.132,909,estimates,1958
85plus,0.397,909,estimates,1958
90plus,0.101,909,estimates,1958
total,100,909,estimates,1958
"Region, subregion, country or area *",OCEANIA,909,estimates,1959
0_1,5.1,909,estimates,1959
0_4,12.236,909,estimates,1959
0_14,33.155,909,estimates,1959
0_17,38.007,909,estimates,1959
0_19,40.984,909,estimates,1959
0_24,47.859,909,estimates,1959
3_4,4.693,909,estimates,1959
3_5,6.973,909,estimates,1959
3_6,9.224,909,estimates,1959
4_5,4.59,909,estimates,1959
4_6,6.841,909,estimates,1959
5_14,20.919,909,estimates,1959
5_10,13.199,909,estimates,1959
5_11,15.263,909,estimates,1959
6_9,8.802,909,estimates,1959
6_10,10.919,909,estimates,1959
6_11,12.983,909,estimates,1959
6_12,14.966,909,estimates,1959
7_10,8.668,909,estimates,1959
7_12,12.715,909,estimates,1959
11_16,11.022,909,estimates,1959
11_17,12.572,909,estimates,1959
11_18,14.081,909,estimates,1959
12_14,5.656,909,estimates,1959
12_16,8.958,909,estimates,1959
12_17,10.508,909,estimates,1959
12_18,12.017,909,estimates,1959
13_17,8.525,909,estimates,1959
13_18,10.034,909,estimates,1959
13_19,11.502,909,estimates,1959
15_17,4.852,909,estimates,1959
18_23,8.523,909,estimates,1959
15_24,14.704,909,estimates,1959
15_49,47.211,909,estimates,1959
15_59,56.016,909,estimates,1959
15_64,59.4,909,estimates,1959
20_64,51.571,909,estimates,1959
20_69,54.356,909,estimates,1959
25_49,32.506,909,estimates,1959
25_64,44.696,909,estimates,1959
25_69,47.48,909,estimates,1959
15plus,66.845,909,estimates,1959
16plus,65.153,909,estimates,1959
17plus,63.544,909,estimates,1959
18plus,61.993,909,estimates,1959
20plus,59.016,909,estimates,1959
21plus,57.586,909,estimates,1959
25plus,52.141,909,estimates,1959
50plus,19.634,909,estimates,1959
60plus,10.829,909,estimates,1959
65plus,7.445,909,estimates,1959
70plus,4.661,909,estimates,1959
75plus,2.504,909,estimates,1959
80plus,1.134,909,estimates,1959
85plus,0.39,909,estimates,1959
90plus,0.097,909,estimates,1959
total,100,909,estimates,1959
"Region, subregion, country or area *",OCEANIA,909,estimates,1960
0_1,5.102,909,estimates,1960
0_4,12.224,909,estimates,1960
0_14,33.262,909,estimates,1960
0_17,38.256,909,estimates,1960
0_19,41.261,909,estimates,1960
0_24,48.182,909,estimates,1960
3_4,4.69,909,estimates,1960
3_5,6.964,909,estimates,1960
3_6,9.2,909,estimates,1960
4_5,4.593,909,estimates,1960
4_6,6.829,909,estimates,1960
5_14,21.037,909,estimates,1960
5_10,13.117,909,estimates,1960
5_11,15.197,909,estimates,1960
6_9,8.739,909,estimates,1960
6_10,10.843,909,estimates,1960
6_11,12.923,909,estimates,1960
6_12,14.957,909,estimates,1960
7_10,8.607,909,estimates,1960
7_12,12.721,909,estimates,1960
11_16,11.336,909,estimates,1960
11_17,12.914,909,estimates,1960
11_18,14.436,909,estimates,1960
12_14,5.84,909,estimates,1960
12_16,9.256,909,estimates,1960
12_17,10.835,909,estimates,1960
12_18,12.356,909,estimates,1960
13_17,8.801,909,estimates,1960
13_18,10.322,909,estimates,1960
13_19,11.805,909,estimates,1960
15_17,4.994,909,estimates,1960
18_23,8.594,909,estimates,1960
15_24,14.92,909,estimates,1960
15_49,47.094,909,estimates,1960
15_59,55.951,909,estimates,1960
15_64,59.323,909,estimates,1960
20_64,51.324,909,estimates,1960
20_69,54.08,909,estimates,1960
25_49,32.174,909,estimates,1960
25_64,44.403,909,estimates,1960
25_69,47.159,909,estimates,1960
15plus,66.738,909,estimates,1960
16plus,64.982,909,estimates,1960
17plus,63.322,909,estimates,1960
18plus,61.744,909,estimates,1960
20plus,58.739,909,estimates,1960
21plus,57.294,909,estimates,1960
25plus,51.818,909,estimates,1960
50plus,19.644,909,estimates,1960
60plus,10.787,909,estimates,1960
65plus,7.416,909,estimates,1960
70plus,4.659,909,estimates,1960
75plus,2.503,909,estimates,1960
80plus,1.125,909,estimates,1960
85plus,0.372,909,estimates,1960
90plus,0.085,909,estimates,1960
total,100,909,estimates,1960
"Region, subregion, country or area *",OCEANIA,909,estimates,1961
0_1,5.105,909,estimates,1961
0_4,12.276,909,estimates,1961
0_14,33.396,909,estimates,1961
0_17,38.578,909,estimates,1961
0_19,41.633,909,estimates,1961
0_24,48.618,909,estimates,1961
3_4,4.718,909,estimates,1961
3_5,6.999,909,estimates,1961
3_6,9.236,909,estimates,1961
4_5,4.612,909,estimates,1961
4_6,6.848,909,estimates,1961
5_14,21.12,909,estimates,1961
5_10,13.098,909,estimates,1961
5_11,15.164,909,estimates,1961
6_9,8.721,909,estimates,1961
6_10,10.817,909,estimates,1961
6_11,12.883,909,estimates,1961
6_12,14.925,909,estimates,1961
7_10,8.58,909,estimates,1961
7_12,12.688,909,estimates,1961
11_16,11.569,909,estimates,1961
11_17,13.203,909,estimates,1961
11_18,14.758,909,estimates,1961
12_14,5.955,909,estimates,1961
12_16,9.504,909,estimates,1961
12_17,11.137,909,estimates,1961
12_18,12.692,909,estimates,1961
13_17,9.096,909,estimates,1961
13_18,10.651,909,estimates,1961
13_19,12.152,909,estimates,1961
15_17,5.182,909,estimates,1961
18_23,8.703,909,estimates,1961
15_24,15.223,909,estimates,1961
15_49,46.958,909,estimates,1961
15_59,55.858,909,estimates,1961
15_64,59.201,909,estimates,1961
20_64,50.963,909,estimates,1961
20_69,53.685,909,estimates,1961
25_49,31.736,909,estimates,1961
25_64,43.978,909,estimates,1961
25_69,46.7,909,estimates,1961
15plus,66.604,909,estimates,1961
16plus,64.784,909,estimates,1961
17plus,63.056,909,estimates,1961
18plus,61.422,909,estimates,1961
20plus,58.367,909,estimates,1961
21plus,56.903,909,estimates,1961
25plus,51.382,909,estimates,1961
50plus,19.646,909,estimates,1961
60plus,10.747,909,estimates,1961
65plus,7.403,909,estimates,1961
70plus,4.682,909,estimates,1961
75plus,2.556,909,estimates,1961
80plus,1.165,909,estimates,1961
85plus,0.403,909,estimates,1961
90plus,0.096,909,estimates,1961
total,100,909,estimates,1961
"Region, subregion, country or area *",OCEANIA,909,estimates,1962
0_1,5.01,909,estimates,1962
0_4,12.225,909,estimates,1962
0_14,33.392,909,estimates,1962
0_17,38.768,909,estimates,1962
0_19,41.911,909,estimates,1962
0_24,48.973,909,estimates,1962
3_4,4.747,909,estimates,1962
3_5,7.04,909,estimates,1962
3_6,9.286,909,estimates,1962
4_5,4.637,909,estimates,1962
4_6,6.883,909,estimates,1962
5_14,21.168,909,estimates,1962
5_10,13.112,909,estimates,1962
5_11,15.172,909,estimates,1962
6_9,8.73,909,estimates,1962
6_10,10.82,909,estimates,1962
6_11,12.879,909,estimates,1962
6_12,14.909,909,estimates,1962
7_10,8.574,909,estimates,1962
7_12,12.664,909,estimates,1962
11_16,11.73,909,estimates,1962
11_17,13.431,909,estimates,1962
11_18,15.041,909,estimates,1962
12_14,5.996,909,estimates,1962
12_16,9.671,909,estimates,1962
12_17,11.371,909,estimates,1962
12_18,12.981,909,estimates,1962
13_17,9.341,909,estimates,1962
13_18,10.951,909,estimates,1962
13_19,12.484,909,estimates,1962
15_17,5.376,909,estimates,1962
18_23,8.856,909,estimates,1962
15_24,15.581,909,estimates,1962
15_49,46.928,909,estimates,1962
15_59,55.899,909,estimates,1962
15_64,59.22,909,estimates,1962
20_64,50.701,909,estimates,1962
20_69,53.402,909,estimates,1962
25_49,31.347,909,estimates,1962
25_64,43.639,909,estimates,1962
25_69,46.34,909,estimates,1962
15plus,66.608,909,estimates,1962
16plus,64.723,909,estimates,1962
17plus,62.933,909,estimates,1962
18plus,61.232,909,estimates,1962
20plus,58.089,909,estimates,1962
21plus,56.608,909,estimates,1962
25plus,51.027,909,estimates,1962
50plus,19.68,909,estimates,1962
60plus,10.709,909,estimates,1962
65plus,7.388,909,estimates,1962
70plus,4.687,909,estimates,1962
75plus,2.595,909,estimates,1962
80plus,1.191,909,estimates,1962
85plus,0.425,909,estimates,1962
90plus,0.104,909,estimates,1962
total,100,909,estimates,1962
"Region, subregion, country or area *",OCEANIA,909,estimates,1963
0_1,4.936,909,estimates,1963
0_4,12.101,909,estimates,1963
0_14,33.297,909,estimates,1963
0_17,38.838,909,estimates,1963
0_19,42.099,909,estimates,1963
0_24,49.257,909,estimates,1963
3_4,4.763,909,estimates,1963
3_5,7.066,909,estimates,1963
3_6,9.323,909,estimates,1963
4_5,4.658,909,estimates,1963
4_6,6.915,909,estimates,1963
5_14,21.196,909,estimates,1963
5_10,13.151,909,estimates,1963
5_11,15.205,909,estimates,1963
6_9,8.762,909,estimates,1963
6_10,10.847,909,estimates,1963
6_11,12.901,909,estimates,1963
6_12,14.926,909,estimates,1963
7_10,8.591,909,estimates,1963
7_12,12.67,909,estimates,1963
11_16,11.824,909,estimates,1963
11_17,13.586,909,estimates,1963
11_18,15.261,909,estimates,1963
12_14,5.991,909,estimates,1963
12_16,9.77,909,estimates,1963
12_17,11.532,909,estimates,1963
12_18,13.207,909,estimates,1963
13_17,9.507,909,estimates,1963
13_18,11.182,909,estimates,1963
13_19,12.768,909,estimates,1963
15_17,5.541,909,estimates,1963
18_23,9.056,909,estimates,1963
15_24,15.96,909,estimates,1963
15_49,46.974,909,estimates,1963
15_59,56.026,909,estimates,1963
15_64,59.334,909,estimates,1963
20_64,50.531,909,estimates,1963
20_69,53.222,909,estimates,1963
25_49,31.014,909,estimates,1963
25_64,43.374,909,estimates,1963
25_69,46.064,909,estimates,1963
15plus,66.703,909,estimates,1963
16plus,64.776,909,estimates,1963
17plus,62.924,909,estimates,1963
18plus,61.162,909,estimates,1963
20plus,57.901,909,estimates,1963
21plus,56.388,909,estimates,1963
25plus,50.743,909,estimates,1963
50plus,19.729,909,estimates,1963
60plus,10.677,909,estimates,1963
65plus,7.369,909,estimates,1963
70plus,4.679,909,estimates,1963
75plus,2.616,909,estimates,1963
80plus,1.204,909,estimates,1963
85plus,0.434,909,estimates,1963
90plus,0.109,909,estimates,1963
total,100,909,estimates,1963
"Region, subregion, country or area *",OCEANIA,909,estimates,1964
