agebroad,percentagetotalpopulation,continent,variant,year
0_4,15.942,935,estimates,1953
0_14,37.699,935,estimates,1953
0_17,43.606,935,estimates,1953
0_19,47.375,935,estimates,1953
0_24,56.117,935,estimates,1953
3_4,5.561,935,estimates,1953
3_5,8.095,935,estimates,1953
3_6,10.498,935,estimates,1953
4_5,5.223,935,estimates,1953
4_6,7.626,935,estimates,1953
5_14,21.757,935,estimates,1953
5_10,13.657,935,estimates,1953
5_11,15.705,935,estimates,1953
6_9,9.041,935,estimates,1953
6_10,11.124,935,estimates,1953
6_11,13.172,935,estimates,1953
6_12,15.198,935,estimates,1953
7_10,8.721,935,estimates,1953
7_12,12.795,935,estimates,1953
11_16,12.073,935,estimates,1953
11_17,14.007,935,estimates,1953
11_18,15.907,935,estimates,1953
12_14,6.052,935,estimates,1953
12_16,10.025,935,estimates,1953
12_17,11.959,935,estimates,1953
12_18,13.859,935,estimates,1953
13_17,9.932,935,estimates,1953
13_18,11.833,935,estimates,1953
13_19,13.701,935,estimates,1953
15_17,5.907,935,estimates,1953
18_23,10.849,935,estimates,1953
15_24,18.418,935,estimates,1953
15_49,48.913,935,estimates,1953
15_59,55.89,935,estimates,1953
15_64,58.331,935,estimates,1953
20_64,48.655,935,estimates,1953
20_69,50.454,935,estimates,1953
25_49,30.494,935,estimates,1953
25_64,39.913,935,estimates,1953
25_69,41.712,935,estimates,1953
15plus,62.301,935,estimates,1953
16plus,60.301,935,estimates,1953
17plus,58.328,935,estimates,1953
18plus,56.394,935,estimates,1953
20plus,52.625,935,estimates,1953
21plus,50.792,935,estimates,1953
25plus,43.883,935,estimates,1953
50plus,13.389,935,estimates,1953
60plus,6.411,935,estimates,1953
65plus,3.97,935,estimates,1953
70plus,2.171,935,estimates,1953
75plus,1.033,935,estimates,1953
80plus,0.4,935,estimates,1953
85plus,0.116,935,estimates,1953
90plus,0.026,935,estimates,1953
total,100,935,estimates,1953
"Region, subregion, country or area *",ASIA,935,estimates,1954
0_1,7.244,935,estimates,1954
0_4,16.143,935,estimates,1954
0_14,37.968,935,estimates,1954
0_17,43.816,935,estimates,1954
0_19,47.562,935,estimates,1954
0_24,56.291,935,estimates,1954
3_4,5.707,935,estimates,1954
3_5,8.298,935,estimates,1954
3_6,10.75,935,estimates,1954
4_5,5.346,935,estimates,1954
4_6,7.797,935,estimates,1954
5_14,21.826,935,estimates,1954
5_10,13.843,935,estimates,1954
5_11,15.875,935,estimates,1954
6_9,9.169,935,estimates,1954
6_10,11.252,935,estimates,1954
6_11,13.284,935,estimates,1954
6_12,15.284,935,estimates,1954
7_10,8.801,935,estimates,1954
7_12,12.833,935,estimates,1954
11_16,11.903,935,estimates,1954
11_17,13.831,935,estimates,1954
11_18,15.72,935,estimates,1954
12_14,5.95,935,estimates,1954
12_16,9.871,935,estimates,1954
12_17,11.798,935,estimates,1954
12_18,13.688,935,estimates,1954
13_17,9.798,935,estimates,1954
13_18,11.688,935,estimates,1954
13_19,13.543,935,estimates,1954
15_17,5.848,935,estimates,1954
18_23,10.812,935,estimates,1954
15_24,18.323,935,estimates,1954
15_49,48.722,935,estimates,1954
15_59,55.704,935,estimates,1954
15_64,58.115,935,estimates,1954
20_64,48.521,935,estimates,1954
20_69,50.309,935,estimates,1954
25_49,30.399,935,estimates,1954
25_64,39.792,935,estimates,1954
25_69,41.579,935,estimates,1954
15plus,62.032,935,estimates,1954
16plus,60.066,935,estimates,1954
17plus,58.111,935,estimates,1954
18plus,56.184,935,estimates,1954
20plus,52.438,935,estimates,1954
21plus,50.615,935,estimates,1954
25plus,43.709,935,estimates,1954
50plus,13.31,935,estimates,1954
60plus,6.327,935,estimates,1954
65plus,3.917,935,estimates,1954
70plus,2.129,935,estimates,1954
75plus,1.003,935,estimates,1954
80plus,0.386,935,estimates,1954
85plus,0.111,935,estimates,1954
90plus,0.025,935,estimates,1954
total,100,935,estimates,1954
"Region, subregion, country or area *",ASIA,935,estimates,1955
0_1,7.148,935,estimates,1955
0_4,16.164,935,estimates,1955
0_14,38.149,935,estimates,1955
0_17,43.916,935,estimates,1955
0_19,47.652,935,estimates,1955
0_24,56.374,935,estimates,1955
3_4,5.808,935,estimates,1955
3_5,8.453,935,estimates,1955
3_6,10.954,935,estimates,1955
4_5,5.456,935,estimates,1955
4_6,7.956,935,estimates,1955
5_14,21.985,935,estimates,1955
5_10,14.066,935,estimates,1955
5_11,16.102,935,estimates,1955
6_9,9.321,935,estimates,1955
6_10,11.421,935,estimates,1955
6_11,13.456,935,estimates,1955
6_12,15.443,935,estimates,1955
7_10,8.921,935,estimates,1955
7_12,12.943,935,estimates,1955
11_16,11.772,935,estimates,1955
11_17,13.685,935,estimates,1955
11_18,15.572,935,estimates,1955
12_14,5.883,935,estimates,1955
12_16,9.737,935,estimates,1955
12_17,11.65,935,estimates,1955
12_18,13.537,935,estimates,1955
13_17,9.663,935,estimates,1955
13_18,11.55,935,estimates,1955
13_19,13.399,935,estimates,1955
15_17,5.767,935,estimates,1955
18_23,10.791,935,estimates,1955
15_24,18.224,935,estimates,1955
15_49,48.599,935,estimates,1955
15_59,55.603,935,estimates,1955
15_64,58.002,935,estimates,1955
20_64,48.499,935,estimates,1955
20_69,50.273,935,estimates,1955
25_49,30.375,935,estimates,1955
25_64,39.777,935,estimates,1955
25_69,41.552,935,estimates,1955
15plus,61.851,935,estimates,1955
16plus,59.922,935,estimates,1955
17plus,57.997,935,estimates,1955
18plus,56.084,935,estimates,1955
20plus,52.348,935,estimates,1955
21plus,50.533,935,estimates,1955
25plus,43.626,935,estimates,1955
50plus,13.251,935,estimates,1955
60plus,6.247,935,estimates,1955
65plus,3.849,935,estimates,1955
70plus,2.075,935,estimates,1955
75plus,0.956,935,estimates,1955
80plus,0.355,935,estimates,1955
85plus,0.098,935,estimates,1955
90plus,0.02,935,estimates,1955
total,100,935,estimates,1955
"Region, subregion, country or area *",ASIA,935,estimates,1956
0_1,7.086,935,estimates,1956
0_4,16.41,935,estimates,1956
0_14,38.661,935,estimates,1956
0_17,44.299,935,estimates,1956
0_19,47.996,935,estimates,1956
0_24,56.655,935,estimates,1956
3_4,6.014,935,estimates,1956
3_5,8.75,935,estimates,1956
3_6,11.328,935,estimates,1956
4_5,5.648,935,estimates,1956
4_6,8.225,935,estimates,1956
5_14,22.25,935,estimates,1956
5_10,14.381,935,estimates,1956
5_11,16.428,935,estimates,1956
6_9,9.524,935,estimates,1956
6_10,11.645,935,estimates,1956
6_11,13.692,935,estimates,1956
6_12,15.674,935,estimates,1956
7_10,9.067,935,estimates,1956
7_12,13.097,935,estimates,1956
11_16,11.635,935,estimates,1956
11_17,13.508,935,estimates,1956
11_18,15.369,935,estimates,1956
12_14,5.822,935,estimates,1956
12_16,9.588,935,estimates,1956
12_17,11.461,935,estimates,1956
12_18,13.322,935,estimates,1956
13_17,9.478,935,estimates,1956
13_18,11.34,935,estimates,1956
13_19,13.175,935,estimates,1956
15_17,5.639,935,estimates,1956
18_23,10.694,935,estimates,1956
15_24,17.994,935,estimates,1956
15_49,48.182,935,estimates,1956
15_59,55.138,935,estimates,1956
15_64,57.507,935,estimates,1956
20_64,48.172,935,estimates,1956
20_69,49.917,935,estimates,1956
25_49,30.188,935,estimates,1956
25_64,39.513,935,estimates,1956
25_69,41.258,935,estimates,1956
15plus,61.339,935,estimates,1956
16plus,59.451,935,estimates,1956
17plus,57.574,935,estimates,1956
18plus,55.701,935,estimates,1956
20plus,52.004,935,estimates,1956
21plus,50.206,935,estimates,1956
25plus,43.345,935,estimates,1956
50plus,13.158,935,estimates,1956
60plus,6.202,935,estimates,1956
65plus,3.833,935,estimates,1956
70plus,2.087,935,estimates,1956
75plus,0.974,935,estimates,1956
80plus,0.372,935,estimates,1956
85plus,0.108,935,estimates,1956
90plus,0.022,935,estimates,1956
total,100,935,estimates,1956
"Region, subregion, country or area *",ASIA,935,estimates,1957
0_1,6.662,935,estimates,1957
0_4,16.254,935,estimates,1957
0_14,38.966,935,estimates,1957
0_17,44.504,935,estimates,1957
0_19,48.149,935,estimates,1957
0_24,56.768,935,estimates,1957
3_4,6.206,935,estimates,1957
3_5,9.043,935,estimates,1957
3_6,11.717,935,estimates,1957
4_5,5.849,935,estimates,1957
4_6,8.523,935,estimates,1957
5_14,22.711,935,estimates,1957
5_10,14.81,935,estimates,1957
5_11,16.883,935,estimates,1957
6_9,9.821,935,estimates,1957
6_10,11.972,935,estimates,1957
6_11,14.045,935,estimates,1957
6_12,16.047,935,estimates,1957
7_10,9.299,935,estimates,1957
7_12,13.373,935,estimates,1957
11_16,11.607,935,estimates,1957
11_17,13.44,935,estimates,1957
11_18,15.268,935,estimates,1957
12_14,5.829,935,estimates,1957
12_16,9.534,935,estimates,1957
12_17,11.367,935,estimates,1957
12_18,13.196,935,estimates,1957
13_17,9.366,935,estimates,1957
13_18,11.194,935,estimates,1957
13_19,13.011,935,estimates,1957
15_17,5.538,935,estimates,1957
18_23,10.606,935,estimates,1957
15_24,17.803,935,estimates,1957
15_49,47.929,935,estimates,1957
15_59,54.87,935,estimates,1957
15_64,57.227,935,estimates,1957
20_64,48.043,935,estimates,1957
20_69,49.762,935,estimates,1957
25_49,30.126,935,estimates,1957
25_64,39.424,935,estimates,1957
25_69,41.143,935,estimates,1957
15plus,61.034,935,estimates,1957
16plus,59.174,935,estimates,1957
17plus,57.329,935,estimates,1957
18plus,55.496,935,estimates,1957
20plus,51.851,935,estimates,1957
21plus,50.06,935,estimates,1957
25plus,43.232,935,estimates,1957
50plus,13.105,935,estimates,1957
60plus,6.165,935,estimates,1957
65plus,3.808,935,estimates,1957
70plus,2.089,935,estimates,1957
75plus,0.977,935,estimates,1957
80plus,0.38,935,estimates,1957
85plus,0.114,935,estimates,1957
90plus,0.024,935,estimates,1957
total,100,935,estimates,1957
"Region, subregion, country or area *",ASIA,935,estimates,1958
0_1,6.426,935,estimates,1958
0_4,15.915,935,estimates,1958
0_14,39.197,935,estimates,1958
0_17,44.668,935,estimates,1958
0_19,48.247,935,estimates,1958
0_24,56.823,935,estimates,1958
3_4,6.331,935,estimates,1958
3_5,9.257,935,estimates,1958
3_6,12.026,935,estimates,1958
4_5,6.012,935,estimates,1958
4_6,8.781,935,estimates,1958
5_14,23.282,935,estimates,1958
5_10,15.298,935,estimates,1958
5_11,17.4,935,estimates,1958
6_9,10.175,935,estimates,1958
6_10,12.372,935,estimates,1958
6_11,14.474,935,estimates,1958
6_12,16.502,935,estimates,1958
7_10,9.603,935,estimates,1958
7_12,13.733,935,estimates,1958
11_16,11.652,935,estimates,1958
11_17,13.455,935,estimates,1958
11_18,15.248,935,estimates,1958
12_14,5.883,935,estimates,1958
12_16,9.55,935,estimates,1958
12_17,11.354,935,estimates,1958
12_18,13.146,935,estimates,1958
13_17,9.326,935,estimates,1958
13_18,11.118,935,estimates,1958
13_19,12.905,935,estimates,1958
15_17,5.471,935,estimates,1958
18_23,10.502,935,estimates,1958
15_24,17.626,935,estimates,1958
15_49,47.738,935,estimates,1958
15_59,54.68,935,estimates,1958
15_64,57.035,935,estimates,1958
20_64,47.985,935,estimates,1958
20_69,49.68,935,estimates,1958
25_49,30.113,935,estimates,1958
25_64,39.409,935,estimates,1958
25_69,41.104,935,estimates,1958
15plus,60.803,935,estimates,1958
16plus,58.955,935,estimates,1958
17plus,57.135,935,estimates,1958
18plus,55.332,935,estimates,1958
20plus,51.753,935,estimates,1958
21plus,49.977,935,estimates,1958
25plus,43.177,935,estimates,1958
50plus,13.065,935,estimates,1958
60plus,6.123,935,estimates,1958
65plus,3.768,935,estimates,1958
70plus,2.073,935,estimates,1958
75plus,0.964,935,estimates,1958
80plus,0.376,935,estimates,1958
85plus,0.114,935,estimates,1958
90plus,0.026,935,estimates,1958
total,100,935,estimates,1958
"Region, subregion, country or area *",ASIA,935,estimates,1959
0_1,6.253,935,estimates,1959
0_4,15.602,935,estimates,1959
0_14,39.454,935,estimates,1959
0_17,44.891,935,estimates,1959
0_19,48.405,935,estimates,1959
0_24,56.908,935,estimates,1959
3_4,6.209,935,estimates,1959
3_5,9.186,935,estimates,1959
3_6,12.027,935,estimates,1959
4_5,6.083,935,estimates,1959
4_6,8.924,935,estimates,1959
5_14,23.851,935,estimates,1959
5_10,15.757,935,estimates,1959
5_11,17.901,935,estimates,1959
6_9,10.512,935,estimates,1959
6_10,12.78,935,estimates,1959
6_11,14.924,935,estimates,1959
6_12,16.975,935,estimates,1959
7_10,9.939,935,estimates,1959
7_12,14.134,935,estimates,1959
11_16,11.754,935,estimates,1959
11_17,13.532,935,estimates,1959
11_18,15.294,935,estimates,1959
12_14,5.951,935,estimates,1959
12_16,9.61,935,estimates,1959
12_17,11.388,935,estimates,1959
12_18,13.15,935,estimates,1959
13_17,9.337,935,estimates,1959
13_18,11.099,935,estimates,1959
13_19,12.85,935,estimates,1959
15_17,5.437,935,estimates,1959
18_23,10.374,935,estimates,1959
15_24,17.454,935,estimates,1959
15_49,47.534,935,estimates,1959
15_59,54.478,935,estimates,1959
15_64,56.836,935,estimates,1959
20_64,47.886,935,estimates,1959
20_69,49.56,935,estimates,1959
25_49,30.079,935,estimates,1959
25_64,39.382,935,estimates,1959
25_69,41.057,935,estimates,1959
15plus,60.546,935,estimates,1959
16plus,58.693,935,estimates,1959
17plus,56.887,935,estimates,1959
18plus,55.109,935,estimates,1959
20plus,51.595,935,estimates,1959
21plus,49.85,935,estimates,1959
25plus,43.092,935,estimates,1959
50plus,13.013,935,estimates,1959
60plus,6.068,935,estimates,1959
65plus,3.71,935,estimates,1959
70plus,2.035,935,estimates,1959
75plus,0.933,935,estimates,1959
80plus,0.358,935,estimates,1959
85plus,0.108,935,estimates,1959
90plus,0.024,935,estimates,1959
total,100,935,estimates,1959
"Region, subregion, country or area *",ASIA,935,estimates,1960
0_1,6.186,935,estimates,1960
0_4,15.452,935,estimates,1960
0_14,39.758,935,estimates,1960
0_17,45.203,935,estimates,1960
0_19,48.658,935,estimates,1960
0_24,57.056,935,estimates,1960
3_4,6.143,935,estimates,1960
3_5,9.108,935,estimates,1960
3_6,11.976,935,estimates,1960
4_5,6.01,935,estimates,1960
4_6,8.877,935,estimates,1960
5_14,24.305,935,estimates,1960
5_10,16.069,935,estimates,1960
5_11,18.281,935,estimates,1960
6_9,10.745,935,estimates,1960
6_10,13.103,935,estimates,1960
6_11,15.316,935,estimates,1960
6_12,17.404,935,estimates,1960
7_10,10.236,935,estimates,1960
7_12,14.537,935,estimates,1960
11_16,11.919,935,estimates,1960
11_17,13.682,935,estimates,1960
11_18,15.416,935,estimates,1960
12_14,6.024,935,estimates,1960
12_16,9.706,935,estimates,1960
12_17,11.469,935,estimates,1960
12_18,13.204,935,estimates,1960
13_17,9.381,935,estimates,1960
13_18,11.116,935,estimates,1960
13_19,12.836,935,estimates,1960
15_17,5.445,935,estimates,1960
18_23,10.221,935,estimates,1960
15_24,17.298,935,estimates,1960
15_49,47.299,935,estimates,1960
15_59,54.244,935,estimates,1960
15_64,56.607,935,estimates,1960
20_64,47.708,935,estimates,1960
20_69,49.369,935,estimates,1960
25_49,30.001,935,estimates,1960
25_64,39.31,935,estimates,1960
25_69,40.971,935,estimates,1960
15plus,60.242,935,estimates,1960
16plus,58.37,935,estimates,1960
17plus,56.56,935,estimates,1960
18plus,54.797,935,estimates,1960
20plus,51.342,935,estimates,1960
21plus,49.634,935,estimates,1960
25plus,42.944,935,estimates,1960
50plus,12.943,935,estimates,1960
60plus,5.998,935,estimates,1960
65plus,3.635,935,estimates,1960
70plus,1.974,935,estimates,1960
75plus,0.885,935,estimates,1960
80plus,0.324,935,estimates,1960
85plus,0.092,935,estimates,1960
90plus,0.019,935,estimates,1960
total,100,935,estimates,1960
"Region, subregion, country or area *",ASIA,935,estimates,1961
0_1,6.123,935,estimates,1961
0_4,15.151,935,estimates,1961
0_14,39.946,935,estimates,1961
0_17,45.433,935,estimates,1961
0_19,48.846,935,estimates,1961
0_24,57.127,935,estimates,1961
3_4,6.006,935,estimates,1961
3_5,8.945,935,estimates,1961
3_6,11.819,935,estimates,1961
4_5,5.928,935,estimates,1961
4_6,8.802,935,estimates,1961
5_14,24.795,935,estimates,1961
5_10,16.33,935,estimates,1961
5_11,18.636,935,estimates,1961
6_9,10.947,935,estimates,1961
6_10,13.39,935,estimates,1961
6_11,15.697,935,estimates,1961
6_12,17.86,935,estimates,1961
7_10,10.517,935,estimates,1961
7_12,14.986,935,estimates,1961
11_16,12.185,935,estimates,1961
11_17,13.952,935,estimates,1961
11_18,15.672,935,estimates,1961
12_14,6.159,935,estimates,1961
12_16,9.879,935,estimates,1961
12_17,11.646,935,estimates,1961
12_18,13.366,935,estimates,1961
13_17,9.482,935,estimates,1961
13_18,11.202,935,estimates,1961
13_19,12.895,935,estimates,1961
15_17,5.487,935,estimates,1961
18_23,10.069,935,estimates,1961
15_24,17.181,935,estimates,1961
15_49,47.101,935,estimates,1961
15_59,54.031,935,estimates,1961
15_64,56.394,935,estimates,1961
20_64,47.495,935,estimates,1961
20_69,49.15,935,estimates,1961
25_49,29.921,935,estimates,1961
25_64,39.214,935,estimates,1961
25_69,40.869,935,estimates,1961
15plus,60.054,935,estimates,1961
16plus,58.162,935,estimates,1961
17plus,56.334,935,estimates,1961
18plus,54.567,935,estimates,1961
20plus,51.154,935,estimates,1961
21plus,49.476,935,estimates,1961
25plus,42.873,935,estimates,1961
50plus,12.953,935,estimates,1961
60plus,6.023,935,estimates,1961
65plus,3.66,935,estimates,1961
70plus,2.004,935,estimates,1961
75plus,0.919,935,estimates,1961
80plus,0.343,935,estimates,1961
85plus,0.1,935,estimates,1961
90plus,0.021,935,estimates,1961
total,100,935,estimates,1961
"Region, subregion, country or area *",ASIA,935,estimates,1962
0_1,6.416,935,estimates,1962
0_4,15.177,935,estimates,1962
0_14,40.267,935,estimates,1962
0_17,45.797,935,estimates,1962
0_19,49.191,935,estimates,1962
0_24,57.317,935,estimates,1962
3_4,5.83,935,estimates,1962
3_5,8.704,935,estimates,1962
3_6,11.533,935,estimates,1962
4_5,5.779,935,estimates,1962
4_6,8.608,935,estimates,1962
5_14,25.09,935,estimates,1962
5_10,16.357,935,estimates,1962
5_11,18.741,935,estimates,1962
6_9,10.962,935,estimates,1962
6_10,13.483,935,estimates,1962
6_11,15.868,935,estimates,1962
6_12,18.117,935,estimates,1962
7_10,10.654,935,estimates,1962
7_12,15.288,935,estimates,1962
11_16,12.481,935,estimates,1962
11_17,14.263,935,estimates,1962
11_18,15.983,935,estimates,1962
12_14,6.348,935,estimates,1962
12_16,10.097,935,estimates,1962
12_17,11.878,935,estimates,1962
12_18,13.598,935,estimates,1962
13_17,9.629,935,estimates,1962
13_18,11.349,935,estimates,1962
13_19,13.023,935,estimates,1962
15_17,5.53,935,estimates,1962
18_23,9.915,935,estimates,1962
15_24,17.05,935,estimates,1962
15_49,46.813,935,estimates,1962
15_59,53.714,935,estimates,1962
15_64,56.074,935,estimates,1962
20_64,47.15,935,estimates,1962
20_69,48.799,935,estimates,1962
25_49,29.763,935,estimates,1962
25_64,39.024,935,estimates,1962
25_69,40.673,935,estimates,1962
15plus,59.733,935,estimates,1962
16plus,57.828,935,estimates,1962
17plus,55.985,935,estimates,1962
18plus,54.203,935,estimates,1962
20plus,50.809,935,estimates,1962
21plus,49.162,935,estimates,1962
25plus,42.683,935,estimates,1962
50plus,12.92,935,estimates,1962
60plus,6.019,935,estimates,1962
65plus,3.659,935,estimates,1962
70plus,2.01,935,estimates,1962
75plus,0.939,935,estimates,1962
80plus,0.353,935,estimates,1962
85plus,0.106,935,estimates,1962
90plus,0.024,935,estimates,1962
total,100,935,estimates,1962
"Region, subregion, country or area *",ASIA,935,estimates,1963
0_1,6.628,935,estimates,1963
0_4,15.417,935,estimates,1963
0_14,40.61,935,estimates,1963
0_17,46.197,935,estimates,1963
0_19,49.602,935,estimates,1963
0_24,57.568,935,estimates,1963
3_4,5.683,935,estimates,1963
3_5,8.477,935,estimates,1963
3_6,11.235,935,estimates,1963
4_5,5.62,935,estimates,1963
4_6,8.379,935,estimates,1963
5_14,25.193,935,estimates,1963
5_10,16.163,935,estimates,1963
5_11,18.625,935,estimates,1963
6_9,10.795,935,estimates,1963
6_10,13.369,935,estimates,1963
6_11,15.831,935,estimates,1963
6_12,18.155,935,estimates,1963
7_10,10.61,935,estimates,1963
7_12,15.396,935,estimates,1963
11_16,12.822,935,estimates,1963
11_17,14.617,935,estimates,1963
11_18,16.35,935,estimates,1963
12_14,6.568,935,estimates,1963
12_16,10.36,935,estimates,1963
12_17,12.154,935,estimates,1963
12_18,13.887,935,estimates,1963
13_17,9.83,935,estimates,1963
13_18,11.563,935,estimates,1963
13_19,13.236,935,estimates,1963
15_17,5.586,935,estimates,1963
18_23,9.8,935,estimates,1963
15_24,16.958,935,estimates,1963
15_49,46.524,935,estimates,1963
15_59,53.393,935,estimates,1963
15_64,55.75,935,estimates,1963
20_64,46.758,935,estimates,1963
20_69,48.402,935,estimates,1963
25_49,29.566,935,estimates,1963
25_64,38.792,935,estimates,1963
25_69,40.436,935,estimates,1963
15plus,59.39,935,estimates,1963
16plus,57.452,935,estimates,1963
17plus,55.598,935,estimates,1963
18plus,53.803,935,estimates,1963
20plus,50.398,935,estimates,1963
21plus,48.77,935,estimates,1963
25plus,42.432,935,estimates,1963
50plus,12.866,935,estimates,1963
60plus,5.996,935,estimates,1963
65plus,3.64,935,estimates,1963
70plus,1.995,935,estimates,1963
75plus,0.943,935,estimates,1963
80plus,0.354,935,estimates,1963
85plus,0.108,935,estimates,1963
90plus,0.025,935,estimates,1963
total,100,935,estimates,1963
"Region, subregion, country or area *",ASIA,935,estimates,1964
0_1,6.822,935,estimates,1964
0_4,15.682,935,estimates,1964
