agebroad,percentagetotalpopulation,continent,variant,year
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1954
0_1,4.549,905,estimates,1954
0_4,11.252,905,estimates,1954
0_14,29.074,905,estimates,1954
0_17,33.141,905,estimates,1954
0_19,35.745,905,estimates,1954
0_24,42.406,905,estimates,1954
3_4,4.439,905,estimates,1954
3_5,6.573,905,estimates,1954
3_6,8.632,905,estimates,1954
4_5,4.339,905,estimates,1954
4_6,6.398,905,estimates,1954
5_14,17.822,905,estimates,1954
5_10,11.62,905,estimates,1954
5_11,13.273,905,estimates,1954
6_9,7.753,905,estimates,1954
6_10,9.485,905,estimates,1954
6_11,11.139,905,estimates,1954
6_12,12.72,905,estimates,1954
7_10,7.426,905,estimates,1954
7_12,10.661,905,estimates,1954
11_16,8.948,905,estimates,1954
11_17,10.269,905,estimates,1954
11_18,11.577,905,estimates,1954
12_14,4.549,905,estimates,1954
12_16,7.294,905,estimates,1954
12_17,8.616,905,estimates,1954
12_18,9.923,905,estimates,1954
13_17,7.035,905,estimates,1954
13_18,8.342,905,estimates,1954
13_19,9.64,905,estimates,1954
15_17,4.067,905,estimates,1954
18_23,7.871,905,estimates,1954
15_24,13.332,905,estimates,1954
15_49,47.938,905,estimates,1954
15_59,58.153,905,estimates,1954
15_64,62.312,905,estimates,1954
20_64,55.641,905,estimates,1954
20_69,59.042,905,estimates,1954
25_49,34.606,905,estimates,1954
25_64,48.98,905,estimates,1954
25_69,52.381,905,estimates,1954
15plus,70.926,905,estimates,1954
16plus,69.531,905,estimates,1954
17plus,68.181,905,estimates,1954
18plus,66.859,905,estimates,1954
20plus,64.255,905,estimates,1954
21plus,62.964,905,estimates,1954
25plus,57.594,905,estimates,1954
50plus,22.988,905,estimates,1954
60plus,12.773,905,estimates,1954
65plus,8.614,905,estimates,1954
70plus,5.213,905,estimates,1954
75plus,2.761,905,estimates,1954
80plus,1.264,905,estimates,1954
85plus,0.446,905,estimates,1954
90plus,0.15,905,estimates,1954
total,100,905,estimates,1954
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1955
0_1,4.582,905,estimates,1955
0_4,11.321,905,estimates,1955
0_14,29.596,905,estimates,1955
0_17,33.714,905,estimates,1955
0_19,36.286,905,estimates,1955
0_24,42.706,905,estimates,1955
3_4,4.46,905,estimates,1955
3_5,6.617,905,estimates,1955
3_6,8.712,905,estimates,1955
4_5,4.366,905,estimates,1955
4_6,6.461,905,estimates,1955
5_14,18.275,905,estimates,1955
5_10,11.892,905,estimates,1955
5_11,13.6,905,estimates,1955
6_9,7.944,905,estimates,1955
6_10,9.735,905,estimates,1955
6_11,11.443,905,estimates,1955
6_12,13.072,905,estimates,1955
7_10,7.64,905,estimates,1955
7_12,10.977,905,estimates,1955
11_16,9.179,905,estimates,1955
11_17,10.501,905,estimates,1955
11_18,11.795,905,estimates,1955
12_14,4.676,905,estimates,1955
12_16,7.471,905,estimates,1955
12_17,8.793,905,estimates,1955
12_18,10.087,905,estimates,1955
13_17,7.164,905,estimates,1955
13_18,8.458,905,estimates,1955
13_19,9.736,905,estimates,1955
15_17,4.118,905,estimates,1955
18_23,7.661,905,estimates,1955
15_24,13.109,905,estimates,1955
15_49,47.267,905,estimates,1955
15_59,57.548,905,estimates,1955
15_64,61.706,905,estimates,1955
20_64,55.016,905,estimates,1955
20_69,58.441,905,estimates,1955
25_49,34.158,905,estimates,1955
25_64,48.597,905,estimates,1955
25_69,52.021,905,estimates,1955
15plus,70.404,905,estimates,1955
16plus,68.976,905,estimates,1955
17plus,67.608,905,estimates,1955
18plus,66.286,905,estimates,1955
20plus,63.714,905,estimates,1955
21plus,62.446,905,estimates,1955
25plus,57.294,905,estimates,1955
50plus,23.137,905,estimates,1955
60plus,12.856,905,estimates,1955
65plus,8.698,905,estimates,1955
70plus,5.273,905,estimates,1955
75plus,2.802,905,estimates,1955
80plus,1.272,905,estimates,1955
85plus,0.428,905,estimates,1955
90plus,0.13,905,estimates,1955
total,100,905,estimates,1955
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1956
0_1,4.577,905,estimates,1956
0_4,11.284,905,estimates,1956
0_14,29.948,905,estimates,1956
0_17,34.158,905,estimates,1956
0_19,36.737,905,estimates,1956
0_24,43.052,905,estimates,1956
3_4,4.45,905,estimates,1956
3_5,6.619,905,estimates,1956
3_6,8.739,905,estimates,1956
4_5,4.379,905,estimates,1956
4_6,6.499,905,estimates,1956
5_14,18.664,905,estimates,1956
5_10,12.112,905,estimates,1956
5_11,13.87,905,estimates,1956
6_9,8.102,905,estimates,1956
6_10,9.943,905,estimates,1956
6_11,11.7,905,estimates,1956
6_12,13.375,905,estimates,1956
7_10,7.823,905,estimates,1956
7_12,11.255,905,estimates,1956
11_16,9.416,905,estimates,1956
11_17,10.761,905,estimates,1956
11_18,12.064,905,estimates,1956
12_14,4.794,905,estimates,1956
12_16,7.658,905,estimates,1956
12_17,9.004,905,estimates,1956
12_18,10.306,905,estimates,1956
13_17,7.33,905,estimates,1956
13_18,8.632,905,estimates,1956
13_19,9.909,905,estimates,1956
15_17,4.21,905,estimates,1956
18_23,7.611,905,estimates,1956
15_24,13.104,905,estimates,1956
15_49,46.892,905,estimates,1956
15_59,57.162,905,estimates,1956
15_64,61.26,905,estimates,1956
20_64,54.471,905,estimates,1956
20_69,57.874,905,estimates,1956
25_49,33.788,905,estimates,1956
25_64,48.156,905,estimates,1956
25_69,51.559,905,estimates,1956
15plus,70.052,905,estimates,1956
16plus,68.59,905,estimates,1956
17plus,67.188,905,estimates,1956
18plus,65.842,905,estimates,1956
20plus,63.263,905,estimates,1956
21plus,61.999,905,estimates,1956
25plus,56.948,905,estimates,1956
50plus,23.16,905,estimates,1956
60plus,12.89,905,estimates,1956
65plus,8.792,905,estimates,1956
70plus,5.39,905,estimates,1956
75plus,2.885,905,estimates,1956
80plus,1.324,905,estimates,1956
85plus,0.462,905,estimates,1956
90plus,0.135,905,estimates,1956
total,100,905,estimates,1956
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1957
0_1,4.656,905,estimates,1957
0_4,11.309,905,estimates,1957
0_14,30.308,905,estimates,1957
0_17,34.61,905,estimates,1957
0_19,37.215,905,estimates,1957
0_24,43.458,905,estimates,1957
3_4,4.421,905,estimates,1957
3_5,6.589,905,estimates,1957
3_6,8.717,905,estimates,1957
4_5,4.368,905,estimates,1957
4_6,6.496,905,estimates,1957
5_14,19.0,905,estimates,1957
5_10,12.268,905,estimates,1957
5_11,14.076,905,estimates,1957
6_9,8.207,905,estimates,1957
6_10,10.099,905,estimates,1957
6_11,11.907,905,estimates,1957
6_12,13.631,905,estimates,1957
7_10,7.971,905,estimates,1957
7_12,11.503,905,estimates,1957
11_16,9.657,905,estimates,1957
11_17,11.033,905,estimates,1957
11_18,12.356,905,estimates,1957
12_14,4.924,905,estimates,1957
12_16,7.849,905,estimates,1957
12_17,9.225,905,estimates,1957
12_18,10.548,905,estimates,1957
13_17,7.501,905,estimates,1957
13_18,8.824,905,estimates,1957
13_19,10.106,905,estimates,1957
15_17,4.301,905,estimates,1957
18_23,7.598,905,estimates,1957
15_24,13.149,905,estimates,1957
15_49,46.53,905,estimates,1957
15_59,56.797,905,estimates,1957
15_64,60.828,905,estimates,1957
20_64,53.921,905,estimates,1957
20_69,57.304,905,estimates,1957
25_49,33.381,905,estimates,1957
25_64,47.678,905,estimates,1957
25_69,51.061,905,estimates,1957
15plus,69.692,905,estimates,1957
16plus,68.199,905,estimates,1957
17plus,66.766,905,estimates,1957
18plus,65.39,905,estimates,1957
20plus,62.785,905,estimates,1957
21plus,61.526,905,estimates,1957
25plus,56.542,905,estimates,1957
50plus,23.161,905,estimates,1957
60plus,12.895,905,estimates,1957
65plus,8.864,905,estimates,1957
70plus,5.482,905,estimates,1957
75plus,2.959,905,estimates,1957
80plus,1.359,905,estimates,1957
85plus,0.491,905,estimates,1957
90plus,0.136,905,estimates,1957
total,100,905,estimates,1957
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1958
0_1,4.667,905,estimates,1958
0_4,11.337,905,estimates,1958
0_14,30.625,905,estimates,1958
0_17,35.017,905,estimates,1958
0_19,37.668,905,estimates,1958
0_24,43.867,905,estimates,1958
3_4,4.389,905,estimates,1958
3_5,6.548,905,estimates,1958
3_6,8.676,905,estimates,1958
4_5,4.345,905,estimates,1958
4_6,6.472,905,estimates,1958
5_14,19.288,905,estimates,1958
5_10,12.354,905,estimates,1958
5_11,14.216,905,estimates,1958
6_9,8.256,905,estimates,1958
6_10,10.194,905,estimates,1958
6_11,12.057,905,estimates,1958
6_12,13.832,905,estimates,1958
7_10,8.067,905,estimates,1958
7_12,11.705,905,estimates,1958
11_16,9.921,905,estimates,1958
11_17,11.326,905,estimates,1958
11_18,12.676,905,estimates,1958
12_14,5.072,905,estimates,1958
12_16,8.059,905,estimates,1958
12_17,9.464,905,estimates,1958
12_18,10.814,905,estimates,1958
13_17,7.688,905,estimates,1958
13_18,9.038,905,estimates,1958
13_19,10.338,905,estimates,1958
15_17,4.392,905,estimates,1958
18_23,7.619,905,estimates,1958
15_24,13.241,905,estimates,1958
15_49,46.197,905,estimates,1958
15_59,56.478,905,estimates,1958
15_64,60.455,905,estimates,1958
20_64,53.413,905,estimates,1958
20_69,56.783,905,estimates,1958
25_49,32.956,905,estimates,1958
25_64,47.213,905,estimates,1958
25_69,50.583,905,estimates,1958
15plus,69.375,905,estimates,1958
16plus,67.848,905,estimates,1958
17plus,66.387,905,estimates,1958
18plus,64.983,905,estimates,1958
20plus,62.332,905,estimates,1958
21plus,61.07,905,estimates,1958
25plus,56.133,905,estimates,1958
50plus,23.177,905,estimates,1958
60plus,12.897,905,estimates,1958
65plus,8.92,905,estimates,1958
70plus,5.55,905,estimates,1958
75plus,3.024,905,estimates,1958
80plus,1.378,905,estimates,1958
85plus,0.509,905,estimates,1958
90plus,0.135,905,estimates,1958
total,100,905,estimates,1958
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1959
0_1,4.647,905,estimates,1959
0_4,11.317,905,estimates,1959
0_14,30.85,905,estimates,1959
0_17,35.347,905,estimates,1959
0_19,38.05,905,estimates,1959
0_24,44.234,905,estimates,1959
3_4,4.405,905,estimates,1959
3_5,6.556,905,estimates,1959
3_6,8.678,905,estimates,1959
4_5,4.327,905,estimates,1959
4_6,6.449,905,estimates,1959
5_14,19.532,905,estimates,1959
5_10,12.384,905,estimates,1959
5_11,14.294,905,estimates,1959
6_9,8.267,905,estimates,1959
6_10,10.233,905,estimates,1959
6_11,12.143,905,estimates,1959
6_12,13.977,905,estimates,1959
7_10,8.111,905,estimates,1959
7_12,11.855,905,estimates,1959
11_16,10.215,905,estimates,1959
11_17,11.645,905,estimates,1959
11_18,13.022,905,estimates,1959
12_14,5.238,905,estimates,1959
12_16,8.305,905,estimates,1959
12_17,9.735,905,estimates,1959
12_18,11.112,905,estimates,1959
13_17,7.902,905,estimates,1959
13_18,9.279,905,estimates,1959
13_19,10.605,905,estimates,1959
15_17,4.498,905,estimates,1959
18_23,7.669,905,estimates,1959
15_24,13.385,905,estimates,1959
15_49,45.913,905,estimates,1959
15_59,56.228,905,estimates,1959
15_64,60.187,905,estimates,1959
20_64,52.987,905,estimates,1959
20_69,56.349,905,estimates,1959
25_49,32.528,905,estimates,1959
25_64,46.802,905,estimates,1959
25_69,50.165,905,estimates,1959
15plus,69.15,905,estimates,1959
16plus,67.578,905,estimates,1959
17plus,66.083,905,estimates,1959
18plus,64.653,905,estimates,1959
20plus,61.95,905,estimates,1959
21plus,60.672,905,estimates,1959
25plus,55.766,905,estimates,1959
50plus,23.237,905,estimates,1959
60plus,12.922,905,estimates,1959
65plus,8.963,905,estimates,1959
70plus,5.6,905,estimates,1959
75plus,3.079,905,estimates,1959
80plus,1.389,905,estimates,1959
85plus,0.512,905,estimates,1959
90plus,0.13,905,estimates,1959
total,100,905,estimates,1959
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1960
0_1,4.587,905,estimates,1960
0_4,11.221,905,estimates,1960
0_14,30.957,905,estimates,1960
0_17,35.592,905,estimates,1960
0_19,38.345,905,estimates,1960
0_24,44.546,905,estimates,1960
3_4,4.391,905,estimates,1960
3_5,6.541,905,estimates,1960
3_6,8.66,905,estimates,1960
4_5,4.33,905,estimates,1960
4_6,6.449,905,estimates,1960
5_14,19.737,905,estimates,1960
5_10,12.393,905,estimates,1960
5_11,14.33,905,estimates,1960
6_9,8.269,905,estimates,1960
6_10,10.243,905,estimates,1960
6_11,12.18,905,estimates,1960
6_12,14.063,905,estimates,1960
7_10,8.124,905,estimates,1960
7_12,11.945,905,estimates,1960
11_16,10.515,905,estimates,1960
11_17,11.979,905,estimates,1960
11_18,13.38,905,estimates,1960
12_14,5.407,905,estimates,1960
12_16,8.578,905,estimates,1960
12_17,10.042,905,estimates,1960
12_18,11.443,905,estimates,1960
13_17,8.158,905,estimates,1960
13_18,9.56,905,estimates,1960
13_19,10.911,905,estimates,1960
15_17,4.635,905,estimates,1960
18_23,7.748,905,estimates,1960
15_24,13.589,905,estimates,1960
15_49,45.697,905,estimates,1960
15_59,56.062,905,estimates,1960
15_64,60.045,905,estimates,1960
20_64,52.658,905,estimates,1960
20_69,56.015,905,estimates,1960
25_49,32.108,905,estimates,1960
25_64,46.456,905,estimates,1960
25_69,49.814,905,estimates,1960
15plus,69.043,905,estimates,1960
16plus,67.414,905,estimates,1960
17plus,65.872,905,estimates,1960
18plus,64.408,905,estimates,1960
20plus,61.655,905,estimates,1960
21plus,60.352,905,estimates,1960
25plus,55.454,905,estimates,1960
50plus,23.346,905,estimates,1960
60plus,12.98,905,estimates,1960
65plus,8.997,905,estimates,1960
70plus,5.64,905,estimates,1960
75plus,3.121,905,estimates,1960
80plus,1.394,905,estimates,1960
85plus,0.5,905,estimates,1960
90plus,0.119,905,estimates,1960
total,100,905,estimates,1960
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1961
0_1,4.521,905,estimates,1961
0_4,11.16,905,estimates,1961
0_14,31.071,905,estimates,1961
0_17,35.888,905,estimates,1961
0_19,38.716,905,estimates,1961
0_24,44.994,905,estimates,1961
3_4,4.397,905,estimates,1961
3_5,6.552,905,estimates,1961
3_6,8.676,905,estimates,1961
4_5,4.34,905,estimates,1961
4_6,6.463,905,estimates,1961
5_14,19.912,905,estimates,1961
5_10,12.427,905,estimates,1961
5_11,14.372,905,estimates,1961
6_9,8.289,905,estimates,1961
6_10,10.272,905,estimates,1961
6_11,12.217,905,estimates,1961
6_12,14.123,905,estimates,1961
7_10,8.148,905,estimates,1961
7_12,12.0,905,estimates,1961
11_16,10.781,905,estimates,1961
11_17,12.301,905,estimates,1961
11_18,13.746,905,estimates,1961
12_14,5.54,905,estimates,1961
12_16,8.836,905,estimates,1961
12_17,10.357,905,estimates,1961
12_18,11.801,905,estimates,1961
13_17,8.45,905,estimates,1961
13_18,9.895,905,estimates,1961
13_19,11.278,905,estimates,1961
15_17,4.817,905,estimates,1961
18_23,7.909,905,estimates,1961
15_24,13.922,905,estimates,1961
15_49,45.536,905,estimates,1961
15_59,55.861,905,estimates,1961
15_64,59.864,905,estimates,1961
20_64,52.219,905,estimates,1961
20_69,55.551,905,estimates,1961
25_49,31.613,905,estimates,1961
25_64,45.942,905,estimates,1961
25_69,49.274,905,estimates,1961
15plus,68.929,905,estimates,1961
16plus,67.238,905,estimates,1961
17plus,65.633,905,estimates,1961
18plus,64.112,905,estimates,1961
20plus,61.284,905,estimates,1961
21plus,59.948,905,estimates,1961
25plus,55.006,905,estimates,1961
50plus,23.393,905,estimates,1961
60plus,13.068,905,estimates,1961
65plus,9.064,905,estimates,1961
70plus,5.732,905,estimates,1961
75plus,3.198,905,estimates,1961
80plus,1.463,905,estimates,1961
85plus,0.534,905,estimates,1961
90plus,0.135,905,estimates,1961
total,100,905,estimates,1961
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1962
0_1,4.347,905,estimates,1962
0_4,10.971,905,estimates,1962
0_14,31.028,905,estimates,1962
0_17,36.033,905,estimates,1962
0_19,38.961,905,estimates,1962
0_24,45.36,905,estimates,1962
3_4,4.395,905,estimates,1962
3_5,6.556,905,estimates,1962
3_6,8.689,905,estimates,1962
4_5,4.347,905,estimates,1962
4_6,6.48,905,estimates,1962
5_14,20.057,905,estimates,1962
5_10,12.477,905,estimates,1962
5_11,14.433,905,estimates,1962
6_9,8.324,905,estimates,1962
6_10,10.316,905,estimates,1962
6_11,12.272,905,estimates,1962
6_12,14.189,905,estimates,1962
7_10,8.183,905,estimates,1962
7_12,12.057,905,estimates,1962
11_16,11.001,905,estimates,1962
11_17,12.585,905,estimates,1962
11_18,14.087,905,estimates,1962
12_14,5.624,905,estimates,1962
12_16,9.045,905,estimates,1962
12_17,10.629,905,estimates,1962
12_18,12.131,905,estimates,1962
13_17,8.712,905,estimates,1962
13_18,10.213,905,estimates,1962
13_19,11.64,905,estimates,1962
15_17,5.005,905,estimates,1962
18_23,8.125,905,estimates,1962
15_24,14.332,905,estimates,1962
15_49,45.503,905,estimates,1962
15_59,55.802,905,estimates,1962
15_64,59.851,905,estimates,1962
20_64,51.917,905,estimates,1962
20_69,55.218,905,estimates,1962
25_49,31.171,905,estimates,1962
25_64,45.519,905,estimates,1962
25_69,48.819,905,estimates,1962
15plus,68.972,905,estimates,1962
16plus,67.219,905,estimates,1962
17plus,65.551,905,estimates,1962
18plus,63.967,905,estimates,1962
20plus,61.039,905,estimates,1962
21plus,59.671,905,estimates,1962
25plus,54.64,905,estimates,1962
50plus,23.47,905,estimates,1962
60plus,13.171,905,estimates,1962
65plus,9.122,905,estimates,1962
70plus,5.821,905,estimates,1962
75plus,3.26,905,estimates,1962
80plus,1.518,905,estimates,1962
85plus,0.557,905,estimates,1962
90plus,0.149,905,estimates,1962
total,100,905,estimates,1962
"Region, subregion, country or area *",NORTHERN AMERICA,905,estimates,1963
0_1,4.183,905,estimates,1963
0_4,10.686,905,estimates,1963
0_14,30.863,905,estimates,1963
0_17,36.042,905,estimates,1963
0_19,39.09,905,estimates,1963
0_24,45.648,905,estimates,1963
3_4,4.37,905,estimates,1963
3_5,6.532,905,estimates,1963
3_6,8.672,905,estimates,1963
4_5,4.342,905,estimates,1963
4_6,6.481,905,estimates,1963
5_14,20.178,905,estimates,1963
5_10,12.534,905,estimates,1963
5_11,14.5,905,estimates,1963
6_9,8.371,905,estimates,1963
6_10,10.372,905,estimates,1963
6_11,12.338,905,estimates,1963
6_12,14.269,905,estimates,1963
7_10,8.232,905,estimates,1963
7_12,12.129,905,estimates,1963
11_16,11.176,905,estimates,1963
11_17,12.822,905,estimates,1963
11_18,14.387,905,estimates,1963
12_14,5.678,905,estimates,1963
12_16,9.21,905,estimates,1963
12_17,10.856,905,estimates,1963
12_18,12.421,905,estimates,1963
13_17,8.925,905,estimates,1963
13_18,10.49,905,estimates,1963
13_19,11.973,905,estimates,1963
15_17,5.179,905,estimates,1963
18_23,8.384,905,estimates,1963
15_24,14.784,905,estimates,1963
15_49,45.572,905,estimates,1963
15_59,55.857,905,estimates,1963
15_64,59.959,905,estimates,1963
20_64,51.732,905,estimates,1963
20_69,55.009,905,estimates,1963
25_49,30.788,905,estimates,1963
25_64,45.174,905,estimates,1963
25_69,48.451,905,estimates,1963
15plus,69.137,905,estimates,1963
16plus,67.334,905,estimates,1963
17plus,65.604,905,estimates,1963
18plus,63.958,905,estimates,1963
20plus,60.91,905,estimates,1963
21plus,59.499,905,estimates,1963
25plus,54.352,905,estimates,1963
50plus,23.564,905,estimates,1963
60plus,13.279,905,estimates,1963
65plus,9.178,905,estimates,1963
70plus,5.901,905,estimates,1963
75plus,3.312,905,estimates,1963
80plus,1.557,905,estimates,1963
