variant,continent,year,gender,oldagedependencyratio2064
estimates,905,1950,male,13.356
estimates,905,1951,male,13.66
estimates,905,1952,male,13.937
estimates,905,1953,male,14.198
estimates,905,1954,male,14.448
estimates,905,1955,male,14.689
estimates,905,1956,male,14.963
estimates,905,1957,male,15.186
estimates,905,1958,male,15.357
estimates,905,1959,male,15.465
estimates,905,1960,male,15.505
estimates,905,1961,male,15.666
estimates,905,1962,male,15.747
estimates,905,1963,male,15.778
estimates,905,1964,male,15.783
estimates,905,1965,male,15.77
estimates,905,1966,male,15.858
estimates,905,1967,male,15.924
estimates,905,1968,male,15.977
estimates,905,1969,male,16.004
estimates,905,1970,male,15.988
estimates,905,1971,male,16.039
estimates,905,1972,male,16.026
estimates,905,1973,male,15.976
estimates,905,1974,male,15.904
estimates,905,1975,male,15.815
estimates,905,1976,male,15.997
estimates,905,1977,male,16.169
estimates,905,1978,male,16.347
estimates,905,1979,male,16.521
estimates,905,1980,male,16.677
estimates,905,1981,male,16.728
estimates,905,1982,male,16.733
estimates,905,1983,male,16.726
estimates,905,1984,male,16.731
estimates,905,1985,male,16.758
estimates,905,1986,male,16.905
estimates,905,1987,male,17.045
estimates,905,1988,male,17.173
estimates,905,1989,male,17.279
estimates,905,1990,male,17.358
estimates,905,1991,male,17.483
estimates,905,1992,male,17.577
estimates,905,1993,male,17.641
estimates,905,1994,male,17.663
estimates,905,1995,male,17.638
estimates,905,1996,male,17.632
estimates,905,1997,male,17.578
estimates,905,1998,male,17.496
estimates,905,1999,male,17.408
estimates,905,2000,male,17.332
estimates,905,2001,male,17.381
estimates,905,2002,male,17.437
estimates,905,2003,male,17.502
estimates,905,2004,male,17.575
estimates,905,2005,male,17.658
estimates,905,2006,male,17.847
estimates,905,2007,male,18.043
estimates,905,2008,male,18.273
estimates,905,2009,male,18.574
estimates,905,2010,male,18.966
estimates,905,2011,male,19.463
estimates,905,2012,male,20.02
estimates,905,2013,male,20.629
estimates,905,2014,male,21.27
estimates,905,2015,male,21.935
medium_variant,905,2015,male,21.935
medium_variant,905,2016,male,22.658
medium_variant,905,2017,male,23.391
medium_variant,905,2018,male,24.144
medium_variant,905,2019,male,24.93
medium_variant,905,2020,male,25.755
medium_variant,905,2021,male,26.633
medium_variant,905,2022,male,27.527
medium_variant,905,2023,male,28.428
medium_variant,905,2024,male,29.326
medium_variant,905,2025,male,30.213
medium_variant,905,2026,male,31.072
medium_variant,905,2027,male,31.899
medium_variant,905,2028,male,32.686
medium_variant,905,2029,male,33.42
medium_variant,905,2030,male,34.096
medium_variant,905,2031,male,34.678
medium_variant,905,2032,male,35.187
medium_variant,905,2033,male,35.63
medium_variant,905,2034,male,36.017
medium_variant,905,2035,male,36.358
medium_variant,905,2036,male,36.605
medium_variant,905,2037,male,36.794
medium_variant,905,2038,male,36.942
medium_variant,905,2039,male,37.067
medium_variant,905,2040,male,37.189
medium_variant,905,2041,male,37.259
medium_variant,905,2042,male,37.309
medium_variant,905,2043,male,37.356
medium_variant,905,2044,male,37.425
medium_variant,905,2045,male,37.541
medium_variant,905,2046,male,37.653
medium_variant,905,2047,male,37.787
medium_variant,905,2048,male,37.954
medium_variant,905,2049,male,38.167
medium_variant,905,2050,male,38.438
medium_variant,905,2051,male,38.709
medium_variant,905,2052,male,39.001
medium_variant,905,2053,male,39.328
medium_variant,905,2054,male,39.71
medium_variant,905,2055,male,40.165
medium_variant,905,2056,male,40.627
medium_variant,905,2057,male,41.121
medium_variant,905,2058,male,41.638
medium_variant,905,2059,male,42.158
medium_variant,905,2060,male,42.675
medium_variant,905,2061,male,43.085
medium_variant,905,2062,male,43.451
medium_variant,905,2063,male,43.801
medium_variant,905,2064,male,44.168
medium_variant,905,2065,male,44.576
medium_variant,905,2066,male,44.87
medium_variant,905,2067,male,45.16
medium_variant,905,2068,male,45.467
medium_variant,905,2069,male,45.814
medium_variant,905,2070,male,46.222
medium_variant,905,2071,male,46.498
medium_variant,905,2072,male,46.801
medium_variant,905,2073,male,47.125
medium_variant,905,2074,male,47.456
medium_variant,905,2075,male,47.791
medium_variant,905,2076,male,47.922
medium_variant,905,2077,male,48.017
medium_variant,905,2078,male,48.111
medium_variant,905,2079,male,48.252
medium_variant,905,2080,male,48.483
medium_variant,905,2081,male,48.566
medium_variant,905,2082,male,48.682
medium_variant,905,2083,male,48.848
medium_variant,905,2084,male,49.078
medium_variant,905,2085,male,49.393
medium_variant,905,2086,male,49.552
medium_variant,905,2087,male,49.735
medium_variant,905,2088,male,49.957
medium_variant,905,2089,male,50.242
medium_variant,905,2090,male,50.615
medium_variant,905,2091,male,50.808
medium_variant,905,2092,male,51.017
medium_variant,905,2093,male,51.27
medium_variant,905,2094,male,51.592
medium_variant,905,2095,male,52.004
medium_variant,905,2096,male,52.186
medium_variant,905,2097,male,52.39
medium_variant,905,2098,male,52.636
medium_variant,905,2099,male,52.943
medium_variant,905,2100,male,53.337
estimates,905,1950,female,14.969
estimates,905,1951,female,15.358
estimates,905,1952,female,15.731
estimates,905,1953,female,16.107
estimates,905,1954,female,16.498
estimates,905,1955,female,16.911
estimates,905,1956,female,17.298
estimates,905,1957,female,17.666
estimates,905,1958,female,18.014
estimates,905,1959,female,18.336
estimates,905,1960,female,18.632
estimates,905,1961,female,19.014
estimates,905,1962,female,19.354
estimates,905,1963,female,19.664
estimates,905,1964,female,19.957
estimates,905,1965,female,20.239
estimates,905,1966,female,20.531
estimates,905,1967,female,20.812
estimates,905,1968,female,21.089
estimates,905,1969,female,21.356
estimates,905,1970,female,21.605
estimates,905,1971,female,21.826
estimates,905,1972,female,22.033
estimates,905,1973,female,22.245
estimates,905,1974,female,22.457
estimates,905,1975,female,22.65
estimates,905,1976,female,22.79
estimates,905,1977,female,22.906
estimates,905,1978,female,23.02
estimates,905,1979,female,23.149
estimates,905,1980,female,23.297
estimates,905,1981,female,23.41
estimates,905,1982,female,23.513
estimates,905,1983,female,23.636
estimates,905,1984,female,23.801
estimates,905,1985,female,24.013
estimates,905,1986,female,24.199
estimates,905,1987,female,24.406
estimates,905,1988,female,24.631
estimates,905,1989,female,24.855
estimates,905,1990,female,25.065
estimates,905,1991,female,25.164
estimates,905,1992,female,25.23
estimates,905,1993,female,25.266
