variant,continent,year,gender,oldagedependencyratio2064
estimates,903,1950,male,6.494
estimates,903,1951,male,6.494
estimates,903,1952,male,6.459
estimates,903,1953,male,6.396
estimates,903,1954,male,6.308
estimates,903,1955,male,6.201
estimates,903,1956,male,6.253
estimates,903,1957,male,6.279
estimates,903,1958,male,6.28
estimates,903,1959,male,6.26
estimates,903,1960,male,6.221
estimates,903,1961,male,6.306
estimates,903,1962,male,6.366
estimates,903,1963,male,6.402
estimates,903,1964,male,6.415
estimates,903,1965,male,6.407
estimates,903,1966,male,6.494
estimates,903,1967,male,6.553
estimates,903,1968,male,6.587
estimates,903,1969,male,6.6
estimates,903,1970,male,6.594
estimates,903,1971,male,6.674
estimates,903,1972,male,6.727
estimates,903,1973,male,6.755
estimates,903,1974,male,6.757
estimates,903,1975,male,6.738
estimates,903,1976,male,6.794
estimates,903,1977,male,6.824
estimates,903,1978,male,6.835
estimates,903,1979,male,6.831
estimates,903,1980,male,6.815
estimates,903,1981,male,6.862
estimates,903,1982,male,6.887
estimates,903,1983,male,6.893
estimates,903,1984,male,6.885
estimates,903,1985,male,6.864
estimates,903,1986,male,6.925
estimates,903,1987,male,6.967
estimates,903,1988,male,6.994
estimates,903,1989,male,7.007
estimates,903,1990,male,7.011
estimates,903,1991,male,7.07
estimates,903,1992,male,7.108
estimates,903,1993,male,7.13
estimates,903,1994,male,7.137
estimates,903,1995,male,7.133
estimates,903,1996,male,7.176
estimates,903,1997,male,7.198
estimates,903,1998,male,7.199
estimates,903,1999,male,7.178
estimates,903,2000,male,7.134
estimates,903,2001,male,7.142
estimates,903,2002,male,7.126
estimates,903,2003,male,7.09
estimates,903,2004,male,7.041
estimates,903,2005,male,6.982
estimates,903,2006,male,6.985
estimates,903,2007,male,6.973
estimates,903,2008,male,6.952
estimates,903,2009,male,6.926
estimates,903,2010,male,6.9
estimates,903,2011,male,6.915
estimates,903,2012,male,6.924
estimates,903,2013,male,6.928
estimates,903,2014,male,6.933
estimates,903,2015,male,6.94
medium_variant,903,2015,male,6.94
medium_variant,903,2016,male,6.991
medium_variant,903,2017,male,7.036
medium_variant,903,2018,male,7.078
medium_variant,903,2019,male,7.114
medium_variant,903,2020,male,7.147
medium_variant,903,2021,male,7.22
medium_variant,903,2022,male,7.281
