continent,variant,gender,freq,year,mortality15to60per1000aliveat15
905,estimates,female,5yearly,1950,148.472837942926
905,estimates,male,5yearly,1950,242.085825274441
905,estimates,female,5yearly,1955,132.527714558841
905,estimates,male,5yearly,1955,230.526067490401
905,estimates,female,5yearly,1960,127.47689067447
905,estimates,male,5yearly,1960,228.313444527872
905,estimates,female,5yearly,1965,126.520805019341
905,estimates,male,5yearly,1965,233.372523048236
905,estimates,female,5yearly,1970,120.291408155237
905,estimates,male,5yearly,1970,223.902615201543
905,estimates,female,5yearly,1975,105.545955948489
905,estimates,male,5yearly,1975,199.675450609408
905,estimates,female,5yearly,1980,96.5085468761511
905,estimates,male,5yearly,1980,180.068090912744
905,estimates,female,5yearly,1985,91.91157149656
905,estimates,male,5yearly,1985,171.844666939342
905,estimates,female,5yearly,1990,87.7946477761649
905,estimates,male,5yearly,1990,164.547245362124
905,estimates,female,5yearly,1995,83.1052708473754
905,estimates,male,5yearly,1995,145.997051326902
905,estimates,female,5yearly,2000,80.8288995284332
905,estimates,male,5yearly,2000,138.510783854439
905,estimates,female,5yearly,2005,77.4389085772827
905,estimates,male,5yearly,2005,132.902183604928
905,estimates,female,5yearly,2010,75.679958471505
905,estimates,male,5yearly,2010,126.536844962647
905,medium_variant,female,5yearly,2015,71.671578460349
905,medium_variant,male,5yearly,2015,118.69336613287
905,medium_variant,female,5yearly,2020,67.8232769880451
905,medium_variant,male,5yearly,2020,110.911332151747
905,medium_variant,female,5yearly,2025,63.9855190130522
905,medium_variant,male,5yearly,2025,103.466873046962
905,medium_variant,female,5yearly,2030,60.3692027063366
905,medium_variant,male,5yearly,2030,95.9010421492429
905,medium_variant,female,5yearly,2035,56.8102783969193
905,medium_variant,male,5yearly,2035,88.4484020917958
905,medium_variant,female,5yearly,2040,53.3034406643403
905,medium_variant,male,5yearly,2040,81.5556928617235
905,medium_variant,female,5yearly,2045,49.9782825211202
905,medium_variant,male,5yearly,2045,75.2686080820663
905,medium_variant,female,5yearly,2050,46.7463250317258
905,medium_variant,male,5yearly,2050,69.9278559861033
905,medium_variant,female,5yearly,2055,43.6291124859385
905,medium_variant,male,5yearly,2055,65.0715591176196
905,medium_variant,female,5yearly,2060,40.5352065207515
905,medium_variant,male,5yearly,2060,60.9769946129793
905,medium_variant,female,5yearly,2065,37.5290508285191
905,medium_variant,male,5yearly,2065,56.8739452536103
905,medium_variant,female,5yearly,2070,34.757559890597
905,medium_variant,male,5yearly,2070,53.3362444757844
905,medium_variant,female,5yearly,2075,32.0089868450701
905,medium_variant,male,5yearly,2075,49.7284315815957
905,medium_variant,female,5yearly,2080,29.3509916618646
905,medium_variant,male,5yearly,2080,46.2793896571305
905,medium_variant,female,5yearly,2085,26.7940736449862
905,medium_variant,male,5yearly,2085,43.1072941096811
905,medium_variant,female,5yearly,2090,24.2769022310012
905,medium_variant,male,5yearly,2090,39.699507613131
905,medium_variant,female,5yearly,2095,22.0071944942645
905,medium_variant,male,5yearly,2095,36.7228931776247
905,estimates,female,5yearly,Regi,NORTHERN AMERICA
905,estimates,male,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,female,5yearly,Regi,NORTHERN AMERICA
905,medium_variant,male,5yearly,Regi,NORTHERN AMERICA
