continent,variant,gender,freq,year,mortality15to60per1000aliveat15
909,estimates,female,5yearly,1950,207.206392336371
909,estimates,male,5yearly,1950,289.883247956511
909,estimates,female,5yearly,1955,188.33827194916
909,estimates,male,5yearly,1955,269.29424340253
909,estimates,female,5yearly,1960,178.336191108845
909,estimates,male,5yearly,1960,263.960177444277
909,estimates,female,5yearly,1965,168.087667508069
909,estimates,male,5yearly,1965,257.560851271888
909,estimates,female,5yearly,1970,153.960231948635
909,estimates,male,5yearly,1970,239.452306435676
909,estimates,female,5yearly,1975,135.905975528067
909,estimates,male,5yearly,1975,215.014138289513
909,estimates,female,5yearly,1980,116.698648776218
909,estimates,male,5yearly,1980,191.911448344667
909,estimates,female,5yearly,1985,111.38856472361
909,estimates,male,5yearly,1985,176.457805856783
909,estimates,female,5yearly,1990,100.034998941732
909,estimates,male,5yearly,1990,157.322423138279
909,estimates,female,5yearly,1995,93.5428673301389
909,estimates,male,5yearly,1995,143.24296329812
909,estimates,female,5yearly,2000,85.1607334079509
909,estimates,male,5yearly,2000,127.956918666195
909,estimates,female,5yearly,2005,78.6631250103914
909,estimates,male,5yearly,2005,119.024909812544
909,estimates,female,5yearly,2010,75.9033809429197
909,estimates,male,5yearly,2010,113.748743762889
909,medium_variant,female,5yearly,2015,69.8744849697552
909,medium_variant,male,5yearly,2015,104.916890116885
909,medium_variant,female,5yearly,2020,66.8454859362295
909,medium_variant,male,5yearly,2020,100.206280856452
909,medium_variant,female,5yearly,2025,64.2425593256947
909,medium_variant,male,5yearly,2025,96.9003122532989
909,medium_variant,female,5yearly,2030,61.6957083335782
909,medium_variant,male,5yearly,2030,94.480209956655
909,medium_variant,female,5yearly,2035,58.9319904713189
909,medium_variant,male,5yearly,2035,91.758786322093
909,medium_variant,female,5yearly,2040,55.8193731147025
909,medium_variant,male,5yearly,2040,88.3993304821455
909,medium_variant,female,5yearly,2045,53.6263405940234
909,medium_variant,male,5yearly,2045,86.7469988996697
909,medium_variant,female,5yearly,2050,51.6924347790015
909,medium_variant,male,5yearly,2050,85.9393332265904
909,medium_variant,female,5yearly,2055,49.3253454079385
909,medium_variant,male,5yearly,2055,84.1607684453649
909,medium_variant,female,5yearly,2060,46.1663155946378
909,medium_variant,male,5yearly,2060,80.6448866564665
909,medium_variant,female,5yearly,2065,43.5679521394522
909,medium_variant,male,5yearly,2065,77.2927440657425
909,medium_variant,female,5yearly,2070,41.364480680964
909,medium_variant,male,5yearly,2070,74.452311782185
909,medium_variant,female,5yearly,2075,39.2501503876543
909,medium_variant,male,5yearly,2075,71.5893587629637
909,medium_variant,female,5yearly,2080,37.1162516819059
909,medium_variant,male,5yearly,2080,68.7191960353285
909,medium_variant,female,5yearly,2085,35.0402938065832
909,medium_variant,male,5yearly,2085,65.4351178694212
909,medium_variant,female,5yearly,2090,32.9606262339372
909,medium_variant,male,5yearly,2090,61.9927265553462
909,medium_variant,female,5yearly,2095,30.8474649406081
909,medium_variant,male,5yearly,2095,58.2007193685207
909,estimates,female,5yearly,Regi,OCEANIA
909,estimates,male,5yearly,Regi,OCEANIA
909,medium_variant,female,5yearly,Regi,OCEANIA
909,medium_variant,male,5yearly,Regi,OCEANIA
