continent,variant,gender,freq,year,mortality15to60per1000aliveat15
908,estimates,female,5yearly,1950,155.48901720855
908,estimates,male,5yearly,1950,243.507955608108
908,estimates,female,5yearly,1955,130.339055445914
908,estimates,male,5yearly,1955,221.567282059677
908,estimates,female,5yearly,1960,115.71160481138
908,estimates,male,5yearly,1960,209.568996626122
908,estimates,female,5yearly,1965,110.26969764387
908,estimates,male,5yearly,1965,212.898155776067
908,estimates,female,5yearly,1970,106.884000699679
908,estimates,male,5yearly,1970,218.58860637292
908,estimates,female,5yearly,1975,104.713135256923
908,estimates,male,5yearly,1975,227.775746968293
908,estimates,female,5yearly,1980,101.043151141812
908,estimates,male,5yearly,1980,230.2299444155
908,estimates,female,5yearly,1985,91.8274049999328
908,estimates,male,5yearly,1985,207.575310749895
908,estimates,female,5yearly,1990,95.2771302261515
908,estimates,male,5yearly,1990,230.737962607203
908,estimates,female,5yearly,1995,94.5823968604928
908,estimates,male,5yearly,1995,230.123548058088
908,estimates,female,5yearly,2000,93.4167056440874
908,estimates,male,5yearly,2000,229.616105986478
908,estimates,female,5yearly,2005,87.3543701078824
908,estimates,male,5yearly,2005,211.680765613979
908,estimates,female,5yearly,2010,74.4134037586827
908,estimates,male,5yearly,2010,172.3158192575
908,medium_variant,female,5yearly,2015,67.6895434760579
908,medium_variant,male,5yearly,2015,158.172599238949
908,medium_variant,female,5yearly,2020,62.2015268385039
908,medium_variant,male,5yearly,2020,144.768002450352
908,medium_variant,female,5yearly,2025,57.9443392548639
908,medium_variant,male,5yearly,2025,134.521863660464
908,medium_variant,female,5yearly,2030,54.4688025220971
908,medium_variant,male,5yearly,2030,126.233908681897
908,medium_variant,female,5yearly,2035,50.6318124330588
908,medium_variant,male,5yearly,2035,116.587513812682
908,medium_variant,female,5yearly,2040,46.6509990850232
908,medium_variant,male,5yearly,2040,107.049699225251
908,medium_variant,female,5yearly,2045,42.7395063123861
908,medium_variant,male,5yearly,2045,96.49343071659
908,medium_variant,female,5yearly,2050,38.8631390625537
908,medium_variant,male,5yearly,2050,86.347088497857
908,medium_variant,female,5yearly,2055,35.9329655353097
908,medium_variant,male,5yearly,2055,79.4796536875279
908,medium_variant,female,5yearly,2060,33.5234702264751
908,medium_variant,male,5yearly,2060,73.9843991754838
908,medium_variant,female,5yearly,2065,31.0188017012647
908,medium_variant,male,5yearly,2065,67.974319699758
908,medium_variant,female,5yearly,2070,28.358554602272
908,medium_variant,male,5yearly,2070,61.584003611739
908,medium_variant,female,5yearly,2075,25.7265563774832
908,medium_variant,male,5yearly,2075,55.2229757372769
908,medium_variant,female,5yearly,2080,23.5555053765409
908,medium_variant,male,5yearly,2080,49.7931932294621
908,medium_variant,female,5yearly,2085,21.5576775656356
908,medium_variant,male,5yearly,2085,45.1084717721006
908,medium_variant,female,5yearly,2090,19.6496865690363
908,medium_variant,male,5yearly,2090,41.0962516528306
908,medium_variant,female,5yearly,2095,17.8262428955454
908,medium_variant,male,5yearly,2095,37.6262734165458
