variant,continent,year,potentialsupport2069_65
estimates,935,1950,23.17
estimates,935,1951,22.888
estimates,935,1952,22.837
estimates,935,1953,23.011
estimates,935,1954,23.402
estimates,935,1955,24.021
estimates,935,1956,23.718
estimates,935,1957,23.637
estimates,935,1958,23.784
estimates,935,1959,24.183
estimates,935,1960,24.859
estimates,935,1961,24.411
estimates,935,1962,24.207
estimates,935,1963,24.226
estimates,935,1964,24.45
estimates,935,1965,24.876
estimates,935,1966,24.215
estimates,935,1967,23.707
estimates,935,1968,23.338
estimates,935,1969,23.102
estimates,935,1970,22.99
estimates,935,1971,22.476
estimates,935,1972,22.121
estimates,935,1973,21.887
estimates,935,1974,21.736
estimates,935,1975,21.642
estimates,935,1976,21.175
estimates,935,1977,20.807
estimates,935,1978,20.526
estimates,935,1979,20.326
estimates,935,1980,20.201
estimates,935,1981,19.815
estimates,935,1982,19.531
estimates,935,1983,19.335
estimates,935,1984,19.22
estimates,935,1985,19.173
estimates,935,1986,18.919
estimates,935,1987,18.752
estimates,935,1988,18.654
estimates,935,1989,18.61
estimates,935,1990,18.607
estimates,935,1991,18.38
estimates,935,1992,18.218
estimates,935,1993,18.093
estimates,935,1994,17.975
estimates,935,1995,17.846
estimates,935,1996,17.501
estimates,935,1997,17.187
estimates,935,1998,16.903
estimates,935,1999,16.645
estimates,935,2000,16.409
estimates,935,2001,16.02
estimates,935,2002,15.683
estimates,935,2003,15.392
estimates,935,2004,15.15
estimates,935,2005,14.956
estimates,935,2006,14.687
estimates,935,2007,14.469
estimates,935,2008,14.294
estimates,935,2009,14.157
estimates,935,2010,14.051
estimates,935,2011,13.88
estimates,935,2012,13.742
estimates,935,2013,13.618
estimates,935,2014,13.488
estimates,935,2015,13.341
medium_variant,935,2015,13.341
medium_variant,935,2016,13.082
medium_variant,935,2017,12.831
medium_variant,935,2018,12.567
medium_variant,935,2019,12.265
medium_variant,935,2020,11.918
medium_variant,935,2021,11.472
medium_variant,935,2022,11.022
medium_variant,935,2023,10.592
medium_variant,935,2024,10.211
medium_variant,935,2025,9.884
medium_variant,935,2026,9.558
medium_variant,935,2027,9.277
medium_variant,935,2028,9.023
medium_variant,935,2029,8.775
medium_variant,935,2030,8.525
medium_variant,935,2031,8.254
medium_variant,935,2032,7.995
medium_variant,935,2033,7.745
medium_variant,935,2034,7.498
medium_variant,935,2035,7.252
medium_variant,935,2036,6.995
medium_variant,935,2037,6.749
medium_variant,935,2038,6.518
medium_variant,935,2039,6.303
medium_variant,935,2040,6.105
medium_variant,935,2041,5.915
medium_variant,935,2042,5.741
medium_variant,935,2043,5.583
medium_variant,935,2044,5.445
medium_variant,935,2045,5.328
medium_variant,935,2046,5.221
medium_variant,935,2047,5.131
medium_variant,935,2048,5.051
medium_variant,935,2049,4.974
medium_variant,935,2050,4.894
medium_variant,935,2051,4.807
medium_variant,935,2052,4.723
medium_variant,935,2053,4.637
medium_variant,935,2054,4.545
medium_variant,935,2055,4.444
medium_variant,935,2056,4.335
