variant,continent,year,potentialsupport2069_65
estimates,905,1950,12.742
estimates,905,1951,12.284
estimates,905,1952,11.872
estimates,905,1953,11.524
estimates,905,1954,11.242
estimates,905,1955,11.009
estimates,905,1956,10.672
estimates,905,1957,10.395
estimates,905,1958,10.181
estimates,905,1959,10.022
estimates,905,1960,9.903
estimates,905,1961,9.666
estimates,905,1962,9.469
estimates,905,1963,9.311
estimates,905,1964,9.194
estimates,905,1965,9.114
estimates,905,1966,8.987
estimates,905,1967,8.9
estimates,905,1968,8.853
estimates,905,1969,8.846
estimates,905,1970,8.871
estimates,905,1971,8.813
estimates,905,1972,8.808
estimates,905,1973,8.839
estimates,905,1974,8.878
estimates,905,1975,8.902
estimates,905,1976,8.765
estimates,905,1977,8.624
estimates,905,1978,8.498
estimates,905,1979,8.396
estimates,905,1980,8.308
estimates,905,1981,8.19
estimates,905,1982,8.091
estimates,905,1983,8.011
estimates,905,1984,7.946
estimates,905,1985,7.889
estimates,905,1986,7.792
estimates,905,1987,7.707
estimates,905,1988,7.635
estimates,905,1989,7.569
estimates,905,1990,7.503
estimates,905,1991,7.405
estimates,905,1992,7.314
estimates,905,1993,7.235
estimates,905,1994,7.175
estimates,905,1995,7.133
estimates,905,1996,7.076
estimates,905,1997,7.035
estimates,905,1998,7.012
estimates,905,1999,7.011
estimates,905,2000,7.03
estimates,905,2001,7.043
estimates,905,2002,7.071
estimates,905,2003,7.11
estimates,905,2004,7.154
estimates,905,2005,7.197
estimates,905,2006,7.185
estimates,905,2007,7.169
estimates,905,2008,7.147
estimates,905,2009,7.117
estimates,905,2010,7.076
estimates,905,2011,7.008
estimates,905,2012,6.933
estimates,905,2013,6.841
estimates,905,2014,6.722
estimates,905,2015,6.572
medium_variant,905,2015,6.572
medium_variant,905,2016,6.392
medium_variant,905,2017,6.19
medium_variant,905,2018,5.979
medium_variant,905,2019,5.775
medium_variant,905,2020,5.583
medium_variant,905,2021,5.405
medium_variant,905,2022,5.237
medium_variant,905,2023,5.075
medium_variant,905,2024,4.914
medium_variant,905,2025,4.753
medium_variant,905,2026,4.603
medium_variant,905,2027,4.455
medium_variant,905,2028,4.313
medium_variant,905,2029,4.177
medium_variant,905,2030,4.048
medium_variant,905,2031,3.938
medium_variant,905,2032,3.833
medium_variant,905,2033,3.737
medium_variant,905,2034,3.654
medium_variant,905,2035,3.588
medium_variant,905,2036,3.548
medium_variant,905,2037,3.521
medium_variant,905,2038,3.501
medium_variant,905,2039,3.484
medium_variant,905,2040,3.464
medium_variant,905,2041,3.455
medium_variant,905,2042,3.442
medium_variant,905,2043,3.428
medium_variant,905,2044,3.419
medium_variant,905,2045,3.415
medium_variant,905,2046,3.425
medium_variant,905,2047,3.438
medium_variant,905,2048,3.45
medium_variant,905,2049,3.454
medium_variant,905,2050,3.449
medium_variant,905,2051,3.445
medium_variant,905,2052,3.428
medium_variant,905,2053,3.404
medium_variant,905,2054,3.377
medium_variant,905,2055,3.353
medium_variant,905,2056,3.338
medium_variant,905,2057,3.321
medium_variant,905,2058,3.301
medium_variant,905,2059,3.275
medium_variant,905,2060,3.242
medium_variant,905,2061,3.211
medium_variant,905,2062,3.173
medium_variant,905,2063,3.13
medium_variant,905,2064,3.088
medium_variant,905,2065,3.052
medium_variant,905,2066,3.035
medium_variant,905,2067,3.02
medium_variant,905,2068,3.006
medium_variant,905,2069,2.992
medium_variant,905,2070,2.974
medium_variant,905,2071,2.968
medium_variant,905,2072,2.958
medium_variant,905,2073,2.943
medium_variant,905,2074,2.924
medium_variant,905,2075,2.902
medium_variant,905,2076,2.893
medium_variant,905,2077,2.878
medium_variant,905,2078,2.86
medium_variant,905,2079,2.842
medium_variant,905,2080,2.825
medium_variant,905,2081,2.822
medium_variant,905,2082,2.818
medium_variant,905,2083,2.811
medium_variant,905,2084,2.798
medium_variant,905,2085,2.782
medium_variant,905,2086,2.778
medium_variant,905,2087,2.766
medium_variant,905,2088,2.751
medium_variant,905,2089,2.733
medium_variant,905,2090,2.713
medium_variant,905,2091,2.704
medium_variant,905,2092,2.692
medium_variant,905,2093,2.676
medium_variant,905,2094,2.655
medium_variant,905,2095,2.632
medium_variant,905,2096,2.623
medium_variant,905,2097,2.61
medium_variant,905,2098,2.594
medium_variant,905,2099,2.575
medium_variant,905,2100,2.555
high_variant,905,2015,6.57201767989961
low_variant,905,2015,6.57201767989961
constant_fertility,905,2015,6.57201767989961
instant_replacement,905,2015,6.57201767989961
zero_migration,905,2015,6.57201767989961
constant_mortality,905,2015,6.57201767989961
no_change,905,2015,6.57201767989961
high_variant,905,2020,5.583225304522
low_variant,905,2020,5.583225304522
constant_fertility,905,2020,5.583225304522
instant_replacement,905,2020,5.583225304522
zero_migration,905,2020,5.50249515366762
constant_mortality,905,2020,5.63833543556053
no_change,905,2020,5.63833543556053
high_variant,905,2025,4.75340754335597
low_variant,905,2025,4.75340754335597
constant_fertility,905,2025,4.75340754335597
instant_replacement,905,2025,4.75340754335597
zero_migration,905,2025,4.6084175231579
constant_mortality,905,2025,4.87175582639639
no_change,905,2025,4.87175582639639
high_variant,905,2030,4.04838939511712
low_variant,905,2030,4.04838939511712
constant_fertility,905,2030,4.04838939511712
instant_replacement,905,2030,4.04838939511712
zero_migration,905,2030,3.85307552131101
constant_mortality,905,2030,4.22802654009271
no_change,905,2030,4.22802654009271
high_variant,905,2035,3.5881310558934
low_variant,905,2035,3.5881310558934
constant_fertility,905,2035,3.5881310558934
instant_replacement,905,2035,3.5881310558934
zero_migration,905,2035,3.34834603666946
constant_mortality,905,2035,3.8359412799435
no_change,905,2035,3.8359412799435
high_variant,905,2040,3.50614790766277
low_variant,905,2040,3.42214502277239
constant_fertility,905,2040,3.4632753510723
instant_replacement,905,2040,3.49988910519495
zero_migration,905,2040,3.17237466472788
constant_mortality,905,2040,3.81596077359656
no_change,905,2040,3.81499396854417
high_variant,905,2045,3.52185375531041
low_variant,905,2045,3.30778685833845
constant_fertility,905,2045,3.40982687366398
instant_replacement,905,2045,3.48361072733888
zero_migration,905,2045,3.06985309868527
constant_mortality,905,2045,3.88558670412111
no_change,905,2045,3.87985173519302
high_variant,905,2050,3.63659270315016
low_variant,905,2050,3.26095262655264
constant_fertility,905,2050,3.43907935807978
instant_replacement,905,2050,3.54900685379257
zero_migration,905,2050,3.04952054145366
constant_mortality,905,2050,4.05388287993274
no_change,905,2050,4.04237133340118
high_variant,905,2055,3.61262415786773
low_variant,905,2055,3.09361330346356
constant_fertility,905,2055,3.33900343610451
instant_replacement,905,2055,3.47947642219397
zero_migration,905,2055,2.91922608842681
constant_mortality,905,2055,4.04385007259592
no_change,905,2055,4.02676056489599
high_variant,905,2060,3.5697079669617
low_variant,905,2060,2.91579418904137
constant_fertility,905,2060,3.22314521395365
instant_replacement,905,2060,3.39278816521582
zero_migration,905,2060,2.79194668145428
constant_mortality,905,2060,3.99955064189999
no_change,905,2060,3.97616317883257
high_variant,905,2065,3.44502125610576
low_variant,905,2065,2.66644760318481
constant_fertility,905,2065,3.02884474039088
instant_replacement,905,2065,3.22689425197636
zero_migration,905,2065,2.60766169313559
constant_mortality,905,2065,3.84440631732804
no_change,905,2065,3.81487747777386
high_variant,905,2070,3.45531227934117
low_variant,905,2070,2.51421164694694
constant_fertility,905,2070,2.94511388098043
instant_replacement,905,2070,3.18352856794364
zero_migration,905,2070,2.54558097676831
constant_mortality,905,2070,3.84725972016325
no_change,905,2070,3.8089289215831
high_variant,905,2075,3.48631930964933
low_variant,905,2075,2.35899089495473
constant_fertility,905,2075,2.8645742632772
instant_replacement,905,2075,3.14920496919983
zero_migration,905,2075,2.49918514845414
constant_mortality,905,2075,3.85838928110414
no_change,905,2075,3.80839115640741
high_variant,905,2080,3.52072698205318
