variant,continent,year,potentialsupport2069_65
estimates,909,1950,13.264
estimates,909,1951,13.011
estimates,909,1952,12.812
estimates,909,1953,12.662
estimates,909,1954,12.553
estimates,909,1955,12.48
estimates,909,1956,12.198
estimates,909,1957,11.973
estimates,909,1958,11.804
estimates,909,1959,11.696
estimates,909,1960,11.647
estimates,909,1961,11.502
estimates,909,1962,11.425
estimates,909,1963,11.407
estimates,909,1964,11.437
estimates,909,1965,11.508
estimates,909,1966,11.536
estimates,909,1967,11.624
estimates,909,1968,11.762
estimates,909,1969,11.937
estimates,909,1970,12.135
estimates,909,1971,12.044
estimates,909,1972,11.977
estimates,909,1973,11.924
estimates,909,1974,11.88
estimates,909,1975,11.846
estimates,909,1976,11.663
estimates,909,1977,11.514
estimates,909,1978,11.387
estimates,909,1979,11.266
estimates,909,1980,11.145
estimates,909,1981,10.943
estimates,909,1982,10.754
estimates,909,1983,10.585
estimates,909,1984,10.449
estimates,909,1985,10.349
estimates,909,1986,10.244
estimates,909,1987,10.172
estimates,909,1988,10.114
estimates,909,1989,10.047
estimates,909,1990,9.963
estimates,909,1991,9.8
estimates,909,1992,9.641
estimates,909,1993,9.488
estimates,909,1994,9.346
estimates,909,1995,9.218
estimates,909,1996,9.071
estimates,909,1997,8.934
estimates,909,1998,8.808
estimates,909,1999,8.705
estimates,909,2000,8.627
estimates,909,2001,8.565
estimates,909,2002,8.532
estimates,909,2003,8.516
estimates,909,2004,8.501
estimates,909,2005,8.478
estimates,909,2006,8.449
estimates,909,2007,8.412
estimates,909,2008,8.37
estimates,909,2009,8.328
estimates,909,2010,8.28
estimates,909,2011,8.209
estimates,909,2012,8.138
estimates,909,2013,8.052
estimates,909,2014,7.934
estimates,909,2015,7.78
medium_variant,909,2015,7.78
medium_variant,909,2016,7.584
medium_variant,909,2017,7.364
medium_variant,909,2018,7.138
medium_variant,909,2019,6.93
medium_variant,909,2020,6.747
medium_variant,909,2021,6.582
medium_variant,909,2022,6.433
medium_variant,909,2023,6.293
medium_variant,909,2024,6.157
medium_variant,909,2025,6.02
medium_variant,909,2026,5.894
medium_variant,909,2027,5.77
medium_variant,909,2028,5.648
medium_variant,909,2029,5.525
medium_variant,909,2030,5.401
medium_variant,909,2031,5.292
medium_variant,909,2032,5.179
medium_variant,909,2033,5.072
medium_variant,909,2034,4.977
medium_variant,909,2035,4.898
medium_variant,909,2036,4.848
medium_variant,909,2037,4.811
medium_variant,909,2038,4.779
medium_variant,909,2039,4.738
medium_variant,909,2040,4.686
medium_variant,909,2041,4.64
medium_variant,909,2042,4.58
medium_variant,909,2043,4.517
medium_variant,909,2044,4.465
medium_variant,909,2045,4.428
medium_variant,909,2046,4.415
medium_variant,909,2047,4.413
medium_variant,909,2048,4.414
medium_variant,909,2049,4.405
medium_variant,909,2050,4.383
medium_variant,909,2051,4.362
medium_variant,909,2052,4.327
medium_variant,909,2053,4.282
medium_variant,909,2054,4.233
medium_variant,909,2055,4.186
medium_variant,909,2056,4.15
medium_variant,909,2057,4.11
medium_variant,909,2058,4.069
medium_variant,909,2059,4.028
medium_variant,909,2060,3.984
medium_variant,909,2061,3.95
medium_variant,909,2062,3.915
medium_variant,909,2063,3.877
medium_variant,909,2064,3.838
medium_variant,909,2065,3.8
medium_variant,909,2066,3.777
medium_variant,909,2067,3.751
medium_variant,909,2068,3.726
medium_variant,909,2069,3.703
medium_variant,909,2070,3.679
medium_variant,909,2071,3.666
medium_variant,909,2072,3.653
medium_variant,909,2073,3.636
medium_variant,909,2074,3.611
medium_variant,909,2075,3.58
medium_variant,909,2076,3.559
medium_variant,909,2077,3.53
medium_variant,909,2078,3.496
medium_variant,909,2079,3.461
medium_variant,909,2080,3.425
medium_variant,909,2081,3.401
medium_variant,909,2082,3.374
medium_variant,909,2083,3.344
