variant,continent,year,potentialsupport2069_65
estimates,908,1950,12.495
estimates,908,1951,12.254
estimates,908,1952,12.064
estimates,908,1953,11.915
estimates,908,1954,11.805
estimates,908,1955,11.735
estimates,908,1956,11.53
estimates,908,1957,11.378
estimates,908,1958,11.265
estimates,908,1959,11.176
estimates,908,1960,11.099
estimates,908,1961,10.876
estimates,908,1962,10.682
estimates,908,1963,10.511
estimates,908,1964,10.362
estimates,908,1965,10.234
estimates,908,1966,10.016
estimates,908,1967,9.84
estimates,908,1968,9.691
estimates,908,1969,9.554
estimates,908,1970,9.418
estimates,908,1971,9.183
estimates,908,1972,8.977
estimates,908,1973,8.794
estimates,908,1974,8.633
estimates,908,1975,8.492
estimates,908,1976,8.274
estimates,908,1977,8.097
estimates,908,1978,7.948
estimates,908,1979,7.816
estimates,908,1980,7.695
estimates,908,1981,7.517
estimates,908,1982,7.352
estimates,908,1983,7.228
estimates,908,1984,7.18
estimates,908,1985,7.223
estimates,908,1986,7.265
estimates,908,1987,7.391
estimates,908,1988,7.555
estimates,908,1989,7.691
estimates,908,1990,7.756
estimates,908,1991,7.686
estimates,908,1992,7.572
estimates,908,1993,7.434
estimates,908,1994,7.293
estimates,908,1995,7.163
estimates,908,1996,6.973
estimates,908,1997,6.795
estimates,908,1998,6.641
estimates,908,1999,6.524
estimates,908,2000,6.446
estimates,908,2001,6.346
estimates,908,2002,6.286
estimates,908,2003,6.245
estimates,908,2004,6.197
estimates,908,2005,6.135
estimates,908,2006,6.007
estimates,908,2007,5.867
estimates,908,2008,5.738
estimates,908,2009,5.642
estimates,908,2010,5.584
estimates,908,2011,5.524
estimates,908,2012,5.495
estimates,908,2013,5.476
estimates,908,2014,5.443
estimates,908,2015,5.388
medium_variant,908,2015,5.388
medium_variant,908,2016,5.309
medium_variant,908,2017,5.215
medium_variant,908,2018,5.111
medium_variant,908,2019,5.003
medium_variant,908,2020,4.893
medium_variant,908,2021,4.765
medium_variant,908,2022,4.636
medium_variant,908,2023,4.51
medium_variant,908,2024,4.391
medium_variant,908,2025,4.28
medium_variant,908,2026,4.167
medium_variant,908,2027,4.063
medium_variant,908,2028,3.964
medium_variant,908,2029,3.868
medium_variant,908,2030,3.774
medium_variant,908,2031,3.681
medium_variant,908,2032,3.59
medium_variant,908,2033,3.504
medium_variant,908,2034,3.427
medium_variant,908,2035,3.359
medium_variant,908,2036,3.299
medium_variant,908,2037,3.247
medium_variant,908,2038,3.198
medium_variant,908,2039,3.152
medium_variant,908,2040,3.107
medium_variant,908,2041,3.067
medium_variant,908,2042,3.027
medium_variant,908,2043,2.989
medium_variant,908,2044,2.954
medium_variant,908,2045,2.921
medium_variant,908,2046,2.89
medium_variant,908,2047,2.861
medium_variant,908,2048,2.832
medium_variant,908,2049,2.802
medium_variant,908,2050,2.772
medium_variant,908,2051,2.744
medium_variant,908,2052,2.715
medium_variant,908,2053,2.685
medium_variant,908,2054,2.655
medium_variant,908,2055,2.626
medium_variant,908,2056,2.6
medium_variant,908,2057,2.573
medium_variant,908,2058,2.547
medium_variant,908,2059,2.526
medium_variant,908,2060,2.51
medium_variant,908,2061,2.503
medium_variant,908,2062,2.5
medium_variant,908,2063,2.5
medium_variant,908,2064,2.504
medium_variant,908,2065,2.51
medium_variant,908,2066,2.525
medium_variant,908,2067,2.541
medium_variant,908,2068,2.558
medium_variant,908,2069,2.574
medium_variant,908,2070,2.588
medium_variant,908,2071,2.606
medium_variant,908,2072,2.621
medium_variant,908,2073,2.632
medium_variant,908,2074,2.638
medium_variant,908,2075,2.639
medium_variant,908,2076,2.64
medium_variant,908,2077,2.636
medium_variant,908,2078,2.626
medium_variant,908,2079,2.612
medium_variant,908,2080,2.596
medium_variant,908,2081,2.584
medium_variant,908,2082,2.569
medium_variant,908,2083,2.55
medium_variant,908,2084,2.53
medium_variant,908,2085,2.508
medium_variant,908,2086,2.494
medium_variant,908,2087,2.478
medium_variant,908,2088,2.46
medium_variant,908,2089,2.441
medium_variant,908,2090,2.421
medium_variant,908,2091,2.411
medium_variant,908,2092,2.4
medium_variant,908,2093,2.388
medium_variant,908,2094,2.375
medium_variant,908,2095,2.361
medium_variant,908,2096,2.358
medium_variant,908,2097,2.354
medium_variant,908,2098,2.348
medium_variant,908,2099,2.34
medium_variant,908,2100,2.332
high_variant,908,2015,5.38834876864322
low_variant,908,2015,5.38834876864322
constant_fertility,908,2015,5.38834876864322
instant_replacement,908,2015,5.38834876864322
zero_migration,908,2015,5.38834876864322
constant_mortality,908,2015,5.38834876864322
no_change,908,2015,5.38834876864322
high_variant,908,2020,4.89349319607853
low_variant,908,2020,4.89349319607853
constant_fertility,908,2020,4.89349319607853
instant_replacement,908,2020,4.89349318598492
zero_migration,908,2020,4.8613431890496
constant_mortality,908,2020,4.96001849195091
no_change,908,2020,4.96001849195091
high_variant,908,2025,4.28034307865487
low_variant,908,2025,4.28034307865487
constant_fertility,908,2025,4.28034307865487
instant_replacement,908,2025,4.28034314727487
zero_migration,908,2025,4.22140347155412
constant_mortality,908,2025,4.42769531140021
no_change,908,2025,4.42769531140021
high_variant,908,2030,3.77407691465424
low_variant,908,2030,3.77407691465424
constant_fertility,908,2030,3.77407691465424
instant_replacement,908,2030,3.77407696840157
zero_migration,908,2030,3.69289904899406
constant_mortality,908,2030,3.99909450448898
no_change,908,2030,3.99909450448898
high_variant,908,2035,3.35941229286825
low_variant,908,2035,3.35941229286825
constant_fertility,908,2035,3.35941229286825
instant_replacement,908,2035,3.35941232615056
zero_migration,908,2035,3.25885500169966
constant_mortality,908,2035,3.65611576944987
no_change,908,2035,3.65611576944987
high_variant,908,2040,3.14930879286626
low_variant,908,2040,3.06516189764345
constant_fertility,908,2040,3.09612496828584
instant_replacement,908,2040,3.18391581370741
zero_migration,908,2040,2.98593615902462
constant_mortality,908,2040,3.48612774366424
no_change,908,2040,3.47352155180529
high_variant,908,2045,3.02211891864899
low_variant,908,2045,2.81995320313134
constant_fertility,908,2045,2.89322416637508
instant_replacement,908,2045,3.05823564894807
zero_migration,908,2045,2.77881102902519
constant_mortality,908,2045,3.38502361873141
no_change,908,2045,3.35236047649075
high_variant,908,2050,2.93911053395778
low_variant,908,2050,2.60468066212889
constant_fertility,908,2050,2.72825708983031
instant_replacement,908,2050,2.9583532444856
zero_migration,908,2050,2.61001827092456
constant_mortality,908,2050,3.31997539633931
no_change,908,2050,3.26693225820932
high_variant,908,2055,2.85392609591248
low_variant,908,2055,2.39808004286919
constant_fertility,908,2055,2.56922004052702
instant_replacement,908,2055,2.85427736390505
zero_migration,908,2055,2.45010145529091
constant_mortality,908,2055,3.24778745419007
no_change,908,2055,3.17666234647506
high_variant,908,2060,2.80062863407242
low_variant,908,2060,2.22147130281938
constant_fertility,908,2060,2.43792801284952
instant_replacement,908,2060,2.78081375792235
zero_migration,908,2060,2.32868501329761
constant_mortality,908,2060,3.20325314892699
no_change,908,2060,3.10978701983526
high_variant,908,2065,2.88172856748371
low_variant,908,2065,2.14668125033398
constant_fertility,908,2065,2.41312214101462
instant_replacement,908,2065,2.84054677820334
zero_migration,908,2065,2.33148479528589
constant_mortality,908,2065,3.31262522229762
no_change,908,2065,3.18247077794404
high_variant,908,2070,3.0686943298354
low_variant,908,2070,2.12896596573232
constant_fertility,908,2070,2.45538077041645
instant_replacement,908,2070,3.00319329855145
zero_migration,908,2070,2.42209807677271
constant_mortality,908,2070,3.53475679130412
no_change,908,2070,3.35126598427034
high_variant,908,2075,3.24914848475175
low_variant,908,2075,2.07372839602058
constant_fertility,908,2075,2.4665431010326
instant_replacement,908,2075,3.1514888823396
zero_migration,908,2075,2.4919651769671
constant_mortality,908,2075,3.71045393767485
no_change,908,2075,3.46569149560339
high_variant,908,2080,3.33483532936986
low_variant,908,2080,1.93308195819681
constant_fertility,908,2080,2.38860993933199
instant_replacement,908,2080,3.19425020920423
zero_migration,908,2080,2.46286570721614
constant_mortality,908,2080,3.72355809089427
no_change,908,2080,3.42340258017617
high_variant,908,2085,3.36717718350971
low_variant,908,2085,1.75773371225784
constant_fertility,908,2085,2.26994193816608
instant_replacement,908,2085,3.17546598407914
zero_migration,908,2085,2.38117737294725
constant_mortality,908,2085,3.66085882962192
no_change,908,2085,3.31147587021733
high_variant,908,2090,3.25377443226546
low_variant,908,2090,1.67782085561178
constant_fertility,908,2090,2.17777495955328
instant_replacement,908,2090,2.90959474248943
zero_migration,908,2090,2.30015639511366
constant_mortality,908,2090,3.60688495649216
no_change,908,2090,3.25049464638691
high_variant,908,2095,3.12726195262054
low_variant,908,2095,1.65763999778835
constant_fertility,908,2095,2.1200971699622
instant_replacement,908,2095,2.7458389816538
zero_migration,908,2095,2.24958037082937
constant_mortality,908,2095,3.60984955651336
no_change,908,2095,3.25712646310778
high_variant,908,2100,3.03920128958008
low_variant,908,2100,1.67755371339142
constant_fertility,908,2100,2.08461320867918
instant_replacement,908,2100,2.67063296948093
zero_migration,908,2100,2.23662003888419
constant_mortality,908,2100,3.67160924189354
no_change,908,2100,3.3034725885252
