variant,continent,year,potentialsupport2069_65
estimates,903,1950,26.899
estimates,903,1951,26.642
estimates,903,1952,26.649
estimates,903,1953,26.899
estimates,903,1954,27.387
estimates,903,1955,28.113
estimates,903,1956,27.646
estimates,903,1957,27.416
estimates,903,1958,27.402
estimates,903,1959,27.588
estimates,903,1960,27.959
estimates,903,1961,27.374
estimates,903,1962,27.013
estimates,903,1963,26.848
estimates,903,1964,26.853
estimates,903,1965,27.01
estimates,903,1966,26.455
estimates,903,1967,26.107
estimates,903,1968,25.952
estimates,903,1969,25.98
estimates,903,1970,26.178
estimates,903,1971,25.698
estimates,903,1972,25.421
estimates,903,1973,25.314
estimates,903,1974,25.348
estimates,903,1975,25.505
estimates,903,1976,25.065
estimates,903,1977,24.791
estimates,903,1978,24.668
estimates,903,1979,24.685
estimates,903,1980,24.822
estimates,903,1981,24.508
estimates,903,1982,24.345
estimates,903,1983,24.308
estimates,903,1984,24.377
estimates,903,1985,24.535
estimates,903,1986,24.22
estimates,903,1987,24.033
estimates,903,1988,23.951
estimates,903,1989,23.954
estimates,903,1990,24.026
estimates,903,1991,23.719
estimates,903,1992,23.53
estimates,903,1993,23.442
estimates,903,1994,23.445
estimates,903,1995,23.528
estimates,903,1996,23.216
estimates,903,1997,23.034
estimates,903,1998,22.958
estimates,903,1999,22.96
estimates,903,2000,23.022
estimates,903,2001,22.719
estimates,903,2002,22.52
estimates,903,2003,22.422
estimates,903,2004,22.425
estimates,903,2005,22.519
estimates,903,2006,22.294
estimates,903,2007,22.175
estimates,903,2008,22.139
estimates,903,2009,22.173
estimates,903,2010,22.263
estimates,903,2011,22.207
estimates,903,2012,22.231
estimates,903,2013,22.315
estimates,903,2014,22.435
estimates,903,2015,22.574
medium_variant,903,2015,22.574
medium_variant,903,2016,22.412
medium_variant,903,2017,22.307
medium_variant,903,2018,22.243
medium_variant,903,2019,22.213
medium_variant,903,2020,22.206
medium_variant,903,2021,21.934
medium_variant,903,2022,21.724
medium_variant,903,2023,21.561
medium_variant,903,2024,21.429
medium_variant,903,2025,21.32
medium_variant,903,2026,21.01
medium_variant,903,2027,20.759
medium_variant,903,2028,20.554
medium_variant,903,2029,20.386
medium_variant,903,2030,20.248
medium_variant,903,2031,19.96
medium_variant,903,2032,19.726
medium_variant,903,2033,19.535
medium_variant,903,2034,19.377
medium_variant,903,2035,19.242
medium_variant,903,2036,18.985
medium_variant,903,2037,18.77
medium_variant,903,2038,18.582
medium_variant,903,2039,18.408
medium_variant,903,2040,18.238
medium_variant,903,2041,17.953
medium_variant,903,2042,17.697
medium_variant,903,2043,17.456
medium_variant,903,2044,17.215
medium_variant,903,2045,16.965
medium_variant,903,2046,16.619
medium_variant,903,2047,16.295
medium_variant,903,2048,15.984
medium_variant,903,2049,15.676
medium_variant,903,2050,15.367
medium_variant,903,2051,14.993
medium_variant,903,2052,14.643
medium_variant,903,2053,14.315
medium_variant,903,2054,14.006
medium_variant,903,2055,13.713
medium_variant,903,2056,13.389
medium_variant,903,2057,13.095
medium_variant,903,2058,12.827
medium_variant,903,2059,12.583
medium_variant,903,2060,12.358
medium_variant,903,2061,12.117
medium_variant,903,2062,11.904
medium_variant,903,2063,11.711
medium_variant,903,2064,11.531
medium_variant,903,2065,11.359
medium_variant,903,2066,11.168
medium_variant,903,2067,10.993
medium_variant,903,2068,10.829
medium_variant,903,2069,10.67
medium_variant,903,2070,10.51
medium_variant,903,2071,10.328
medium_variant,903,2072,10.155
medium_variant,903,2073,9.988
medium_variant,903,2074,9.821
medium_variant,903,2075,9.653
medium_variant,903,2076,9.465
medium_variant,903,2077,9.286
medium_variant,903,2078,9.111
medium_variant,903,2079,8.935
medium_variant,903,2080,8.759
medium_variant,903,2081,8.568
medium_variant,903,2082,8.384
medium_variant,903,2083,8.207
medium_variant,903,2084,8.039
medium_variant,903,2085,7.88
medium_variant,903,2086,7.72
medium_variant,903,2087,7.573
medium_variant,903,2088,7.435
medium_variant,903,2089,7.304
medium_variant,903,2090,7.178
medium_variant,903,2091,7.052
medium_variant,903,2092,6.935
medium_variant,903,2093,6.823
medium_variant,903,2094,6.716
medium_variant,903,2095,6.611
medium_variant,903,2096,6.506
medium_variant,903,2097,6.406
medium_variant,903,2098,6.309
medium_variant,903,2099,6.214
medium_variant,903,2100,6.12
high_variant,903,2015,22.5743178924986
low_variant,903,2015,22.5743178924986
constant_fertility,903,2015,22.5743178924986
instant_replacement,903,2015,22.5743178924986
zero_migration,903,2015,22.5743178924986
constant_mortality,903,2015,22.5743178924986
no_change,903,2015,22.5743178924986
high_variant,903,2020,22.2059038746283
low_variant,903,2020,22.2059038746283
constant_fertility,903,2020,22.2059038746283
instant_replacement,903,2020,22.2058514797023
zero_migration,903,2020,22.2497137073921
constant_mortality,903,2020,22.4244311516709
no_change,903,2020,22.4244360036262
high_variant,903,2025,21.3196695509329
low_variant,903,2025,21.3196695509329
constant_fertility,903,2025,21.3196695509329
instant_replacement,903,2025,21.3194647630124
zero_migration,903,2025,21.3966939683103
constant_mortality,903,2025,21.8936896259893
no_change,903,2025,21.89371620002
high_variant,903,2030,20.2481833276617
low_variant,903,2030,20.2481833276617
constant_fertility,903,2030,20.2481833276617
instant_replacement,903,2030,20.2476121611909
zero_migration,903,2030,20.3423676256778
constant_mortality,903,2030,21.2224953218767
no_change,903,2030,21.2225958630725
high_variant,903,2035,19.2423385042941
low_variant,903,2035,19.2423385042941
constant_fertility,903,2035,19.2423385042941
instant_replacement,903,2035,19.2420519766105
zero_migration,903,2035,19.343397505034
constant_mortality,903,2035,20.629196981251
no_change,903,2035,20.6293304460718
high_variant,903,2040,18.4205428613704
low_variant,903,2040,18.0552401849516
constant_fertility,903,2040,18.477109496305
instant_replacement,903,2040,16.7618559478229
zero_migration,903,2040,18.3464829026412
constant_mortality,903,2040,19.998310519234
no_change,903,2040,20.26134563428
high_variant,903,2045,17.3904790665751
low_variant,903,2045,16.5405112843141
constant_fertility,903,2045,17.6094947230439
instant_replacement,903,2045,14.5187839217432
zero_migration,903,2045,17.0828390893593
constant_mortality,903,2045,19.0290693613846
no_change,903,2045,19.7530866175998
high_variant,903,2050,16.0278848071996
low_variant,903,2050,14.706492221005
constant_fertility,903,2050,16.4911998716176
instant_replacement,903,2050,12.3827284332919
zero_migration,903,2050,15.4864245481593
constant_mortality,903,2050,17.6439629273984
no_change,903,2050,18.9382761814835
high_variant,903,2055,14.5421289242515
low_variant,903,2055,12.8863075266761
constant_fertility,903,2055,15.3422444520789
instant_replacement,903,2055,10.4713065348629
zero_migration,903,2055,13.8214996273712
constant_mortality,903,2055,16.1595095104694
no_change,903,2055,18.0847529452933
high_variant,903,2060,13.3371134793877
low_variant,903,2060,11.3894094874502
constant_fertility,903,2060,14.5476505641861
instant_replacement,903,2060,8.92245335490736
zero_migration,903,2060,12.4438330083502
constant_mortality,903,2060,14.9869486646072
no_change,903,2060,17.6479786041975
high_variant,903,2065,12.5064973654927
low_variant,903,2065,10.2418147934914
constant_fertility,903,2065,14.2189104967763
instant_replacement,903,2065,7.69449906469044
zero_migration,903,2065,11.4117988942633
constant_mortality,903,2065,14.1920391914908
no_change,903,2065,17.7683416619866
high_variant,903,2070,11.8374572477451
low_variant,903,2070,9.24139240982565
constant_fertility,903,2070,14.1450932815135
instant_replacement,903,2070,6.6360550512189
zero_migration,903,2070,10.5283173772431
constant_mortality,903,2070,13.5058302687177
no_change,903,2070,18.1776018767202
high_variant,903,2075,11.1490086167174
low_variant,903,2075,8.25262739585757
constant_fertility,903,2075,14.1258591460039
instant_replacement,903,2075,5.66432886214259
zero_migration,903,2075,9.65279978639022
constant_mortality,903,2075,12.6928935124817
no_change,903,2075,18.5695661938163
high_variant,903,2080,10.3925844041913
low_variant,903,2080,7.26042080981122
constant_fertility,903,2080,14.0901731264073
instant_replacement,903,2080,4.77476962619571
zero_migration,903,2080,8.75604377207731
constant_mortality,903,2080,11.732127322837
no_change,903,2080,18.8601815066043
high_variant,903,2085,9.62001764413084
low_variant,903,2085,6.31549488503347
constant_fertility,903,2085,14.084204989721
instant_replacement,903,2085,3.99035945401972
zero_migration,903,2085,7.88147377147721
constant_mortality,903,2085,10.7373111370847
no_change,903,2085,19.1650660831805
high_variant,903,2090,8.80599412178521
low_variant,903,2090,5.70079590943878
constant_fertility,903,2090,13.944585358991
instant_replacement,903,2090,4.32833287904106
zero_migration,903,2090,7.18047215712356
constant_mortality,903,2090,10.0396992987276
no_change,903,2090,19.3466630443515
high_variant,903,2095,8.08865863959242
low_variant,903,2095,5.2537936448611
constant_fertility,903,2095,13.7767575337447
instant_replacement,903,2095,4.51083728729646
zero_migration,903,2095,6.61041910557807
constant_mortality,903,2095,9.53270256949812
no_change,903,2095,19.5303406258386
high_variant,903,2100,7.46676746530982
low_variant,903,2100,4.88018434996192
constant_fertility,903,2100,13.6269067090467
instant_replacement,903,2100,4.44579536505386
zero_migration,903,2100,6.11697744959214
