continent,year,variant,freq,age1yearinterval,survivorage
903,1950,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,5yearly,0,100000
903,1950,estimates,5yearly,1,81163.1186467545
903,1950,estimates,5yearly,5,68834.3427685755
903,1950,estimates,5yearly,10,64973.0978829278
903,1950,estimates,5yearly,15,63311.6742914299
903,1950,estimates,5yearly,20,61187.9608816986
903,1950,estimates,5yearly,25,58549.1187825344
903,1950,estimates,5yearly,30,55739.6593048636
903,1950,estimates,5yearly,35,52858.6481343189
903,1950,estimates,5yearly,40,49802.1235465189
903,1950,estimates,5yearly,45,46556.2063354695
903,1950,estimates,5yearly,50,43024.516889645
903,1950,estimates,5yearly,55,38947.006847725
903,1950,estimates,5yearly,60,33983.183050816
903,1950,estimates,5yearly,65,27833.1062357354
903,1950,estimates,5yearly,70,20515.7968714196
903,1950,estimates,5yearly,75,12757.2235328343
903,1950,estimates,5yearly,80,6147.77063951559
903,1950,estimates,5yearly,85,2070.23060640078
903,1950,estimates,5yearly,90,435.848506675329
903,1950,estimates,5yearly,95,52.3069895807693
903,1950,estimates,5yearly,100plus,3.43106429389017
903,1955,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,5yearly,0,100000
903,1955,estimates,5yearly,1,82860.802505082
903,1955,estimates,5yearly,5,71594.4086451875
903,1955,estimates,5yearly,10,68046.7309832623
903,1955,estimates,5yearly,15,66446.3989843257
903,1955,estimates,5yearly,20,64371.7308911873
903,1955,estimates,5yearly,25,61792.3595795783
903,1955,estimates,5yearly,30,59061.9337908679
903,1955,estimates,5yearly,35,56254.4537198938
903,1955,estimates,5yearly,40,53250.6788886861
903,1955,estimates,5yearly,45,50022.4470744558
903,1955,estimates,5yearly,50,46463.965184231
903,1955,estimates,5yearly,55,42304.4183717707
903,1955,estimates,5yearly,60,37213.1859958998
903,1955,estimates,5yearly,65,30846.477205363
903,1955,estimates,5yearly,70,23170.145731815
903,1955,estimates,5yearly,75,14862.4287434139
903,1955,estimates,5yearly,80,7512.62786072996
903,1955,estimates,5yearly,85,2710.73960978229
903,1955,estimates,5yearly,90,625.746382323497
903,1955,estimates,5yearly,95,83.9134980093918
903,1955,estimates,5yearly,100plus,6.20201608823624
903,1960,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1960,estimates,5yearly,0,100000
903,1960,estimates,5yearly,1,84308.6900228844
903,1960,estimates,5yearly,5,74029.8567815794
903,1960,estimates,5yearly,10,70746.1832381847
903,1960,estimates,5yearly,15,69252.2762732169
903,1960,estimates,5yearly,20,67279.9742922157
903,1960,estimates,5yearly,25,64777.3596448728
903,1960,estimates,5yearly,30,62128.1801275229
903,1960,estimates,5yearly,35,59420.0453938306
903,1960,estimates,5yearly,40,56511.0492419858
903,1960,estimates,5yearly,45,53347.3396169627
903,1960,estimates,5yearly,50,49803.1330787247
903,1960,estimates,5yearly,55,45604.3359911385
903,1960,estimates,5yearly,60,40415.2998387138
903,1960,estimates,5yearly,65,33873.2898006613
903,1960,estimates,5yearly,70,25873.2860417606
903,1960,estimates,5yearly,75,17034.0568580545
903,1960,estimates,5yearly,80,8956.43970196595
903,1960,estimates,5yearly,85,3419.34493657389
903,1960,estimates,5yearly,90,850.769088057089
903,1960,estimates,5yearly,95,124.90100581249
903,1960,estimates,5yearly,100plus,10.1814242180994
903,1965,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1965,estimates,5yearly,0,100000
903,1965,estimates,5yearly,1,85528.9305828671
903,1965,estimates,5yearly,5,76045.5601029227
903,1965,estimates,5yearly,10,72994.2253725944
903,1965,estimates,5yearly,15,71583.7218281362
903,1965,estimates,5yearly,20,69740.4696930274
903,1965,estimates,5yearly,25,67360.2125585579
903,1965,estimates,5yearly,30,64785.1390550112
903,1965,estimates,5yearly,35,62154.1796088619
903,1965,estimates,5yearly,40,59342.5793764673
903,1965,estimates,5yearly,45,56264.1450147338
903,1965,estimates,5yearly,50,52765.297124626
903,1965,estimates,5yearly,55,48560.5594450077
903,1965,estimates,5yearly,60,43316.8159836593
903,1965,estimates,5yearly,65,36648.433860082
903,1965,estimates,5yearly,70,28389.7989580124
903,1965,estimates,5yearly,75,19090.1684275655
903,1965,estimates,5yearly,80,10357.7952134963
903,1965,estimates,5yearly,85,4133.53943011166
903,1965,estimates,5yearly,90,1090.1597643606
903,1965,estimates,5yearly,95,171.635628323808
903,1965,estimates,5yearly,100plus,15.0869119070019
903,1970,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1970,estimates,5yearly,0,100000
903,1970,estimates,5yearly,1,86633.9859799066
903,1970,estimates,5yearly,5,77955.0350925036
903,1970,estimates,5yearly,10,75186.6857112814
903,1970,estimates,5yearly,15,73864.2488161009
903,1970,estimates,5yearly,20,72156.4964490276
903,1970,estimates,5yearly,25,69956.370900217
903,1970,estimates,5yearly,30,67531.3005840669
903,1970,estimates,5yearly,35,64991.9569511855
903,1970,estimates,5yearly,40,62266.7936011512
903,1970,estimates,5yearly,45,59264.7598425357
903,1970,estimates,5yearly,50,55797.1829869666
903,1970,estimates,5yearly,55,51566.432083803
903,1970,estimates,5yearly,60,46225.2670104917
903,1970,estimates,5yearly,65,39367.638522427
903,1970,estimates,5yearly,70,30809.8469369839
903,1970,estimates,5yearly,75,21064.1428624466
903,1970,estimates,5yearly,80,11735.0957080772
903,1970,estimates,5yearly,85,4873.75089537751
903,1970,estimates,5yearly,90,1359.29865975283
903,1970,estimates,5yearly,95,229.866199350368
903,1970,estimates,5yearly,100plus,21.9324780164503
903,1975,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1975,estimates,5yearly,0,100000
903,1975,estimates,5yearly,1,87903.5790253077
903,1975,estimates,5yearly,5,80034.7025074835
903,1975,estimates,5yearly,10,77466.9194939956
903,1975,estimates,5yearly,15,76211.0653275289
903,1975,estimates,5yearly,20,74604.5010547874
903,1975,estimates,5yearly,25,72538.1451629746
903,1975,estimates,5yearly,30,70263.1734955442
903,1975,estimates,5yearly,35,67836.9539515035
903,1975,estimates,5yearly,40,65179.5737353366
903,1975,estimates,5yearly,45,62238.9593536458
903,1975,estimates,5yearly,50,58821.2874090064
903,1975,estimates,5yearly,55,54602.253336892
903,1975,estimates,5yearly,60,49220.5849362602
903,1975,estimates,5yearly,65,42236.1796059262
903,1975,estimates,5yearly,70,33417.7423244218
903,1975,estimates,5yearly,75,23206.1396368557
903,1975,estimates,5yearly,80,13205.1859028406
903,1975,estimates,5yearly,85,5635.81886975822
903,1975,estimates,5yearly,90,1623.86099120387
903,1975,estimates,5yearly,95,284.483741768863
903,1975,estimates,5yearly,100plus,28.0875438474451
903,1980,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1980,estimates,5yearly,0,100000
903,1980,estimates,5yearly,1,88872.0132736229
903,1980,estimates,5yearly,5,81709.2028196127
903,1980,estimates,5yearly,10,79318.3591524862
903,1980,estimates,5yearly,15,78120.0787688373
903,1980,estimates,5yearly,20,76596.4076208462
903,1980,estimates,5yearly,25,74633.5617718534
903,1980,estimates,5yearly,30,72464.2253871174
903,1980,estimates,5yearly,35,70138.9353820167
903,1980,estimates,5yearly,40,67537.2288644952
903,1980,estimates,5yearly,45,64616.6877086878
903,1980,estimates,5yearly,50,61228.6885405802
903,1980,estimates,5yearly,55,57050.1479282877
903,1980,estimates,5yearly,60,51701.2468444322
903,1980,estimates,5yearly,65,44693.5638655558
903,1980,estimates,5yearly,70,35725.7090069163
903,1980,estimates,5yearly,75,25162.6432688602
903,1980,estimates,5yearly,80,14582.4168113422
903,1980,estimates,5yearly,85,6361.88338203964
903,1980,estimates,5yearly,90,1877.57895518526
903,1980,estimates,5yearly,95,336.564476866186
903,1980,estimates,5yearly,100plus,33.8430116070495
903,1985,estimates,5yearly,"Region, subregion, country or area *",AFRICA
903,1985,estimates,5yearly,0,100000
903,1985,estimates,5yearly,1,89580.7407441675
903,1985,estimates,5yearly,5,82898.2208889309
903,1985,estimates,5yearly,10,80681.1195775813
903,1985,estimates,5yearly,15,79531.0012866232
903,1985,estimates,5yearly,20,78070.3938701103
903,1985,estimates,5yearly,25,76173.0605670202
903,1985,estimates,5yearly,30,74042.6956819745
903,1985,estimates,5yearly,35,71736.2917380482
903,1985,estimates,5yearly,40,69150.5568940505
903,1985,estimates,5yearly,45,66213.8236201085
903,1985,estimates,5yearly,50,62799.4952667767
903,1985,estimates,5yearly,55,58634.2631710381
903,1985,estimates,5yearly,60,53351.9856867977
903,1985,estimates,5yearly,65,46420.1825260892
903,1985,estimates,5yearly,70,37440.2426005743
903,1985,estimates,5yearly,75,26691.930453212
903,1985,estimates,5yearly,80,15721.3455411758
903,1985,estimates,5yearly,85,6999.99734774351
903,1985,estimates,5yearly,90,2115.21601280792
903,1985,estimates,5yearly,95,388.543349764834
903,1985,estimates,5yearly,100plus,39.9403952124587
