continent,year,variant,freq,age1yearinterval,survivorage
905,1950,estimates,5yearly,0,100000
905,1950,estimates,5yearly,1,96914.0978659144
905,1950,estimates,5yearly,5,96392.3305665801
905,1950,estimates,5yearly,10,96106.1595442585
905,1950,estimates,5yearly,15,95834.8482448857
905,1950,estimates,5yearly,20,95335.6982239568
905,1950,estimates,5yearly,25,94669.7587970341
905,1950,estimates,5yearly,30,93957.9653828265
905,1950,estimates,5yearly,35,93110.0455185634
905,1950,estimates,5yearly,40,91901.3468456622
905,1950,estimates,5yearly,45,90058.8573931134
905,1950,estimates,5yearly,50,87223.7932850923
905,1950,estimates,5yearly,55,82976.0034573572
905,1950,estimates,5yearly,60,77047.5861195243
905,1950,estimates,5yearly,65,69024.3988573697
905,1950,estimates,5yearly,70,58717.3305701536
905,1950,estimates,5yearly,75,45769.2677282609
905,1950,estimates,5yearly,80,31103.2530872002
905,1950,estimates,5yearly,85,17250.167349222
905,1950,estimates,5yearly,90,7162.89767840529
905,1950,estimates,5yearly,95,2013.47199687649
905,1950,estimates,5yearly,100plus,347.149818348181
905,1955,estimates,5yearly,0,100000
905,1955,estimates,5yearly,1,97233.0507625138
905,1955,estimates,5yearly,5,96797.1698527758
905,1955,estimates,5yearly,10,96552.8582432302
905,1955,estimates,5yearly,15,96317.8910587617
905,1955,estimates,5yearly,20,95865.4341204479
905,1955,estimates,5yearly,25,95261.5217369322
905,1955,estimates,5yearly,30,94627.6729776683
905,1955,estimates,5yearly,35,93867.261051942
905,1955,estimates,5yearly,40,92779.9850775505
905,1955,estimates,5yearly,45,91094.8619762955
905,1955,estimates,5yearly,50,88462.6422633678
905,1955,estimates,5yearly,55,84476.0392924109
905,1955,estimates,5yearly,60,78769.0740672728
905,1955,estimates,5yearly,65,70841.0838434319
905,1955,estimates,5yearly,70,60560.8874889862
905,1955,estimates,5yearly,75,47629.2985136188
905,1955,estimates,5yearly,80,32730.4723075529
905,1955,estimates,5yearly,85,18389.0258741547
905,1955,estimates,5yearly,90,7738.35835854288
905,1955,estimates,5yearly,95,2199.93316660999
905,1955,estimates,5yearly,100plus,381.644066890854
905,1960,estimates,5yearly,0,100000
905,1960,estimates,5yearly,1,97473.8242886063
905,1960,estimates,5yearly,5,97077.1924861822
905,1960,estimates,5yearly,10,96852.3494960514
905,1960,estimates,5yearly,15,96638.7978859441
905,1960,estimates,5yearly,20,96208.8762397061
905,1960,estimates,5yearly,25,95621.7725684033
905,1960,estimates,5yearly,30,95001.6729238141
905,1960,estimates,5yearly,35,94242.4444629678
905,1960,estimates,5yearly,40,93154.4120776036
905,1960,estimates,5yearly,45,91492.7533777069
905,1960,estimates,5yearly,50,88875.9236153989
905,1960,estimates,5yearly,55,84993.7225070453
905,1960,estimates,5yearly,60,79393.5636761081
905,1960,estimates,5yearly,65,71512.2099505991
905,1960,estimates,5yearly,70,61437.6334952083
905,1960,estimates,5yearly,75,48672.4185404114
905,1960,estimates,5yearly,80,33770.1129715985
905,1960,estimates,5yearly,85,19201.5214548344
905,1960,estimates,5yearly,90,8192.19523135282
905,1960,estimates,5yearly,95,2362.00401111448
905,1960,estimates,5yearly,100plus,414.782829445048
905,1965,estimates,5yearly,0,100000
905,1965,estimates,5yearly,1,97781.3982025906
905,1965,estimates,5yearly,5,97422.4148078948
905,1965,estimates,5yearly,10,97208.12294041
905,1965,estimates,5yearly,15,96987.0032277177
905,1965,estimates,5yearly,20,96498.9658508652
905,1965,estimates,5yearly,25,95836.0308677357
905,1965,estimates,5yearly,30,95170.5997282144
905,1965,estimates,5yearly,35,94372.8023437754
905,1965,estimates,5yearly,40,93239.8815082739
905,1965,estimates,5yearly,45,91528.3139816639
905,1965,estimates,5yearly,50,88910.7682671832
905,1965,estimates,5yearly,55,85022.3496234835
905,1965,estimates,5yearly,60,79465.4995457063
905,1965,estimates,5yearly,65,71729.9892633979
905,1965,estimates,5yearly,70,61807.2991174799
905,1965,estimates,5yearly,75,49262.5287968027
905,1965,estimates,5yearly,80,34590.230591685
905,1965,estimates,5yearly,85,20098.2365775604
905,1965,estimates,5yearly,90,8890.7725680299
905,1965,estimates,5yearly,95,2709.40792264249
905,1965,estimates,5yearly,100plus,513.664071884088
905,1970,estimates,5yearly,0,100000
905,1970,estimates,5yearly,1,98230.4076740135
905,1970,estimates,5yearly,5,97919.6502368227
905,1970,estimates,5yearly,10,97726.1530368913
905,1970,estimates,5yearly,15,97506.2882201792
905,1970,estimates,5yearly,20,97001.8356276962
905,1970,estimates,5yearly,25,96324.0980786005
905,1970,estimates,5yearly,30,95662.6655292201
905,1970,estimates,5yearly,35,94890.0331942775
905,1970,estimates,5yearly,40,93813.5190206423
905,1970,estimates,5yearly,45,92177.0058709962
905,1970,estimates,5yearly,50,89685.2739369135
905,1970,estimates,5yearly,55,86003.2808097311
905,1970,estimates,5yearly,60,80657.6573581209
905,1970,estimates,5yearly,65,73340.4299309076
905,1970,estimates,5yearly,70,63765.4449032373
905,1970,estimates,5yearly,75,51508.596610837
905,1970,estimates,5yearly,80,36999.3833865691
905,1970,estimates,5yearly,85,22310.2035058423
905,1970,estimates,5yearly,90,10452.4528627288
905,1970,estimates,5yearly,95,3461.46436938501
905,1970,estimates,5yearly,100plus,733.034213137122
905,1975,estimates,5yearly,0,100000
905,1975,estimates,5yearly,1,98611.6977408057
905,1975,estimates,5yearly,5,98346.3793501662
905,1975,estimates,5yearly,10,98189.3857314304
905,1975,estimates,5yearly,15,98000.1361482931
