country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
84,1950,estimates,female,5yearly,"Region, subregion, country or area *",Belize
84,1950,estimates,male,5yearly,"Region, subregion, country or area *",Belize
84,1950,estimates,female,5yearly,0,57.302028
84,1950,estimates,male,5yearly,0,54.561823
84,1950,estimates,female,5yearly,1,62.283994
84,1950,estimates,male,5yearly,1,59.941295
84,1950,estimates,female,5yearly,5,60.660854
84,1950,estimates,male,5yearly,5,58.484052
84,1950,estimates,female,5yearly,10,56.789173
84,1950,estimates,male,5yearly,10,54.708583
84,1950,estimates,female,5yearly,15,52.238018
84,1950,estimates,male,5yearly,15,50.266956
84,1950,estimates,female,5yearly,20,47.772739
84,1950,estimates,male,5yearly,20,45.897239
84,1950,estimates,female,5yearly,25,43.487105
84,1950,estimates,male,5yearly,25,41.688393
84,1950,estimates,female,5yearly,30,39.283405
84,1950,estimates,male,5yearly,30,37.545829
84,1950,estimates,female,5yearly,35,35.129475
84,1950,estimates,male,5yearly,35,33.439028
84,1950,estimates,female,5yearly,40,31.025221
84,1950,estimates,male,5yearly,40,29.353645
84,1950,estimates,female,5yearly,45,26.985394
84,1950,estimates,male,5yearly,45,25.37185
84,1950,estimates,female,5yearly,50,23.061013
84,1950,estimates,male,5yearly,50,21.598866
84,1950,estimates,female,5yearly,55,19.324966
84,1950,estimates,male,5yearly,55,18.078782
84,1950,estimates,female,5yearly,60,15.847948
84,1950,estimates,male,5yearly,60,14.860039
84,1950,estimates,female,5yearly,65,12.709837
84,1950,estimates,male,5yearly,65,11.991631
84,1950,estimates,female,5yearly,70,9.9825846
84,1950,estimates,male,5yearly,70,9.5099016
84,1950,estimates,female,5yearly,75,7.6875821
84,1950,estimates,male,5yearly,75,7.4201652
84,1950,estimates,female,5yearly,80,5.8382806
84,1950,estimates,male,5yearly,80,5.7300387
84,1950,estimates,female,5yearly,85,4.4055668
84,1950,estimates,male,5yearly,85,4.4075182999999996
84,1950,estimates,female,5yearly,90,3.3380689
84,1950,estimates,male,5yearly,90,3.4057128
84,1950,estimates,female,5yearly,95,2.5713098
84,1950,estimates,male,5yearly,95,2.6691735
84,1950,estimates,female,5yearly,100plus,2.0380025
84,1950,estimates,male,5yearly,100plus,2.1416482
84,1955,estimates,female,5yearly,"Region, subregion, country or area *",Belize
84,1955,estimates,male,5yearly,"Region, subregion, country or area *",Belize
84,1955,estimates,female,5yearly,0,60.014324
84,1955,estimates,male,5yearly,0,57.300207
84,1955,estimates,female,5yearly,1,64.50148
84,1955,estimates,male,5yearly,1,62.137818
84,1955,estimates,female,5yearly,5,62.558818
84,1955,estimates,male,5yearly,5,60.339416
84,1955,estimates,female,5yearly,10,58.517997
