country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
100,1950,estimates,female,5yearly,0,63.995749
100,1950,estimates,male,5yearly,0,60.670784
100,1950,estimates,female,5yearly,1,68.712614
100,1950,estimates,male,5yearly,1,66.207224
100,1950,estimates,female,5yearly,5,66.685286
100,1950,estimates,male,5yearly,5,64.101194
100,1950,estimates,female,5yearly,10,62.085268
100,1950,estimates,male,5yearly,10,59.530681
100,1950,estimates,female,5yearly,15,57.390105
100,1950,estimates,male,5yearly,15,54.871146
100,1950,estimates,female,5yearly,20,52.8896
100,1950,estimates,male,5yearly,20,50.390068
100,1950,estimates,female,5yearly,25,48.510277
100,1950,estimates,male,5yearly,25,46.084058
100,1950,estimates,female,5yearly,30,44.066176
100,1950,estimates,male,5yearly,30,41.680043
100,1950,estimates,female,5yearly,35,39.559521
100,1950,estimates,male,5yearly,35,37.223331
100,1950,estimates,female,5yearly,40,35.033134
100,1950,estimates,male,5yearly,40,32.765356
100,1950,estimates,female,5yearly,45,30.563497
100,1950,estimates,male,5yearly,45,28.394679
100,1950,estimates,female,5yearly,50,26.184462
100,1950,estimates,male,5yearly,50,24.169463
100,1950,estimates,female,5yearly,55,21.951835
100,1950,estimates,male,5yearly,55,20.209934
100,1950,estimates,female,5yearly,60,17.922733
100,1950,estimates,male,5yearly,60,16.537561
100,1950,estimates,female,5yearly,65,14.262098
100,1950,estimates,male,5yearly,65,13.287936
100,1950,estimates,female,5yearly,70,11.06587
100,1950,estimates,male,5yearly,70,10.397923
100,1950,estimates,female,5yearly,75,8.3476846
100,1950,estimates,male,5yearly,75,7.9319819
100,1950,estimates,female,5yearly,80,6.4758167
100,1950,estimates,male,5yearly,80,6.18678
100,1950,estimates,female,5yearly,85,5.0902371
100,1950,estimates,male,5yearly,85,4.8005501
100,1950,estimates,female,5yearly,90,4.1005879
100,1950,estimates,male,5yearly,90,3.9321727
100,1950,estimates,female,5yearly,95,3.3839021
100,1950,estimates,male,5yearly,95,3.1554785
100,1950,estimates,female,5yearly,100plus,2.772
100,1950,estimates,male,5yearly,100plus,2.579
100,1955,estimates,female,5yearly,0,68.477127
100,1955,estimates,male,5yearly,0,65.097425
100,1955,estimates,female,5yearly,1,71.531422
100,1955,estimates,male,5yearly,1,68.729357
100,1955,estimates,female,5yearly,5,68.807822
100,1955,estimates,male,5yearly,5,65.975192
100,1955,estimates,female,5yearly,10,64.039721
100,1955,estimates,male,5yearly,10,61.2593
100,1955,estimates,female,5yearly,15,59.20384
100,1955,estimates,male,5yearly,15,56.475073
100,1955,estimates,female,5yearly,20,54.421299
100,1955,estimates,male,5yearly,20,51.800948
100,1955,estimates,female,5yearly,25,49.697861
100,1955,estimates,male,5yearly,25,47.186818
100,1955,estimates,female,5yearly,30,44.998409
100,1955,estimates,male,5yearly,30,42.562379
100,1955,estimates,female,5yearly,35,40.302242
100,1955,estimates,male,5yearly,35,37.947717
100,1955,estimates,female,5yearly,40,35.662125
100,1955,estimates,male,5yearly,40,33.364574
100,1955,estimates,female,5yearly,45,31.084665
100,1955,estimates,male,5yearly,45,28.865137
100,1955,estimates,female,5yearly,50,26.610269
100,1955,estimates,male,5yearly,50,24.517863
100,1955,estimates,female,5yearly,55,22.294744
100,1955,estimates,male,5yearly,55,20.425415
100,1955,estimates,female,5yearly,60,18.194384
100,1955,estimates,male,5yearly,60,16.689656
100,1955,estimates,female,5yearly,65,14.453771
100,1955,estimates,male,5yearly,65,13.381182
100,1955,estimates,female,5yearly,70,11.172674
100,1955,estimates,male,5yearly,70,10.511425
100,1955,estimates,female,5yearly,75,8.5560545
100,1955,estimates,male,5yearly,75,8.1427568
100,1955,estimates,female,5yearly,80,6.4156428
100,1955,estimates,male,5yearly,80,6.1985031
100,1955,estimates,female,5yearly,85,5.0241836
100,1955,estimates,male,5yearly,85,4.8735662
100,1955,estimates,female,5yearly,90,3.9669247
100,1955,estimates,male,5yearly,90,3.8545486
100,1955,estimates,female,5yearly,95,3.3142529
100,1955,estimates,male,5yearly,95,3.2411473
100,1955,estimates,female,5yearly,100plus,2.72
100,1955,estimates,male,5yearly,100plus,2.679
100,1960,estimates,female,5yearly,0,72.065415
100,1960,estimates,male,5yearly,0,68.518003
100,1960,estimates,female,5yearly,1,73.470652
100,1960,estimates,male,5yearly,1,70.295599
100,1960,estimates,female,5yearly,5,70.039938
100,1960,estimates,male,5yearly,5,66.875319
100,1960,estimates,female,5yearly,10,65.216801
100,1960,estimates,male,5yearly,10,62.104052
100,1960,estimates,female,5yearly,15,60.34055
100,1960,estimates,male,5yearly,15,57.299873
100,1960,estimates,female,5yearly,20,55.510133
100,1960,estimates,male,5yearly,20,52.59727
100,1960,estimates,female,5yearly,25,50.693055
100,1960,estimates,male,5yearly,25,47.932702
100,1960,estimates,female,5yearly,30,45.907837
100,1960,estimates,male,5yearly,30,43.256594
100,1960,estimates,female,5yearly,35,41.145619
100,1960,estimates,male,5yearly,35,38.60584
100,1960,estimates,female,5yearly,40,36.439275
100,1960,estimates,male,5yearly,40,34.000287
100,1960,estimates,female,5yearly,45,31.802165
100,1960,estimates,male,5yearly,45,29.476132
100,1960,estimates,female,5yearly,50,27.270485
100,1960,estimates,male,5yearly,50,25.09489
100,1960,estimates,female,5yearly,55,22.874011
100,1960,estimates,male,5yearly,55,20.934721
100,1960,estimates,female,5yearly,60,18.705644
100,1960,estimates,male,5yearly,60,17.087706
100,1960,estimates,female,5yearly,65,14.871733
100,1960,estimates,male,5yearly,65,13.672823
100,1960,estimates,female,5yearly,70,11.467956
100,1960,estimates,male,5yearly,70,10.729812
100,1960,estimates,female,5yearly,75,8.6921312
100,1960,estimates,male,5yearly,75,8.2579345
100,1960,estimates,female,5yearly,80,6.6067039
100,1960,estimates,male,5yearly,80,6.30117
100,1960,estimates,female,5yearly,85,5.1020448
100,1960,estimates,male,5yearly,85,4.9425621
100,1960,estimates,female,5yearly,90,4.1288112
100,1960,estimates,male,5yearly,90,3.9888072
100,1960,estimates,female,5yearly,95,3.261732
100,1960,estimates,male,5yearly,95,3.1909168
100,1960,estimates,female,5yearly,100plus,2.644
100,1960,estimates,male,5yearly,100plus,2.603
100,1965,estimates,female,5yearly,0,73.018731
100,1965,estimates,male,5yearly,0,68.876121
100,1965,estimates,female,5yearly,1,74.037658
100,1965,estimates,male,5yearly,1,70.278669
100,1965,estimates,female,5yearly,5,70.420098
100,1965,estimates,male,5yearly,5,66.677694
100,1965,estimates,female,5yearly,10,65.564849
100,1965,estimates,male,5yearly,10,61.896931
100,1965,estimates,female,5yearly,15,60.667271
100,1965,estimates,male,5yearly,15,57.063063
100,1965,estimates,female,5yearly,20,55.814746
100,1965,estimates,male,5yearly,20,52.331574
100,1965,estimates,female,5yearly,25,50.973757
100,1965,estimates,male,5yearly,25,47.659806
100,1965,estimates,female,5yearly,30,46.147366
100,1965,estimates,male,5yearly,30,42.985085
100,1965,estimates,female,5yearly,35,41.349387
100,1965,estimates,male,5yearly,35,38.327252
100,1965,estimates,female,5yearly,40,36.609808
100,1965,estimates,male,5yearly,40,33.719628
100,1965,estimates,female,5yearly,45,31.94146
100,1965,estimates,male,5yearly,45,29.206776
