country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
818,1950,estimates,female,5yearly,0,41.636424
818,1950,estimates,male,5yearly,0,40.598418
818,1950,estimates,female,5yearly,1,54.687536
818,1950,estimates,male,5yearly,1,52.578763
818,1950,estimates,female,5yearly,5,64.191607
818,1950,estimates,male,5yearly,5,58.882965
818,1950,estimates,female,5yearly,10,60.137398
818,1950,estimates,male,5yearly,10,54.813593
818,1950,estimates,female,5yearly,15,55.737711
818,1950,estimates,male,5yearly,15,50.495309
818,1950,estimates,female,5yearly,20,51.397042
818,1950,estimates,male,5yearly,20,46.127597
818,1950,estimates,female,5yearly,25,46.951929
818,1950,estimates,male,5yearly,25,41.845117
818,1950,estimates,female,5yearly,30,42.56475
818,1950,estimates,male,5yearly,30,37.656492
818,1950,estimates,female,5yearly,35,38.21034
818,1950,estimates,male,5yearly,35,33.436274
818,1950,estimates,female,5yearly,40,33.927927
818,1950,estimates,male,5yearly,40,29.373235
818,1950,estimates,female,5yearly,45,29.583117
818,1950,estimates,male,5yearly,45,25.316229
818,1950,estimates,female,5yearly,50,25.270838
818,1950,estimates,male,5yearly,50,21.435209
818,1950,estimates,female,5yearly,55,21.243285
818,1950,estimates,male,5yearly,55,17.987659
818,1950,estimates,female,5yearly,60,17.375249
818,1950,estimates,male,5yearly,60,14.579029
818,1950,estimates,female,5yearly,65,13.796146
818,1950,estimates,male,5yearly,65,11.481176
818,1950,estimates,female,5yearly,70,10.603283
818,1950,estimates,male,5yearly,70,8.7490435
818,1950,estimates,female,5yearly,75,7.9269636
818,1950,estimates,male,5yearly,75,6.5607898
818,1950,estimates,female,5yearly,80,5.8233142
818,1950,estimates,male,5yearly,80,4.8704033
818,1950,estimates,female,5yearly,85,4.210447
818,1950,estimates,male,5yearly,85,3.5465772
818,1950,estimates,female,5yearly,90,3.0920202
818,1950,estimates,male,5yearly,90,2.640363
818,1950,estimates,female,5yearly,95,2.2688833
818,1950,estimates,male,5yearly,95,1.9738518
818,1950,estimates,female,5yearly,100plus,1.8457084
818,1950,estimates,male,5yearly,100plus,1.6602565
818,1955,estimates,female,5yearly,0,47.371207
818,1955,estimates,male,5yearly,0,45.29167
818,1955,estimates,female,5yearly,1,58.689867
818,1955,estimates,male,5yearly,1,55.659881
818,1955,estimates,female,5yearly,5,64.918963
818,1955,estimates,male,5yearly,5,59.623356
818,1955,estimates,female,5yearly,10,60.726794
818,1955,estimates,male,5yearly,10,55.442056
818,1955,estimates,female,5yearly,15,56.244863
818,1955,estimates,male,5yearly,15,51.043423
818,1955,estimates,female,5yearly,20,51.814467
818,1955,estimates,male,5yearly,20,46.622667
818,1955,estimates,female,5yearly,25,47.314827
818,1955,estimates,male,5yearly,25,42.289054
818,1955,estimates,female,5yearly,30,42.872672
818,1955,estimates,male,5yearly,30,38.036845
818,1955,estimates,female,5yearly,35,38.469371
818,1955,estimates,male,5yearly,35,33.764192
818,1955,estimates,female,5yearly,40,34.128544
818,1955,estimates,male,5yearly,40,29.625475
818,1955,estimates,female,5yearly,45,29.744441
818,1955,estimates,male,5yearly,45,25.512828
818,1955,estimates,female,5yearly,50,25.422037
818,1955,estimates,male,5yearly,50,21.602687
818,1955,estimates,female,5yearly,55,21.384841
818,1955,estimates,male,5yearly,55,18.129886
818,1955,estimates,female,5yearly,60,17.508696
818,1955,estimates,male,5yearly,60,14.707074
818,1955,estimates,female,5yearly,65,13.915301
818,1955,estimates,male,5yearly,65,11.60508
818,1955,estimates,female,5yearly,70,10.721817
818,1955,estimates,male,5yearly,70,8.877682
