country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
178,1950,estimates,female,5yearly,0,44.047977
178,1950,estimates,male,5yearly,0,42.265028
178,1950,estimates,female,5yearly,1,49.855876
178,1950,estimates,male,5yearly,1,48.613784
178,1950,estimates,female,5yearly,5,52.154382
178,1950,estimates,male,5yearly,5,50.63167
178,1950,estimates,female,5yearly,10,49.766818
178,1950,estimates,male,5yearly,10,48.070966
178,1950,estimates,female,5yearly,15,46.062933
178,1950,estimates,male,5yearly,15,44.231639
178,1950,estimates,female,5yearly,20,42.339318
178,1950,estimates,male,5yearly,20,40.467163
178,1950,estimates,female,5yearly,25,38.695317
178,1950,estimates,male,5yearly,25,37.071063
178,1950,estimates,female,5yearly,30,35.140404
178,1950,estimates,male,5yearly,30,33.621029
178,1950,estimates,female,5yearly,35,31.653022
178,1950,estimates,male,5yearly,35,30.113103
178,1950,estimates,female,5yearly,40,28.204084
178,1950,estimates,male,5yearly,40,26.613317
178,1950,estimates,female,5yearly,45,24.730046
178,1950,estimates,male,5yearly,45,23.20612
178,1950,estimates,female,5yearly,50,21.175657
178,1950,estimates,male,5yearly,50,19.862497
178,1950,estimates,female,5yearly,55,17.697911
178,1950,estimates,male,5yearly,55,16.651241
178,1950,estimates,female,5yearly,60,14.400116
178,1950,estimates,male,5yearly,60,13.587676
178,1950,estimates,female,5yearly,65,11.406374
178,1950,estimates,male,5yearly,65,10.781548
178,1950,estimates,female,5yearly,70,8.8012524
178,1950,estimates,male,5yearly,70,8.2787831
178,1950,estimates,female,5yearly,75,6.6664176
178,1950,estimates,male,5yearly,75,6.2172363
178,1950,estimates,female,5yearly,80,4.9415194
178,1950,estimates,male,5yearly,80,4.5558478
178,1950,estimates,female,5yearly,85,3.6776511
178,1950,estimates,male,5yearly,85,3.3094035
178,1950,estimates,female,5yearly,90,2.786575
178,1950,estimates,male,5yearly,90,2.4466226
178,1950,estimates,female,5yearly,95,2.1592234
178,1950,estimates,male,5yearly,95,1.8516499
178,1950,estimates,female,5yearly,100plus,1.7384824
178,1950,estimates,male,5yearly,100plus,1.5099386
178,1955,estimates,female,5yearly,0,47.974502
178,1955,estimates,male,5yearly,0,45.701343
178,1955,estimates,female,5yearly,1,53.190072
178,1955,estimates,male,5yearly,1,51.467554
178,1955,estimates,female,5yearly,5,54.674889
178,1955,estimates,male,5yearly,5,52.749
178,1955,estimates,female,5yearly,10,51.940719
178,1955,estimates,male,5yearly,10,49.900164
178,1955,estimates,female,5yearly,15,48.078877
178,1955,estimates,male,5yearly,15,45.938373
178,1955,estimates,female,5yearly,20,44.217157
178,1955,estimates,male,5yearly,20,42.077413
178,1955,estimates,female,5yearly,25,40.439316
