country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
578,1950,estimates,female,5yearly,0,74.604396
578,1950,estimates,male,5yearly,0,71.004614
578,1950,estimates,female,5yearly,1,75.039095
578,1950,estimates,male,5yearly,1,71.77221
578,1950,estimates,female,5yearly,5,71.511879
578,1950,estimates,male,5yearly,5,68.348602
578,1950,estimates,female,5yearly,10,66.673171
578,1950,estimates,male,5yearly,10,63.60654
578,1950,estimates,female,5yearly,15,61.78508
578,1950,estimates,male,5yearly,15,58.793185
578,1950,estimates,female,5yearly,20,56.923548
578,1950,estimates,male,5yearly,20,54.07796
578,1950,estimates,female,5yearly,25,52.084725
578,1950,estimates,male,5yearly,25,49.452407
578,1950,estimates,female,5yearly,30,47.292623
578,1950,estimates,male,5yearly,30,44.79126
578,1950,estimates,female,5yearly,35,42.509742
578,1950,estimates,male,5yearly,35,40.141115
578,1950,estimates,female,5yearly,40,37.779514
578,1950,estimates,male,5yearly,40,35.525022
578,1950,estimates,female,5yearly,45,33.116928
578,1950,estimates,male,5yearly,45,30.985395
578,1950,estimates,female,5yearly,50,28.574384
578,1950,estimates,male,5yearly,50,26.598834
578,1950,estimates,female,5yearly,55,24.166094
578,1950,estimates,male,5yearly,55,22.436689
578,1950,estimates,female,5yearly,60,19.957959
578,1950,estimates,male,5yearly,60,18.503667
578,1950,estimates,female,5yearly,65,15.984409
578,1950,estimates,male,5yearly,65,14.837778
578,1950,estimates,female,5yearly,70,12.347867
578,1950,estimates,male,5yearly,70,11.568078
578,1950,estimates,female,5yearly,75,9.2476217
578,1950,estimates,male,5yearly,75,8.7029414
578,1950,estimates,female,5yearly,80,6.7131626
578,1950,estimates,male,5yearly,80,6.3422081
578,1950,estimates,female,5yearly,85,4.7842708
578,1950,estimates,male,5yearly,85,4.5136276
578,1950,estimates,female,5yearly,90,3.4193444
578,1950,estimates,male,5yearly,90,3.2248006
578,1950,estimates,female,5yearly,95,2.4599716
578,1950,estimates,male,5yearly,95,2.344673
578,1950,estimates,female,5yearly,100plus,1.863
578,1950,estimates,male,5yearly,100plus,1.792
578,1955,estimates,female,5yearly,0,75.593431
578,1955,estimates,male,5yearly,0,71.395507
578,1955,estimates,female,5yearly,1,75.832724
578,1955,estimates,male,5yearly,1,71.937701
578,1955,estimates,female,5yearly,5,72.214821
578,1955,estimates,male,5yearly,5,68.383583
578,1955,estimates,female,5yearly,10,67.341681
578,1955,estimates,male,5yearly,10,63.603973
578,1955,estimates,female,5yearly,15,62.432571
578,1955,estimates,male,5yearly,15,58.756125
578,1955,estimates,female,5yearly,20,57.536446
578,1955,estimates,male,5yearly,20,54.03122
578,1955,estimates,female,5yearly,25,52.651703
578,1955,estimates,male,5yearly,25,49.363737
578,1955,estimates,female,5yearly,30,47.793602
578,1955,estimates,male,5yearly,30,44.666127
578,1955,estimates,female,5yearly,35,42.968132
578,1955,estimates,male,5yearly,35,39.959051
578,1955,estimates,female,5yearly,40,38.199326
578,1955,estimates,male,5yearly,40,35.28317
578,1955,estimates,female,5yearly,45,33.498484
578,1955,estimates,male,5yearly,45,30.720537
578,1955,estimates,female,5yearly,50,28.912551
578,1955,estimates,male,5yearly,50,26.294121
578,1955,estimates,female,5yearly,55,24.436624
578,1955,estimates,male,5yearly,55,22.110986
578,1955,estimates,female,5yearly,60,20.142254
578,1955,estimates,male,5yearly,60,18.216958
578,1955,estimates,female,5yearly,65,16.101629
578,1955,estimates,male,5yearly,65,14.668712
578,1955,estimates,female,5yearly,70,12.444519
578,1955,estimates,male,5yearly,70,11.440159
578,1955,estimates,female,5yearly,75,9.2791982
578,1955,estimates,male,5yearly,75,8.6428099
578,1955,estimates,female,5yearly,80,6.7204921
578,1955,estimates,male,5yearly,80,6.3165902
578,1955,estimates,female,5yearly,85,4.7639486
578,1955,estimates,male,5yearly,85,4.4536098
578,1955,estimates,female,5yearly,90,3.3286098
578,1955,estimates,male,5yearly,90,3.1268232
578,1955,estimates,female,5yearly,95,2.4011655
578,1955,estimates,male,5yearly,95,2.2645964
578,1955,estimates,female,5yearly,100plus,1.813
578,1955,estimates,male,5yearly,100plus,1.725
578,1960,estimates,female,5yearly,0,75.963532
578,1960,estimates,male,5yearly,0,71.060675
578,1960,estimates,female,5yearly,1,76.074723
578,1960,estimates,male,5yearly,1,71.417515
578,1960,estimates,female,5yearly,5,72.376147
578,1960,estimates,male,5yearly,5,67.796782
578,1960,estimates,female,5yearly,10,67.493728
578,1960,estimates,male,5yearly,10,63.004506
578,1960,estimates,female,5yearly,15,62.570443
578,1960,estimates,male,5yearly,15,58.137989
578,1960,estimates,female,5yearly,20,57.66933
