country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
144,1950,estimates,female,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1950,estimates,male,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1950,estimates,female,5yearly,0,56.798
144,1950,estimates,male,5yearly,0,53.12
144,1950,estimates,female,5yearly,1,60.775
144,1950,estimates,male,5yearly,1,57.782
144,1950,estimates,female,5yearly,5,61.137
144,1950,estimates,male,5yearly,5,56.925
144,1950,estimates,female,5yearly,10,57.358
144,1950,estimates,male,5yearly,10,53.356
144,1950,estimates,female,5yearly,15,52.795
144,1950,estimates,male,5yearly,15,48.936
144,1950,estimates,female,5yearly,20,48.411
144,1950,estimates,male,5yearly,20,44.571
144,1950,estimates,female,5yearly,25,44.357
144,1950,estimates,male,5yearly,25,40.338
144,1950,estimates,female,5yearly,30,40.418
144,1950,estimates,male,5yearly,30,36.14
144,1950,estimates,female,5yearly,35,36.453
144,1950,estimates,male,5yearly,35,31.956
144,1950,estimates,female,5yearly,40,32.477
144,1950,estimates,male,5yearly,40,27.908
144,1950,estimates,female,5yearly,45,28.362
144,1950,estimates,male,5yearly,45,23.946
144,1950,estimates,female,5yearly,50,24.287
144,1950,estimates,male,5yearly,50,20.188
144,1950,estimates,female,5yearly,55,20.323
144,1950,estimates,male,5yearly,55,16.613
144,1950,estimates,female,5yearly,60,16.566
144,1950,estimates,male,5yearly,60,13.418
144,1950,estimates,female,5yearly,65,13.054
144,1950,estimates,male,5yearly,65,10.546
144,1950,estimates,female,5yearly,70,10.013
144,1950,estimates,male,5yearly,70,8.095
144,1950,estimates,female,5yearly,75,7.577
144,1950,estimates,male,5yearly,75,6.278
144,1950,estimates,female,5yearly,80,5.245
144,1950,estimates,male,5yearly,80,4.83
144,1950,estimates,female,5yearly,85,3.694
144,1950,estimates,male,5yearly,85,3.757
144,1950,estimates,female,5yearly,90,2.639
144,1950,estimates,male,5yearly,90,2.969
144,1950,estimates,female,5yearly,95,1.834
144,1950,estimates,male,5yearly,95,2.388
144,1950,estimates,female,5yearly,100plus,0.204
144,1950,estimates,male,5yearly,100plus,1.897
144,1955,estimates,female,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1955,estimates,male,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1955,estimates,female,5yearly,0,61.046
144,1955,estimates,male,5yearly,0,56.46
144,1955,estimates,female,5yearly,1,63.97
144,1955,estimates,male,5yearly,1,60.761
144,1955,estimates,female,5yearly,5,63.828
144,1955,estimates,male,5yearly,5,58.898
144,1955,estimates,female,5yearly,10,59.763
144,1955,estimates,male,5yearly,10,55.064
144,1955,estimates,female,5yearly,15,55.099
144,1955,estimates,male,5yearly,15,50.546
144,1955,estimates,female,5yearly,20,50.568
144,1955,estimates,male,5yearly,20,46.079
144,1955,estimates,female,5yearly,25,46.286
144,1955,estimates,male,5yearly,25,41.726
144,1955,estimates,female,5yearly,30,42.106
144,1955,estimates,male,5yearly,30,37.406
144,1955,estimates,female,5yearly,35,37.918
144,1955,estimates,male,5yearly,35,33.098
144,1955,estimates,female,5yearly,40,33.745
144,1955,estimates,male,5yearly,40,28.918
144,1955,estimates,female,5yearly,45,29.486
144,1955,estimates,male,5yearly,45,24.828
144,1955,estimates,female,5yearly,50,25.285
144,1955,estimates,male,5yearly,50,20.942
144,1955,estimates,female,5yearly,55,21.198
144,1955,estimates,male,5yearly,55,17.249
144,1955,estimates,female,5yearly,60,17.316
144,1955,estimates,male,5yearly,60,13.94
144,1955,estimates,female,5yearly,65,13.677
144,1955,estimates,male,5yearly,65,10.965
144,1955,estimates,female,5yearly,70,10.507
144,1955,estimates,male,5yearly,70,8.419
144,1955,estimates,female,5yearly,75,7.936
144,1955,estimates,male,5yearly,75,6.512
144,1955,estimates,female,5yearly,80,5.475
144,1955,estimates,male,5yearly,80,4.988
144,1955,estimates,female,5yearly,85,3.828
144,1955,estimates,male,5yearly,85,3.858
144,1955,estimates,female,5yearly,90,2.718
144,1955,estimates,male,5yearly,90,3.034
144,1955,estimates,female,5yearly,95,1.924
144,1955,estimates,male,5yearly,95,2.422
144,1955,estimates,female,5yearly,100plus,1.0
144,1955,estimates,male,5yearly,100plus,1.914
144,1960,estimates,female,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1960,estimates,male,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1960,estimates,female,5yearly,0,63.092
144,1960,estimates,male,5yearly,0,58.162
144,1960,estimates,female,5yearly,1,65.817
144,1960,estimates,male,5yearly,1,61.313
144,1960,estimates,female,5yearly,5,64.143
144,1960,estimates,male,5yearly,5,59.57
144,1960,estimates,female,5yearly,10,59.877
144,1960,estimates,male,5yearly,10,55.427
144,1960,estimates,female,5yearly,15,55.208
144,1960,estimates,male,5yearly,15,50.907
144,1960,estimates,female,5yearly,20,50.635
144,1960,estimates,male,5yearly,20,46.424
144,1960,estimates,female,5yearly,25,46.307
144,1960,estimates,male,5yearly,25,42.074
144,1960,estimates,female,5yearly,30,42.038
144,1960,estimates,male,5yearly,30,37.766
144,1960,estimates,female,5yearly,35,37.727
144,1960,estimates,male,5yearly,35,33.398
144,1960,estimates,female,5yearly,40,33.474
144,1960,estimates,male,5yearly,40,29.195
144,1960,estimates,female,5yearly,45,29.181
144,1960,estimates,male,5yearly,45,25.088
144,1960,estimates,female,5yearly,50,24.995
144,1960,estimates,male,5yearly,50,21.231
144,1960,estimates,female,5yearly,55,20.846
144,1960,estimates,male,5yearly,55,17.505
144,1960,estimates,female,5yearly,60,16.983
144,1960,estimates,male,5yearly,60,14.134
144,1960,estimates,female,5yearly,65,13.281
144,1960,estimates,male,5yearly,65,10.912
144,1960,estimates,female,5yearly,70,10.342
144,1960,estimates,male,5yearly,70,8.4
144,1960,estimates,female,5yearly,75,7.859
144,1960,estimates,male,5yearly,75,6.49
144,1960,estimates,female,5yearly,80,5.825
144,1960,estimates,male,5yearly,80,4.969
144,1960,estimates,female,5yearly,85,4.349
144,1960,estimates,male,5yearly,85,3.849
144,1960,estimates,female,5yearly,90,3.293
144,1960,estimates,male,5yearly,90,3.03
144,1960,estimates,female,5yearly,95,2.541
144,1960,estimates,male,5yearly,95,2.431
144,1960,estimates,female,5yearly,100plus,1.941
144,1960,estimates,male,5yearly,100plus,1.934
144,1965,estimates,female,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1965,estimates,male,5yearly,"Region, subregion, country or area *",Sri Lanka
144,1965,estimates,female,5yearly,0,65.197
144,1965,estimates,male,5yearly,0,61.139
