country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
670,1950,estimates,female,5yearly,0,52.209
670,1950,estimates,male,5yearly,0,49.728
670,1950,estimates,female,5yearly,1,57.914
670,1950,estimates,male,5yearly,1,56.065
670,1950,estimates,female,5yearly,5,56.833
670,1950,estimates,male,5yearly,5,55.035
670,1950,estimates,female,5yearly,10,53.37
670,1950,estimates,male,5yearly,10,51.573
670,1950,estimates,female,5yearly,15,48.985
670,1950,estimates,male,5yearly,15,47.196
670,1950,estimates,female,5yearly,20,44.903
670,1950,estimates,male,5yearly,20,43.124
670,1950,estimates,female,5yearly,25,41.044
670,1950,estimates,male,5yearly,25,39.213
670,1950,estimates,female,5yearly,30,37.246
670,1950,estimates,male,5yearly,30,35.296
670,1950,estimates,female,5yearly,35,33.462
670,1950,estimates,male,5yearly,35,31.381
670,1950,estimates,female,5yearly,40,29.676
670,1950,estimates,male,5yearly,40,27.529
670,1950,estimates,female,5yearly,45,25.885
670,1950,estimates,male,5yearly,45,23.759
670,1950,estimates,female,5yearly,50,22.14
670,1950,estimates,male,5yearly,50,20.139
670,1950,estimates,female,5yearly,55,18.529
670,1950,estimates,male,5yearly,55,16.783
670,1950,estimates,female,5yearly,60,15.138
670,1950,estimates,male,5yearly,60,13.706
670,1950,estimates,female,5yearly,65,12.039
670,1950,estimates,male,5yearly,65,10.91
670,1950,estimates,female,5yearly,70,9.299
670,1950,estimates,male,5yearly,70,8.445
670,1950,estimates,female,5yearly,75,7.011
670,1950,estimates,male,5yearly,75,6.403
670,1950,estimates,female,5yearly,80,5.208
670,1950,estimates,male,5yearly,80,4.806
670,1950,estimates,female,5yearly,85,3.852
670,1950,estimates,male,5yearly,85,3.608
670,1950,estimates,female,5yearly,90,2.878
670,1950,estimates,male,5yearly,90,2.744
670,1950,estimates,female,5yearly,95,2.208
670,1950,estimates,male,5yearly,95,2.144
670,1950,estimates,female,5yearly,100plus,1.763
670,1950,estimates,male,5yearly,100plus,1.739
670,1955,estimates,female,5yearly,0,56.752
670,1955,estimates,male,5yearly,0,53.094092
670,1955,estimates,female,5yearly,1,64.863
670,1955,estimates,male,5yearly,1,61.372505
670,1955,estimates,female,5yearly,5,63.68
670,1955,estimates,male,5yearly,5,60.235072
670,1955,estimates,female,5yearly,10,60.074
670,1955,estimates,male,5yearly,10,56.647847
670,1955,estimates,female,5yearly,15,55.256
670,1955,estimates,male,5yearly,15,51.844617
670,1955,estimates,female,5yearly,20,50.764
670,1955,estimates,male,5yearly,20,47.362412
670,1955,estimates,female,5yearly,25,46.361
670,1955,estimates,male,5yearly,25,42.987952
670,1955,estimates,female,5yearly,30,42.101
670,1955,estimates,male,5yearly,30,38.754466
