country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
376,1950,estimates,female,5yearly,0,70.310529
376,1950,estimates,male,5yearly,0,67.522934
376,1950,estimates,female,5yearly,1,71.922075
376,1950,estimates,male,5yearly,1,69.458575
376,1950,estimates,female,5yearly,5,68.639733
376,1950,estimates,male,5yearly,5,66.168427
376,1950,estimates,female,5yearly,10,63.808604
376,1950,estimates,male,5yearly,10,61.435758
376,1950,estimates,female,5yearly,15,58.957151
376,1950,estimates,male,5yearly,15,56.638551
376,1950,estimates,female,5yearly,20,54.140524
376,1950,estimates,male,5yearly,20,52.044951
376,1950,estimates,female,5yearly,25,49.376639
376,1950,estimates,male,5yearly,25,47.516685
376,1950,estimates,female,5yearly,30,44.622358
376,1950,estimates,male,5yearly,30,42.850966
376,1950,estimates,female,5yearly,35,39.887873
376,1950,estimates,male,5yearly,35,38.151625
376,1950,estimates,female,5yearly,40,35.234037
376,1950,estimates,male,5yearly,40,33.472676
376,1950,estimates,female,5yearly,45,30.663401
376,1950,estimates,male,5yearly,45,28.865089
376,1950,estimates,female,5yearly,50,26.211053
376,1950,estimates,male,5yearly,50,24.426845
376,1950,estimates,female,5yearly,55,21.968015
376,1950,estimates,male,5yearly,55,20.310291
376,1950,estimates,female,5yearly,60,17.925281
376,1950,estimates,male,5yearly,60,16.486651
376,1950,estimates,female,5yearly,65,14.265476
376,1950,estimates,male,5yearly,65,13.168941
376,1950,estimates,female,5yearly,70,11.023446
376,1950,estimates,male,5yearly,70,10.317497
376,1950,estimates,female,5yearly,75,8.3757691
376,1950,estimates,male,5yearly,75,7.9082395
376,1950,estimates,female,5yearly,80,6.3919077
376,1950,estimates,male,5yearly,80,5.9543192
376,1950,estimates,female,5yearly,85,4.620618
376,1950,estimates,male,5yearly,85,4.4505696
376,1950,estimates,female,5yearly,90,3.2293253
376,1950,estimates,male,5yearly,90,3.2038169
376,1950,estimates,female,5yearly,95,2.3680737
376,1950,estimates,male,5yearly,95,2.398822
376,1950,estimates,female,5yearly,100plus,1.8934107
376,1950,estimates,male,5yearly,100plus,1.9495298
376,1955,estimates,female,5yearly,0,71.515747
376,1955,estimates,male,5yearly,0,68.657952
376,1955,estimates,female,5yearly,1,72.75788
376,1955,estimates,male,5yearly,1,70.179251
376,1955,estimates,female,5yearly,5,69.273636
376,1955,estimates,male,5yearly,5,66.696601
376,1955,estimates,female,5yearly,10,64.418357
376,1955,estimates,male,5yearly,10,61.913953
376,1955,estimates,female,5yearly,15,59.54542
376,1955,estimates,male,5yearly,15,57.090973
376,1955,estimates,female,5yearly,20,54.706465
376,1955,estimates,male,5yearly,20,52.461882
376,1955,estimates,female,5yearly,25,49.900454
376,1955,estimates,male,5yearly,25,47.869569
376,1955,estimates,female,5yearly,30,45.107716
376,1955,estimates,male,5yearly,30,43.166122
376,1955,estimates,female,5yearly,35,40.340552
376,1955,estimates,male,5yearly,35,38.446097
376,1955,estimates,female,5yearly,40,35.645763
376,1955,estimates,male,5yearly,40,33.756295
376,1955,estimates,female,5yearly,45,31.040416
376,1955,estimates,male,5yearly,45,29.151003
376,1955,estimates,female,5yearly,50,26.560599
376,1955,estimates,male,5yearly,50,24.709437
376,1955,estimates,female,5yearly,55,22.280873
376,1955,estimates,male,5yearly,55,20.570486
376,1955,estimates,female,5yearly,60,18.235185
376,1955,estimates,male,5yearly,60,16.749503
376,1955,estimates,female,5yearly,65,14.560937
376,1955,estimates,male,5yearly,65,13.385844
376,1955,estimates,female,5yearly,70,11.33004
376,1955,estimates,male,5yearly,70,10.521113
376,1955,estimates,female,5yearly,75,8.6429923
376,1955,estimates,male,5yearly,75,8.102762
376,1955,estimates,female,5yearly,80,6.57371
376,1955,estimates,male,5yearly,80,6.1480294
376,1955,estimates,female,5yearly,85,4.7877868
376,1955,estimates,male,5yearly,85,4.6093381
376,1955,estimates,female,5yearly,90,3.2914907
376,1955,estimates,male,5yearly,90,3.2426459
376,1955,estimates,female,5yearly,95,2.3951842
376,1955,estimates,male,5yearly,95,2.4178116
376,1955,estimates,female,5yearly,100plus,1.9059518
376,1955,estimates,male,5yearly,100plus,1.9535189
376,1960,estimates,female,5yearly,0,72.496817
376,1960,estimates,male,5yearly,0,69.546759
376,1960,estimates,female,5yearly,1,73.430007
376,1960,estimates,male,5yearly,1,70.72908
376,1960,estimates,female,5yearly,5,69.820172
376,1960,estimates,male,5yearly,5,67.122272
376,1960,estimates,female,5yearly,10,64.949214
376,1960,estimates,male,5yearly,10,62.306708
376,1960,estimates,female,5yearly,15,60.060785
376,1960,estimates,male,5yearly,15,57.464207
376,1960,estimates,female,5yearly,20,55.206028
376,1960,estimates,male,5yearly,20,52.800452
376,1960,estimates,female,5yearly,25,50.370225
376,1960,estimates,male,5yearly,25,48.15869
376,1960,estimates,female,5yearly,30,45.547594
376,1960,estimates,male,5yearly,30,43.426016
376,1960,estimates,female,5yearly,35,40.754106
376,1960,estimates,male,5yearly,35,38.689984
376,1960,estimates,female,5yearly,40,36.025374
376,1960,estimates,male,5yearly,40,33.99454
376,1960,estimates,female,5yearly,45,31.385766
