country,year,variant,gender,freq,age1yearinterval,lifeexpectancy
882,1950,estimates,female,5yearly,0,49.6
882,1950,estimates,male,5yearly,0,43
882,1950,estimates,female,5yearly,1,53.610674
882,1950,estimates,male,5yearly,1,47.88239
882,1950,estimates,female,5yearly,5,52.394821
882,1950,estimates,male,5yearly,5,47.190859
882,1950,estimates,female,5yearly,10,48.20089
882,1950,estimates,male,5yearly,10,43.310243
882,1950,estimates,female,5yearly,15,43.759383
882,1950,estimates,male,5yearly,15,39.115408
882,1950,estimates,female,5yearly,20,39.813772
882,1950,estimates,male,5yearly,20,35.197336
882,1950,estimates,female,5yearly,25,36.173865
882,1950,estimates,male,5yearly,25,31.602431
882,1950,estimates,female,5yearly,30,32.667363
882,1950,estimates,male,5yearly,30,28.017959
882,1950,estimates,female,5yearly,35,29.179539
882,1950,estimates,male,5yearly,35,24.522833
882,1950,estimates,female,5yearly,40,25.730946
882,1950,estimates,male,5yearly,40,21.177308
882,1950,estimates,female,5yearly,45,22.296566
882,1950,estimates,male,5yearly,45,18.080494
882,1950,estimates,female,5yearly,50,19.001248
882,1950,estimates,male,5yearly,50,15.184866
882,1950,estimates,female,5yearly,55,15.939956
882,1950,estimates,male,5yearly,55,12.62973
882,1950,estimates,female,5yearly,60,13.174304
882,1950,estimates,male,5yearly,60,10.218509
882,1950,estimates,female,5yearly,65,10.709268
882,1950,estimates,male,5yearly,65,8.2423498
882,1950,estimates,female,5yearly,70,8.5450733
882,1950,estimates,male,5yearly,70,6.6507959
882,1950,estimates,female,5yearly,75,6.7080973
882,1950,estimates,male,5yearly,75,5.4039628
882,1950,estimates,female,5yearly,80,5.203997
882,1950,estimates,male,5yearly,80,4.3951037
882,1950,estimates,female,5yearly,85,4.0349742
882,1950,estimates,male,5yearly,85,3.514541
882,1950,estimates,female,5yearly,90,3.1449578
882,1950,estimates,male,5yearly,90,2.7998659
882,1950,estimates,female,5yearly,95,2.4617839
882,1950,estimates,male,5yearly,95,2.2085055
882,1950,estimates,female,5yearly,100plus,2.0038687
882,1950,estimates,male,5yearly,100plus,1.8581673
882,1955,estimates,female,5yearly,0,52.1
882,1955,estimates,male,5yearly,0,45.5
882,1955,estimates,female,5yearly,1,55.858639
882,1955,estimates,male,5yearly,1,50.022873
882,1955,estimates,female,5yearly,5,54.297327
882,1955,estimates,male,5yearly,5,48.905332
882,1955,estimates,female,5yearly,10,49.99907
882,1955,estimates,male,5yearly,10,44.886271
882,1955,estimates,female,5yearly,15,45.487998
882,1955,estimates,male,5yearly,15,40.602575
882,1955,estimates,female,5yearly,20,41.406374
882,1955,estimates,male,5yearly,20,36.574957
882,1955,estimates,female,5yearly,25,37.589592
882,1955,estimates,male,5yearly,25,32.841102
882,1955,estimates,female,5yearly,30,33.901136
882,1955,estimates,male,5yearly,30,29.12195
882,1955,estimates,female,5yearly,35,30.240471
882,1955,estimates,male,5yearly,35,25.483852
882,1955,estimates,female,5yearly,40,26.636826
882,1955,estimates,male,5yearly,40,21.996469
882,1955,estimates,female,5yearly,45,23.074494
882,1955,estimates,male,5yearly,45,18.75828
