variant,region,year,gender,childdependencyratio1564
estimates,920,1950,male,66.484
estimates,920,1951,male,67.069
estimates,920,1952,male,67.87
estimates,920,1953,male,68.566
estimates,920,1954,male,69.171
estimates,920,1955,male,69.822
estimates,920,1956,male,71.544
estimates,920,1957,male,72.95
estimates,920,1958,male,74.267
estimates,920,1959,male,75.642
estimates,920,1960,male,77.089
estimates,920,1961,male,78.821
estimates,920,1962,male,80.536
estimates,920,1963,male,82.114
estimates,920,1964,male,83.361
estimates,920,1965,male,84.183
estimates,920,1966,male,85.009
estimates,920,1967,male,85.429
estimates,920,1968,male,85.484
estimates,920,1969,male,85.255
estimates,920,1970,male,84.806
estimates,920,1971,male,84.524
estimates,920,1972,male,83.966
estimates,920,1973,male,83.193
estimates,920,1974,male,82.25
estimates,920,1975,male,81.167
estimates,920,1976,male,80.322
estimates,920,1977,male,79.324
estimates,920,1978,male,78.211
estimates,920,1979,male,77.031
estimates,920,1980,male,75.822
estimates,920,1981,male,74.641
estimates,920,1982,male,73.467
estimates,920,1983,male,72.278
estimates,920,1984,male,71.031
estimates,920,1985,male,69.709
estimates,920,1986,male,68.592
estimates,920,1987,male,67.323
estimates,920,1988,male,65.98
estimates,920,1989,male,64.659
estimates,920,1990,male,63.401
estimates,920,1991,male,62.292
estimates,920,1992,male,61.266
estimates,920,1993,male,60.255
estimates,920,1994,male,59.159
estimates,920,1995,male,57.932
estimates,920,1996,male,56.767
estimates,920,1997,male,55.446
estimates,920,1998,male,54.031
estimates,920,1999,male,52.646
estimates,920,2000,male,51.372
estimates,920,2001,male,50.397
estimates,920,2002,male,49.576
estimates,920,2003,male,48.851
estimates,920,2004,male,48.134
estimates,920,2005,male,47.381
estimates,920,2006,male,46.488
estimates,920,2007,male,45.581
estimates,920,2008,male,44.691
estimates,920,2009,male,43.885
estimates,920,2010,male,43.194
estimates,920,2011,male,42.565
estimates,920,2012,male,42.047
estimates,920,2013,male,41.597
estimates,920,2014,male,41.148
estimates,920,2015,male,40.666
medium_variant,920,2015,male,40.666
medium_variant,920,2016,male,40.295
medium_variant,920,2017,male,39.856
medium_variant,920,2018,male,39.387
medium_variant,920,2019,male,38.944
medium_variant,920,2020,male,38.551
medium_variant,920,2021,male,38.163
medium_variant,920,2022,male,37.84
medium_variant,920,2023,male,37.544
medium_variant,920,2024,male,37.217
medium_variant,920,2025,male,36.834
medium_variant,920,2026,male,36.504
medium_variant,920,2027,male,36.113
medium_variant,920,2028,male,35.687
medium_variant,920,2029,male,35.265
medium_variant,920,2030,male,34.869
medium_variant,920,2031,male,34.53
medium_variant,920,2032,male,34.211
medium_variant,920,2033,male,33.906
medium_variant,920,2034,male,33.603
medium_variant,920,2035,male,33.296
medium_variant,920,2036,male,33.044
medium_variant,920,2037,male,32.79
medium_variant,920,2038,male,32.535
medium_variant,920,2039,male,32.283
medium_variant,920,2040,male,32.036
medium_variant,920,2041,male,31.842
medium_variant,920,2042,male,31.647
medium_variant,920,2043,male,31.454
medium_variant,920,2044,male,31.266
medium_variant,920,2045,male,31.085
medium_variant,920,2046,male,30.952
medium_variant,920,2047,male,30.822
medium_variant,920,2048,male,30.693
medium_variant,920,2049,male,30.558
medium_variant,920,2050,male,30.418
medium_variant,920,2051,male,30.311
medium_variant,920,2052,male,30.194
medium_variant,920,2053,male,30.07
medium_variant,920,2054,male,29.943
medium_variant,920,2055,male,29.816
medium_variant,920,2056,male,29.724
medium_variant,920,2057,male,29.629
medium_variant,920,2058,male,29.528
medium_variant,920,2059,male,29.417
medium_variant,920,2060,male,29.294
medium_variant,920,2061,male,29.198
medium_variant,920,2062,male,29.089
medium_variant,920,2063,male,28.97
medium_variant,920,2064,male,28.847
medium_variant,920,2065,male,28.722
medium_variant,920,2066,male,28.63
medium_variant,920,2067,male,28.536
medium_variant,920,2068,male,28.438
medium_variant,920,2069,male,28.338
medium_variant,920,2070,male,28.236
medium_variant,920,2071,male,28.168
medium_variant,920,2072,male,28.095
medium_variant,920,2073,male,28.022
medium_variant,920,2074,male,27.951
medium_variant,920,2075,male,27.885
medium_variant,920,2076,male,27.853
medium_variant,920,2077,male,27.823
medium_variant,920,2078,male,27.792
medium_variant,920,2079,male,27.758
medium_variant,920,2080,male,27.72
medium_variant,920,2081,male,27.704
medium_variant,920,2082,male,27.682
medium_variant,920,2083,male,27.652
medium_variant,920,2084,male,27.618
medium_variant,920,2085,male,27.58
medium_variant,920,2086,male,27.563
