variant,country,year,gender,potentialsupport1664_65
estimates,242,1950,male,12.834
estimates,242,1951,male,13.191
estimates,242,1952,male,13.617
estimates,242,1953,male,14.213
estimates,242,1954,male,15.133
estimates,242,1955,male,16.516
estimates,242,1956,male,17.118
estimates,242,1957,male,17.821
estimates,242,1958,male,18.518
estimates,242,1959,male,19.016
estimates,242,1960,male,19.253
estimates,242,1961,male,19.484
estimates,242,1962,male,19.679
estimates,242,1963,male,19.937
estimates,242,1964,male,20.42
estimates,242,1965,male,21.182
estimates,242,1966,male,21.44
estimates,242,1967,male,21.848
estimates,242,1968,male,22.325
estimates,242,1969,male,22.761
estimates,242,1970,male,23.101
estimates,242,1971,male,22.992
estimates,242,1972,male,22.908
estimates,242,1973,male,22.834
estimates,242,1974,male,22.791
estimates,242,1975,male,22.721
estimates,242,1976,male,22.412
estimates,242,1977,male,22.241
estimates,242,1978,male,22.242
estimates,242,1979,male,22.345
estimates,242,1980,male,22.544
estimates,242,1981,male,22.034
estimates,242,1982,male,21.58
estimates,242,1983,male,21.222
estimates,242,1984,male,21.026
estimates,242,1985,male,21.005
estimates,242,1986,male,20.658
estimates,242,1987,male,20.471
estimates,242,1988,male,20.418
estimates,242,1989,male,20.458
estimates,242,1990,male,20.577
estimates,242,1991,male,20.502
estimates,242,1992,male,20.492
estimates,242,1993,male,20.574
estimates,242,1994,male,20.776
estimates,242,1995,male,21.094
estimates,242,1996,male,20.706
estimates,242,1997,male,20.4
estimates,242,1998,male,20.161
estimates,242,1999,male,19.954
estimates,242,2000,male,19.765
estimates,242,2001,male,19.312
estimates,242,2002,male,18.83
estimates,242,2003,male,18.303
estimates,242,2004,male,17.732
estimates,242,2005,male,17.115
estimates,242,2006,male,16.609
estimates,242,2007,male,16.163
estimates,242,2008,male,15.765
estimates,242,2009,male,15.41
estimates,242,2010,male,15.077
estimates,242,2011,male,14.463
estimates,242,2012,male,13.903
estimates,242,2013,male,13.4
estimates,242,2014,male,12.957
estimates,242,2015,male,12.571
medium_variant,242,2015,male,12.571
medium_variant,242,2016,male,12.16
medium_variant,242,2017,male,11.809
medium_variant,242,2018,male,11.488
medium_variant,242,2019,male,11.172
medium_variant,242,2020,male,10.844
medium_variant,242,2021,male,10.443
medium_variant,242,2022,male,10.07
medium_variant,242,2023,male,9.728
medium_variant,242,2024,male,9.416
medium_variant,242,2025,male,9.135
medium_variant,242,2026,male,8.817
medium_variant,242,2027,male,8.536
medium_variant,242,2028,male,8.295
medium_variant,242,2029,male,8.101
medium_variant,242,2030,male,7.956
medium_variant,242,2031,male,7.792
medium_variant,242,2032,male,7.671
medium_variant,242,2033,male,7.581
medium_variant,242,2034,male,7.515
medium_variant,242,2035,male,7.47
medium_variant,242,2036,male,7.376
medium_variant,242,2037,male,7.305
medium_variant,242,2038,male,7.245
medium_variant,242,2039,male,7.185
medium_variant,242,2040,male,7.118
medium_variant,242,2041,male,6.979
medium_variant,242,2042,male,6.846
medium_variant,242,2043,male,6.715
medium_variant,242,2044,male,6.586
medium_variant,242,2045,male,6.456
medium_variant,242,2046,male,6.271
medium_variant,242,2047,male,6.095
medium_variant,242,2048,male,5.936
medium_variant,242,2049,male,5.801
medium_variant,242,2050,male,5.694
medium_variant,242,2051,male,5.571
medium_variant,242,2052,male,5.474
medium_variant,242,2053,male,5.397
medium_variant,242,2054,male,5.326
medium_variant,242,2055,male,5.256
medium_variant,242,2056,male,5.155
medium_variant,242,2057,male,5.06
medium_variant,242,2058,male,4.974
medium_variant,242,2059,male,4.902
medium_variant,242,2060,male,4.845
medium_variant,242,2061,male,4.775
medium_variant,242,2062,male,4.718
medium_variant,242,2063,male,4.671
medium_variant,242,2064,male,4.628
medium_variant,242,2065,male,4.585
medium_variant,242,2066,male,4.52
medium_variant,242,2067,male,4.458
medium_variant,242,2068,male,4.398
medium_variant,242,2069,male,4.332
medium_variant,242,2070,male,4.261
medium_variant,242,2071,male,4.162
medium_variant,242,2072,male,4.063
medium_variant,242,2073,male,3.965
medium_variant,242,2074,male,3.874
medium_variant,242,2075,male,3.79
medium_variant,242,2076,male,3.697
medium_variant,242,2077,male,3.614
medium_variant,242,2078,male,3.538
medium_variant,242,2079,male,3.47
medium_variant,242,2080,male,3.409
medium_variant,242,2081,male,3.342
medium_variant,242,2082,male,3.284
medium_variant,242,2083,male,3.231
medium_variant,242,2084,male,3.184
medium_variant,242,2085,male,3.14
medium_variant,242,2086,male,3.093
medium_variant,242,2087,male,3.051
medium_variant,242,2088,male,3.013
medium_variant,242,2089,male,2.978
medium_variant,242,2090,male,2.944
medium_variant,242,2091,male,2.906
medium_variant,242,2092,male,2.87
medium_variant,242,2093,male,2.837
medium_variant,242,2094,male,2.804
medium_variant,242,2095,male,2.772
medium_variant,242,2096,male,2.736
medium_variant,242,2097,male,2.702
medium_variant,242,2098,male,2.67
medium_variant,242,2099,male,2.638
medium_variant,242,2100,male,2.607
estimates,242,1950,female,34.603
estimates,242,1951,female,31.03
estimates,242,1952,female,28.258
estimates,242,1953,female,26.21
estimates,242,1954,female,25.027
estimates,242,1955,female,24.533
estimates,242,1956,female,24.883
estimates,242,1957,female,25.671
estimates,242,1958,female,26.816
estimates,242,1959,female,28.242
estimates,242,1960,female,29.654
estimates,242,1961,female,29.647
estimates,242,1962,female,29.313
estimates,242,1963,female,28.775
estimates,242,1964,female,28.113
estimates,242,1965,female,27.328
estimates,242,1966,female,26.905
estimates,242,1967,female,26.443
estimates,242,1968,female,25.994
estimates,242,1969,female,25.579
estimates,242,1970,female,25.226
estimates,242,1971,female,24.828
