variant,country,year,gender,potentialsupport1664_65
estimates,440,1950,male,8.182
estimates,440,1951,male,8.271
estimates,440,1952,male,8.399
estimates,440,1953,male,8.549
estimates,440,1954,male,8.701
estimates,440,1955,male,8.839
estimates,440,1956,male,9.033
estimates,440,1957,male,9.233
estimates,440,1958,male,9.45
estimates,440,1959,male,9.71
estimates,440,1960,male,10.024
estimates,440,1961,male,9.735
estimates,440,1962,male,9.494
estimates,440,1963,male,9.279
estimates,440,1964,male,9.061
estimates,440,1965,male,8.826
estimates,440,1966,male,8.585
estimates,440,1967,male,8.361
estimates,440,1968,male,8.136
estimates,440,1969,male,7.89
estimates,440,1970,male,7.621
estimates,440,1971,male,7.346
estimates,440,1972,male,7.086
estimates,440,1973,male,6.876
estimates,440,1974,male,6.753
estimates,440,1975,male,6.722
estimates,440,1976,male,6.754
estimates,440,1977,male,6.853
estimates,440,1978,male,7.006
estimates,440,1979,male,7.199
estimates,440,1980,male,7.425
estimates,440,1981,male,7.632
estimates,440,1982,male,7.887
estimates,440,1983,male,8.166
estimates,440,1984,male,8.43
estimates,440,1985,male,8.649
estimates,440,1986,male,8.714
estimates,440,1987,male,8.736
estimates,440,1988,male,8.718
estimates,440,1989,male,8.667
estimates,440,1990,male,8.586
estimates,440,1991,male,8.347
estimates,440,1992,male,8.113
estimates,440,1993,male,7.897
estimates,440,1994,male,7.713
estimates,440,1995,male,7.567
estimates,440,1996,male,7.319
estimates,440,1997,male,7.112
estimates,440,1998,male,6.94
estimates,440,1999,male,6.799
estimates,440,2000,male,6.684
estimates,440,2001,male,6.501
estimates,440,2002,male,6.339
estimates,440,2003,male,6.195
estimates,440,2004,male,6.072
estimates,440,2005,male,5.97
estimates,440,2006,male,5.869
estimates,440,2007,male,5.796
estimates,440,2008,male,5.75
estimates,440,2009,male,5.726
estimates,440,2010,male,5.721
estimates,440,2011,male,5.592
estimates,440,2012,male,5.478
estimates,440,2013,male,5.373
estimates,440,2014,male,5.274
estimates,440,2015,male,5.176
medium_variant,440,2015,male,5.176
medium_variant,440,2016,male,5.093
medium_variant,440,2017,male,5.014
medium_variant,440,2018,male,4.936
medium_variant,440,2019,male,4.854
medium_variant,440,2020,male,4.767
medium_variant,440,2021,male,4.629
medium_variant,440,2022,male,4.495
medium_variant,440,2023,male,4.367
medium_variant,440,2024,male,4.249
medium_variant,440,2025,male,4.139
medium_variant,440,2026,male,3.997
medium_variant,440,2027,male,3.868
medium_variant,440,2028,male,3.756
medium_variant,440,2029,male,3.665
medium_variant,440,2030,male,3.595
medium_variant,440,2031,male,3.514
medium_variant,440,2032,male,3.453
medium_variant,440,2033,male,3.408
medium_variant,440,2034,male,3.372
medium_variant,440,2035,male,3.341
medium_variant,440,2036,male,3.294
medium_variant,440,2037,male,3.255
medium_variant,440,2038,male,3.223
medium_variant,440,2039,male,3.2
medium_variant,440,2040,male,3.188
medium_variant,440,2041,male,3.168
medium_variant,440,2042,male,3.157
medium_variant,440,2043,male,3.152
medium_variant,440,2044,male,3.151
medium_variant,440,2045,male,3.15
medium_variant,440,2046,male,3.133
medium_variant,440,2047,male,3.118
medium_variant,440,2048,male,3.103
medium_variant,440,2049,male,3.085
medium_variant,440,2050,male,3.063
medium_variant,440,2051,male,3.02
medium_variant,440,2052,male,2.976
medium_variant,440,2053,male,2.931
medium_variant,440,2054,male,2.883
medium_variant,440,2055,male,2.832
medium_variant,440,2056,male,2.764
medium_variant,440,2057,male,2.696
medium_variant,440,2058,male,2.634
medium_variant,440,2059,male,2.583
medium_variant,440,2060,male,2.545
medium_variant,440,2061,male,2.51
medium_variant,440,2062,male,2.488
medium_variant,440,2063,male,2.478
