variant,region,year,gender,dependencyratio2569
estimates,925,1950,male,109.145
estimates,925,1951,male,107.832
estimates,925,1952,male,105.987
estimates,925,1953,male,104.299
estimates,925,1954,male,102.899
estimates,925,1955,male,101.668
estimates,925,1956,male,100.467
estimates,925,1957,male,99.649
estimates,925,1958,male,98.99
estimates,925,1959,male,98.331
estimates,925,1960,male,97.662
estimates,925,1961,male,97.139
estimates,925,1962,male,96.555
estimates,925,1963,male,96.006
estimates,925,1964,male,95.623
estimates,925,1965,male,95.436
estimates,925,1966,male,95.654
estimates,925,1967,male,95.967
estimates,925,1968,male,96.328
estimates,925,1969,male,96.646
estimates,925,1970,male,96.867
estimates,925,1971,male,96.902
estimates,925,1972,male,96.739
estimates,925,1973,male,96.424
estimates,925,1974,male,96.017
estimates,925,1975,male,95.559
estimates,925,1976,male,95.471
estimates,925,1977,male,95.204
estimates,925,1978,male,94.771
estimates,925,1979,male,94.183
estimates,925,1980,male,93.434
estimates,925,1981,male,92.777
estimates,925,1982,male,91.94
estimates,925,1983,male,90.863
estimates,925,1984,male,89.447
estimates,925,1985,male,87.666
estimates,925,1986,male,85.92
estimates,925,1987,male,83.917
estimates,925,1988,male,81.81
estimates,925,1989,male,79.781
estimates,925,1990,male,77.93
estimates,925,1991,male,76.519
estimates,925,1992,male,75.202
estimates,925,1993,male,73.957
estimates,925,1994,male,72.738
estimates,925,1995,male,71.527
estimates,925,1996,male,70.46
estimates,925,1997,male,69.358
estimates,925,1998,male,68.259
estimates,925,1999,male,67.212
estimates,925,2000,male,66.249
estimates,925,2001,male,65.503
estimates,925,2002,male,64.747
estimates,925,2003,male,64.003
estimates,925,2004,male,63.285
estimates,925,2005,male,62.611
estimates,925,2006,male,62.389
estimates,925,2007,male,62.203
estimates,925,2008,male,62.029
estimates,925,2009,male,61.817
estimates,925,2010,male,61.54
estimates,925,2011,male,61.522
estimates,925,2012,male,61.433
estimates,925,2013,male,61.348
estimates,925,2014,male,61.373
estimates,925,2015,male,61.561
medium_variant,925,2015,male,61.561
medium_variant,925,2016,male,61.778
medium_variant,925,2017,male,62.14
medium_variant,925,2018,male,62.577
medium_variant,925,2019,male,62.988
medium_variant,925,2020,male,63.334
medium_variant,925,2021,male,63.848
medium_variant,925,2022,male,64.268
medium_variant,925,2023,male,64.631
medium_variant,925,2024,male,65.004
medium_variant,925,2025,male,65.426
medium_variant,925,2026,male,65.998
medium_variant,925,2027,male,66.577
medium_variant,925,2028,male,67.173
medium_variant,925,2029,male,67.786
medium_variant,925,2030,male,68.423
medium_variant,925,2031,male,69.202
medium_variant,925,2032,male,69.978
medium_variant,925,2033,male,70.775
medium_variant,925,2034,male,71.628
medium_variant,925,2035,male,72.564
medium_variant,925,2036,male,73.643
medium_variant,925,2037,male,74.768
medium_variant,925,2038,male,75.959
medium_variant,925,2039,male,77.229
medium_variant,925,2040,male,78.584
medium_variant,925,2041,male,80.059
medium_variant,925,2042,male,81.568
medium_variant,925,2043,male,83.094
medium_variant,925,2044,male,84.619
medium_variant,925,2045,male,86.138
medium_variant,925,2046,male,87.641
medium_variant,925,2047,male,89.071
medium_variant,925,2048,male,90.413
medium_variant,925,2049,male,91.637
medium_variant,925,2050,male,92.722
medium_variant,925,2051,male,93.622
medium_variant,925,2052,male,94.319
medium_variant,925,2053,male,94.838
medium_variant,925,2054,male,95.227
medium_variant,925,2055,male,95.531
medium_variant,925,2056,male,95.709
medium_variant,925,2057,male,95.738
medium_variant,925,2058,male,95.656
medium_variant,925,2059,male,95.515
medium_variant,925,2060,male,95.37
medium_variant,925,2061,male,95.182
medium_variant,925,2062,male,94.93
medium_variant,925,2063,male,94.648
medium_variant,925,2064,male,94.367
medium_variant,925,2065,male,94.124
medium_variant,925,2066,male,93.881
medium_variant,925,2067,male,93.606
medium_variant,925,2068,male,93.343
medium_variant,925,2069,male,93.149
medium_variant,925,2070,male,93.079
medium_variant,925,2071,male,93.072
medium_variant,925,2072,male,93.093
medium_variant,925,2073,male,93.19
medium_variant,925,2074,male,93.42
medium_variant,925,2075,male,93.823
medium_variant,925,2076,male,94.273
medium_variant,925,2077,male,94.809
medium_variant,925,2078,male,95.423
medium_variant,925,2079,male,96.076
medium_variant,925,2080,male,96.745
medium_variant,925,2081,male,97.231
medium_variant,925,2082,male,97.648
medium_variant,925,2083,male,98.031
medium_variant,925,2084,male,98.427
medium_variant,925,2085,male,98.877
medium_variant,925,2086,male,99.127
medium_variant,925,2087,male,99.344
medium_variant,925,2088,male,99.549
medium_variant,925,2089,male,99.769
medium_variant,925,2090,male,100.038
medium_variant,925,2091,male,100.064
medium_variant,925,2092,male,100.059
medium_variant,925,2093,male,100.059
medium_variant,925,2094,male,100.11
medium_variant,925,2095,male,100.251
medium_variant,925,2096,male,100.149
medium_variant,925,2097,male,100.047
medium_variant,925,2098,male,99.982
medium_variant,925,2099,male,99.997
medium_variant,925,2100,male,100.141
estimates,925,1950,female,98.114
estimates,925,1951,female,97.032
estimates,925,1952,female,95.57
estimates,925,1953,female,94.291
