variant,region,year,gender,dependencyratio2569
estimates,948,1950,male,151.956
estimates,948,1951,male,152.794
estimates,948,1952,male,153.561
estimates,948,1953,male,154.045
estimates,948,1954,male,154.292
estimates,948,1955,male,154.446
estimates,948,1956,male,155.937
estimates,948,1957,male,156.964
estimates,948,1958,male,157.742
estimates,948,1959,male,158.41
estimates,948,1960,male,159.019
estimates,948,1961,male,160.201
estimates,948,1962,male,161.284
estimates,948,1963,male,162.282
estimates,948,1964,male,163.181
estimates,948,1965,male,164.003
estimates,948,1966,male,165.724
estimates,948,1967,male,167.213
estimates,948,1968,male,168.482
estimates,948,1969,male,169.557
estimates,948,1970,male,170.444
estimates,948,1971,male,171.832
estimates,948,1972,male,172.924
estimates,948,1973,male,173.66
estimates,948,1974,male,173.94
estimates,948,1975,male,173.745
estimates,948,1976,male,174.069
estimates,948,1977,male,173.819
estimates,948,1978,male,173.125
estimates,948,1979,male,172.158
estimates,948,1980,male,171.038
estimates,948,1981,male,170.489
estimates,948,1982,male,169.725
estimates,948,1983,male,168.737
estimates,948,1984,male,167.481
estimates,948,1985,male,165.956
estimates,948,1986,male,165.014
estimates,948,1987,male,163.692
estimates,948,1988,male,162.105
estimates,948,1989,male,160.384
estimates,948,1990,male,158.601
estimates,948,1991,male,157.148
estimates,948,1992,male,155.599
estimates,948,1993,male,153.95
estimates,948,1994,male,152.178
estimates,948,1995,male,150.293
estimates,948,1996,male,148.871
estimates,948,1997,male,147.291
estimates,948,1998,male,145.569
estimates,948,1999,male,143.74
estimates,948,2000,male,141.836
estimates,948,2001,male,140.248
estimates,948,2002,male,138.546
estimates,948,2003,male,136.731
estimates,948,2004,male,134.8
estimates,948,2005,male,132.768
estimates,948,2006,male,130.956
estimates,948,2007,male,129.021
estimates,948,2008,male,127.002
estimates,948,2009,male,124.95
estimates,948,2010,male,122.915
estimates,948,2011,male,121.224
estimates,948,2012,male,119.512
estimates,948,2013,male,117.793
estimates,948,2014,male,116.078
estimates,948,2015,male,114.378
medium_variant,948,2015,male,114.378
medium_variant,948,2016,male,112.963
medium_variant,948,2017,male,111.518
medium_variant,948,2018,male,110.073
medium_variant,948,2019,male,108.664
medium_variant,948,2020,male,107.316
medium_variant,948,2021,male,106.275
medium_variant,948,2022,male,105.257
medium_variant,948,2023,male,104.249
medium_variant,948,2024,male,103.236
medium_variant,948,2025,male,102.219
medium_variant,948,2026,male,101.449
medium_variant,948,2027,male,100.649
medium_variant,948,2028,male,99.822
medium_variant,948,2029,male,98.971
medium_variant,948,2030,male,98.104
medium_variant,948,2031,male,97.448
medium_variant,948,2032,male,96.751
medium_variant,948,2033,male,96.017
medium_variant,948,2034,male,95.253
medium_variant,948,2035,male,94.467
medium_variant,948,2036,male,93.875
medium_variant,948,2037,male,93.239
medium_variant,948,2038,male,92.574
medium_variant,948,2039,male,91.896
medium_variant,948,2040,male,91.219
medium_variant,948,2041,male,90.746
medium_variant,948,2042,male,90.249
