continent,variant,freq,year,netreporductionrate
908,estimates,5yearly,1950,1.15134693039379
908,estimates,5yearly,1955,1.19799012066224
908,estimates,5yearly,1960,1.18609240499843
908,estimates,5yearly,1965,1.10477510792657
908,estimates,5yearly,1970,1.01622802753065
908,estimates,5yearly,1975,0.928906490981606
908,estimates,5yearly,1980,0.89079173739191
908,estimates,5yearly,1985,0.866720685994354
908,estimates,5yearly,1990,0.750525872164829
908,estimates,5yearly,1995,0.673472808348133
908,estimates,5yearly,2000,0.672804640495591
908,estimates,5yearly,2005,0.731007880074896
908,estimates,5yearly,2010,0.765825685840037
908,constant_fertility,5yearly,2015,0.768488273712104
908,constant_mortality,5yearly,2015,0.782792013088885
908,high_variant,5yearly,2015,0.904204651671781
908,instant_replacement,5yearly,2015,1
908,low_variant,5yearly,2015,0.663898315291348
908,medium_variant,5yearly,2015,0.784026304524898
908,momentum,5yearly,2015,1
908,no_change,5yearly,2015,0.767411079150127
908,zero_migration,5yearly,2015,0.783902167371459
908,constant_fertility,5yearly,2020,0.771375470484463
908,constant_mortality,5yearly,2020,0.797871146897805
908,high_variant,5yearly,2020,0.992613030954333
908,instant_replacement,5yearly,2020,1
908,low_variant,5yearly,2020,0.607562207144454
908,medium_variant,5yearly,2020,0.800113441455056
908,momentum,5yearly,2020,1
908,no_change,5yearly,2020,0.769381115124498
908,zero_migration,5yearly,2020,0.799783319346881
908,constant_fertility,5yearly,2025,0.774484323115257
908,constant_mortality,5yearly,2025,0.812722156507721
908,high_variant,5yearly,2025,1.05682758476509
908,instant_replacement,5yearly,2025,1
908,low_variant,5yearly,2025,0.575027461416417
908,medium_variant,5yearly,2025,0.81596873164714
908,momentum,5yearly,2025,1
908,no_change,5yearly,2025,0.771842330403859
908,zero_migration,5yearly,2025,0.815597159889617
908,constant_fertility,5yearly,2030,0.777712550080518
908,constant_mortality,5yearly,2030,0.825473930820467
908,high_variant,5yearly,2030,1.07011082914836
908,instant_replacement,5yearly,2030,1
908,low_variant,5yearly,2030,0.588119671576467
908,medium_variant,5yearly,2030,0.829250647389165
908,momentum,5yearly,2030,1
908,no_change,5yearly,2030,0.774450207870424
908,zero_migration,5yearly,2030,0.828956706793098
908,constant_fertility,5yearly,2035,0.780544591229786
908,constant_mortality,5yearly,2035,0.836000651548096
908,high_variant,5yearly,2035,1.08170087958182
908,instant_replacement,5yearly,2035,1
908,low_variant,5yearly,2035,0.599483542518013
908,medium_variant,5yearly,2035,0.840493127084573
908,momentum,5yearly,2035,1
908,no_change,5yearly,2035,0.776813258427312
908,zero_migration,5yearly,2035,0.840302515660484
908,constant_fertility,5yearly,2040,0.783507076116713
908,constant_mortality,5yearly,2040,0.844696874501249
908,high_variant,5yearly,2040,1.09077241184997
908,instant_replacement,5yearly,2040,1
908,low_variant,5yearly,2040,0.608720307383389
908,medium_variant,5yearly,2040,0.849506729443483
908,momentum,5yearly,2040,1
908,no_change,5yearly,2040,0.779181330158685
908,zero_migration,5yearly,2040,0.849454020445487
908,constant_fertility,5yearly,2045,0.785994850124632
908,constant_mortality,5yearly,2045,0.851929615904084
908,high_variant,5yearly,2045,1.09875105552713
908,instant_replacement,5yearly,2045,1
908,low_variant,5yearly,2045,0.616737646588596
908,medium_variant,5yearly,2045,0.857570149780076
908,momentum,5yearly,2045,1
908,no_change,5yearly,2045,0.78153967895825
908,zero_migration,5yearly,2045,0.857697307127705
908,constant_fertility,5yearly,2050,0.788822844059212
908,constant_mortality,5yearly,2050,0.857907877584414
908,high_variant,5yearly,2050,1.10536013107217
908,instant_replacement,5yearly,2050,1
908,low_variant,5yearly,2050,0.623103139392017
908,medium_variant,5yearly,2050,0.864039999833737
908,momentum,5yearly,2050,1
908,no_change,5yearly,2050,0.78378622872075
908,zero_migration,5yearly,2050,0.864341339078746
908,constant_fertility,5yearly,2055,0.791280646438036
908,constant_mortality,5yearly,2055,0.86318377287742
908,high_variant,5yearly,2055,1.1106144728289
908,instant_replacement,5yearly,2055,1
908,low_variant,5yearly,2055,0.62865775568399
908,medium_variant,5yearly,2055,0.869525701646181
908,momentum,5yearly,2055,1
908,no_change,5yearly,2055,0.78612657205539
908,zero_migration,5yearly,2055,0.870026141061761
908,constant_fertility,5yearly,2060,0.794118504802111
908,constant_mortality,5yearly,2060,0.867105945399791
908,high_variant,5yearly,2060,1.11551040905199
908,instant_replacement,5yearly,2060,1
908,low_variant,5yearly,2060,0.633513500323763
908,medium_variant,5yearly,2060,0.874227293299524
908,momentum,5yearly,2060,1
908,no_change,5yearly,2060,0.788592604246254
908,zero_migration,5yearly,2060,0.874874355734281
908,constant_fertility,5yearly,2065,0.796935999262919
908,constant_mortality,5yearly,2065,0.870578122156339
908,high_variant,5yearly,2065,1.11934914491641
908,instant_replacement,5yearly,2065,1
908,low_variant,5yearly,2065,0.636943802942575
908,medium_variant,5yearly,2065,0.87797808291391
908,momentum,5yearly,2065,1
908,no_change,5yearly,2065,0.791004900494205
908,zero_migration,5yearly,2065,0.878760818369444
908,constant_fertility,5yearly,2070,0.799489960106032
908,constant_mortality,5yearly,2070,0.873404189646379
908,high_variant,5yearly,2070,1.12265254788981
908,instant_replacement,5yearly,2070,1
908,low_variant,5yearly,2070,0.639936112727521
908,medium_variant,5yearly,2070,0.881073630560179
908,momentum,5yearly,2070,1
908,no_change,5yearly,2070,0.793327699491216
908,zero_migration,5yearly,2070,0.882011973277744
908,constant_fertility,5yearly,2075,0.801730734210818
908,constant_mortality,5yearly,2075,0.875703513631925
908,high_variant,5yearly,2075,1.12540988345634
908,instant_replacement,5yearly,2075,1
908,low_variant,5yearly,2075,0.642656072008118
908,medium_variant,5yearly,2075,0.883761267914194
908,momentum,5yearly,2075,1
908,no_change,5yearly,2075,0.795551914986547
908,zero_migration,5yearly,2075,0.884844469099636
908,constant_fertility,5yearly,2080,0.804361809956509
908,constant_mortality,5yearly,2080,0.877973212002762
908,high_variant,5yearly,2080,1.1280018000665
908,instant_replacement,5yearly,2080,1
908,low_variant,5yearly,2080,0.64489433555477
908,medium_variant,5yearly,2080,0.886201643498337
908,momentum,5yearly,2080,1
908,no_change,5yearly,2080,0.797729955596823
908,zero_migration,5yearly,2080,0.887427134896919
908,constant_fertility,5yearly,2085,0.806669670292924
908,constant_mortality,5yearly,2085,0.879654568085147
908,high_variant,5yearly,2085,1.13007251624412
908,instant_replacement,5yearly,2085,1
908,low_variant,5yearly,2085,0.646700491186862
908,medium_variant,5yearly,2085,0.888153043036065
908,momentum,5yearly,2085,1
908,no_change,5yearly,2085,0.799940387527971
908,zero_migration,5yearly,2085,0.889455858740411
908,constant_fertility,5yearly,2090,0.809120901362824
908,constant_mortality,5yearly,2090,0.880742989156369
908,high_variant,5yearly,2090,1.13165277039854
908,instant_replacement,5yearly,2090,1
908,low_variant,5yearly,2090,0.648222785705154
908,medium_variant,5yearly,2090,0.889659843479348
908,momentum,5yearly,2090,1
908,no_change,5yearly,2090,0.802213764057509
908,zero_migration,5yearly,2090,0.891038910936304
908,constant_fertility,5yearly,2095,0.811711031136529
908,constant_mortality,5yearly,2095,0.882251553104964
908,high_variant,5yearly,2095,1.13349571780269
908,instant_replacement,5yearly,2095,1
908,low_variant,5yearly,2095,0.649694639658316
908,medium_variant,5yearly,2095,0.89146003387327
908,momentum,5yearly,2095,1
908,no_change,5yearly,2095,0.804506767914094
908,zero_migration,5yearly,2095,0.892926663707836
908,constant_fertility,5yearly,Regi,EUROPE
908,constant_mortality,5yearly,Regi,EUROPE
908,estimates,5yearly,Regi,EUROPE
908,high_variant,5yearly,Regi,EUROPE
908,instant_replacement,5yearly,Regi,EUROPE
908,low_variant,5yearly,Regi,EUROPE
908,medium_variant,5yearly,Regi,EUROPE
908,momentum,5yearly,Regi,EUROPE
908,no_change,5yearly,Regi,EUROPE
