continent,variant,freq,year,netreporductionrate
903,estimates,5yearly,1950,1.85982997379003
903,estimates,5yearly,1955,1.97749234169435
903,estimates,5yearly,1960,2.09640728529054
903,estimates,5yearly,1965,2.18184606975989
903,estimates,5yearly,1970,2.26536809959787
903,estimates,5yearly,1975,2.32454207510204
903,estimates,5yearly,1980,2.33486271194816
903,estimates,5yearly,1985,2.26828004122749
903,estimates,5yearly,1990,2.10524053745683
903,estimates,5yearly,1995,1.99495983642007
903,estimates,5yearly,2000,1.95049118353801
903,estimates,5yearly,2005,1.95904213523809
903,estimates,5yearly,2010,1.96289824910342
903,constant_fertility,5yearly,2015,2.03138276205211
903,constant_mortality,5yearly,2015,1.83756797349662
903,high_variant,5yearly,2015,1.99247701828605
903,instant_replacement,5yearly,2015,1
903,low_variant,5yearly,2015,1.77654856054813
903,medium_variant,5yearly,2015,1.88432618115096
903,momentum,5yearly,2015,1
903,no_change,5yearly,2015,1.98058151663446
903,zero_migration,5yearly,2015,1.88445333921702
903,constant_fertility,5yearly,2020,2.09197997135537
903,constant_mortality,5yearly,2020,1.71964571283528
903,high_variant,5yearly,2020,1.97606101111453
903,instant_replacement,5yearly,2020,1
903,low_variant,5yearly,2020,1.62468652493699
903,medium_variant,5yearly,2020,1.80033924584809
903,momentum,5yearly,2020,1
903,no_change,5yearly,2020,1.99801105694644
903,zero_migration,5yearly,2020,1.80056037981619
903,constant_fertility,5yearly,2025,2.1479076482698
903,constant_mortality,5yearly,2025,1.61119334808635
903,high_variant,5yearly,2025,1.9404133987618
903,instant_replacement,5yearly,2025,1
903,low_variant,5yearly,2025,1.49472842046762
903,medium_variant,5yearly,2025,1.71741136132833
903,momentum,5yearly,2025,1
903,no_change,5yearly,2025,2.01414460299563
903,zero_migration,5yearly,2025,1.71756924018906
903,constant_fertility,5yearly,2030,2.20026817643604
903,constant_mortality,5yearly,2030,1.51255188616682
903,high_variant,5yearly,2030,1.86361673403099
903,instant_replacement,5yearly,2030,1
903,low_variant,5yearly,2030,1.41277001678105
903,medium_variant,5yearly,2030,1.63821168737951
903,momentum,5yearly,2030,1
903,no_change,5yearly,2030,2.03002102260707
903,zero_migration,5yearly,2030,1.63825072395389
903,constant_fertility,5yearly,2035,2.2498549027088
903,constant_mortality,5yearly,2035,1.42389960500196
903,high_variant,5yearly,2035,1.79035115788724
903,instant_replacement,5yearly,2035,1
903,low_variant,5yearly,2035,1.33624848878635
903,medium_variant,5yearly,2035,1.56309270864075
903,momentum,5yearly,2035,1
903,no_change,5yearly,2035,2.04666808833116
903,zero_migration,5yearly,2035,1.56301696830149
903,constant_fertility,5yearly,2040,2.29607277288751
903,constant_mortality,5yearly,2040,1.34434188930247
903,high_variant,5yearly,2040,1.72125273003119
903,instant_replacement,5yearly,2040,1
903,low_variant,5yearly,2040,1.26473085843695
903,medium_variant,5yearly,2040,1.49272901511474
903,momentum,5yearly,2040,1
903,no_change,5yearly,2040,2.06293174064679
903,zero_migration,5yearly,2040,1.49257127512022
903,constant_fertility,5yearly,2045,2.33756371934402
903,constant_mortality,5yearly,2045,1.27255396312264
903,high_variant,5yearly,2045,1.65610589623699
903,instant_replacement,5yearly,2045,1
903,low_variant,5yearly,2045,1.19803906616141
903,medium_variant,5yearly,2045,1.42693924932645
903,momentum,5yearly,2045,1
903,no_change,5yearly,2045,2.07783133462888
903,zero_migration,5yearly,2045,1.42673133775256
903,constant_fertility,5yearly,2050,2.3747896461525
903,constant_mortality,5yearly,2050,1.20850163722077
903,high_variant,5yearly,2050,1.59617815075877
903,instant_replacement,5yearly,2050,1
903,low_variant,5yearly,2050,1.13655692152377
903,medium_variant,5yearly,2050,1.3659969752421
903,momentum,5yearly,2050,1
903,no_change,5yearly,2050,2.09140273867651
903,zero_migration,5yearly,2050,1.36576043313135
903,constant_fertility,5yearly,2055,2.40814615501978
903,constant_mortality,5yearly,2055,1.15128251410103
903,high_variant,5yearly,2055,1.54034671338535
903,instant_replacement,5yearly,2055,1
903,low_variant,5yearly,2055,1.07965014228383
903,medium_variant,5yearly,2055,1.30957255388711
903,momentum,5yearly,2055,1
903,no_change,5yearly,2055,2.10434394400137
903,zero_migration,5yearly,2055,1.30931355058617
903,constant_fertility,5yearly,2060,2.43916270331791
903,constant_mortality,5yearly,2060,1.10220714937044
903,high_variant,5yearly,2060,1.49137618439356
903,instant_replacement,5yearly,2060,1
903,low_variant,5yearly,2060,1.03013495657368
903,medium_variant,5yearly,2060,1.26022071287014
903,momentum,5yearly,2060,1
903,no_change,5yearly,2060,2.11746307733325
903,zero_migration,5yearly,2060,1.25993925285879
903,constant_fertility,5yearly,2065,2.46886664473873
903,constant_mortality,5yearly,2065,1.05898164619773
903,high_variant,5yearly,2065,1.44773196340392
