continent,variant,freq,year,netreporductionrate
905,estimates,5yearly,1950,1.55178795229202
905,estimates,5yearly,1955,1.68894232219932
905,estimates,5yearly,1960,1.53749188018003
905,estimates,5yearly,1965,1.20020726995918
905,estimates,5yearly,1970,0.957468939675332
905,estimates,5yearly,1975,0.84035110292142
905,estimates,5yearly,1980,0.853907499386256
905,estimates,5yearly,1985,0.901881940728261
905,estimates,5yearly,1990,0.957602589678171
905,estimates,5yearly,1995,0.938826769108909
905,estimates,5yearly,2000,0.956628856560612
905,estimates,5yearly,2005,0.965917150953832
905,estimates,5yearly,2010,0.890871689518566
905,constant_fertility,5yearly,2015,0.891975487014197
905,constant_mortality,5yearly,2015,0.892339731138478
905,high_variant,5yearly,2015,1.01423846424978
905,instant_replacement,5yearly,2015,1
905,low_variant,5yearly,2015,0.773239231269146
905,medium_variant,5yearly,2015,0.893239103433592
905,momentum,5yearly,2015,1
905,no_change,5yearly,2015,0.89097520717652
905,zero_migration,5yearly,2015,0.893392832027831
905,constant_fertility,5yearly,2020,0.89305612043697
905,constant_mortality,5yearly,2020,0.894829566196476
905,high_variant,5yearly,2020,1.08972898527785
905,instant_replacement,5yearly,2020,1
905,low_variant,5yearly,2020,0.703730205199933
905,medium_variant,5yearly,2020,0.896729603171312
905,momentum,5yearly,2020,1
905,no_change,5yearly,2020,0.891055650212303
905,zero_migration,5yearly,2020,0.897236696415213
905,constant_fertility,5yearly,2025,0.893975745192908
905,constant_mortality,5yearly,2025,0.897553118866413
905,high_variant,5yearly,2025,1.14235316665696
905,instant_replacement,5yearly,2025,1
905,low_variant,5yearly,2025,0.659454810658895
905,medium_variant,5yearly,2025,0.901353755726626
905,momentum,5yearly,2025,1
905,no_change,5yearly,2025,0.891074742281101
905,zero_migration,5yearly,2025,0.902200408867329
905,constant_fertility,5yearly,2030,0.894098676441114
905,constant_mortality,5yearly,2030,0.901301537966401
905,high_variant,5yearly,2030,1.14620148825777
905,instant_replacement,5yearly,2030,1
905,low_variant,5yearly,2030,0.663207585798976
905,medium_variant,5yearly,2030,0.904304340646991
905,momentum,5yearly,2030,1
905,no_change,5yearly,2030,0.891095933874847
905,zero_migration,5yearly,2030,0.905453406457937
905,constant_fertility,5yearly,2035,0.895008130472259
905,constant_mortality,5yearly,2035,0.903361880409908
905,high_variant,5yearly,2035,1.14926015287652
905,instant_replacement,5yearly,2035,1
905,low_variant,5yearly,2035,0.666274481782107
905,medium_variant,5yearly,2035,0.908266904092586
905,momentum,5yearly,2035,1
905,no_change,5yearly,2035,0.891103249308756
905,zero_migration,5yearly,2035,0.909686953993357
905,constant_fertility,5yearly,2040,0.896005113487347
905,constant_mortality,5yearly,2040,0.906204785952514
905,high_variant,5yearly,2040,1.15310526584707
905,instant_replacement,5yearly,2040,1
905,low_variant,5yearly,2040,0.669121468128956
905,medium_variant,5yearly,2040,0.911112906561402
905,momentum,5yearly,2040,1
905,no_change,5yearly,2040,0.89109777724295
905,zero_migration,5yearly,2040,0.912776737324967
905,constant_fertility,5yearly,2045,0.895980381086424
905,constant_mortality,5yearly,2045,0.908110558564877
905,high_variant,5yearly,2045,1.15601852635677
905,instant_replacement,5yearly,2045,1
905,low_variant,5yearly,2045,0.672024256134661
905,medium_variant,5yearly,2045,0.914021180190178
905,momentum,5yearly,2045,1
905,no_change,5yearly,2045,0.89106988203828
905,zero_migration,5yearly,2045,0.91586730970601
905,constant_fertility,5yearly,2050,0.8968699325794
905,constant_mortality,5yearly,2050,0.909933504453
905,high_variant,5yearly,2050,1.15875746258719
905,instant_replacement,5yearly,2050,1
905,low_variant,5yearly,2050,0.673831832063786
905,medium_variant,5yearly,2050,0.916746277835222
905,momentum,5yearly,2050,1
905,no_change,5yearly,2050,0.890956666516378
905,zero_migration,5yearly,2050,0.918714191346323
905,constant_fertility,5yearly,2055,0.896762701429514
905,constant_mortality,5yearly,2055,0.911561059955214
905,high_variant,5yearly,2055,1.16050325744444
905,instant_replacement,5yearly,2055,1
905,low_variant,5yearly,2055,0.675439530599069
905,medium_variant,5yearly,2055,0.918375104330157
905,momentum,5yearly,2055,1
905,no_change,5yearly,2055,0.890846139570908
905,zero_migration,5yearly,2055,0.920423094156889
905,constant_fertility,5yearly,2060,0.89764778462712
905,constant_mortality,5yearly,2060,0.912259168626847
905,high_variant,5yearly,2060,1.16221702124031
905,instant_replacement,5yearly,2060,1
905,low_variant,5yearly,2060,0.677123626181715
905,medium_variant,5yearly,2060,0.920075759801409
905,momentum,5yearly,2060,1
905,no_change,5yearly,2060,0.890828589137068
905,zero_migration,5yearly,2060,0.92216608490476
905,constant_fertility,5yearly,2065,0.897795409717518
905,constant_mortality,5yearly,2065,0.913879802503423
905,high_variant,5yearly,2065,1.16475754665647
905,instant_replacement,5yearly,2065,1
905,low_variant,5yearly,2065,0.678723661662908
905,medium_variant,5yearly,2065,0.921699466634528
905,momentum,5yearly,2065,1
905,no_change,5yearly,2065,0.89086876987446
905,zero_migration,5yearly,2065,0.923817457574644
905,constant_fertility,5yearly,2070,0.898747703118682
905,constant_mortality,5yearly,2070,0.914482919899582
905,high_variant,5yearly,2070,1.16538499182949
905,instant_replacement,5yearly,2070,1
905,low_variant,5yearly,2070,0.680190726559131
905,medium_variant,5yearly,2070,0.923304889683909
905,momentum,5yearly,2070,1
905,no_change,5yearly,2070,0.890916652929201
905,zero_migration,5yearly,2070,0.925420615936246
905,constant_fertility,5yearly,2075,0.898793383987735
905,constant_mortality,5yearly,2075,0.915872855021467
905,high_variant,5yearly,2075,1.16770031390682
905,instant_replacement,5yearly,2075,1
905,low_variant,5yearly,2075,0.681540194798762
905,medium_variant,5yearly,2075,0.924697043556738
905,momentum,5yearly,2075,1
905,no_change,5yearly,2075,0.890956014312227
905,zero_migration,5yearly,2075,0.926835831185735
905,constant_fertility,5yearly,2080,0.898830576072116
905,constant_mortality,5yearly,2080,0.916255697810762
905,high_variant,5yearly,2080,1.16820277550758
905,instant_replacement,5yearly,2080,1
905,low_variant,5yearly,2080,0.68198736338312
905,medium_variant,5yearly,2080,0.925081734878776
905,momentum,5yearly,2080,1
