continent,variant,freq,year,netreporductionrate
905,no_change,5yearly,2080,0.89098682996238
905,zero_migration,5yearly,2080,0.927219215899172
905,constant_fertility,5yearly,2085,0.899876955676588
905,constant_mortality,5yearly,2085,0.916639743690927
905,high_variant,5yearly,2085,1.16950823867382
905,instant_replacement,5yearly,2085,1
905,low_variant,5yearly,2085,0.683232043185966
905,medium_variant,5yearly,2085,0.926367081494706
905,momentum,5yearly,2085,1
905,no_change,5yearly,2085,0.891026518537554
905,zero_migration,5yearly,2085,0.928506052376626
905,constant_fertility,5yearly,2090,0.89995155771892
905,constant_mortality,5yearly,2090,0.916936234348308
905,high_variant,5yearly,2090,1.17082531919224
905,instant_replacement,5yearly,2090,1
905,low_variant,5yearly,2090,0.683491514015577
905,medium_variant,5yearly,2090,0.926766116144617
905,momentum,5yearly,2090,1
905,no_change,5yearly,2090,0.891093590652871
905,zero_migration,5yearly,2090,0.928860326791521
905,constant_fertility,5yearly,2095,0.900055741204579
905,constant_mortality,5yearly,2095,0.916446889245351
905,high_variant,5yearly,2095,1.17034715511386
905,instant_replacement,5yearly,2095,1
905,low_variant,5yearly,2095,0.683875558866732
905,medium_variant,5yearly,2095,0.927178102426664
905,momentum,5yearly,2095,1
905,no_change,5yearly,2095,0.891189630796266
905,zero_migration,5yearly,2095,0.929214155303612
