continent,variant,freq,year,netreporductionrate
909,estimates,5yearly,1950,1.62665398581787
909,estimates,5yearly,1955,1.75370472867889
909,estimates,5yearly,1960,1.71203427581651
909,estimates,5yearly,1965,1.56375076002958
909,estimates,5yearly,1970,1.42959462292652
909,estimates,5yearly,1975,1.22137364282263
909,estimates,5yearly,1980,1.18134153922795
909,estimates,5yearly,1985,1.14193265364828
909,estimates,5yearly,1990,1.13906786233226
909,estimates,5yearly,1995,1.11758407888721
909,estimates,5yearly,2000,1.10823113437699
909,estimates,5yearly,2005,1.15902086896673
909,estimates,5yearly,2010,1.11305088294041
909,constant_fertility,5yearly,2015,1.12802473062646
909,constant_mortality,5yearly,2015,1.0754495986822
909,high_variant,5yearly,2015,1.19750140108115
909,instant_replacement,5yearly,2015,1
909,low_variant,5yearly,2015,0.9614981368561
909,medium_variant,5yearly,2015,1.07984605151182
909,momentum,5yearly,2015,1
909,no_change,5yearly,2015,1.12335619291851
909,zero_migration,5yearly,2015,1.08376784229328
909,constant_fertility,5yearly,2020,1.14363014649112
909,constant_mortality,5yearly,2020,1.04596224048418
909,high_variant,5yearly,2020,1.2437681119396
909,instant_replacement,5yearly,2020,1
909,low_variant,5yearly,2020,0.865217431760443
909,medium_variant,5yearly,2020,1.05450522871168
909,momentum,5yearly,2020,1
909,no_change,5yearly,2020,1.13400958412969
909,zero_migration,5yearly,2020,1.06517378664409
909,constant_fertility,5yearly,2025,1.15605608003508
909,constant_mortality,5yearly,2025,1.02088837152794
909,high_variant,5yearly,2025,1.26983731959869
909,instant_replacement,5yearly,2025,1
909,low_variant,5yearly,2025,0.79574395749984
909,medium_variant,5yearly,2025,1.03237982440401
909,momentum,5yearly,2025,1
909,no_change,5yearly,2025,1.14228509828069
909,zero_migration,5yearly,2025,1.0482815294365
909,constant_fertility,5yearly,2030,1.16771682870501
909,constant_mortality,5yearly,2030,0.998152437739189
909,high_variant,5yearly,2030,1.25018758362626
909,instant_replacement,5yearly,2030,1
909,low_variant,5yearly,2030,0.775186349857603
909,medium_variant,5yearly,2030,1.01261824982476
909,momentum,5yearly,2030,1
909,no_change,5yearly,2030,1.14966389630931
909,zero_migration,5yearly,2030,1.0328063471233
909,constant_fertility,5yearly,2035,1.18128860067904
909,constant_mortality,5yearly,2035,0.980296800994558
