variant,global,year,gender,oldagedependencyratio2069
estimates,900,1950,male,4.71
estimates,900,1951,male,4.78
estimates,900,1952,male,4.813
estimates,900,1953,male,4.808
estimates,900,1954,male,4.764
estimates,900,1955,male,4.683
estimates,900,1956,male,4.761
estimates,900,1957,male,4.797
estimates,900,1958,male,4.794
estimates,900,1959,male,4.752
estimates,900,1960,male,4.676
estimates,900,1961,male,4.761
estimates,900,1962,male,4.814
estimates,900,1963,male,4.835
estimates,900,1964,male,4.821
estimates,900,1965,male,4.775
estimates,900,1966,male,4.88
estimates,900,1967,male,4.954
estimates,900,1968,male,4.998
estimates,900,1969,male,5.018
estimates,900,1970,male,5.017
estimates,900,1971,male,5.124
estimates,900,1972,male,5.199
estimates,900,1973,male,5.246
estimates,900,1974,male,5.269
estimates,900,1975,male,5.273
estimates,900,1976,male,5.383
estimates,900,1977,male,5.466
estimates,900,1978,male,5.522
estimates,900,1979,male,5.556
estimates,900,1980,male,5.572
estimates,900,1981,male,5.674
estimates,900,1982,male,5.752
estimates,900,1983,male,5.798
estimates,900,1984,male,5.803
estimates,900,1985,male,5.766
estimates,900,1986,male,5.807
estimates,900,1987,male,5.809
estimates,900,1988,male,5.787
estimates,900,1989,male,5.757
estimates,900,1990,male,5.728
estimates,900,1991,male,5.798
estimates,900,1992,male,5.855
estimates,900,1993,male,5.901
estimates,900,1994,male,5.942
estimates,900,1995,male,5.98
estimates,900,1996,male,6.11
estimates,900,1997,male,6.227
estimates,900,1998,male,6.327
estimates,900,1999,male,6.403
estimates,900,2000,male,6.454
estimates,900,2001,male,6.583
estimates,900,2002,male,6.683
estimates,900,2003,male,6.761
estimates,900,2004,male,6.822
estimates,900,2005,male,6.872
estimates,900,2006,male,6.997
estimates,900,2007,male,7.104
estimates,900,2008,male,7.189
estimates,900,2009,male,7.249
estimates,900,2010,male,7.284
estimates,900,2011,male,7.373
estimates,900,2012,male,7.437
estimates,900,2013,male,7.49
estimates,900,2014,male,7.546
estimates,900,2015,male,7.613
medium_variant,900,2015,male,7.613
medium_variant,900,2016,male,7.759
medium_variant,900,2017,male,7.903
medium_variant,900,2018,male,8.053
medium_variant,900,2019,male,8.22
medium_variant,900,2020,male,8.41
medium_variant,900,2021,male,8.689
medium_variant,900,2022,male,8.978
medium_variant,900,2023,male,9.263
medium_variant,900,2024,male,9.532
medium_variant,900,2025,male,9.776
medium_variant,900,2026,male,10.059
medium_variant,900,2027,male,10.311
medium_variant,900,2028,male,10.545
medium_variant,900,2029,male,10.778
medium_variant,900,2030,male,11.022
medium_variant,900,2031,male,11.327
medium_variant,900,2032,male,11.625
medium_variant,900,2033,male,11.917
medium_variant,900,2034,male,12.206
medium_variant,900,2035,male,12.495
medium_variant,900,2036,male,12.834
medium_variant,900,2037,male,13.158
medium_variant,900,2038,male,13.468
medium_variant,900,2039,male,13.764
medium_variant,900,2040,male,14.045
medium_variant,900,2041,male,14.368
medium_variant,900,2042,male,14.665
medium_variant,900,2043,male,14.935
medium_variant,900,2044,male,15.173
medium_variant,900,2045,male,15.379
medium_variant,900,2046,male,15.614
medium_variant,900,2047,male,15.806
medium_variant,900,2048,male,15.971
medium_variant,900,2049,male,16.131
medium_variant,900,2050,male,16.303
medium_variant,900,2051,male,16.542
medium_variant,900,2052,male,16.766
medium_variant,900,2053,male,16.992
medium_variant,900,2054,male,17.235
medium_variant,900,2055,male,17.507
medium_variant,900,2056,male,17.865
medium_variant,900,2057,male,18.228
medium_variant,900,2058,male,18.585
medium_variant,900,2059,male,18.915
medium_variant,900,2060,male,19.209
medium_variant,900,2061,male,19.525
medium_variant,900,2062,male,19.786
medium_variant,900,2063,male,20.005
medium_variant,900,2064,male,20.192
medium_variant,900,2065,male,20.36
medium_variant,900,2066,male,20.553
medium_variant,900,2067,male,20.702
medium_variant,900,2068,male,20.822
medium_variant,900,2069,male,20.932
medium_variant,900,2070,male,21.046
medium_variant,900,2071,male,21.199
medium_variant,900,2072,male,21.332
medium_variant,900,2073,male,21.458
medium_variant,900,2074,male,21.589
medium_variant,900,2075,male,21.734
medium_variant,900,2076,male,21.926
medium_variant,900,2077,male,22.107
medium_variant,900,2078,male,22.286
medium_variant,900,2079,male,22.468
medium_variant,900,2080,male,22.662
medium_variant,900,2081,male,22.907
medium_variant,900,2082,male,23.134
medium_variant,900,2083,male,23.35
medium_variant,900,2084,male,23.561
medium_variant,900,2085,male,23.778
medium_variant,900,2086,male,24.026
medium_variant,900,2087,male,24.246
medium_variant,900,2088,male,24.452
medium_variant,900,2089,male,24.656
medium_variant,900,2090,male,24.866
medium_variant,900,2091,male,25.086
medium_variant,900,2092,male,25.28
medium_variant,900,2093,male,25.461
medium_variant,900,2094,male,25.64
medium_variant,900,2095,male,25.828
medium_variant,900,2096,male,26.018
medium_variant,900,2097,male,26.188
medium_variant,900,2098,male,26.35
medium_variant,900,2099,male,26.513
medium_variant,900,2100,male,26.689
estimates,900,1950,female,6.142
estimates,900,1951,female,6.246
estimates,900,1952,female,6.321
estimates,900,1953,female,6.366
estimates,900,1954,female,6.38
estimates,900,1955,female,6.364
estimates,900,1956,female,6.478
estimates,900,1957,female,6.554
estimates,900,1958,female,6.597
estimates,900,1959,female,6.609
estimates,900,1960,female,6.594
estimates,900,1961,female,6.723
estimates,900,1962,female,6.824
estimates,900,1963,female,6.899
estimates,900,1964,female,6.947
estimates,900,1965,female,6.97
estimates,900,1966,female,7.115
estimates,900,1967,female,7.231
estimates,900,1968,female,7.323
estimates,900,1969,female,7.397
estimates,900,1970,female,7.458
estimates,900,1971,female,7.594
estimates,900,1972,female,7.701
estimates,900,1973,female,7.784
estimates,900,1974,female,7.852
estimates,900,1975,female,7.912
estimates,900,1976,female,8.05
estimates,900,1977,female,8.166
estimates,900,1978,female,8.263
estimates,900,1979,female,8.344
estimates,900,1980,female,8.413
estimates,900,1981,female,8.537
estimates,900,1982,female,8.642
estimates,900,1983,female,8.717
estimates,900,1984,female,8.747
estimates,900,1985,female,8.729
estimates,900,1986,female,8.74
estimates,900,1987,female,8.701
estimates,900,1988,female,8.636
estimates,900,1989,female,8.578
estimates,900,1990,female,8.544
estimates,900,1991,female,8.593
estimates,900,1992,female,8.645
estimates,900,1993,female,8.698
estimates,900,1994,female,8.749
estimates,900,1995,female,8.795
estimates,900,1996,female,8.9
estimates,900,1997,female,8.994
estimates,900,1998,female,9.075
estimates,900,1999,female,9.141
estimates,900,2000,female,9.192
estimates,900,2001,female,9.286
estimates,900,2002,female,9.353
estimates,900,2003,female,9.402
estimates,900,2004,female,9.444
estimates,900,2005,female,9.484
estimates,900,2006,female,9.582
estimates,900,2007,female,9.67
estimates,900,2008,female,9.745
estimates,900,2009,female,9.802
estimates,900,2010,female,9.841
estimates,900,2011,female,9.902
estimates,900,2012,female,9.943
estimates,900,2013,female,9.982
estimates,900,2014,female,10.038
estimates,900,2015,female,10.123
medium_variant,900,2015,female,10.123
medium_variant,900,2016,female,10.262
medium_variant,900,2017,female,10.414
medium_variant,900,2018,female,10.586
medium_variant,900,2019,female,10.787
medium_variant,900,2020,female,11.027
medium_variant,900,2021,female,11.33
medium_variant,900,2022,female,11.655
medium_variant,900,2023,female,11.992
medium_variant,900,2024,female,12.324
medium_variant,900,2025,female,12.645
medium_variant,900,2026,female,12.972
medium_variant,900,2027,female,13.276
medium_variant,900,2028,female,13.572
medium_variant,900,2029,female,13.88
medium_variant,900,2030,female,14.212
medium_variant,900,2031,female,14.566
medium_variant,900,2032,female,14.922
medium_variant,900,2033,female,15.285
medium_variant,900,2034,female,15.658
medium_variant,900,2035,female,16.045
medium_variant,900,2036,female,16.436
medium_variant,900,2037,female,16.823
medium_variant,900,2038,female,17.207
medium_variant,900,2039,female,17.589
medium_variant,900,2040,female,17.967
medium_variant,900,2041,female,18.332
medium_variant,900,2042,female,18.678
medium_variant,900,2043,female,19.006
medium_variant,900,2044,female,19.314
medium_variant,900,2045,female,19.606
medium_variant,900,2046,female,19.874
medium_variant,900,2047,female,20.106
medium_variant,900,2048,female,20.322
medium_variant,900,2049,female,20.548
medium_variant,900,2050,female,20.805
medium_variant,900,2051,female,21.073
medium_variant,900,2052,female,21.339
medium_variant,900,2053,female,21.62
medium_variant,900,2054,female,21.933
medium_variant,900,2055,female,22.291
medium_variant,900,2056,female,22.672
medium_variant,900,2057,female,23.069
medium_variant,900,2058,female,23.468
medium_variant,900,2059,female,23.848
medium_variant,900,2060,female,24.199
medium_variant,900,2061,female,24.499
medium_variant,900,2062,female,24.744
medium_variant,900,2063,female,24.951
medium_variant,900,2064,female,25.137
medium_variant,900,2065,female,25.321
medium_variant,900,2066,female,25.462
medium_variant,900,2067,female,25.568
medium_variant,900,2068,female,25.658
medium_variant,900,2069,female,25.752
medium_variant,900,2070,female,25.869
medium_variant,900,2071,female,25.961
medium_variant,900,2072,female,26.046
medium_variant,900,2073,female,26.14
medium_variant,900,2074,female,26.259
medium_variant,900,2075,female,26.414
medium_variant,900,2076,female,26.557
medium_variant,900,2077,female,26.704
medium_variant,900,2078,female,26.866
medium_variant,900,2079,female,27.051
medium_variant,900,2080,female,27.271
medium_variant,900,2081,female,27.481
medium_variant,900,2082,female,27.689
medium_variant,900,2083,female,27.901
medium_variant,900,2084,female,28.13
medium_variant,900,2085,female,28.39
medium_variant,900,2086,female,28.615
medium_variant,900,2087,female,28.828
medium_variant,900,2088,female,29.048
medium_variant,900,2089,female,29.287
medium_variant,900,2090,female,29.557
medium_variant,900,2091,female,29.766
medium_variant,900,2092,female,29.967
medium_variant,900,2093,female,30.173
medium_variant,900,2094,female,30.398
medium_variant,900,2095,female,30.654
medium_variant,900,2096,female,30.839
medium_variant,900,2097,female,31.022
medium_variant,900,2098,female,31.215
medium_variant,900,2099,female,31.429
medium_variant,900,2100,female,31.675
