country,year,variant,agebroad,sexratio_maleper100female
174,1950,estimates,"Region, subregion, country or area *",Comoros
174,1950,estimates,total,98.8217251440113
174,1950,estimates,0_1,105.274261603376
174,1950,estimates,0_4,103.637336186146
174,1950,estimates,0_14,102.213873607943
174,1950,estimates,0_17,101.832988029466
174,1950,estimates,0_19,101.586714892943
174,1950,estimates,0_24,101.181582389324
174,1950,estimates,3_4,101.978798586572
174,1950,estimates,3_5,101.720841300191
174,1950,estimates,3_6,101.538275193798
174,1950,estimates,4_5,101.407766990291
174,1950,estimates,4_6,101.262295081967
174,1950,estimates,5_10,101.100233907996
174,1950,estimates,5_11,101.22828040743
174,1950,estimates,5_14,101.355203011562
174,1950,estimates,6_9,100.976816879396
174,1950,estimates,6_10,101.082842724979
174,1950,estimates,6_11,101.236639872803
174,1950,estimates,6_12,101.373836055564
174,1950,estimates,7_10,101.115241635688
174,1950,estimates,7_12,101.447581370257
174,1950,estimates,11_16,101.156292156485
174,1950,estimates,11_17,100.850567044696
174,1950,estimates,11_18,100.604185086944
174,1950,estimates,12_14,101.678428380698
174,1950,estimates,12_16,100.968607772202
174,1950,estimates,12_17,100.638318766572
174,1950,estimates,12_18,100.382555470543
174,1950,estimates,13_17,100.297548202809
174,1950,estimates,13_18,100.050090162292
174,1950,estimates,13_19,99.9045718747289
174,1950,estimates,15plus,96.814844215122
174,1950,estimates,15_17,99.5344129554656
174,1950,estimates,15_24,99.1697718506897
174,1950,estimates,15_49,98.5481753090702
174,1950,estimates,15_59,97.9255401319709
174,1950,estimates,15_64,97.6448352021746
174,1950,estimates,16plus,96.6968446552113
174,1950,estimates,17plus,96.6003739588645
174,1950,estimates,18plus,96.5192519251925
174,1950,estimates,18_23,99.0081355176641
174,1950,estimates,20plus,96.3473124630833
174,1950,estimates,20_64,97.3092791430695
174,1950,estimates,20_69,96.9778657103994
174,1950,estimates,21plus,96.2488361836624
174,1950,estimates,25plus,95.7883338557547
174,1950,estimates,25_49,98.1688342775074
174,1950,estimates,25_64,96.9110754616086
174,1950,estimates,25_69,96.5244104448393
174,1950,estimates,50plus,89.8374389149297
174,1950,estimates,60plus,86.9017136103998
174,1950,estimates,65plus,84.9788007268322
174,1950,estimates,70plus,82.8571428571429
174,1950,estimates,75plus,82.1029082774049
174,1950,estimates,80plus,78.8343558282208
174,1950,estimates,85plus,77.2727272727273
174,1950,estimates,90plus,0.0
174,1955,estimates,"Region, subregion, country or area *",Comoros
174,1955,estimates,total,98.9346783678639
174,1955,estimates,0_1,100.512202470624
174,1955,estimates,0_4,101.708096097764
174,1955,estimates,0_14,102.148167739281
174,1955,estimates,0_17,102.16511894161
174,1955,estimates,0_19,102.128956623681
174,1955,estimates,0_24,101.702482290613
174,1955,estimates,3_4,103.137651821862
174,1955,estimates,3_5,103.356173961684
174,1955,estimates,3_6,103.483340545219
174,1955,estimates,4_5,103.646288209607
174,1955,estimates,4_6,103.731455117638
174,1955,estimates,5_10,103.367254074626
174,1955,estimates,5_11,103.078131695472
174,1955,estimates,5_14,102.471085749223
174,1955,estimates,6_9,103.512733659516
174,1955,estimates,6_10,103.260429323613
174,1955,estimates,6_11,102.934441523196
174,1955,estimates,6_12,102.619673088149
174,1955,estimates,7_10,103.083643839137
174,1955,estimates,7_12,102.38566876238
174,1955,estimates,11_16,101.388513208908
174,1955,estimates,11_17,101.544943820225
174,1955,estimates,11_18,101.613125603199
174,1955,estimates,12_14,100.96
174,1955,estimates,12_16,101.416739319965
174,1955,estimates,12_17,101.596183836345
174,1955,estimates,12_18,101.667857993805
174,1955,estimates,13_17,101.791277258567
174,1955,estimates,13_18,101.844914778048
174,1955,estimates,13_19,101.767615340955
174,1955,estimates,15plus,96.9243496644912
174,1955,estimates,15_17,102.274450341168
174,1955,estimates,15_24,100.775904203324
174,1955,estimates,15_49,99.0216967947396
174,1955,estimates,15_59,98.2503611173275
174,1955,estimates,15_64,97.8744661677702
174,1955,estimates,16plus,96.7549379312967
174,1955,estimates,17plus,96.5600660844938
174,1955,estimates,18plus,96.3496813860218
174,1955,estimates,18_23,100.239259336315
174,1955,estimates,20plus,95.9584043343383
174,1955,estimates,20_64,97.0253388332351
174,1955,estimates,20_69,96.6776953793497
174,1955,estimates,21plus,95.7942655252073
174,1955,estimates,25plus,95.2665211560207
174,1955,estimates,25_49,97.9691337659005
174,1955,estimates,25_64,96.5049887536767
174,1955,estimates,25_69,96.1028881867066
174,1955,estimates,50plus,88.4071455154447
174,1955,estimates,60plus,84.4906524227394
174,1955,estimates,65plus,82.4425201552702
174,1955,estimates,70plus,79.7845048742945
174,1955,estimates,75plus,76.5015806111696
174,1955,estimates,80plus,74.5810055865922
174,1955,estimates,85plus,69.3877551020408
174,1955,estimates,90plus,0.0
174,1960,estimates,"Region, subregion, country or area *",Comoros
174,1960,estimates,total,98.9900672594381
174,1960,estimates,0_1,102.03882139366
174,1960,estimates,0_4,101.451006150355
174,1960,estimates,0_14,102.03428863869
174,1960,estimates,0_17,101.984938743397
174,1960,estimates,0_19,101.93478442165
174,1960,estimates,0_24,101.953676089791
174,1960,estimates,3_4,100.882825040128
174,1960,estimates,3_5,100.879314134975
174,1960,estimates,3_6,100.923572275885
174,1960,estimates,4_5,100.847314014574
174,1960,estimates,4_6,100.918070889018
174,1960,estimates,5_10,101.688870946037
174,1960,estimates,5_11,101.960667815341
174,1960,estimates,5_14,102.471678681771
174,1960,estimates,6_9,101.638680962978
174,1960,estimates,6_10,101.884275471069
174,1960,estimates,6_11,102.184344338609
174,1960,estimates,6_12,102.463520939928
174,1960,estimates,7_10,102.120559741658
174,1960,estimates,7_12,102.750057134151
174,1960,estimates,11_16,103.357400722022
174,1960,estimates,11_17,103.021124572849
174,1960,estimates,11_18,102.780244552224
174,1960,estimates,12_14,104.034896401309
174,1960,estimates,12_16,103.215892876742
174,1960,estimates,12_17,102.842211423856
174,1960,estimates,12_18,102.588792423047
174,1960,estimates,13_17,102.489213408563
174,1960,estimates,13_18,102.24958341048
174,1960,estimates,13_19,102.156894072536
174,1960,estimates,15plus,96.9016606396798
174,1960,estimates,15_17,101.628122109158
174,1960,estimates,15_24,101.767452858072
174,1960,estimates,15_49,99.2460816083592
174,1960,estimates,15_59,98.4078347716474
174,1960,estimates,15_64,97.9689745935149
174,1960,estimates,16plus,96.7205685073057
174,1960,estimates,17plus,96.559026931799
174,1960,estimates,18plus,96.4061984833498
174,1960,estimates,18_23,101.934837092732
174,1960,estimates,20plus,96.0525768478849
174,1960,estimates,20_64,97.267539442766
174,1960,estimates,20_69,96.8361973692764
174,1960,estimates,21plus,95.8388104730094
174,1960,estimates,25plus,94.8463132662489
174,1960,estimates,25_49,97.7466076073965
174,1960,estimates,25_64,96.2157590308851
174,1960,estimates,25_69,95.7338510783439
174,1960,estimates,50plus,87.7359303628372
174,1960,estimates,60plus,82.5217552305129
174,1960,estimates,65plus,80.0706505740359
174,1960,estimates,70plus,77.3643410852713
174,1960,estimates,75plus,73.75
174,1960,estimates,80plus,68.9839572192513
174,1960,estimates,85plus,65.7142857142857
174,1960,estimates,90plus,59.0909090909091
174,1965,estimates,"Region, subregion, country or area *",Comoros
174,1965,estimates,total,99.156057376577
174,1965,estimates,0_1,102.021753039028
174,1965,estimates,0_4,101.785616774969
174,1965,estimates,0_14,101.548495873636
174,1965,estimates,0_17,101.833014004385
174,1965,estimates,0_19,101.968591429312
174,1965,estimates,0_24,101.899588583183
174,1965,estimates,3_4,101.533742331288
174,1965,estimates,3_5,101.471319216622
174,1965,estimates,3_6,101.422918886014
174,1965,estimates,4_5,101.401797958251
174,1965,estimates,4_6,101.358075886378
174,1965,estimates,5_10,101.221470352105
174,1965,estimates,5_11,101.212424849699
174,1965,estimates,5_14,101.386242200052
174,1965,estimates,6_9,101.197553200655
174,1965,estimates,6_10,101.195079086116
174,1965,estimates,6_11,101.188272526423
174,1965,estimates,6_12,101.21104557081
174,1965,estimates,7_10,101.175731466523
174,1965,estimates,7_12,101.200696777405
174,1965,estimates,11_16,102.305585146857
174,1965,estimates,11_17,102.608228018284
174,1965,estimates,11_18,102.801086628433
174,1965,estimates,12_14,101.896222254888
174,1965,estimates,12_16,102.580037664783
174,1965,estimates,12_17,102.905941395499
174,1965,estimates,12_18,103.097628711814
174,1965,estimates,13_17,103.278358809332
174,1965,estimates,13_18,103.455686409353
174,1965,estimates,13_19,103.462260608336
174,1965,estimates,15plus,97.3306476184028
174,1965,estimates,15_17,104.143397586021
174,1965,estimates,15_24,102.822486587357
174,1965,estimates,15_49,100.11622401102
174,1965,estimates,15_59,99.0269418977445
174,1965,estimates,15_64,98.5256260238708
174,1965,estimates,16plus,97.1225415506401
174,1965,estimates,17plus,96.8838783228678
174,1965,estimates,18plus,96.6241336148113
174,1965,estimates,18_23,102.317219336796
174,1965,estimates,20plus,96.1280803891857
174,1965,estimates,20_64,97.4606987367834
174,1965,estimates,20_69,96.97573530938
174,1965,estimates,21plus,95.9056969596964
174,1965,estimates,25plus,95.08466491772
174,1965,estimates,25_49,98.5331241045234
174,1965,estimates,25_64,96.6068591963751
174,1965,estimates,25_69,96.0551675802858
174,1965,estimates,50plus,87.071972098922
174,1965,estimates,60plus,81.5711548510712
174,1965,estimates,65plus,78.5208274298668
174,1965,estimates,70plus,75.4926730672057
174,1965,estimates,75plus,71.8913270637409
174,1965,estimates,80plus,67.2823218997361
174,1965,estimates,85plus,61.3207547169811
174,1965,estimates,90plus,52.6315789473684
174,1970,estimates,"Region, subregion, country or area *",Comoros
174,1970,estimates,total,99.397616468039
174,1970,estimates,0_1,102.224810716366
174,1970,estimates,0_4,102.078671241733
174,1970,estimates,0_14,101.718104973462
174,1970,estimates,0_17,101.682220462137
174,1970,estimates,0_19,101.725356637964
174,1970,estimates,0_24,102.009509792822
174,1970,estimates,3_4,101.91463901077
174,1970,estimates,3_5,101.869749796766
174,1970,estimates,3_6,101.820940819423
174,1970,estimates,4_5,101.824464409122
174,1970,estimates,4_6,101.772650534609
174,1970,estimates,5_10,101.558600315795
174,1970,estimates,5_11,101.533212212523
174,1970,estimates,5_14,101.482396541075
174,1970,estimates,6_9,101.546352292735
174,1970,estimates,6_10,101.510912143257
174,1970,estimates,6_11,101.488142188568
174,1970,estimates,6_12,101.468569860005
174,1970,estimates,7_10,101.469658659924
174,1970,estimates,7_12,101.432369377679
174,1970,estimates,11_16,101.358763400648
174,1970,estimates,11_17,101.37979930192
174,1970,estimates,11_18,101.444395647294
174,1970,estimates,12_14,101.34244569197
174,1970,estimates,12_16,101.357742181541
174,1970,estimates,12_17,101.382937280873
174,1970,estimates,12_18,101.45794179623
174,1970,estimates,13_17,101.39320117825
174,1970,estimates,13_18,101.481179508085
174,1970,estimates,13_19,101.625724702648
174,1970,estimates,15plus,97.5676304162468
174,1970,estimates,15_17,101.42896781354099
174,1970,estimates,15_24,102.758411639891
174,1970,estimates,15_49,100.567754698318
174,1970,estimates,15_59,99.3552946854907
174,1970,estimates,15_64,98.8399914195667
174,1970,estimates,16plus,97.4127363055681
174,1970,estimates,17plus,97.2528486801256
174,1970,estimates,18plus,97.0818716512208
174,1970,estimates,18_23,103.535078153399
174,1970,estimates,20plus,96.6702430026164
174,1970,estimates,20_64,98.1655662772981
174,1970,estimates,20_69,97.6189075218201
174,1970,estimates,21plus,96.4216030593929
174,1970,estimates,25plus,95.2696204513431
174,1970,estimates,25_49,99.1578878917935
174,1970,estimates,25_64,96.9394006224117
174,1970,estimates,25_69,96.335361413235
174,1970,estimates,50plus,86.7001074883554
174,1970,estimates,60plus,81.5983985217124
174,1970,estimates,65plus,77.8062532034854
174,1970,estimates,70plus,74.0896358543418
174,1970,estimates,75plus,70.3522504892368
174,1970,estimates,80plus,65.7360406091371
174,1970,estimates,85plus,58.6206896551724
174,1970,estimates,90plus,45.4545454545455
174,1975,estimates,"Region, subregion, country or area *",Comoros
174,1975,estimates,total,99.5617607135932
174,1975,estimates,0_1,102.139370651158
174,1975,estimates,0_4,102.028379520484
174,1975,estimates,0_14,101.84800956534
174,1975,estimates,0_17,101.803733023014
174,1975,estimates,0_19,101.777904004544
174,1975,estimates,0_24,101.760281645063
174,1975,estimates,3_4,101.909535744122
174,1975,estimates,3_5,101.890619928595
174,1975,estimates,3_6,101.866203732407
174,1975,estimates,4_5,101.864048713806
174,1975,estimates,4_6,101.8393520081
174,1975,estimates,5_10,101.768938178819
174,1975,estimates,5_11,101.760886020477
174,1975,estimates,5_14,101.730103806228
174,1975,estimates,6_9,101.757408683666
174,1975,estimates,6_10,101.750950995748
174,1975,estimates,6_11,101.744186046512
174,1975,estimates,6_12,101.737309019221
174,1975,estimates,7_10,101.741169781821
174,1975,estimates,7_12,101.728082558536
174,1975,estimates,11_16,101.618370694369
